,Criss Cross Lass,Fast Lane Fever,Aston Georgina,Impress Rolls,Crymelon Libby,Pyrenees Blazer,Chasing Boyd,Boots
10-01-2023 14:33:27.579940,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.5679999999999996)","(6.5, 9.8, 8.8)","(71.0, 480.0, 272.5)","(10.0, 28.0, 21.5)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.2, 6.28125)"
10-01-2023 14:33:28.716877,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.5679999999999996)","(6.5, 9.8, 8.8)","(71.0, 480.0, 277.5)","(10.0, 28.0, 21.5)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.2, 6.28125)"
10-01-2023 14:33:29.891147,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 277.5)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.2, 6.595454545454546)"
10-01-2023 14:33:31.092897,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 277.5)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.2, 6.300000000000001)"
10-01-2023 14:33:32.208269,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 327.5)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.2, 6.633333333333333)"
10-01-2023 14:33:33.220937,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 327.5)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 6.133333333333333)"
10-01-2023 14:33:34.375245,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 327.5)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 6.133333333333333)"
10-01-2023 14:33:35.633731,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 327.5)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 6.133333333333333)"
10-01-2023 14:33:36.897159,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 327.5)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 6.133333333333333)"
10-01-2023 14:33:38.154050,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 327.5)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 7.054545454545455)"
10-01-2023 14:33:39.422796,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 327.5)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 7.054545454545455)"
10-01-2023 14:33:40.604857,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 7.054545454545455)"
10-01-2023 14:33:41.786641,"(3.9, 6.4, 4.7)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 7.054545454545455)"
10-01-2023 14:33:42.883961,"(3.9, 6.4, 4.7)","(5.0, 8.4, 6.331818181818182)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 6.905263157894737)"
10-01-2023 14:33:43.998722,"(3.9, 7.6, 5.1)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 6.905263157894737)"
10-01-2023 14:33:45.208548,"(3.9, 7.6, 5.1)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 6.15)"
10-01-2023 14:33:46.488140,"(3.9, 7.6, 5.1)","(5.0, 8.4, 5.242857142857143)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 6.2625)"
10-01-2023 14:33:47.711210,"(3.9, 7.6, 5.1)","(5.0, 8.4, 6.133333333333334)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 28.0)","(3.6, 7.2, 6.2625)"
10-01-2023 14:33:48.841566,"(3.9, 7.6, 5.1)","(5.0, 8.4, 6.133333333333334)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.2, 6.408333333333333)"
10-01-2023 14:33:49.914141,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 6.0)"
10-01-2023 14:33:51.055937,"(3.9, 7.6, 4.6)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 6.0)"
10-01-2023 14:33:52.267000,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 6.0)"
10-01-2023 14:33:53.505861,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 6.84)"
10-01-2023 14:33:54.715678,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 6.84)"
10-01-2023 14:33:55.898485,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 6.84)"
10-01-2023 14:33:57.043054,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 6.84)"
10-01-2023 14:33:58.166652,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.038709677419355)"
10-01-2023 14:33:59.206776,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.038709677419355)"
10-01-2023 14:34:00.374111,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.038709677419355)"
10-01-2023 14:34:01.573991,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.012121212121212)"
10-01-2023 14:34:02.797455,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.012121212121212)"
10-01-2023 14:34:03.999261,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 330.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.012121212121212)"
10-01-2023 14:34:05.133662,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 322.5)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.012121212121212)"
10-01-2023 14:34:06.218873,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.012121212121212)"
10-01-2023 14:34:07.347101,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.012121212121212)"
10-01-2023 14:34:08.521561,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.012121212121212)"
10-01-2023 14:34:09.741071,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.012121212121212)"
10-01-2023 14:34:11.032626,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.012121212121212)"
10-01-2023 14:34:12.283882,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 33.333333333333336)","(3.6, 7.4, 7.012121212121212)"
10-01-2023 14:34:13.536902,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 60.0, 52.5)","(3.6, 7.4, 7.0181818181818185)"
10-01-2023 14:34:14.834645,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.0181818181818185)"
10-01-2023 14:34:16.064051,"(3.9, 7.6, 5.1)","(5.0, 8.6, 7.461538461538462)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:17.441376,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:18.700528,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:19.933391,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.670967741935484)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:21.183471,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:22.309940,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:23.332787,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:24.446837,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:25.672022,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:26.924482,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:28.137109,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 275.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:29.354797,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 480.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:30.533249,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:31.691397,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.066666666666666)"
10-01-2023 14:34:32.789573,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 52.5)","(3.6, 7.4, 7.174193548387097)"
10-01-2023 14:34:33.895130,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 77.66666666666666)","(3.6, 7.4, 7.174193548387097)"
10-01-2023 14:34:35.098413,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 77.66666666666666)","(3.6, 7.4, 7.174193548387097)"
10-01-2023 14:34:36.273552,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 77.66666666666666)","(3.6, 7.4, 7.174193548387097)"
10-01-2023 14:34:37.471598,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 77.66666666666666)","(3.6, 7.4, 7.174193548387097)"
10-01-2023 14:34:38.635457,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 77.66666666666666)","(3.6, 7.4, 7.174193548387097)"
10-01-2023 14:34:39.702282,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 85.0, 56.53846153846154)","(3.6, 7.4, 7.174193548387097)"
10-01-2023 14:34:40.867242,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.583333333333332)","(21.0, 80.0, 67.8)","(3.6, 7.4, 7.174193548387097)"
10-01-2023 14:34:41.857771,"(3.9, 7.6, 5.1)","(5.0, 8.6, 5.72)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 9.254545454545456)","(71.0, 580.0, 325.0)","(10.0, 28.0, 22.0)","(21.0, 80.0, 67.8)","(3.6, 7.4, 6.945454545454545)"
10-01-2023 14:34:42.879519,"(3.9, 7.4, 4.7375)","(5.0, 8.4, 8.1)","(3.6, 4.1, 3.5826086956521737)","(6.5, 9.8, 8.272727272727273)","(71.0, 580.0, 325.0)","(10.0, 23.0, 22.0)","(21.0, 80.0, 67.8)","(3.6, 7.2, 6.91764705882353)"
10-01-2023 14:34:43.995012,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 7.916666666666667)","(3.6, 4.1, 3.5826086956521737)","(6.5, 10.5, 7.566666666666666)","(71.0, 580.0, 325.0)","(10.0, 23.0, 21.125)","(21.0, 80.0, 67.8)","(3.6, 7.2, 6.830769230769231)"
10-01-2023 14:34:45.072333,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 7.933333333333334)","(3.6, 4.1, 3.5826086956521737)","(6.5, 10.5, 7.566666666666666)","(71.0, 580.0, 325.0)","(10.0, 22.0, 21.125)","(21.0, 80.0, 67.8)","(3.6, 7.2, 6.830769230769231)"
10-01-2023 14:34:46.123624,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 7.75)","(3.6, 4.1, 3.5826086956521737)","(6.5, 10.5, 8.74)","(71.0, 480.0, 275.0)","(10.0, 22.0, 21.125)","(21.0, 80.0, 67.8)","(3.6, 7.2, 6.690909090909091)"
10-01-2023 14:34:47.183389,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 7.966666666666667)","(3.6, 4.1, 3.5826086956521737)","(6.5, 10.5, 8.74)","(71.0, 480.0, 275.0)","(10.0, 22.0, 21.125)","(21.0, 80.0, 67.8)","(3.6, 7.2, 6.690909090909091)"
10-01-2023 14:34:48.286724,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 7.966666666666667)","(3.6, 4.1, 3.5826086956521737)","(6.5, 10.5, 8.74)","(71.0, 480.0, 275.0)","(10.0, 22.0, 21.125)","(21.0, 80.0, 67.8)","(3.6, 7.2, 6.45)"
10-01-2023 14:34:49.287416,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 8.122222222222224)","(3.6, 4.1, 3.7783783783783784)","(6.5, 10.5, 8.74)","(71.0, 480.0, 343.3333333333333)","(10.0, 22.0, 21.125)","(21.0, 80.0, 67.8)","(3.6, 7.2, 6.45)"
10-01-2023 14:34:50.498041,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 7.983333333333334)","(3.6, 4.1, 3.7783783783783784)","(6.5, 10.5, 8.74)","(71.0, 480.0, 343.3333333333333)","(10.0, 22.0, 21.125)","(21.0, 80.0, 69.83333333333333)","(3.6, 7.2, 6.2)"
10-01-2023 14:34:51.637984,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 7.983333333333334)","(3.6, 4.1, 3.7783783783783784)","(6.5, 10.5, 8.74)","(71.0, 480.0, 343.3333333333333)","(10.0, 22.0, 21.125)","(21.0, 80.0, 69.83333333333333)","(3.6, 7.2, 6.2)"
10-01-2023 14:34:52.809855,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 7.983333333333334)","(3.6, 4.1, 3.7783783783783784)","(6.5, 10.5, 8.74)","(71.0, 480.0, 343.3333333333333)","(10.0, 22.0, 21.125)","(21.0, 80.0, 69.83333333333333)","(3.6, 7.2, 6.2)"
10-01-2023 14:34:54.029529,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 7.983333333333334)","(3.6, 4.1, 3.9333333333333336)","(6.5, 10.5, 8.74)","(71.0, 480.0, 343.3333333333333)","(10.0, 22.0, 23.555555555555557)","(21.0, 80.0, 69.83333333333333)","(3.6, 7.2, 6.2)"
10-01-2023 14:34:55.170407,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 7.983333333333334)","(3.6, 4.0, 3.8625)","(6.5, 10.5, 8.74)","(71.0, 480.0, 343.3333333333333)","(10.0, 26.0, 24.625)","(21.0, 80.0, 69.83333333333333)","(3.6, 7.2, 6.2)"
10-01-2023 14:34:56.289333,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 8.057142857142857)","(3.6, 4.0, 3.8625)","(6.5, 10.5, 8.74)","(71.0, 480.0, 343.3333333333333)","(10.0, 26.0, 24.625)","(21.0, 80.0, 69.83333333333333)","(3.6, 7.2, 6.2)"
10-01-2023 14:34:57.415842,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 8.033333333333333)","(3.6, 4.0, 3.8625)","(6.5, 10.5, 8.74)","(71.0, 480.0, 343.3333333333333)","(10.0, 26.0, 20.833333333333336)","(21.0, 80.0, 67.07142857142857)","(3.6, 7.2, 6.2)"
10-01-2023 14:34:58.512091,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 8.085714285714285)","(3.6, 4.0, 3.8625)","(6.5, 10.5, 8.74)","(71.0, 480.0, 343.3333333333333)","(10.0, 25.0, 20.833333333333336)","(21.0, 75.0, 42.0)","(3.6, 7.2, 6.2)"
10-01-2023 14:34:59.609813,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 8.085714285714285)","(3.6, 4.0, 3.8625)","(6.5, 10.5, 8.74)","(71.0, 480.0, 398.0)","(10.0, 25.0, 20.833333333333336)","(21.0, 75.0, 35.714285714285715)","(3.6, 7.2, 6.2)"
10-01-2023 14:35:00.599291,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 8.085714285714285)","(3.6, 4.0, 3.8625)","(6.5, 10.5, 8.74)","(71.0, 480.0, 398.0)","(10.0, 25.0, 20.833333333333336)","(21.0, 75.0, 35.714285714285715)","(3.6, 7.2, 6.2)"
10-01-2023 14:35:01.712606,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 8.085714285714285)","(3.6, 4.0, 3.8625)","(6.5, 10.5, 8.74)","(71.0, 480.0, 398.0)","(10.0, 25.0, 20.833333333333336)","(21.0, 75.0, 35.714285714285715)","(3.6, 7.2, 6.2)"
10-01-2023 14:35:02.837140,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 8.085714285714285)","(3.6, 4.0, 3.8625)","(6.5, 10.5, 8.74)","(71.0, 480.0, 478.0)","(10.0, 25.0, 20.833333333333336)","(21.0, 75.0, 35.714285714285715)","(3.6, 7.2, 6.2)"
10-01-2023 14:35:03.893117,"(3.9, 7.4, 4.357142857142858)","(5.0, 8.4, 7.911111111111111)","(3.6, 4.0, 3.8625)","(6.5, 10.5, 8.74)","(71.0, 580.0, 478.0)","(10.0, 25.0, 20.833333333333336)","(21.0, 75.0, 35.714285714285715)","(3.6, 7.2, 6.2)"
