,What A Surprise,Awesome Isla,Dr May,Line And Length,Dr Jax,Charlottes Hand,Slingshot Layla,Rawhide Hand
07-12-2022 20:41:01.560571,"(1.7, 2.12, 1.9321739130434783)","(15.0, 50.0, 19.076923076923077)","(31.0, 160.0, 100.26666666666667)","(4.4, 7.2, 6.866666666666667)","(20.0, 65.0, 50.15625)","(7.5, 10.0, 8.8)","(9.0, 19.0, 14.3)","(9.0, 10.5, 9.25)"
07-12-2022 20:41:02.854027,"(1.7, 2.3, 1.9931818181818182)","(15.0, 50.0, 32.25)","(31.0, 160.0, 136.88888888888889)","(4.4, 7.2, 6.913333333333333)","(20.0, 65.0, 43.28125)","(7.5, 10.0, 9.520000000000001)","(9.0, 19.0, 11.083333333333332)","(9.0, 10.5, 8.625)"
07-12-2022 20:41:04.084647,"(1.7, 2.1, 2.06875)","(15.0, 48.0, 32.25)","(31.0, 150.0, 136.88888888888889)","(4.4, 7.0, 6.913333333333333)","(20.0, 55.0, 47.29166666666667)","(7.5, 9.8, 9.34)","(9.0, 18.5, 11.825)","(9.0, 10.5, 9.0)"
07-12-2022 20:41:05.276382,"(1.7, 2.28, 2.238)","(15.0, 48.0, 32.25)","(31.0, 150.0, 136.88888888888889)","(4.4, 7.0, 6.913333333333333)","(20.0, 50.0, 47.29166666666667)","(7.5, 9.6, 9.7)","(9.0, 18.5, 11.825)","(9.0, 10.0, 9.0)"
07-12-2022 20:41:06.513656,"(1.7, 2.28, 1.9895833333333333)","(15.0, 48.0, 32.25)","(31.0, 150.0, 140.16666666666669)","(4.4, 7.0, 6.913333333333333)","(20.0, 50.0, 49.22619047619048)","(7.5, 10.0, 9.925)","(9.0, 18.5, 11.825)","(9.0, 10.0, 10.17142857142857)"
07-12-2022 20:41:07.707928,"(1.7, 2.28, 1.9895833333333333)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.913333333333333)","(20.0, 50.0, 46.0)","(7.5, 10.0, 9.285714285714285)","(9.0, 18.5, 11.825)","(9.0, 10.5, 9.733333333333334)"
07-12-2022 20:41:08.931487,"(1.7, 2.28, 1.9895833333333333)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.913333333333333)","(20.0, 50.0, 46.0)","(7.5, 9.6, 9.314285714285713)","(9.0, 18.5, 11.825)","(9.0, 10.0, 9.733333333333334)"
07-12-2022 20:41:10.176344,"(1.7, 2.28, 1.9895833333333333)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.913333333333333)","(20.0, 50.0, 42.125)","(7.5, 9.6, 9.314285714285713)","(9.0, 18.5, 11.825)","(9.0, 10.0, 9.733333333333334)"
07-12-2022 20:41:11.410156,"(1.7, 2.28, 2.22875)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 47.13636363636364)","(7.5, 9.6, 8.8)","(9.0, 18.5, 11.825)","(9.0, 10.0, 10.566666666666666)"
07-12-2022 20:41:12.661681,"(1.7, 2.28, 2.22875)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 47.13636363636364)","(7.5, 9.8, 8.35)","(9.0, 18.5, 11.524999999999999)","(9.0, 11.0, 10.120000000000001)"
07-12-2022 20:41:13.882267,"(1.7, 2.28, 2.2514285714285713)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 47.13636363636364)","(7.5, 9.6, 8.266666666666666)","(9.0, 18.5, 11.975000000000001)","(9.0, 11.0, 10.120000000000001)"
07-12-2022 20:41:15.077004,"(1.7, 2.28, 2.2312499999999997)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 43.8)","(7.5, 9.6, 8.266666666666666)","(9.0, 18.5, 11.975000000000001)","(9.0, 11.0, 10.120000000000001)"
07-12-2022 20:41:16.333960,"(1.7, 2.28, 2.2312499999999997)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 46.125)","(7.5, 9.6, 9.1)","(9.0, 18.5, 11.975000000000001)","(9.0, 11.0, 9.9)"
07-12-2022 20:41:17.546144,"(1.7, 2.28, 2.2312499999999997)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 46.125)","(7.5, 9.6, 9.1)","(9.0, 18.5, 11.975000000000001)","(9.0, 11.0, 9.9)"
07-12-2022 20:41:18.681487,"(1.7, 2.28, 2.242)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 46.125)","(7.5, 9.6, 8.266666666666666)","(9.0, 18.5, 11.975000000000001)","(9.0, 11.0, 9.9)"
07-12-2022 20:41:19.792535,"(1.7, 2.28, 2.2337499999999997)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 46.125)","(7.5, 9.6, 7.8999999999999995)","(9.0, 18.5, 11.975000000000001)","(9.0, 11.0, 9.9)"
07-12-2022 20:41:20.942213,"(1.7, 2.28, 2.2337499999999997)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 44.0)","(7.5, 9.6, 8.0)","(9.0, 18.5, 11.975000000000001)","(9.0, 11.0, 9.9)"
07-12-2022 20:41:22.213855,"(1.7, 2.28, 2.2337499999999997)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 44.0)","(7.5, 9.6, 8.0)","(9.0, 18.5, 11.975000000000001)","(9.0, 11.0, 9.9)"
07-12-2022 20:41:23.469639,"(1.7, 2.28, 2.2337499999999997)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 44.0)","(7.5, 9.6, 9.1)","(9.0, 18.5, 11.524999999999999)","(9.0, 11.0, 9.9)"
07-12-2022 20:41:24.710115,"(1.7, 2.28, 2.2439999999999998)","(15.0, 48.0, 32.25)","(31.0, 150.0, 139.63636363636363)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 40.0)","(7.5, 9.6, 9.1)","(9.0, 18.5, 12.125)","(9.0, 11.0, 9.9)"
07-12-2022 20:41:25.901322,"(1.7, 2.28, 2.23625)","(15.0, 48.0, 32.25)","(31.0, 150.0, 131.0)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.6, 9.1)","(9.0, 18.5, 12.125)","(9.0, 11.0, 9.9)"
07-12-2022 20:41:27.098635,"(1.7, 2.28, 2.23625)","(15.0, 48.0, 32.25)","(31.0, 150.0, 131.0)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.6, 8.266666666666666)","(9.0, 18.5, 12.125)","(9.0, 11.0, 9.366666666666667)"
07-12-2022 20:41:28.443603,"(1.7, 2.28, 2.246)","(15.0, 48.0, 32.25)","(31.0, 150.0, 131.0)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.6, 8.266666666666666)","(9.0, 18.5, 12.125)","(9.0, 10.5, 9.766666666666666)"
07-12-2022 20:41:29.690686,"(1.7, 2.28, 2.246)","(15.0, 48.0, 32.25)","(31.0, 150.0, 131.0)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.6, 8.266666666666666)","(9.0, 18.5, 11.25)","(9.0, 10.0, 9.7)"
07-12-2022 20:41:30.956791,"(1.7, 2.28, 2.2387499999999996)","(15.0, 48.0, 32.25)","(31.0, 150.0, 131.0)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.6, 9.1)","(9.0, 17.5, 13.5)","(9.0, 10.0, 9.7)"
07-12-2022 20:41:32.147504,"(1.7, 2.28, 2.2387499999999996)","(15.0, 48.0, 32.25)","(31.0, 150.0, 131.0)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.6, 8.542857142857143)","(9.0, 17.0, 13.5)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:33.253115,"(1.7, 2.28, 2.2387499999999996)","(15.0, 48.0, 32.25)","(31.0, 150.0, 131.0)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.8, 8.95)","(9.0, 17.0, 14.399999999999999)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:34.388918,"(1.7, 2.28, 2.2479999999999998)","(15.0, 48.0, 32.25)","(31.0, 150.0, 131.0)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.4, 8.95)","(9.0, 17.0, 13.5)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:35.706874,"(1.7, 2.28, 2.2479999999999998)","(15.0, 48.0, 32.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.4, 8.95)","(9.0, 17.0, 13.5)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:36.820551,"(1.7, 2.28, 2.2024999999999997)","(15.0, 48.0, 32.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.4, 8.333333333333334)","(9.0, 17.0, 13.25)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:37.948471,"(1.7, 2.28, 2.24125)","(15.0, 48.0, 32.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.8, 8.333333333333334)","(9.0, 16.5, 13.0)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:39.165586,"(1.7, 2.28, 2.25)","(15.0, 48.0, 32.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.8, 8.35)","(9.0, 16.0, 12.88888888888889)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:40.201884,"(1.7, 2.28, 2.24375)","(15.0, 48.0, 32.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 7.0, 6.891666666666667)","(20.0, 50.0, 45.0)","(7.5, 9.6, 8.35)","(9.0, 16.5, 13.791666666666666)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:41.253654,"(1.7, 2.28, 2.24375)","(15.0, 48.0, 32.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 7.0, 6.675)","(20.0, 50.0, 45.0)","(7.5, 9.6, 8.95)","(9.0, 16.5, 13.791666666666666)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:42.496390,"(1.7, 2.28, 2.24375)","(15.0, 48.0, 21.0)","(31.0, 150.0, 125.55555555555554)","(4.4, 7.0, 6.675)","(20.0, 50.0, 45.0)","(7.5, 9.4, 8.95)","(9.0, 16.5, 11.5)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:43.781234,"(1.7, 2.28, 2.24375)","(15.0, 44.0, 30.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 7.0, 6.675)","(20.0, 50.0, 45.0)","(7.5, 9.4, 8.542857142857143)","(9.0, 16.5, 15.8125)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:45.063849,"(1.7, 2.28, 2.252)","(15.0, 46.0, 20.714285714285715)","(31.0, 150.0, 125.55555555555554)","(4.4, 7.0, 6.3)","(20.0, 50.0, 45.0)","(7.5, 9.8, 8.5)","(9.0, 16.5, 15.25)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:46.228448,"(1.7, 2.28, 2.252)","(15.0, 46.0, 20.714285714285715)","(31.0, 150.0, 125.55555555555554)","(4.4, 6.8, 6.3)","(20.0, 50.0, 41.42857142857143)","(7.5, 10.0, 8.542857142857143)","(9.0, 16.5, 16.083333333333336)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:47.383895,"(1.7, 2.28, 2.215)","(15.0, 46.0, 20.714285714285715)","(31.0, 150.0, 125.55555555555554)","(4.4, 6.8, 6.375)","(20.0, 50.0, 41.42857142857143)","(7.5, 9.8, 9.1)","(9.0, 16.5, 16.083333333333336)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:48.771146,"(1.7, 2.28, 2.215)","(15.0, 46.0, 29.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 6.6, 6.375)","(20.0, 50.0, 41.42857142857143)","(7.5, 9.6, 9.25)","(9.0, 16.5, 16.083333333333336)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:50.084427,"(1.7, 2.28, 2.256)","(15.0, 42.0, 29.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 6.6, 6.375)","(20.0, 50.0, 41.42857142857143)","(7.5, 9.8, 9.25)","(9.0, 16.5, 16.083333333333336)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:51.362440,"(1.7, 2.28, 2.26)","(15.0, 42.0, 29.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 6.6, 6.375)","(20.0, 50.0, 41.42857142857143)","(7.5, 9.8, 9.25)","(9.0, 16.5, 16.083333333333336)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:52.739191,"(1.7, 2.28, 2.26)","(15.0, 42.0, 29.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 6.6, 6.375)","(20.0, 50.0, 41.42857142857143)","(7.5, 9.8, 9.25)","(9.0, 16.5, 16.083333333333336)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:53.985332,"(1.7, 2.28, 2.2457142857142856)","(15.0, 42.0, 29.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 6.6, 6.518181818181818)","(20.0, 50.0, 41.42857142857143)","(7.5, 9.8, 9.1)","(9.0, 16.5, 16.083333333333336)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:55.134458,"(1.7, 2.28, 2.2555555555555555)","(15.0, 42.0, 29.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 6.6, 6.518181818181818)","(20.0, 50.0, 41.42857142857143)","(7.5, 9.6, 9.1)","(9.0, 16.5, 16.083333333333336)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:56.555006,"(1.7, 2.28, 2.2555555555555555)","(15.0, 42.0, 29.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 6.6, 6.518181818181818)","(20.0, 50.0, 41.42857142857143)","(7.5, 9.6, 9.1)","(9.0, 16.5, 16.083333333333336)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:57.834479,"(1.7, 2.28, 2.2555555555555555)","(15.0, 42.0, 29.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 6.6, 7.138461538461539)","(20.0, 50.0, 41.42857142857143)","(7.5, 9.6, 9.1)","(9.0, 16.5, 14.86111111111111)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:41:58.921380,"(1.7, 2.28, 2.2249999999999996)","(15.0, 42.0, 29.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 7.4, 7.138461538461539)","(20.0, 50.0, 42.5)","(7.5, 9.6, 8.425)","(9.0, 17.0, 16.115384615384617)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:42:00.040816,"(1.7, 2.28, 2.263333333333333)","(15.0, 42.0, 29.25)","(31.0, 150.0, 125.55555555555554)","(4.4, 7.4, 6.0285714285714285)","(20.0, 50.0, 38.4)","(7.5, 9.8, 8.425)","(9.0, 16.5, 16.115384615384617)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:42:01.410525,"(1.7, 2.28, 2.263333333333333)","(15.0, 42.0, 29.25)","(31.0, 150.0, 126.44444444444446)","(4.4, 7.4, 6.0285714285714285)","(20.0, 50.0, 38.4)","(7.5, 9.8, 8.35)","(9.0, 16.5, 16.115384615384617)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:42:02.649447,"(1.7, 2.28, 2.263333333333333)","(15.0, 42.0, 29.25)","(31.0, 150.0, 127.33333333333334)","(4.4, 7.4, 6.0285714285714285)","(20.0, 50.0, 41.42857142857143)","(7.5, 9.6, 8.95)","(9.0, 16.5, 16.115384615384617)","(9.0, 10.0, 9.883333333333333)"
07-12-2022 20:42:04.007763,"(1.7, 2.28, 2.2514285714285713)","(15.0, 42.0, 28.25)","(31.0, 150.0, 97.2)","(4.4, 7.4, 5.933333333333334)","(20.0, 50.0, 41.125)","(7.5, 9.4, 8.95)","(9.0, 16.5, 16.348484848484848)","(9.0, 10.0, 9.505882352941176)"
07-12-2022 20:42:05.364167,"(1.7, 2.28, 2.26)","(15.0, 40.0, 35.3)","(31.0, 130.0, 89.0)","(4.4, 7.4, 6.6)","(20.0, 46.0, 36.900000000000006)","(7.5, 9.4, 8.95)","(9.0, 16.5, 16.17857142857143)","(9.0, 10.0, 9.376470588235295)"
07-12-2022 20:42:06.681543,"(1.7, 2.28, 2.25)","(15.0, 40.0, 28.25)","(31.0, 130.0, 89.0)","(4.4, 7.4, 6.6)","(20.0, 46.0, 36.900000000000006)","(7.5, 9.4, 8.95)","(9.0, 16.5, 14.136363636363637)","(9.0, 9.8, 9.425)"
07-12-2022 20:42:07.865196,"(1.7, 2.28, 2.25)","(15.0, 40.0, 28.25)","(31.0, 130.0, 89.0)","(4.4, 7.4, 6.6)","(20.0, 46.0, 36.900000000000006)","(7.5, 9.4, 7.933333333333334)","(9.0, 17.0, 15.147058823529411)","(9.0, 9.8, 9.425)"
07-12-2022 20:42:09.025507,"(1.7, 2.28, 2.2514285714285713)","(15.0, 40.0, 36.80555555555556)","(31.0, 130.0, 84.9)","(4.4, 7.4, 6.882352941176471)","(20.0, 46.0, 38.25)","(7.5, 9.4, 7.800000000000001)","(9.0, 17.0, 15.147058823529411)","(9.0, 9.8, 9.26)"
07-12-2022 20:42:10.186626,"(1.7, 2.28, 2.25)","(15.0, 38.0, 36.80555555555556)","(31.0, 130.0, 84.9)","(4.4, 7.4, 6.882352941176471)","(20.0, 44.0, 38.25)","(7.5, 9.4, 7.800000000000001)","(9.0, 17.0, 14.454545454545455)","(9.0, 9.8, 9.128)"
07-12-2022 20:42:11.426660,"(1.7, 2.28, 2.25)","(15.0, 38.0, 32.75)","(31.0, 130.0, 84.9)","(4.4, 7.4, 6.8133333333333335)","(20.0, 44.0, 38.25)","(7.5, 9.4, 7.933333333333334)","(9.0, 17.0, 13.9375)","(9.0, 9.8, 9.128)"
07-12-2022 20:42:12.741906,"(1.7, 2.28, 2.25)","(15.0, 38.0, 32.75)","(31.0, 130.0, 84.9)","(4.4, 7.4, 6.8133333333333335)","(20.0, 44.0, 32.5)","(7.5, 9.4, 7.696296296296296)","(9.0, 17.0, 15.583333333333334)","(9.0, 9.8, 8.96)"
07-12-2022 20:42:14.080389,"(1.7, 2.28, 2.2514285714285713)","(15.0, 38.0, 36.6875)","(31.0, 130.0, 84.9)","(4.4, 7.4, 6.882352941176471)","(20.0, 44.0, 38.66666666666667)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.5, 17.2)","(9.0, 9.8, 9.10909090909091)"
07-12-2022 20:42:15.230564,"(1.7, 2.28, 2.25)","(15.0, 36.0, 34.8125)","(31.0, 130.0, 84.9)","(4.4, 7.4, 6.882352941176471)","(20.0, 42.0, 38.66666666666667)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 9.10909090909091)"
07-12-2022 20:42:16.452923,"(1.7, 2.28, 2.2266666666666666)","(15.0, 36.0, 34.53846153846153)","(31.0, 130.0, 87.04761904761904)","(4.4, 7.2, 6.626086956521739)","(20.0, 42.0, 39.14285714285714)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 9.10909090909091)"
07-12-2022 20:42:17.695274,"(1.7, 2.28, 2.2266666666666666)","(15.0, 36.0, 34.53846153846153)","(31.0, 130.0, 87.04761904761904)","(4.4, 7.2, 6.626086956521739)","(20.0, 42.0, 34.0)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.957142857142857)"
07-12-2022 20:42:18.975610,"(1.7, 2.28, 2.2266666666666666)","(15.0, 34.0, 32.69230769230769)","(31.0, 130.0, 87.04761904761904)","(4.4, 7.2, 6.626086956521739)","(20.0, 40.0, 34.0)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.957142857142857)"
07-12-2022 20:42:20.241204,"(1.7, 2.28, 2.2266666666666666)","(15.0, 34.0, 32.69230769230769)","(31.0, 130.0, 87.04761904761904)","(4.4, 7.2, 6.744827586206897)","(20.0, 40.0, 34.0)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.957142857142857)"
07-12-2022 20:42:21.454581,"(1.7, 2.28, 2.2566666666666664)","(15.0, 34.0, 32.69230769230769)","(31.0, 130.0, 87.04761904761904)","(4.4, 7.2, 6.6947368421052635)","(20.0, 40.0, 29.714285714285715)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.957142857142857)"
07-12-2022 20:42:22.639070,"(1.7, 2.28, 2.175)","(15.0, 34.0, 27.736842105263158)","(31.0, 130.0, 87.04761904761904)","(4.4, 7.2, 6.6947368421052635)","(20.0, 40.0, 36.84615384615385)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.957142857142857)"
07-12-2022 20:42:23.827376,"(1.7, 2.28, 2.175)","(15.0, 32.0, 30.846153846153847)","(31.0, 130.0, 87.04761904761904)","(4.4, 7.2, 6.6947368421052635)","(20.0, 38.0, 36.84615384615385)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.957142857142857)"
07-12-2022 20:42:25.025382,"(1.7, 2.28, 2.1388235294117646)","(15.0, 32.0, 30.846153846153847)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.6947368421052635)","(20.0, 38.0, 36.84615384615385)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.817391304347826)"
07-12-2022 20:42:26.209187,"(1.7, 2.28, 2.175)","(15.0, 32.0, 26.0)","(31.0, 130.0, 71.07142857142857)","(4.4, 7.4, 6.885714285714286)","(20.0, 38.0, 29.384615384615383)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.817391304347826)"
07-12-2022 20:42:27.412251,"(1.7, 2.28, 2.2566666666666664)","(15.0, 32.0, 26.0)","(31.0, 130.0, 71.07142857142857)","(4.4, 7.4, 6.95)","(20.0, 38.0, 29.384615384615383)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.817391304347826)"
07-12-2022 20:42:28.619690,"(1.7, 2.28, 2.2566666666666664)","(15.0, 32.0, 25.176470588235293)","(31.0, 130.0, 75.0)","(4.4, 7.4, 6.866666666666667)","(20.0, 38.0, 30.0)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.817391304347826)"
07-12-2022 20:42:29.977995,"(1.7, 2.28, 2.26)","(15.0, 32.0, 25.176470588235293)","(31.0, 130.0, 75.0)","(4.4, 7.4, 6.88421052631579)","(20.0, 38.0, 30.0)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.817391304347826)"
07-12-2022 20:42:31.501792,"(1.7, 2.28, 2.26)","(15.0, 32.0, 28.75)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.88421052631579)","(20.0, 38.0, 30.0)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.6, 8.892307692307693)"
07-12-2022 20:42:32.895715,"(1.7, 2.28, 2.26)","(15.0, 30.0, 29.375)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.914285714285715)","(20.0, 38.0, 30.0)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.2, 8.776470588235293)"
07-12-2022 20:42:34.189890,"(1.7, 2.28, 2.26)","(15.0, 30.0, 29.375)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.989473684210527)","(20.0, 38.0, 30.0)","(7.5, 9.4, 7.696296296296296)","(9.0, 18.0, 16.25)","(9.0, 9.2, 8.776470588235293)"
07-12-2022 20:42:35.430772,"(1.7, 2.28, 2.2333333333333334)","(15.0, 30.0, 29.375)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.989473684210527)","(20.0, 38.0, 30.0)","(7.5, 9.4, 8.68)","(9.0, 18.0, 16.25)","(9.0, 9.2, 8.736842105263158)"
07-12-2022 20:42:36.882754,"(1.7, 2.28, 2.26)","(15.0, 30.0, 27.25)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.881818181818182)","(20.0, 38.0, 30.0)","(7.5, 9.0, 8.68)","(9.0, 18.0, 16.25)","(9.0, 9.2, 8.8)"
07-12-2022 20:42:38.227726,"(1.7, 2.28, 2.26)","(15.0, 29.0, 27.25)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.881818181818182)","(20.0, 38.0, 30.0)","(7.5, 9.0, 8.68)","(9.0, 18.0, 16.25)","(9.0, 9.2, 8.613333333333333)"
07-12-2022 20:42:39.448016,"(1.7, 2.28, 2.26)","(15.0, 29.0, 26.666666666666668)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.881818181818182)","(20.0, 38.0, 30.0)","(7.5, 9.0, 8.040000000000001)","(9.0, 18.0, 16.25)","(9.0, 9.2, 8.414285714285713)"
07-12-2022 20:42:40.627818,"(1.7, 2.28, 2.2333333333333334)","(15.0, 28.0, 27.366666666666667)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.881818181818182)","(20.0, 38.0, 30.0)","(7.5, 9.0, 8.040000000000001)","(9.0, 18.0, 16.25)","(9.0, 9.2, 8.333333333333334)"
07-12-2022 20:42:41.778230,"(1.7, 2.28, 2.26)","(15.0, 28.0, 27.366666666666667)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.881818181818182)","(20.0, 38.0, 30.0)","(7.5, 9.0, 7.933333333333333)","(9.0, 18.0, 16.25)","(9.0, 9.0, 8.114285714285714)"
07-12-2022 20:42:43.039238,"(1.7, 2.28, 2.26)","(15.0, 28.0, 25.5)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.881818181818182)","(20.0, 38.0, 30.0)","(7.5, 9.0, 7.933333333333333)","(9.0, 18.0, 16.25)","(9.0, 8.8, 8.114285714285714)"
07-12-2022 20:42:44.397192,"(1.7, 2.28, 2.26)","(15.0, 28.0, 25.5)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.881818181818182)","(20.0, 38.0, 30.0)","(7.5, 9.0, 7.720000000000001)","(9.0, 18.0, 16.25)","(9.0, 8.8, 8.114285714285714)"
07-12-2022 20:42:45.649071,"(1.7, 2.28, 2.2333333333333334)","(15.0, 28.0, 25.5)","(31.0, 130.0, 75.0)","(4.4, 7.2, 6.881818181818182)","(20.0, 38.0, 30.0)","(7.5, 9.0, 8.022222222222222)","(9.0, 18.0, 16.25)","(9.0, 8.8, 8.142857142857142)"
