,Mitcham Xena,Oliviero,Homebush Axel,Opawa Barb,Nouveau,Laxmans Ganguly,Homebush Benji
10-01-2023 09:31:42.648037,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:43.613895,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:44.540662,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:45.510556,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:46.494358,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:47.482046,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:48.454881,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:49.415953,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:50.361647,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:51.262100,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:52.165843,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:53.087699,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:54.043388,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:54.978436,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:55.943326,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:56.860303,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:57.843425,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:58.784301,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:31:59.748597,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:00.719133,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:01.652054,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:02.569939,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:03.462243,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:04.359205,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:05.262891,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:06.197406,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:07.131798,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:08.081581,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:09.071714,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:10.073276,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:11.123000,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:12.104341,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:13.069353,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:14.006431,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:14.928162,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:15.815085,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:16.721683,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:17.653847,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:18.589099,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:19.526316,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:20.515879,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:21.535634,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:22.513936,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:23.492622,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:24.455928,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:25.379997,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:26.275152,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:27.201736,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:28.113222,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:29.059530,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:30.003358,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:31.002099,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:31.996057,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:32.999778,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:33.956373,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:34.965414,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:35.939699,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:36.878081,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:37.795131,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:38.717123,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:39.634743,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:40.576131,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:41.516048,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:42.465997,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:43.434566,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:44.400425,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:45.372224,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:46.382443,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:47.360966,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:48.333176,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:49.349488,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:50.304456,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:51.266451,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:52.172157,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:53.093362,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:54.007265,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:54.937390,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:55.892261,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:56.846821,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:57.831340,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:58.819673,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:32:59.836991,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:00.827107,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:01.832318,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:02.820865,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:03.791309,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:04.764840,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:05.698103,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:06.600976,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:07.548714,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:08.471892,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:09.425744,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:10.415708,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
10-01-2023 09:33:11.378847,"(2.6, 6.6, 4.58)","(9.0, 48.0, 34.800000000000004)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 4.536)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 109.77272727272728)","(8.0, 40.0, 29.8125)"
