,Aston Floyd,Ensemble,Oxidation,Fabs Max Potato,Besant Bale,Fabs Wasabi,Flying Farrugia
14-12-2022 14:20:47.382195,"(8.0, 20.0, 17.226666666666667)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.86, 2.5661224489795917)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:20:48.676062,"(8.0, 20.0, 17.226666666666667)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.86, 2.550612244897959)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:20:49.992679,"(8.0, 20.0, 17.4)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.82, 2.550612244897959)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:20:51.248208,"(8.0, 20.0, 17.4)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.82, 2.550612244897959)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:20:52.405824,"(8.0, 20.0, 17.4)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.82, 2.550612244897959)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:20:53.593380,"(8.0, 20.0, 17.4)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.82, 2.6992)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:20:54.650574,"(8.0, 20.0, 17.4)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.8, 2.565581395348837)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:20:55.747312,"(8.0, 20.0, 17.4)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.8, 2.565581395348837)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:20:56.893690,"(8.0, 20.0, 17.4)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.8, 2.565581395348837)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:20:58.121370,"(8.0, 20.0, 17.4)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.8, 2.565581395348837)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:20:59.376597,"(8.0, 20.0, 17.4)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.8, 2.565581395348837)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:21:00.597834,"(8.0, 20.0, 17.4)","(10.0, 24.0, 12.0)","(3.3, 6.4, 4.111363636363636)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.8, 2.565581395348837)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:21:01.831634,"(8.0, 20.0, 17.92)","(10.0, 24.0, 15.88888888888889)","(3.3, 6.4, 4.08125)","(5.5, 9.0, 7.114285714285714)","(8.5, 16.0, 11.066666666666666)","(2.4, 2.8, 2.59)","(17.0, 44.0, 32.42857142857143)"
14-12-2022 14:21:03.073346,"(8.0, 20.0, 17.92)","(10.0, 24.0, 18.0)","(3.3, 6.4, 4.66875)","(5.5, 9.0, 6.862500000000001)","(8.5, 16.0, 14.618181818181819)","(2.4, 2.78, 2.552222222222222)","(17.0, 44.0, 35.900000000000006)"
14-12-2022 14:21:04.293893,"(8.0, 20.0, 17.4)","(10.0, 24.0, 18.0)","(3.3, 6.2, 4.66875)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 14.618181818181819)","(2.4, 2.76, 2.552222222222222)","(17.0, 44.0, 35.900000000000006)"
14-12-2022 14:21:05.542633,"(8.0, 20.0, 17.4)","(10.0, 24.0, 18.0)","(3.3, 6.2, 5.342857142857143)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 11.200000000000001)","(2.4, 2.76, 2.552222222222222)","(17.0, 44.0, 35.900000000000006)"
14-12-2022 14:21:06.735554,"(8.0, 20.0, 17.4)","(10.0, 24.0, 18.0)","(3.3, 6.2, 5.220833333333333)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 11.200000000000001)","(2.4, 2.76, 2.552222222222222)","(17.0, 44.0, 35.900000000000006)"
14-12-2022 14:21:07.928521,"(8.0, 20.0, 17.4)","(10.0, 24.0, 18.0)","(3.3, 6.2, 5.378571428571429)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 11.200000000000001)","(2.4, 2.76, 2.552222222222222)","(17.0, 44.0, 31.583333333333336)"
14-12-2022 14:21:09.036761,"(8.0, 20.0, 17.4)","(10.0, 24.0, 18.0)","(3.3, 6.2, 5.378571428571429)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 11.200000000000001)","(2.4, 2.76, 2.576279069767442)","(17.0, 42.0, 31.583333333333336)"
14-12-2022 14:21:10.132299,"(8.0, 20.0, 17.68888888888889)","(10.0, 24.0, 18.0)","(3.3, 6.2, 5.2625)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 11.200000000000001)","(2.4, 2.74, 2.576279069767442)","(17.0, 42.0, 31.583333333333336)"
14-12-2022 14:21:11.164375,"(8.0, 20.0, 17.68888888888889)","(10.0, 24.0, 15.25)","(3.3, 6.2, 5.2625)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 11.200000000000001)","(2.4, 2.74, 2.5124137931034483)","(17.0, 42.0, 31.583333333333336)"
14-12-2022 14:21:12.264111,"(8.0, 20.0, 17.68888888888889)","(10.0, 24.0, 18.166666666666668)","(3.3, 6.2, 5.088888888888889)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 11.200000000000001)","(2.4, 2.74, 2.5566666666666666)","(17.0, 42.0, 31.583333333333336)"
14-12-2022 14:21:13.433504,"(8.0, 20.0, 17.68888888888889)","(10.0, 24.0, 15.764705882352942)","(3.3, 6.2, 5.430769230769231)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 11.200000000000001)","(2.4, 2.74, 2.5566666666666666)","(17.0, 42.0, 28.666666666666668)"
14-12-2022 14:21:14.614588,"(8.0, 20.0, 17.68888888888889)","(10.0, 24.0, 15.764705882352942)","(3.3, 6.2, 5.336363636363636)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 11.200000000000001)","(2.4, 2.74, 2.486153846153846)","(17.0, 42.0, 28.666666666666668)"
14-12-2022 14:21:15.800435,"(8.0, 20.0, 17.68888888888889)","(10.0, 24.0, 15.764705882352942)","(3.3, 6.2, 5.521428571428571)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 11.200000000000001)","(2.4, 2.74, 2.4547368421052633)","(17.0, 42.0, 21.6875)"
14-12-2022 14:21:17.026631,"(8.0, 20.0, 17.68888888888889)","(10.0, 24.0, 14.0)","(3.3, 6.2, 5.557142857142857)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 10.600000000000001)","(2.4, 2.72, 2.5023255813953487)","(17.0, 42.0, 25.75)"
14-12-2022 14:21:18.265291,"(8.0, 20.0, 17.68888888888889)","(10.0, 24.0, 16.352941176470587)","(3.3, 6.2, 5.427272727272728)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 10.45)","(2.4, 2.72, 2.5141935483870967)","(17.0, 42.0, 22.357142857142858)"
14-12-2022 14:21:19.517445,"(8.0, 21.0, 16.65714285714286)","(10.0, 24.0, 16.352941176470587)","(3.3, 6.2, 5.427272727272728)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 10.45)","(2.4, 2.7, 2.4784615384615383)","(17.0, 42.0, 23.81818181818182)"
14-12-2022 14:21:20.950831,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 16.352941176470587)","(3.3, 6.2, 5.628571428571428)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 10.45)","(2.4, 2.7, 2.4784615384615383)","(17.0, 42.0, 26.0)"
14-12-2022 14:21:22.220224,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 16.352941176470587)","(3.3, 6.2, 5.9750000000000005)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 10.45)","(2.4, 2.7, 2.524)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:23.407206,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 16.352941176470587)","(3.3, 6.4, 5.9750000000000005)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 10.45)","(2.4, 2.7, 2.51125)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:24.559962,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 16.352941176470587)","(3.3, 6.4, 5.9750000000000005)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 10.45)","(2.4, 2.68, 2.4751724137931035)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:25.646441,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 16.352941176470587)","(3.3, 6.4, 5.9750000000000005)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 10.45)","(2.4, 2.68, 2.4751724137931035)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:26.762296,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 16.352941176470587)","(3.3, 6.4, 5.9750000000000005)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 10.45)","(2.4, 2.68, 2.4751724137931035)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:27.981656,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 16.352941176470587)","(3.3, 6.4, 6.1571428571428575)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 10.45)","(2.4, 2.68, 2.4751724137931035)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:29.194221,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 16.352941176470587)","(3.3, 6.4, 6.185714285714286)","(5.5, 8.8, 6.862500000000001)","(8.5, 16.0, 10.45)","(2.4, 2.68, 2.51125)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:30.464314,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 18.0)","(3.3, 6.4, 6.025)","(5.5, 8.8, 6.415384615384616)","(8.5, 16.0, 10.45)","(2.4, 2.68, 2.5146153846153845)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:31.739826,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 18.46153846153846)","(3.3, 6.4, 6.025)","(5.5, 8.8, 6.415384615384616)","(8.5, 16.0, 10.45)","(2.4, 2.66, 2.505)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:32.987194,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 19.153846153846153)","(3.3, 6.4, 6.025)","(5.5, 8.8, 6.415384615384616)","(8.5, 16.0, 10.45)","(2.4, 2.64, 2.4351724137931035)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:34.249441,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 19.153846153846153)","(3.3, 6.4, 6.025)","(5.5, 8.8, 6.415384615384616)","(8.5, 16.0, 10.45)","(2.4, 2.64, 2.4351724137931035)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:35.440353,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 19.153846153846153)","(3.3, 6.4, 6.025)","(5.5, 8.8, 6.415384615384616)","(8.5, 16.0, 10.45)","(2.4, 2.64, 2.4351724137931035)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:36.547488,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 19.153846153846153)","(3.3, 6.4, 6.025)","(5.5, 8.8, 6.415384615384616)","(8.5, 16.0, 10.45)","(2.4, 2.64, 2.48)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:37.637601,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 17.666666666666668)","(3.3, 6.4, 6.166666666666667)","(5.5, 8.8, 6.415384615384616)","(8.5, 16.0, 10.45)","(2.4, 2.6, 2.4763636363636365)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:38.745261,"(8.0, 21.0, 11.222222222222221)","(10.0, 24.0, 23.666666666666668)","(3.3, 6.4, 6.166666666666667)","(5.5, 8.8, 6.415384615384616)","(8.5, 16.0, 10.45)","(2.4, 2.6, 2.4763636363636365)","(17.0, 50.0, 26.0)"
14-12-2022 14:21:39.837753,"(8.0, 21.0, 11.222222222222221)","(10.0, 27.0, 26.0)","(3.3, 6.4, 5.6)","(5.5, 8.8, 6.254545454545455)","(8.5, 16.0, 14.2)","(2.4, 2.6, 2.4210526315789473)","(17.0, 48.0, 28.625)"
14-12-2022 14:21:40.913887,"(8.0, 21.0, 11.571428571428571)","(10.0, 27.0, 26.0)","(3.3, 6.4, 5.6)","(5.5, 7.4, 6.254545454545455)","(8.5, 16.5, 14.2)","(2.4, 2.6, 2.4210526315789473)","(17.0, 48.0, 28.625)"
14-12-2022 14:21:42.010447,"(8.0, 21.0, 11.571428571428571)","(10.0, 27.0, 25.0)","(3.3, 6.4, 6.293333333333334)","(5.5, 8.8, 6.225)","(8.5, 16.0, 13.046153846153846)","(2.4, 2.58, 2.452)","(17.0, 48.0, 30.77777777777778)"
14-12-2022 14:21:43.134956,"(8.0, 21.0, 11.571428571428571)","(10.0, 27.0, 25.666666666666668)","(3.3, 6.4, 6.293333333333334)","(5.5, 7.6, 6.683333333333334)","(8.5, 16.0, 13.73)","(2.4, 2.56, 2.452)","(17.0, 48.0, 30.77777777777778)"
14-12-2022 14:21:44.274672,"(8.0, 21.0, 11.571428571428571)","(10.0, 27.0, 22.0)","(3.3, 6.4, 6.254545454545455)","(5.5, 7.6, 6.225)","(8.5, 15.5, 13.73)","(2.4, 2.56, 2.452)","(17.0, 48.0, 30.77777777777778)"
14-12-2022 14:21:45.404668,"(8.0, 21.0, 11.571428571428571)","(10.0, 27.0, 22.0)","(3.3, 6.4, 6.025)","(5.5, 7.6, 7.338461538461539)","(8.5, 15.5, 13.73)","(2.4, 2.56, 2.425)","(17.0, 48.0, 27.545454545454547)"
14-12-2022 14:21:46.548481,"(8.0, 21.0, 11.571428571428571)","(10.0, 27.0, 22.0)","(3.3, 6.4, 6.15)","(5.5, 9.0, 6.6000000000000005)","(8.5, 15.5, 13.73)","(2.4, 2.56, 2.44)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:47.703100,"(8.0, 21.0, 11.571428571428571)","(10.0, 27.0, 22.0)","(3.3, 6.4, 6.15)","(5.5, 9.0, 6.6000000000000005)","(8.5, 15.5, 13.73)","(2.4, 2.56, 2.44)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:48.805786,"(8.0, 21.0, 11.571428571428571)","(10.0, 27.0, 22.0)","(3.3, 6.4, 6.15)","(5.5, 9.0, 6.184615384615385)","(8.5, 15.5, 13.73)","(2.4, 2.56, 2.425925925925926)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:49.961479,"(8.0, 20.0, 10.909090909090908)","(10.0, 27.0, 22.0)","(3.3, 6.4, 6.133333333333334)","(5.5, 8.8, 6.184615384615385)","(8.5, 15.5, 13.73)","(2.4, 2.54, 2.414285714285714)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:51.047887,"(8.0, 20.0, 10.909090909090908)","(10.0, 27.0, 22.0)","(3.3, 6.4, 6.133333333333334)","(5.5, 8.8, 6.184615384615385)","(8.5, 15.5, 13.73)","(2.4, 2.54, 2.4325)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:52.133855,"(8.0, 20.0, 10.909090909090908)","(10.0, 27.0, 22.0)","(3.3, 6.4, 6.025)","(5.5, 8.8, 6.800000000000001)","(8.5, 15.5, 12.8)","(2.4, 2.52, 2.44)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:53.261994,"(8.0, 20.0, 10.909090909090908)","(10.0, 27.0, 22.0)","(3.3, 6.4, 6.166666666666667)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.52, 2.44)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:54.350874,"(8.0, 20.0, 10.909090909090908)","(10.0, 27.0, 22.0)","(3.3, 6.4, 6.166666666666667)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.52, 2.44)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:55.438481,"(8.0, 20.0, 10.909090909090908)","(10.0, 27.0, 22.0)","(3.3, 6.4, 6.166666666666667)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.52, 2.3927272727272726)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:56.534041,"(8.0, 20.0, 10.909090909090908)","(10.0, 27.0, 26.857142857142858)","(3.3, 6.4, 6.0600000000000005)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.52, 2.44)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:57.570877,"(8.0, 20.0, 10.909090909090908)","(10.0, 34.0, 29.692307692307693)","(3.3, 6.4, 6.133333333333334)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.52, 2.426315789473684)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:58.597003,"(8.0, 20.0, 10.909090909090908)","(10.0, 34.0, 29.692307692307693)","(3.3, 6.4, 6.133333333333334)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.426315789473684)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:21:59.706710,"(8.0, 20.0, 10.909090909090908)","(10.0, 34.0, 28.90909090909091)","(3.3, 6.4, 6.133333333333334)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.426315789473684)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:22:00.859485,"(8.0, 20.0, 10.909090909090908)","(10.0, 34.0, 28.90909090909091)","(3.3, 6.4, 6.133333333333334)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.426315789473684)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:22:01.994189,"(8.0, 20.0, 10.909090909090908)","(10.0, 34.0, 28.4)","(3.3, 6.4, 6.0600000000000005)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.388)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:22:03.110217,"(8.0, 20.0, 10.909090909090908)","(10.0, 34.0, 28.4)","(3.3, 6.4, 6.0600000000000005)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.388)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:22:04.264394,"(8.0, 20.0, 10.909090909090908)","(10.0, 34.0, 29.0)","(3.3, 6.4, 6.133333333333334)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.426315789473684)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:22:05.380261,"(8.0, 20.0, 10.909090909090908)","(10.0, 34.0, 29.0)","(3.3, 6.4, 6.133333333333334)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.426315789473684)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:22:06.496607,"(8.0, 20.0, 10.909090909090908)","(10.0, 34.0, 29.0)","(3.3, 6.4, 6.133333333333334)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.426315789473684)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:22:07.586587,"(8.0, 20.0, 10.909090909090908)","(10.0, 34.0, 29.0)","(3.3, 6.4, 6.133333333333334)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.388)","(17.0, 46.0, 27.545454545454547)"
14-12-2022 14:22:08.636706,"(8.0, 20.0, 10.909090909090908)","(10.0, 36.0, 31.0)","(3.3, 6.4, 6.0600000000000005)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 46.0, 31.285714285714285)"
14-12-2022 14:22:09.634552,"(8.0, 20.0, 10.909090909090908)","(10.0, 32.0, 28.25)","(3.3, 6.4, 6.222222222222222)","(5.5, 8.8, 6.466666666666667)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:10.840749,"(8.0, 20.0, 10.909090909090908)","(10.0, 32.0, 24.0)","(3.3, 6.4, 6.222222222222222)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:11.962343,"(8.0, 20.0, 10.909090909090908)","(10.0, 32.0, 24.5)","(3.3, 6.4, 6.222222222222222)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:13.158850,"(8.0, 20.0, 10.909090909090908)","(10.0, 32.0, 24.5)","(3.3, 6.4, 6.025)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:14.392766,"(8.0, 20.0, 10.909090909090908)","(10.0, 32.0, 24.5)","(3.3, 6.4, 6.025)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:15.592595,"(8.0, 20.0, 10.909090909090908)","(10.0, 32.0, 24.5)","(3.3, 6.4, 6.2444444444444445)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:16.803696,"(8.0, 20.0, 10.909090909090908)","(10.0, 32.0, 24.5)","(3.3, 6.4, 6.2444444444444445)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:18.098982,"(8.0, 20.0, 10.909090909090908)","(10.0, 32.0, 24.5)","(3.3, 6.4, 6.2444444444444445)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:19.484638,"(8.0, 19.5, 11.583333333333334)","(10.0, 32.0, 25.0)","(3.3, 6.4, 6.0)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:20.781756,"(8.0, 19.5, 11.583333333333334)","(10.0, 32.0, 25.0)","(3.3, 6.4, 6.0)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:22.117578,"(8.0, 19.5, 11.583333333333334)","(10.0, 32.0, 25.0)","(3.3, 6.4, 6.0)","(5.5, 8.8, 6.184615384615385)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:23.351885,"(8.0, 19.5, 11.583333333333334)","(10.0, 32.0, 25.0)","(3.3, 6.4, 6.15)","(5.5, 8.8, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:24.467892,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 25.0)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:25.596445,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 25.0)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:26.802015,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 25.0)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:28.011133,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 24.666666666666664)","(3.3, 6.4, 6.0)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:29.227228,"(8.0, 19.5, 10.558823529411764)","(10.0, 34.0, 28.666666666666664)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:30.423332,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:31.664052,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:32.874167,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.0)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:34.052849,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.0)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:35.246770,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.0)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 42.0, 31.285714285714285)"
