,Rickys Revenge,Cairo Boogie,Suleman,Chesapeake Charlie,Kid Bourbon,Champagne Jam,Citizens Fire,Dominant Factor,Thatza Alpha,Light Work
15-12-2022 14:00:30.783900,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.817647058823529)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 59.2)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:32.115185,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.786363636363636)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 59.2)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:33.392309,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.8)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 57.25)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:34.681124,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.8)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 57.25)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:36.008464,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.827272727272727)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 57.25)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:37.243750,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.8046153846153845)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 57.25)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:38.452237,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.8046153846153845)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 57.25)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:39.728197,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.829090909090909)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:40.963256,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7875409836065574)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:42.265480,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:43.633765,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:44.888480,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(19.0, 32.0, 25.75)"
15-12-2022 14:00:46.194340,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.8137499999999998)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:00:47.399149,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:00:48.612572,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:00:49.910714,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:00:51.171638,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:00:52.434439,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:00:53.753225,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:00:55.024355,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:00:56.322324,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:00:57.609059,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:00:58.869639,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.763030303030303)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0560606060606057)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:00.152787,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.807058823529412)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.25, 3.0875)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:01.388840,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.807058823529412)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.2, 3.0875)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:02.679020,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.807058823529412)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.2, 3.0875)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:03.942637,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 12.928571428571429)","(2.25, 2.84, 2.807058823529412)","(16.0, 44.0, 35.66666666666667)","(2.25, 3.2, 3.0875)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:05.213153,"(17.0, 22.0, 19.727272727272727)","(10.0, 14.0, 12.928571428571429)","(2.25, 2.84, 2.807058823529412)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.1025)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 93.11111111111111)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:06.567217,"(17.0, 22.0, 21.074074074074073)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.7369230769230772)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.1025)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 97.33333333333333)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:07.931794,"(17.0, 22.0, 21.074074074074073)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.784)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.1133333333333333)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 99.86666666666666)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:09.320095,"(17.0, 22.0, 19.142857142857142)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.784)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.1133333333333333)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 99.86666666666666)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:10.697588,"(17.0, 22.0, 19.5)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.784)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.1133333333333333)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 99.86666666666666)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:12.068662,"(17.0, 22.0, 19.5)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.784)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.1133333333333333)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 99.86666666666666)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:13.342745,"(17.0, 22.0, 19.5)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.784)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.1133333333333333)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 99.86666666666666)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:14.699784,"(17.0, 22.0, 19.5)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.7369230769230772)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.13)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 99.86666666666666)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:15.982872,"(17.0, 21.0, 18.647058823529413)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7933333333333334)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.1100000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 103.0909090909091)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:17.237730,"(17.0, 21.0, 18.333333333333332)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7933333333333334)","(16.0, 44.0, 41.91666666666667)","(2.25, 3.2, 3.1100000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 103.0909090909091)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:18.593069,"(17.0, 21.0, 18.333333333333332)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7369230769230772)","(16.0, 44.0, 41.91666666666667)","(2.25, 3.2, 3.1100000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 103.0909090909091)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:19.942464,"(17.0, 21.0, 17.63157894736842)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.7369230769230772)","(16.0, 44.0, 41.91666666666667)","(2.25, 3.2, 3.1100000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 103.0909090909091)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:21.353558,"(17.0, 21.0, 17.63157894736842)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.7369230769230772)","(16.0, 44.0, 41.91666666666667)","(2.25, 3.2, 3.1100000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 103.0909090909091)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:22.686744,"(17.0, 21.0, 17.63157894736842)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.7369230769230772)","(16.0, 44.0, 41.91666666666667)","(2.25, 3.2, 3.1100000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 103.0909090909091)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:24.050409,"(17.0, 21.0, 17.63157894736842)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.784)","(16.0, 44.0, 41.91666666666667)","(2.25, 3.2, 3.1100000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 103.0909090909091)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:25.358816,"(17.0, 21.0, 17.571428571428573)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.784)","(16.0, 44.0, 41.91666666666667)","(2.25, 3.2, 3.1100000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.76190476190476)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:26.634934,"(17.0, 21.0, 18.88235294117647)","(10.0, 14.0, 13.0625)","(2.25, 2.86, 2.7369230769230772)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.1100000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.76190476190476)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:28.029078,"(17.0, 21.0, 19.133333333333333)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.05)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.76190476190476)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:29.380545,"(17.0, 21.0, 18.27777777777778)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.05)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.76190476190476)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:30.825810,"(17.0, 21.0, 19.115384615384617)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.05)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.76190476190476)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:32.134493,"(17.0, 21.0, 19.115384615384617)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.05)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.76190476190476)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:33.439659,"(17.0, 21.0, 18.666666666666668)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.05)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.76190476190476)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:34.708937,"(17.0, 21.0, 18.666666666666668)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 44.0, 40.875)","(2.25, 3.2, 3.05)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.76190476190476)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:35.995255,"(17.0, 21.0, 18.666666666666668)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 44.0, 40.46666666666667)","(2.25, 3.2, 3.05)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.39999999999999)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:37.305475,"(17.0, 21.0, 18.666666666666668)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 42.0, 40.46666666666667)","(2.25, 3.2, 3.08)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.39999999999999)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:38.645997,"(17.0, 21.0, 18.666666666666668)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 42.0, 40.46666666666667)","(2.25, 3.2, 3.08)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.39999999999999)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:39.966928,"(17.0, 21.0, 18.666666666666668)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 42.0, 40.46666666666667)","(2.25, 3.2, 3.08)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.39999999999999)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:41.284786,"(17.0, 21.0, 18.2)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 42.0, 40.46666666666667)","(2.25, 3.2, 3.08)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.39999999999999)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:42.587381,"(17.0, 21.0, 18.27777777777778)","(10.0, 14.0, 13.0625)","(2.25, 2.84, 2.7600000000000002)","(16.0, 42.0, 40.46666666666667)","(2.25, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 102.39999999999999)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:43.950567,"(17.0, 21.0, 18.27777777777778)","(10.0, 14.0, 12.875)","(2.25, 2.84, 2.7600000000000002)","(16.0, 42.0, 40.46666666666667)","(2.25, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 95.2)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:45.297107,"(17.0, 21.0, 18.27777777777778)","(10.0, 14.0, 12.875)","(2.25, 2.84, 2.7600000000000002)","(16.0, 42.0, 39.7)","(2.25, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 97.66666666666667)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:46.689762,"(17.0, 21.0, 18.27777777777778)","(10.0, 14.0, 12.875)","(2.25, 2.84, 2.7600000000000002)","(16.0, 42.0, 39.7)","(2.25, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 97.66666666666667)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:48.076273,"(17.0, 21.0, 18.27777777777778)","(10.0, 14.0, 12.875)","(2.25, 2.84, 2.7600000000000002)","(16.0, 42.0, 39.7)","(2.25, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 97.66666666666667)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:49.554509,"(17.0, 21.0, 18.27777777777778)","(10.0, 14.0, 12.875)","(2.25, 2.84, 2.7514285714285713)","(16.0, 42.0, 39.7)","(2.25, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 88.85714285714286)","(18.0, 32.0, 25.75)"
15-12-2022 14:01:51.002462,"(16.0, 21.0, 18.27777777777778)","(10.0, 14.0, 12.875)","(2.2, 2.82, 2.7514285714285713)","(14.0, 42.0, 39.7)","(2.35, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 90.0)","(26.0, 110.0, 88.85714285714286)","(17.0, 32.0, 25.75)"
15-12-2022 14:01:52.386085,"(16.0, 21.0, 18.27777777777778)","(10.0, 14.0, 12.875)","(2.2, 2.82, 2.7514285714285713)","(14.0, 42.0, 39.7)","(2.35, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 90.0)","(26.0, 110.0, 88.85714285714286)","(17.0, 32.0, 25.75)"
15-12-2022 14:01:53.770774,"(16.0, 21.0, 18.27777777777778)","(10.0, 14.0, 12.875)","(2.2, 2.8, 2.76)","(14.0, 42.0, 39.7)","(2.35, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 90.0)","(26.0, 110.0, 88.85714285714286)","(17.0, 32.0, 25.75)"
15-12-2022 14:01:55.288428,"(16.0, 21.0, 18.27777777777778)","(10.0, 14.0, 12.875)","(2.2, 2.8, 2.76)","(14.0, 42.0, 39.7)","(2.35, 3.2, 3.0700000000000003)","(31.0, 65.0, 50.5)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 90.0)","(26.0, 110.0, 73.0)","(17.0, 32.0, 25.75)"
15-12-2022 14:01:56.750904,"(16.0, 21.0, 18.27777777777778)","(10.0, 14.0, 12.875)","(2.2, 2.8, 2.784705882352941)","(14.0, 42.0, 36.375)","(2.35, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 90.0)","(26.0, 110.0, 98.61538461538461)","(17.0, 32.0, 25.75)"
15-12-2022 14:01:58.212317,"(16.0, 21.0, 18.27777777777778)","(10.0, 14.0, 12.875)","(2.2, 2.82, 2.784705882352941)","(14.0, 42.0, 36.375)","(2.35, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 90.0)","(26.0, 110.0, 98.61538461538461)","(17.0, 32.0, 25.75)"
15-12-2022 14:01:59.707817,"(16.0, 21.0, 18.27777777777778)","(10.0, 14.0, 13.0625)","(2.2, 2.82, 2.784705882352941)","(14.0, 42.0, 39.95454545454545)","(2.35, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 90.0)","(26.0, 110.0, 98.61538461538461)","(17.0, 32.0, 25.75)"
15-12-2022 14:02:01.120382,"(16.0, 21.0, 18.27777777777778)","(10.0, 14.0, 13.0625)","(2.2, 2.82, 2.784705882352941)","(14.0, 42.0, 39.75)","(2.35, 3.2, 3.0700000000000003)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 90.0)","(26.0, 110.0, 98.61538461538461)","(17.0, 32.0, 25.75)"
