,Rickys Revenge,Cairo Boogie,Suleman,Chesapeake Charlie,Kid Bourbon,Champagne Jam,Citizens Fire,Dominant Factor,Thatza Alpha,Light Work
15-12-2022 13:56:46.147291,"(21.0, 19.5, 18.875)","(7.0, 14.5, 13.621951219512194)","(2.7, 2.86, 2.79125)","(21.0, 36.0, 32.142857142857146)","(1.85, 3.3, 3.15)","(41.0, 65.0, 55.33333333333333)","(41.0, 65.0, 56.0)","(41.0, 65.0, 60.25)","(26.0, 110.0, 98.85714285714286)","(21.0, 32.0, 28.0)"
15-12-2022 13:56:47.705600,"(21.0, 19.5, 18.875)","(7.0, 14.5, 13.621951219512194)","(2.7, 2.86, 2.79125)","(21.0, 36.0, 32.142857142857146)","(1.85, 3.3, 3.15)","(41.0, 65.0, 55.33333333333333)","(41.0, 65.0, 56.0)","(41.0, 65.0, 60.25)","(26.0, 110.0, 98.85714285714286)","(21.0, 32.0, 29.333333333333332)"
15-12-2022 13:56:49.317583,"(21.0, 20.0, 18.125)","(7.0, 14.5, 13.621951219512194)","(2.7, 2.86, 2.79125)","(21.0, 36.0, 32.142857142857146)","(1.85, 3.3, 3.15)","(41.0, 65.0, 55.33333333333333)","(41.0, 65.0, 56.0)","(41.0, 65.0, 60.25)","(26.0, 110.0, 98.85714285714286)","(21.0, 36.0, 29.333333333333332)"
15-12-2022 13:56:50.896986,"(21.0, 20.0, 18.125)","(7.0, 14.5, 13.621951219512194)","(2.7, 2.86, 2.79125)","(21.0, 36.0, 32.142857142857146)","(1.85, 3.3, 3.1705882352941175)","(41.0, 65.0, 55.33333333333333)","(41.0, 65.0, 56.0)","(41.0, 65.0, 60.25)","(26.0, 110.0, 98.85714285714286)","(21.0, 36.0, 28.666666666666668)"
15-12-2022 13:56:52.468350,"(21.0, 20.0, 18.125)","(7.0, 14.5, 13.621951219512194)","(2.7, 2.86, 2.845084745762712)","(21.0, 36.0, 32.142857142857146)","(1.85, 3.3, 3.1705882352941175)","(41.0, 65.0, 55.33333333333333)","(41.0, 65.0, 56.0)","(41.0, 65.0, 60.25)","(26.0, 110.0, 98.85714285714286)","(21.0, 34.0, 28.666666666666668)"
15-12-2022 13:56:53.985057,"(21.0, 20.0, 21.791666666666668)","(7.0, 14.5, 13.75)","(2.7, 2.86, 2.841666666666667)","(21.0, 36.0, 32.142857142857146)","(1.85, 3.3, 3.1705882352941175)","(41.0, 65.0, 55.33333333333333)","(41.0, 65.0, 56.0)","(41.0, 65.0, 60.25)","(26.0, 110.0, 98.85714285714286)","(21.0, 32.0, 24.0)"
15-12-2022 13:56:55.682840,"(21.0, 22.0, 20.875)","(7.0, 14.0, 13.75)","(2.7, 2.86, 2.79125)","(21.0, 36.0, 32.142857142857146)","(1.85, 3.3, 3.1705882352941175)","(41.0, 65.0, 55.33333333333333)","(41.0, 65.0, 56.0)","(41.0, 65.0, 60.25)","(26.0, 110.0, 98.85714285714286)","(21.0, 32.0, 24.0)"
15-12-2022 13:56:57.198790,"(21.0, 21.0, 21.425)","(7.0, 14.0, 13.75)","(2.7, 2.86, 2.7581481481481482)","(21.0, 36.0, 32.142857142857146)","(1.85, 3.3, 3.1705882352941175)","(41.0, 65.0, 55.33333333333333)","(41.0, 65.0, 56.0)","(41.0, 65.0, 60.25)","(26.0, 110.0, 98.0)","(21.0, 32.0, 24.0)"
15-12-2022 13:56:58.707563,"(21.0, 23.0, 21.425)","(7.0, 14.0, 13.722222222222221)","(2.7, 2.86, 2.718974358974359)","(21.0, 36.0, 41.400000000000006)","(1.85, 3.3, 3.1666666666666665)","(41.0, 65.0, 60.166666666666664)","(41.0, 65.0, 56.0)","(41.0, 65.0, 58.666666666666664)","(26.0, 110.0, 94.4)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:00.265376,"(21.0, 23.0, 21.425)","(7.0, 14.0, 13.722222222222221)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 41.400000000000006)","(1.85, 3.3, 3.1666666666666665)","(41.0, 65.0, 60.166666666666664)","(41.0, 65.0, 56.0)","(41.0, 65.0, 62.66666666666667)","(26.0, 110.0, 94.4)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:01.832765,"(21.0, 23.0, 20.375)","(7.0, 14.0, 13.722222222222221)","(2.7, 2.86, 2.7151219512195124)","(21.0, 44.0, 35.5)","(1.85, 3.3, 3.1666666666666665)","(41.0, 65.0, 60.166666666666664)","(41.0, 65.0, 56.0)","(41.0, 65.0, 62.66666666666667)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:03.370087,"(21.0, 23.0, 20.375)","(7.0, 14.0, 13.722222222222221)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.5)","(1.85, 3.3, 3.1666666666666665)","(41.0, 65.0, 60.166666666666664)","(41.0, 65.0, 51.5)","(41.0, 65.0, 62.66666666666667)","(26.0, 110.0, 72.0)","(21.0, 32.0, 23.666666666666668)"
15-12-2022 13:57:04.850795,"(21.0, 23.0, 20.375)","(7.0, 14.0, 13.0625)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.5)","(1.85, 3.3, 3.1666666666666665)","(41.0, 65.0, 60.166666666666664)","(41.0, 65.0, 58.8)","(41.0, 65.0, 62.66666666666667)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:06.295936,"(21.0, 23.0, 20.375)","(7.0, 14.0, 13.0625)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.5)","(1.85, 3.3, 3.1666666666666665)","(41.0, 65.0, 60.166666666666664)","(41.0, 65.0, 58.8)","(41.0, 65.0, 55.5)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:07.660578,"(21.0, 23.0, 20.375)","(7.0, 14.0, 13.0625)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.5)","(1.85, 3.3, 3.1666666666666665)","(41.0, 65.0, 59.2)","(41.0, 65.0, 58.8)","(41.0, 65.0, 55.5)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:09.166449,"(21.0, 23.0, 20.375)","(7.0, 14.0, 13.0625)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.3, 3.1666666666666665)","(41.0, 65.0, 59.2)","(41.0, 65.0, 61.900000000000006)","(41.0, 65.0, 62.285714285714285)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:10.644365,"(21.0, 23.0, 20.375)","(7.0, 14.0, 13.0625)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.3, 3.1666666666666665)","(41.0, 65.0, 59.2)","(41.0, 65.0, 61.900000000000006)","(41.0, 65.0, 116.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:12.100014,"(21.0, 23.0, 20.375)","(7.0, 14.0, 13.0625)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.3, 3.1666666666666665)","(41.0, 65.0, 59.2)","(41.0, 65.0, 61.900000000000006)","(41.0, 130.0, 116.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:13.569609,"(21.0, 23.0, 21.63888888888889)","(7.0, 14.0, 13.0625)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.3, 3.1666666666666665)","(41.0, 65.0, 59.2)","(41.0, 65.0, 61.900000000000006)","(41.0, 130.0, 89.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:15.035484,"(21.0, 23.0, 21.0)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.3, 3.138235294117647)","(41.0, 65.0, 59.2)","(41.0, 65.0, 61.900000000000006)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:16.421314,"(21.0, 22.0, 21.0)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.3, 3.138235294117647)","(41.0, 65.0, 59.2)","(41.0, 65.0, 61.900000000000006)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:17.830627,"(21.0, 22.0, 21.0)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.3, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 61.900000000000006)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:19.112890,"(21.0, 22.0, 21.0)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 61.900000000000006)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:20.511134,"(21.0, 23.0, 21.63888888888889)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.5)","(1.85, 3.25, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 61.900000000000006)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:21.885770,"(21.0, 23.0, 20.375)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 35.5)","(1.85, 3.25, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 61.900000000000006)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:23.234896,"(21.0, 23.0, 20.375)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 31.25)","(1.85, 3.25, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:24.564139,"(21.0, 23.0, 20.375)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.718974358974359)","(21.0, 44.0, 31.5)","(1.85, 3.25, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:25.915275,"(21.0, 23.0, 20.375)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.811111111111111)","(21.0, 44.0, 31.5)","(1.85, 3.25, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:27.238639,"(21.0, 22.0, 21.0)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.811111111111111)","(21.0, 44.0, 31.5)","(1.85, 3.25, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:28.480064,"(21.0, 22.0, 21.0)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.811111111111111)","(21.0, 44.0, 31.5)","(1.85, 3.25, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:29.836360,"(21.0, 22.0, 21.0)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.811111111111111)","(21.0, 44.0, 31.5)","(1.85, 3.25, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:31.130341,"(21.0, 19.5, 18.56382978723404)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.845333333333333)","(21.0, 44.0, 31.5)","(1.85, 3.25, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:32.496122,"(21.0, 19.5, 17.9)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.845333333333333)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.1423076923076922)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:33.961676,"(21.0, 19.5, 17.9)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:35.302852,"(21.0, 19.5, 17.9)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:36.794640,"(21.0, 19.5, 17.9)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.8325)","(21.0, 44.0, 24.42857142857143)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:38.222331,"(21.0, 19.5, 17.9)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.8325)","(21.0, 38.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:40.189985,"(21.0, 19.5, 17.9)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:41.457176,"(21.0, 19.5, 17.9)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:42.747920,"(21.0, 19.5, 17.9)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:44.111017,"(21.0, 19.5, 17.9)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:45.468497,"(21.0, 19.5, 17.9)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:46.876879,"(21.0, 19.5, 17.666666666666668)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:48.578650,"(21.0, 19.5, 17.666666666666668)","(7.0, 14.0, 12.928571428571429)","(2.7, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:50.590956,"(21.0, 19.5, 18.25)","(7.0, 14.0, 12.928571428571429)","(2.8, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:52.066925,"(21.0, 19.0, 18.2)","(7.0, 14.0, 12.928571428571429)","(2.8, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:53.514512,"(21.0, 19.0, 18.2)","(7.0, 14.0, 12.928571428571429)","(2.8, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:54.869223,"(21.0, 19.0, 18.2)","(7.0, 14.0, 12.928571428571429)","(2.8, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:56.094284,"(21.0, 19.0, 18.2)","(7.0, 14.0, 12.928571428571429)","(2.8, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:57.386787,"(21.0, 19.0, 18.2)","(7.0, 14.0, 12.928571428571429)","(2.8, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:58.616931,"(21.0, 19.0, 18.2)","(7.0, 14.0, 12.928571428571429)","(2.8, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:57:59.833848,"(21.0, 19.0, 18.2)","(7.0, 14.0, 12.928571428571429)","(2.8, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:01.167298,"(21.0, 19.0, 18.2)","(7.0, 14.0, 12.928571428571429)","(2.8, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:02.539158,"(21.0, 19.0, 18.2)","(7.0, 14.0, 12.928571428571429)","(2.8, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:04.237118,"(21.0, 19.0, 18.2)","(7.0, 14.0, 12.928571428571429)","(2.8, 2.86, 2.8325)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:05.627260,"(21.0, 19.0, 18.2)","(7.0, 14.0, 13.4)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:06.979646,"(21.0, 19.0, 18.2)","(7.0, 14.0, 13.4)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:08.265409,"(21.0, 19.0, 18.2)","(7.0, 14.0, 13.4)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:09.923560,"(21.0, 19.0, 18.2)","(7.0, 14.0, 12.653846153846153)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:11.428063,"(21.0, 19.0, 18.2)","(7.0, 14.5, 12.653846153846153)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:13.304015,"(21.0, 19.0, 18.2)","(7.0, 14.5, 12.653846153846153)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:15.092018,"(21.0, 19.0, 21.307692307692307)","(7.0, 14.5, 13.4)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:16.502306,"(21.0, 24.0, 20.125)","(7.0, 14.0, 13.4)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:17.826887,"(21.0, 22.0, 19.1875)","(7.0, 14.0, 12.615384615384615)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:19.210581,"(21.0, 22.0, 19.1875)","(7.0, 14.5, 12.653846153846153)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:20.343177,"(21.0, 22.0, 19.1875)","(7.0, 14.5, 12.653846153846153)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:21.560692,"(21.0, 22.0, 19.1875)","(7.0, 14.0, 13.4)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:22.837753,"(21.0, 22.0, 19.1875)","(7.0, 14.0, 13.4)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:24.195850,"(21.0, 22.0, 19.1875)","(7.0, 14.5, 12.653846153846153)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:25.495045,"(21.0, 22.0, 19.1875)","(7.0, 14.0, 13.4)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
15-12-2022 13:58:26.876456,"(21.0, 22.0, 19.1875)","(7.0, 14.0, 13.4)","(2.8, 2.86, 2.84)","(21.0, 44.0, 35.66666666666667)","(1.85, 3.25, 3.063333333333333)","(41.0, 65.0, 59.2)","(41.0, 65.0, 62.18181818181819)","(41.0, 130.0, 90.0)","(26.0, 110.0, 72.0)","(21.0, 32.0, 25.75)"
