,Aston Hebe,Miss Graphite,Faux Allie,Spring Bonnie,Emerley Sharon,Isla Gracie,Edgy Reggie,Didelis
14-12-2022 12:40:44.814310,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:46.147583,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:47.482982,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:48.819738,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:50.055665,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:51.308426,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:52.619485,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:53.841822,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.45)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:55.069435,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:56.248426,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:57.419453,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:58.636037,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.45)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:40:59.878740,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.649999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:01.152760,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.649999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:02.563277,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.45)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:04.093379,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.45)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:05.501084,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.64)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:06.797514,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:08.091188,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.45)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:09.327113,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.45)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:10.554216,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 230.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:11.945559,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:13.223644,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.45)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:14.466087,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.45)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:15.747290,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.64)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:16.991478,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.64)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:18.246240,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:19.502019,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:20.754919,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.45)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:22.041860,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.64)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:23.361282,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:24.671889,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:25.960149,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.719999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:27.212657,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.649999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:28.494739,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.649999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:29.813009,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 215.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.45)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:31.117856,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 216.0)","(6.5, 10.5, 9.154545454545454)","(6.5, 13.0, 9.799999999999999)","(5.5, 9.2, 8.64)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.455555555555556)"
14-12-2022 12:41:32.368961,"(2.8, 3.85, 3.3845161290322583)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.685714285714285)"
14-12-2022 12:41:33.694589,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.549999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.3)"
14-12-2022 12:41:34.990598,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.899999999999999)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.357142857142857)"
14-12-2022 12:41:36.327049,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 13.0, 11.1)","(5.5, 9.2, 9.026666666666666)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.357142857142857)"
14-12-2022 12:41:37.625595,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:38.864173,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:40.087925,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:41.292252,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:42.435794,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:43.743338,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:44.809243,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:45.895147,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:47.125538,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:48.334069,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:49.532544,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:51.117859,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:52.495015,"(2.8, 3.85, 3.555510204081633)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:53.853395,"(2.8, 3.85, 3.560208333333333)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:55.278380,"(2.8, 3.85, 3.28125)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.433333333333334)"
14-12-2022 12:41:56.624341,"(2.8, 3.85, 3.3144)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.1909090909090905)"
14-12-2022 12:41:58.053279,"(2.8, 3.85, 3.1638888888888888)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.357142857142857)"
14-12-2022 12:41:59.403036,"(2.8, 3.85, 3.1638888888888888)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.357142857142857)"
14-12-2022 12:42:00.727827,"(2.8, 3.85, 3.2455)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 9.063157894736841)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.357142857142857)"
14-12-2022 12:42:02.046366,"(2.8, 3.85, 3.2455)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.952380952380953)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.357142857142857)"
14-12-2022 12:42:03.352268,"(2.8, 3.85, 3.2455)","(16.0, 34.0, 25.25)","(41.0, 390.0, 274.0)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.952380952380953)","(8.0, 19.0, 9.933333333333334)","(3.7, 5.1, 4.357142857142857)"
14-12-2022 12:42:04.593269,"(2.8, 3.85, 3.2455)","(16.0, 34.0, 25.25)","(41.0, 390.0, 233.63636363636363)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.952380952380953)","(8.0, 19.0, 10.075000000000001)","(3.7, 5.1, 4.319999999999999)"
14-12-2022 12:42:05.843050,"(2.8, 3.85, 3.2455)","(16.0, 34.0, 25.25)","(41.0, 390.0, 233.63636363636363)","(6.5, 10.5, 9.677777777777777)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.952380952380953)","(8.0, 19.0, 10.075000000000001)","(3.7, 5.1, 4.319999999999999)"
14-12-2022 12:42:07.185009,"(2.8, 3.85, 3.2455)","(16.0, 34.0, 25.25)","(41.0, 390.0, 233.63636363636363)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.952380952380953)","(8.0, 19.0, 10.075000000000001)","(3.7, 5.1, 4.319999999999999)"
14-12-2022 12:42:08.623136,"(2.8, 3.85, 3.138)","(16.0, 34.0, 25.25)","(41.0, 390.0, 233.63636363636363)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.32)","(8.0, 19.0, 10.075000000000001)","(3.7, 5.1, 4.319999999999999)"
14-12-2022 12:42:09.929920,"(2.8, 3.85, 3.138)","(16.0, 34.0, 25.25)","(41.0, 390.0, 233.63636363636363)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.32)","(8.0, 19.0, 10.075000000000001)","(3.7, 5.1, 4.319999999999999)"
14-12-2022 12:42:11.226879,"(2.8, 3.85, 3.287894736842105)","(16.0, 34.0, 25.25)","(41.0, 390.0, 233.63636363636363)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.71111111111111)","(8.0, 19.0, 10.075000000000001)","(3.7, 5.1, 4.319999999999999)"
14-12-2022 12:42:12.876530,"(2.8, 3.85, 3.287894736842105)","(16.0, 34.0, 25.5)","(41.0, 390.0, 233.63636363636363)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.71111111111111)","(8.0, 19.0, 10.075000000000001)","(3.7, 5.1, 4.319999999999999)"
14-12-2022 12:42:14.133222,"(2.8, 3.85, 3.287894736842105)","(16.0, 34.0, 25.5)","(41.0, 390.0, 233.63636363636363)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.71111111111111)","(8.0, 19.0, 10.075000000000001)","(3.7, 5.1, 4.319999999999999)"
14-12-2022 12:42:15.512655,"(2.8, 3.85, 3.3131578947368423)","(16.0, 34.0, 25.5)","(41.0, 390.0, 233.63636363636363)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.48)","(8.0, 19.0, 10.424999999999999)","(3.7, 5.1, 4.1899999999999995)"
14-12-2022 12:42:16.772814,"(2.8, 3.85, 3.3131578947368423)","(16.0, 34.0, 25.5)","(41.0, 390.0, 233.63636363636363)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.48)","(8.0, 19.0, 10.424999999999999)","(3.7, 5.1, 4.1899999999999995)"
14-12-2022 12:42:18.006747,"(2.8, 3.85, 3.3131578947368423)","(16.0, 34.0, 30.4)","(41.0, 390.0, 267.85714285714283)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.399999999999999)","(8.0, 19.0, 10.424999999999999)","(3.7, 5.1, 4.319999999999999)"
14-12-2022 12:42:19.317285,"(2.8, 3.85, 3.3131578947368423)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.7)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.1899999999999995)"
14-12-2022 12:42:20.555396,"(2.8, 3.85, 3.25)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.7)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.1899999999999995)"
14-12-2022 12:42:21.814399,"(2.8, 3.85, 3.25)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.7)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.1899999999999995)"
14-12-2022 12:42:23.043610,"(2.8, 3.85, 3.25)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 14.0, 11.1)","(5.5, 9.2, 8.7)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.258823529411765)"
14-12-2022 12:42:24.321639,"(2.8, 3.85, 3.25)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 14.0, 10.6)","(5.5, 9.2, 8.84)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:25.541945,"(2.8, 3.85, 3.340909090909091)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.84)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:26.781389,"(2.8, 3.85, 3.340909090909091)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.666666666666666)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:28.066999,"(2.8, 3.85, 3.33)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.666666666666666)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.258823529411765)"
14-12-2022 12:42:29.333233,"(2.8, 3.85, 3.33)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.666666666666666)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.258823529411765)"
14-12-2022 12:42:30.634378,"(2.8, 3.85, 3.33)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.666666666666666)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.258823529411765)"
