,Sheza Rose Nz,Nor Westa,Wunderland,Point Oh Five,He Said She Said,Sport Cadet,Rolamax,Miss Serena,Thundamental,Im Boo Nz
10-01-2023 18:35:12.168251,"(6.0, 99999, 99990)","(20.0, 20.0, 19.555555555555557)","(21.0, 50.0, 44.666666666666664)","(17.0, 46.0, 32.666666666666664)","(1.9, 2.94, 2.816)","(31.0, 95.0, 62.33333333333333)","(8.5, 14.0, 11.375)","(5.0, 6.4, 6.166666666666667)","(31.0, 65.0, 48.5)","(11.0, 99999, 99990)"
10-01-2023 18:35:13.439320,"(6.0, 99999, 99990)","(20.0, 20.0, 19.125)","(21.0, 50.0, 44.666666666666664)","(17.0, 46.0, 32.666666666666664)","(1.9, 2.94, 2.44)","(31.0, 95.0, 62.33333333333333)","(8.5, 14.0, 11.375)","(5.0, 6.4, 6.166666666666667)","(31.0, 65.0, 48.5)","(11.0, 99999, 99990)"
10-01-2023 18:35:14.704931,"(6.0, 99999, 99990)","(20.0, 20.0, 19.125)","(21.0, 50.0, 44.666666666666664)","(17.0, 46.0, 32.666666666666664)","(1.9, 2.94, 2.6399999999999997)","(31.0, 95.0, 62.33333333333333)","(8.5, 14.0, 11.375)","(5.0, 6.4, 6.011111111111111)","(31.0, 65.0, 48.5)","(11.0, 99999, 99990)"
10-01-2023 18:35:15.931482,"(6.0, 99999, 99990)","(20.0, 20.0, 19.125)","(21.0, 50.0, 44.666666666666664)","(17.0, 46.0, 32.666666666666664)","(1.95, 2.94, 2.4566666666666666)","(31.0, 95.0, 62.33333333333333)","(8.5, 14.0, 11.375)","(5.0, 6.4, 5.95)","(31.0, 65.0, 48.5)","(12.0, 99999, 99990)"
10-01-2023 18:35:17.176772,"(6.0, 99999, 99990)","(20.0, 20.0, 19.416666666666668)","(21.0, 50.0, 42.333333333333336)","(17.0, 46.0, 39.333333333333336)","(1.95, 2.94, 2.8056)","(31.0, 95.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.2, 5.95)","(31.0, 65.0, 51.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:18.360201,"(6.0, 99999, 99990)","(20.0, 20.0, 19.416666666666668)","(21.0, 50.0, 42.333333333333336)","(17.0, 46.0, 39.333333333333336)","(1.95, 2.94, 2.8241379310344827)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.2, 5.95)","(31.0, 70.0, 51.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:19.494363,"(6.0, 99999, 99990)","(20.0, 20.0, 19.416666666666668)","(21.0, 50.0, 42.333333333333336)","(17.0, 46.0, 39.333333333333336)","(1.95, 2.94, 2.477142857142857)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.2, 6.166666666666667)","(31.0, 70.0, 51.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:20.733847,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 50.0, 42.333333333333336)","(17.0, 46.0, 39.333333333333336)","(1.95, 2.94, 2.6076923076923078)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.4, 6.011111111111111)","(31.0, 70.0, 51.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:21.930820,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 50.0, 32.75)","(17.0, 46.0, 31.0)","(1.95, 2.94, 2.6563636363636363)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.4, 6.011111111111111)","(31.0, 70.0, 51.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:23.147203,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 50.0, 32.75)","(17.0, 46.0, 31.0)","(1.95, 2.94, 2.6563636363636363)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.4, 6.011111111111111)","(31.0, 70.0, 51.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:24.369912,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 50.0, 32.75)","(17.0, 46.0, 34.0)","(1.95, 2.94, 2.67)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.4, 5.881818181818182)","(31.0, 70.0, 51.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:25.631441,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 50.0, 43.42857142857143)","(17.0, 46.0, 42.66666666666667)","(1.95, 2.9, 2.79)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.2, 5.881818181818182)","(31.0, 70.0, 51.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:26.840598,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 50.0, 46.16666666666667)","(17.0, 46.0, 42.66666666666667)","(1.95, 2.86, 2.66)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.2, 5.881818181818182)","(31.0, 70.0, 51.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:28.035229,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 50.0, 46.16666666666667)","(17.0, 46.0, 42.66666666666667)","(1.95, 2.86, 2.66)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.2, 5.985714285714286)","(31.0, 70.0, 60.5)","(12.0, 99999, 99990)"
10-01-2023 18:35:29.239064,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 50.0, 46.16666666666667)","(17.0, 46.0, 42.66666666666667)","(1.95, 2.86, 2.61)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.2, 5.985714285714286)","(31.0, 70.0, 61.55555555555556)","(12.0, 99999, 99990)"
10-01-2023 18:35:30.480778,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 50.0, 46.16666666666667)","(17.0, 46.0, 42.66666666666667)","(1.95, 2.86, 2.61)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.2, 5.985714285714286)","(31.0, 70.0, 61.55555555555556)","(12.0, 99999, 99990)"
10-01-2023 18:35:31.835849,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 50.0, 47.0)","(17.0, 46.0, 41.714285714285715)","(1.95, 2.86, 2.61)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.375)","(5.0, 6.2, 5.985714285714286)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:33.059600,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 55.0, 47.0)","(17.0, 48.0, 41.714285714285715)","(1.95, 2.86, 2.6933333333333334)","(31.0, 100.0, 64.0)","(8.5, 14.0, 12.5)","(5.0, 6.2, 5.94)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:34.254327,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 55.0, 47.0)","(17.0, 48.0, 41.714285714285715)","(1.95, 2.86, 2.61)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.666666666666666)","(5.0, 6.6, 5.889473684210526)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:35.467096,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 55.0, 47.0)","(17.0, 48.0, 41.714285714285715)","(1.95, 2.86, 2.61)","(31.0, 100.0, 64.0)","(8.5, 14.0, 11.357142857142858)","(5.0, 6.6, 6.088888888888889)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:36.635547,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 55.0, 63.25)","(17.0, 48.0, 71.0)","(1.95, 2.86, 2.6025)","(31.0, 100.0, 64.0)","(8.5, 13.5, 11.357142857142858)","(5.0, 6.2, 6.088888888888889)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:37.889006,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 85.0, 63.25)","(17.0, 80.0, 71.0)","(1.95, 2.84, 2.73)","(31.0, 100.0, 64.0)","(8.5, 13.5, 11.357142857142858)","(5.0, 6.2, 6.088888888888889)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:39.106885,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 85.0, 63.25)","(17.0, 80.0, 71.0)","(1.95, 2.82, 2.6879999999999997)","(31.0, 100.0, 64.0)","(8.5, 13.5, 11.357142857142858)","(5.0, 6.2, 6.088888888888889)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:40.325873,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 85.0, 63.25)","(17.0, 80.0, 71.0)","(1.95, 2.84, 2.6533333333333333)","(31.0, 100.0, 64.0)","(8.5, 13.5, 11.357142857142858)","(5.0, 6.2, 6.6625)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:41.561389,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 80.0, 64.85714285714286)","(17.0, 80.0, 71.71428571428571)","(1.95, 2.82, 2.754285714285714)","(31.0, 100.0, 64.0)","(8.5, 13.5, 11.357142857142858)","(5.0, 6.8, 6.306666666666667)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:42.813459,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 80.0, 61.285714285714285)","(17.0, 90.0, 128.85714285714286)","(1.95, 2.8, 2.55)","(31.0, 100.0, 64.0)","(8.5, 13.5, 11.357142857142858)","(5.0, 7.0, 6.341666666666667)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:44.036991,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 75.0, 61.285714285714285)","(17.0, 170.0, 129.33333333333334)","(1.95, 2.8, 2.55)","(31.0, 100.0, 64.0)","(8.5, 13.5, 11.357142857142858)","(5.0, 6.8, 6.341666666666667)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:45.148325,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 75.0, 61.285714285714285)","(17.0, 150.0, 129.33333333333334)","(1.95, 2.8, 2.55)","(31.0, 100.0, 64.0)","(8.5, 13.5, 11.357142857142858)","(5.0, 6.8, 6.341666666666667)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:46.336451,"(6.0, 99999, 99990)","(20.0, 20.0, 19.583333333333332)","(21.0, 70.0, 57.714285714285715)","(17.0, 150.0, 107.71428571428571)","(1.95, 2.8, 2.6125)","(31.0, 100.0, 73.0)","(8.5, 13.5, 11.357142857142858)","(5.0, 6.8, 6.341666666666667)","(31.0, 70.0, 54.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:47.510022,"(6.0, 99999, 99990)","(20.0, 20.0, 19.583333333333332)","(21.0, 70.0, 37.333333333333336)","(17.0, 140.0, 107.71428571428571)","(1.95, 2.8, 2.5933333333333333)","(31.0, 100.0, 82.75)","(8.5, 13.5, 11.357142857142858)","(5.0, 6.8, 6.341666666666667)","(31.0, 70.0, 54.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:48.772846,"(6.0, 99999, 99990)","(20.0, 20.0, 19.583333333333332)","(21.0, 60.0, 52.0)","(17.0, 130.0, 95.66666666666667)","(1.95, 2.78, 2.6266666666666665)","(31.0, 95.0, 82.75)","(8.5, 13.5, 11.357142857142858)","(5.0, 6.8, 6.341666666666667)","(31.0, 70.0, 54.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:49.997046,"(6.0, 99999, 99990)","(20.0, 20.0, 19.583333333333332)","(21.0, 60.0, 48.25)","(17.0, 130.0, 96.75)","(1.95, 2.76, 2.6266666666666665)","(31.0, 95.0, 82.75)","(8.5, 13.5, 10.009615384615385)","(5.0, 6.8, 6.188888888888889)","(31.0, 70.0, 54.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:51.174520,"(6.0, 99999, 99990)","(20.0, 20.0, 19.583333333333332)","(21.0, 55.0, 48.25)","(17.0, 120.0, 96.75)","(1.95, 2.76, 2.6266666666666665)","(31.0, 95.0, 86.83333333333333)","(8.5, 10.5, 10.009615384615385)","(5.0, 6.8, 6.476470588235294)","(31.0, 70.0, 54.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:52.433605,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 55.0, 45.0)","(17.0, 120.0, 96.75)","(1.95, 2.76, 2.7159999999999997)","(31.0, 95.0, 87.16666666666666)","(8.5, 10.5, 9.625714285714285)","(5.0, 6.8, 6.476470588235294)","(31.0, 70.0, 54.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:53.643876,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 55.0, 45.0)","(17.0, 120.0, 96.75)","(1.95, 2.76, 2.6377777777777776)","(31.0, 95.0, 87.16666666666666)","(8.5, 10.5, 9.625714285714285)","(5.0, 6.8, 6.476470588235294)","(31.0, 70.0, 54.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:54.826012,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 55.0, 45.0)","(17.0, 120.0, 96.75)","(1.95, 2.76, 2.6377777777777776)","(31.0, 95.0, 87.16666666666666)","(8.5, 10.5, 9.625714285714285)","(5.0, 6.8, 6.3352941176470585)","(31.0, 70.0, 54.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:56.045805,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 55.0, 47.85714285714286)","(17.0, 120.0, 74.0)","(1.95, 2.76, 2.6377777777777776)","(31.0, 95.0, 88.28571428571428)","(8.5, 10.5, 9.625714285714285)","(5.0, 6.6, 6.214285714285714)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:57.307359,"(6.0, 99999, 99990)","(20.0, 20.0, 18.833333333333332)","(21.0, 55.0, 47.85714285714286)","(17.0, 120.0, 74.0)","(1.95, 2.76, 2.6377777777777776)","(31.0, 95.0, 88.28571428571428)","(8.5, 10.5, 9.625714285714285)","(5.0, 6.6, 6.214285714285714)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:58.580751,"(6.0, 99999, 99990)","(20.0, 20.0, 18.833333333333332)","(21.0, 55.0, 38.333333333333336)","(17.0, 120.0, 74.0)","(1.95, 2.76, 2.6377777777777776)","(31.0, 95.0, 88.28571428571428)","(8.5, 10.5, 9.625714285714285)","(5.0, 6.6, 6.214285714285714)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:35:59.830426,"(6.0, 99999, 99990)","(20.0, 20.0, 18.833333333333332)","(21.0, 55.0, 38.333333333333336)","(17.0, 120.0, 74.0)","(1.95, 2.72, 2.62)","(31.0, 95.0, 88.28571428571428)","(8.5, 10.5, 9.625714285714285)","(5.0, 6.6, 6.214285714285714)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:01.023506,"(6.0, 99999, 99990)","(20.0, 20.0, 18.833333333333332)","(21.0, 55.0, 42.5)","(17.0, 120.0, 74.0)","(1.95, 2.72, 2.608888888888889)","(31.0, 95.0, 87.0)","(8.5, 10.5, 9.625714285714285)","(5.0, 6.6, 6.3352941176470585)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:02.192331,"(6.0, 99999, 99990)","(20.0, 20.0, 18.833333333333332)","(21.0, 55.0, 42.5)","(17.0, 120.0, 74.0)","(1.95, 2.72, 2.608888888888889)","(31.0, 100.0, 87.0)","(8.5, 10.5, 9.625714285714285)","(5.0, 6.6, 6.214285714285714)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:03.368633,"(6.0, 99999, 99990)","(20.0, 20.0, 18.833333333333332)","(21.0, 55.0, 42.5)","(17.0, 120.0, 74.0)","(1.95, 2.72, 2.608888888888889)","(31.0, 100.0, 87.0)","(8.5, 10.5, 9.625714285714285)","(5.0, 6.6, 6.0)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:04.591562,"(6.0, 99999, 99990)","(20.0, 20.0, 19.0)","(21.0, 55.0, 42.5)","(17.0, 120.0, 74.0)","(1.95, 2.72, 2.608888888888889)","(31.0, 100.0, 87.0)","(8.5, 10.5, 9.625714285714285)","(5.0, 6.6, 6.266666666666667)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:05.862302,"(6.0, 99999, 99990)","(20.0, 20.0, 19.0)","(21.0, 55.0, 42.5)","(17.0, 120.0, 83.6)","(1.95, 2.72, 2.68)","(31.0, 100.0, 87.0)","(8.5, 10.5, 9.657798165137613)","(5.0, 6.6, 6.333333333333333)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:07.077886,"(6.0, 99999, 99990)","(20.0, 20.0, 19.0)","(21.0, 55.0, 42.5)","(17.0, 120.0, 83.6)","(1.95, 2.72, 2.5366666666666666)","(31.0, 100.0, 87.0)","(8.5, 10.5, 11.9)","(5.0, 6.6, 6.266666666666667)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:08.241668,"(6.0, 99999, 99990)","(20.0, 20.0, 19.0)","(21.0, 55.0, 42.5)","(17.0, 120.0, 89.66666666666666)","(1.95, 2.72, 2.5366666666666666)","(31.0, 100.0, 87.0)","(8.5, 14.0, 13.533333333333333)","(5.0, 6.6, 6.0)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:09.551993,"(6.0, 99999, 99990)","(20.0, 20.0, 19.0)","(21.0, 55.0, 42.5)","(17.0, 120.0, 89.66666666666666)","(1.95, 2.72, 2.5366666666666666)","(31.0, 100.0, 87.0)","(8.5, 14.0, 11.6)","(5.0, 6.6, 6.027272727272727)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:10.860415,"(6.0, 99999, 99990)","(20.0, 20.0, 19.0)","(21.0, 55.0, 42.5)","(17.0, 120.0, 89.66666666666666)","(1.95, 2.72, 2.5366666666666666)","(31.0, 100.0, 87.0)","(8.5, 14.0, 12.666666666666666)","(5.0, 6.6, 6.027272727272727)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:12.087895,"(6.0, 99999, 99990)","(20.0, 20.0, 19.0)","(21.0, 55.0, 42.5)","(17.0, 120.0, 89.66666666666666)","(1.95, 2.72, 2.5366666666666666)","(31.0, 100.0, 85.14285714285714)","(8.5, 13.0, 10.600000000000001)","(5.0, 6.6, 6.027272727272727)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:13.259436,"(6.0, 99999, 99990)","(20.0, 20.0, 19.0)","(21.0, 55.0, 42.5)","(17.0, 120.0, 89.66666666666666)","(1.95, 2.72, 2.5366666666666666)","(31.0, 100.0, 85.14285714285714)","(8.5, 13.0, 10.25)","(5.0, 6.6, 6.027272727272727)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:14.511532,"(6.0, 99999, 99990)","(20.0, 20.0, 19.0)","(21.0, 55.0, 42.5)","(17.0, 120.0, 89.66666666666666)","(1.95, 2.72, 2.5366666666666666)","(31.0, 100.0, 85.14285714285714)","(8.5, 12.5, 10.25)","(5.0, 6.6, 6.027272727272727)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:15.732172,"(6.0, 99999, 99990)","(20.0, 20.0, 19.0)","(21.0, 55.0, 42.5)","(17.0, 120.0, 89.66666666666666)","(1.95, 2.72, 2.5366666666666666)","(31.0, 100.0, 85.14285714285714)","(8.5, 12.5, 10.25)","(5.0, 6.6, 6.027272727272727)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:16.945239,"(6.0, 99999, 99990)","(20.0, 20.0, 19.4)","(21.0, 55.0, 50.0)","(17.0, 120.0, 83.33333333333334)","(1.95, 2.72, 2.501818181818182)","(31.0, 100.0, 80.0)","(8.5, 12.5, 11.15)","(5.0, 6.6, 6.1000000000000005)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:18.124303,"(6.0, 99999, 99990)","(19.0, 20.0, 19.4)","(21.0, 60.0, 50.0)","(17.0, 110.0, 63.333333333333336)","(1.95, 2.72, 2.501818181818182)","(31.0, 95.0, 80.0)","(8.5, 12.5, 11.4875)","(5.0, 6.6, 6.25)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:19.341820,"(6.0, 99999, 99990)","(19.0, 20.0, 19.4)","(21.0, 60.0, 50.0)","(17.0, 130.0, 63.333333333333336)","(1.95, 2.72, 2.501818181818182)","(31.0, 95.0, 80.0)","(8.5, 12.5, 11.4875)","(5.0, 6.6, 6.25)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:20.539145,"(6.0, 99999, 99990)","(19.0, 20.0, 19.4)","(21.0, 60.0, 50.0)","(17.0, 130.0, 83.33333333333334)","(1.95, 2.72, 2.501818181818182)","(31.0, 95.0, 80.0)","(8.5, 12.5, 11.4875)","(5.0, 6.6, 6.25)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:21.840714,"(6.0, 99999, 99990)","(19.0, 20.0, 19.4)","(21.0, 60.0, 50.0)","(17.0, 110.0, 65.0)","(1.95, 2.72, 2.501818181818182)","(31.0, 95.0, 80.0)","(8.5, 12.5, 11.4875)","(5.0, 6.6, 6.027272727272727)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:23.053254,"(6.0, 99999, 99990)","(19.0, 20.0, 19.4)","(21.0, 60.0, 50.0)","(17.0, 100.0, 65.0)","(1.95, 2.72, 2.6654545454545455)","(31.0, 95.0, 80.0)","(8.5, 12.5, 11.4875)","(5.0, 6.6, 6.027272727272727)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:24.232615,"(6.0, 99999, 99990)","(19.0, 20.0, 19.4)","(21.0, 60.0, 50.0)","(17.0, 100.0, 65.0)","(1.95, 2.72, 2.492)","(31.0, 95.0, 80.0)","(8.5, 12.5, 11.4875)","(5.0, 6.6, 6.18)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:25.368066,"(6.0, 99999, 99990)","(19.0, 20.0, 19.4)","(21.0, 60.0, 50.0)","(17.0, 100.0, 65.0)","(1.95, 2.72, 2.676981132075472)","(31.0, 95.0, 80.0)","(8.5, 12.5, 11.4875)","(5.0, 6.6, 6.18)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:26.552873,"(6.0, 99999, 99990)","(19.0, 20.0, 19.4)","(21.0, 60.0, 50.0)","(17.0, 100.0, 65.0)","(1.95, 2.72, 2.676981132075472)","(31.0, 95.0, 80.0)","(8.5, 12.5, 11.4875)","(5.0, 6.6, 6.18)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:27.797579,"(6.0, 99999, 99990)","(19.0, 20.0, 19.583333333333332)","(21.0, 60.0, 50.0)","(17.0, 100.0, 65.0)","(1.95, 2.72, 2.676981132075472)","(31.0, 95.0, 80.0)","(8.5, 12.5, 11.4875)","(5.0, 6.6, 6.366666666666666)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:28.986134,"(6.0, 99999, 99990)","(19.0, 20.0, 19.583333333333332)","(21.0, 60.0, 41.333333333333336)","(17.0, 100.0, 80.57142857142857)","(1.95, 2.72, 2.676981132075472)","(31.0, 95.0, 75.0)","(8.5, 12.5, 11.4875)","(5.0, 6.6, 6.32)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:30.178612,"(6.0, 99999, 99990)","(19.0, 20.0, 19.583333333333332)","(21.0, 60.0, 41.333333333333336)","(17.0, 100.0, 80.57142857142857)","(1.95, 2.72, 2.673469387755102)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.475000000000001)","(5.0, 6.6, 6.32)","(31.0, 70.0, 58.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:31.395032,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 41.333333333333336)","(17.0, 100.0, 80.57142857142857)","(1.95, 2.72, 2.683461538461539)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.166666666666668)","(5.0, 6.6, 6.32)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:32.646265,"(6.0, 99999, 99990)","(19.0, 20.0, 18.9)","(21.0, 60.0, 41.333333333333336)","(17.0, 100.0, 77.0)","(1.95, 2.72, 2.683461538461539)","(31.0, 95.0, 70.0)","(8.5, 12.0, 11.175)","(5.0, 6.6, 6.5)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:33.842551,"(6.0, 99999, 99990)","(19.0, 20.0, 18.9)","(21.0, 60.0, 41.333333333333336)","(17.0, 95.0, 77.0)","(1.95, 2.72, 2.62)","(31.0, 100.0, 70.0)","(8.5, 12.0, 10.350000000000001)","(5.0, 7.0, 6.34)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:35.004295,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 41.333333333333336)","(17.0, 95.0, 77.0)","(1.95, 2.68, 2.555)","(31.0, 100.0, 70.0)","(8.5, 12.0, 10.350000000000001)","(5.0, 7.0, 6.34)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:36.176066,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 41.333333333333336)","(17.0, 95.0, 77.0)","(1.95, 2.68, 2.555)","(31.0, 100.0, 70.0)","(8.5, 12.0, 10.8)","(5.0, 7.0, 6.34)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:37.347785,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 41.333333333333336)","(17.0, 95.0, 77.0)","(1.95, 2.68, 2.555)","(31.0, 100.0, 70.0)","(8.5, 12.0, 11.28)","(5.0, 7.0, 6.34)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:38.557776,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 49.6)","(17.0, 95.0, 77.0)","(1.95, 2.68, 2.555)","(31.0, 100.0, 70.0)","(8.5, 12.0, 12.9)","(5.0, 7.0, 6.34)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:39.830096,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 49.6)","(17.0, 95.0, 77.57142857142857)","(1.95, 2.68, 2.6721052631578948)","(31.0, 100.0, 70.0)","(8.5, 14.0, 11.9)","(5.0, 7.0, 6.34)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:41.019483,"(6.0, 99999, 99990)","(19.0, 20.0, 17.25)","(21.0, 60.0, 49.6)","(17.0, 95.0, 77.57142857142857)","(1.95, 2.68, 2.624)","(31.0, 100.0, 70.0)","(8.5, 14.0, 10.4)","(5.0, 7.0, 6.34)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
