,Max Power,Incineration,Elite Alex,Nehalem,Cashing Cheques,Blackpool Ryan,Go Seek Kotoni,Tom Keeping
12-01-2023 18:41:42.629703,"(17.0, 40.0, 25.6)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.55, 2.6523529411764706)","(4.6, 8.2, 6.1909090909090905)","(15.0, 34.0, 30.75)","(8.0, 15.5, 11.433333333333334)","(14.0, 29.0, 21.22222222222222)","(13.0, 48.0, 33.0)"
12-01-2023 18:41:43.939380,"(17.0, 40.0, 25.6)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.55, 2.6523529411764706)","(4.6, 8.2, 6.1909090909090905)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 21.22222222222222)","(13.0, 48.0, 33.0)"
12-01-2023 18:41:45.487448,"(17.0, 40.0, 25.6)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.55, 2.6523529411764706)","(4.6, 8.2, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 21.22222222222222)","(13.0, 48.0, 33.0)"
12-01-2023 18:41:46.840767,"(17.0, 40.0, 25.6)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.55, 2.6523529411764706)","(4.6, 8.0, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 19.666666666666668)","(13.0, 48.0, 33.0)"
12-01-2023 18:41:48.162874,"(17.0, 40.0, 25.6)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.55, 2.82)","(4.6, 8.0, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 19.666666666666668)","(13.0, 48.0, 33.0)"
12-01-2023 18:41:49.625320,"(17.0, 40.0, 25.77777777777778)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.5, 2.82)","(4.6, 8.0, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 19.666666666666668)","(13.0, 48.0, 40.625)"
12-01-2023 18:41:51.072121,"(17.0, 38.0, 27.42857142857143)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.5, 2.82)","(4.6, 8.0, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 19.666666666666668)","(13.0, 48.0, 43.9)"
12-01-2023 18:41:52.348812,"(17.0, 36.0, 27.42857142857143)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.5, 2.82)","(4.6, 8.0, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 19.666666666666668)","(13.0, 50.0, 43.9)"
12-01-2023 18:41:53.630031,"(17.0, 36.0, 27.42857142857143)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.5, 2.82)","(4.6, 8.0, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 19.666666666666668)","(13.0, 50.0, 43.9)"
12-01-2023 18:41:54.864241,"(17.0, 36.0, 27.42857142857143)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.5, 2.82)","(4.6, 8.0, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 19.666666666666668)","(13.0, 50.0, 43.9)"
12-01-2023 18:41:56.201643,"(17.0, 36.0, 27.42857142857143)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.5, 2.82)","(4.6, 8.0, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 19.666666666666668)","(13.0, 50.0, 43.9)"
12-01-2023 18:41:57.525069,"(17.0, 36.0, 27.42857142857143)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.5, 2.82)","(4.6, 8.0, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 19.666666666666668)","(13.0, 50.0, 43.9)"
12-01-2023 18:41:58.937362,"(17.0, 36.0, 27.42857142857143)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.5, 2.82)","(4.6, 8.0, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 19.666666666666668)","(13.0, 50.0, 35.0)"
12-01-2023 18:42:00.583657,"(17.0, 36.0, 27.42857142857143)","(3.9, 6.2, 5.781818181818181)","(2.3, 3.5, 2.82)","(4.6, 8.0, 7.68)","(15.0, 34.0, 30.75)","(8.0, 15.5, 10.925)","(14.0, 29.0, 23.57142857142857)","(13.0, 50.0, 35.0)"
12-01-2023 18:42:02.076981,"(15.0, 36.0, 32.0)","(3.9, 6.2, 5.625)","(2.3, 3.5, 3.4440993788819876)","(4.8, 8.0, 7.199999999999999)","(15.0, 34.0, 26.6875)","(8.0, 15.5, 10.925)","(15.0, 30.0, 26.2)","(13.0, 50.0, 35.0)"
12-01-2023 18:42:03.687544,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.45, 3.3280555555555558)","(4.8, 8.0, 7.199999999999999)","(15.0, 34.0, 26.6875)","(8.0, 15.5, 10.925)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.0)"
12-01-2023 18:42:05.064069,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 3.3280555555555558)","(4.8, 8.0, 7.199999999999999)","(15.0, 34.0, 26.6875)","(8.0, 15.5, 10.925)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.0)"
12-01-2023 18:42:06.458951,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 7.199999999999999)","(15.0, 34.0, 26.6875)","(8.0, 15.5, 10.925)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.0)"
12-01-2023 18:42:07.755440,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 7.199999999999999)","(15.0, 34.0, 26.6875)","(8.0, 15.5, 10.925)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.0)"
12-01-2023 18:42:09.079892,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 7.199999999999999)","(15.0, 34.0, 26.6875)","(8.0, 15.5, 10.925)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.0)"
12-01-2023 18:42:10.433787,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 7.199999999999999)","(15.0, 34.0, 26.6875)","(8.0, 15.5, 10.022222222222222)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.0)"
12-01-2023 18:42:11.778986,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 8.04)","(15.0, 34.0, 26.6875)","(8.0, 15.0, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.0)"
12-01-2023 18:42:13.091056,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 26.6875)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.0)"
12-01-2023 18:42:14.427507,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 26.6875)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.5)"
12-01-2023 18:42:15.771414,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 26.6875)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.5)"
12-01-2023 18:42:17.099614,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 26.6875)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.5)"
12-01-2023 18:42:18.359846,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 35.5)"
12-01-2023 18:42:19.697111,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 45.85714285714286)"
12-01-2023 18:42:21.113168,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 45.85714285714286)"
12-01-2023 18:42:22.426523,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 36.0)"
12-01-2023 18:42:23.607030,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 36.0)"
12-01-2023 18:42:24.848787,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 36.0)"
12-01-2023 18:42:26.098410,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 36.0)"
12-01-2023 18:42:27.256821,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 7.5)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 45.333333333333336)"
12-01-2023 18:42:28.581191,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.960000000000001)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 44.6)"
12-01-2023 18:42:29.848720,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.960000000000001)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 50.0, 48.111111111111114)"
12-01-2023 18:42:31.072964,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.960000000000001)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 55.0, 48.55555555555556)"
12-01-2023 18:42:32.248496,"(15.0, 34.0, 30.4)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.960000000000001)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 55.0, 47.0)"
12-01-2023 18:42:33.486814,"(15.0, 32.0, 28.8)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.960000000000001)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 55.0, 47.0)"
12-01-2023 18:42:34.775232,"(15.0, 32.0, 28.8)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.960000000000001)","(15.0, 34.0, 29.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 55.0, 47.0)"
12-01-2023 18:42:35.981152,"(15.0, 32.0, 28.8)","(3.9, 6.2, 5.625)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.960000000000001)","(15.0, 34.0, 28.450000000000003)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 55.0, 47.0)"
12-01-2023 18:42:37.208756,"(15.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.957142857142857)","(15.0, 30.0, 22.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 55.0, 50.57142857142857)"
12-01-2023 18:42:38.521156,"(15.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.426086956521739)","(15.0, 30.0, 22.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:39.746546,"(15.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.426086956521739)","(15.0, 30.0, 22.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:41.198701,"(15.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.426086956521739)","(15.0, 30.0, 22.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(13.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:42.759126,"(13.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.426086956521739)","(15.0, 30.0, 22.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:44.140411,"(13.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.426086956521739)","(15.0, 30.0, 22.5)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:45.558713,"(13.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.426086956521739)","(15.0, 30.0, 27.0)","(8.0, 14.5, 13.911111111111111)","(15.0, 29.0, 26.2)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:46.838439,"(13.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.426086956521739)","(15.0, 30.0, 27.0)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:48.065366,"(13.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.426086956521739)","(15.0, 30.0, 27.0)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:49.342812,"(13.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.426086956521739)","(15.0, 30.0, 27.0)","(8.0, 14.5, 11.95)","(15.0, 29.0, 26.2)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:50.547509,"(13.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.426086956521739)","(15.0, 30.0, 22.6)","(8.0, 14.5, 11.95)","(15.0, 29.0, 24.333333333333336)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:51.751546,"(13.0, 32.0, 24.25)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 5.426086956521739)","(15.0, 34.0, 22.6)","(8.0, 14.5, 11.95)","(15.0, 29.0, 22.25)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:53.101967,"(13.0, 29.0, 22.75)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.084375)","(15.0, 34.0, 22.6)","(8.0, 14.5, 11.95)","(15.0, 29.0, 22.25)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:54.320022,"(13.0, 29.0, 22.75)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.084375)","(15.0, 34.0, 22.6)","(8.0, 14.5, 11.95)","(15.0, 29.0, 22.25)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:55.505467,"(13.0, 29.0, 22.75)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.220588235294118)","(15.0, 34.0, 22.6)","(8.0, 14.5, 11.95)","(15.0, 29.0, 22.25)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:56.669329,"(13.0, 29.0, 22.75)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.592682926829269)","(15.0, 34.0, 22.6)","(8.0, 14.5, 11.95)","(15.0, 29.0, 22.25)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:57.919219,"(13.0, 29.0, 22.75)","(3.9, 6.2, 5.19375)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 4.79)","(15.0, 34.0, 22.6)","(8.0, 14.5, 11.95)","(15.0, 29.0, 22.25)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:42:59.223089,"(13.0, 29.0, 22.5)","(3.9, 6.2, 5.126666666666667)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 4.79)","(15.0, 34.0, 22.6)","(8.0, 14.5, 11.95)","(15.0, 29.0, 22.25)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:43:00.452653,"(13.0, 29.0, 22.5)","(3.9, 6.2, 4.23125)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 4.79)","(15.0, 34.0, 22.6)","(8.0, 14.5, 11.95)","(15.0, 29.0, 22.25)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:43:01.614695,"(13.0, 29.0, 23.0)","(3.9, 6.2, 4.23125)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 4.79)","(15.0, 34.0, 25.857142857142858)","(8.0, 14.5, 11.95)","(15.0, 29.0, 22.25)","(14.0, 60.0, 50.57142857142857)"
12-01-2023 18:43:02.924633,"(13.0, 29.0, 23.0)","(3.9, 6.2, 3.996875)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 4.702702702702703)","(15.0, 34.0, 31.72)","(8.0, 14.5, 13.911111111111111)","(15.0, 29.0, 22.25)","(14.0, 60.0, 54.92307692307692)"
12-01-2023 18:43:04.177802,"(13.0, 29.0, 18.09090909090909)","(3.9, 6.2, 3.996875)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.4, 6.3)","(15.0, 34.0, 25.25)","(8.0, 14.5, 11.45)","(15.0, 29.0, 26.3)","(14.0, 60.0, 55.285714285714285)"
12-01-2023 18:43:05.422455,"(13.0, 28.0, 18.833333333333332)","(3.9, 5.9, 4.925000000000001)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 22.333333333333332)","(8.0, 13.5, 10.25)","(15.0, 29.0, 26.3)","(14.0, 60.0, 55.285714285714285)"
12-01-2023 18:43:06.656706,"(13.0, 28.0, 18.833333333333332)","(3.9, 6.0, 3.987962962962963)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 29.799999999999997)","(8.0, 14.5, 9.604000000000001)","(15.0, 29.0, 28.386363636363637)","(14.0, 60.0, 55.285714285714285)"
12-01-2023 18:43:07.922598,"(13.0, 27.0, 19.5)","(3.9, 6.0, 3.987962962962963)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 29.799999999999997)","(8.0, 14.5, 9.604000000000001)","(15.0, 29.0, 28.386363636363637)","(14.0, 60.0, 55.285714285714285)"
12-01-2023 18:43:09.227339,"(13.0, 26.0, 21.5)","(3.9, 6.0, 3.987962962962963)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 19.428571428571427)","(8.0, 14.5, 9.604000000000001)","(15.0, 29.0, 28.386363636363637)","(14.0, 60.0, 44.0)"
12-01-2023 18:43:10.448370,"(13.0, 26.0, 21.5)","(3.9, 5.7, 4.825)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 19.428571428571427)","(8.0, 14.5, 9.588888888888889)","(15.0, 29.0, 28.386363636363637)","(14.0, 60.0, 52.25)"
12-01-2023 18:43:11.872914,"(13.0, 26.0, 18.0)","(3.9, 5.6, 4.144444444444445)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 19.428571428571427)","(8.0, 14.5, 9.588888888888889)","(15.0, 29.0, 28.386363636363637)","(14.0, 60.0, 53.111111111111114)"
12-01-2023 18:43:13.495045,"(13.0, 26.0, 18.0)","(3.9, 5.7, 4.775)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 19.428571428571427)","(8.0, 14.5, 9.588888888888889)","(15.0, 29.0, 28.386363636363637)","(14.0, 60.0, 53.111111111111114)"
12-01-2023 18:43:14.778735,"(13.0, 26.0, 18.0)","(3.9, 5.6, 4.775)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 19.428571428571427)","(8.0, 14.5, 9.588888888888889)","(15.0, 29.0, 27.826086956521742)","(14.0, 60.0, 55.866666666666674)"
12-01-2023 18:43:16.014375,"(13.0, 26.0, 18.0)","(3.9, 5.6, 4.775)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 19.428571428571427)","(8.0, 14.5, 9.588888888888889)","(15.0, 29.0, 28.73913043478261)","(14.0, 60.0, 55.866666666666674)"
12-01-2023 18:43:17.424786,"(13.0, 26.0, 17.11111111111111)","(3.9, 5.8, 4.566666666666666)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 19.833333333333332)","(8.0, 14.5, 9.588888888888889)","(15.0, 30.0, 28.73913043478261)","(14.0, 60.0, 55.866666666666674)"
12-01-2023 18:43:18.749208,"(13.0, 26.0, 18.444444444444443)","(3.9, 5.8, 4.155555555555556)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 19.833333333333332)","(8.0, 14.5, 9.588888888888889)","(15.0, 30.0, 28.73913043478261)","(14.0, 60.0, 55.866666666666674)"
12-01-2023 18:43:20.079572,"(13.0, 26.0, 18.444444444444443)","(3.9, 5.6, 4.775)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 19.833333333333332)","(8.0, 14.5, 9.588888888888889)","(15.0, 30.0, 28.73913043478261)","(14.0, 60.0, 41.333333333333336)"
12-01-2023 18:43:21.407732,"(12.0, 26.0, 18.444444444444443)","(3.9, 5.6, 4.775)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 19.833333333333332)","(8.0, 14.5, 9.588888888888889)","(15.0, 30.0, 28.73913043478261)","(14.0, 60.0, 41.333333333333336)"
12-01-2023 18:43:22.750460,"(12.0, 26.0, 18.444444444444443)","(3.9, 5.6, 4.775)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 19.833333333333332)","(8.0, 14.5, 9.588888888888889)","(15.0, 30.0, 28.73913043478261)","(14.0, 60.0, 54.90909090909091)"
12-01-2023 18:43:24.078259,"(12.0, 26.0, 18.444444444444443)","(3.9, 5.6, 4.775)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 24.555555555555557)","(8.0, 14.5, 9.588888888888889)","(15.0, 30.0, 20.666666666666668)","(14.0, 60.0, 55.333333333333336)"
12-01-2023 18:43:25.378032,"(12.0, 26.0, 18.444444444444443)","(3.9, 5.6, 4.775)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 24.555555555555557)","(8.0, 14.5, 9.588888888888889)","(15.0, 30.0, 20.666666666666668)","(14.0, 60.0, 55.333333333333336)"
12-01-2023 18:43:26.631166,"(12.0, 13.0, 12.601694915254237)","(3.9, 5.6, 4.041666666666667)","(2.3, 3.35, 2.9850000000000003)","(4.8, 8.0, 6.3)","(15.0, 34.0, 32.166666666666664)","(8.0, 14.5, 9.588888888888889)","(15.0, 30.0, 20.666666666666668)","(14.0, 60.0, 55.333333333333336)"
12-01-2023 18:43:27.989351,"(12.0, 13.0, 12.837837837837839)","(3.9, 5.6, 4.675000000000001)","(2.3, 3.35, 3.277)","(4.8, 8.0, 7.856521739130435)","(15.0, 34.0, 32.625)","(8.0, 14.5, 9.604000000000001)","(15.0, 30.0, 26.142857142857142)","(14.0, 60.0, 55.333333333333336)"
12-01-2023 18:43:29.802695,"(12.0, 12.0, 11.65)","(3.9, 5.4, 4.625)","(2.3, 3.35, 3.277)","(4.8, 8.0, 7.856521739130435)","(15.0, 34.0, 30.6)","(8.0, 14.5, 9.604000000000001)","(15.0, 30.0, 26.142857142857142)","(14.0, 55.0, 39.41935483870968)"
12-01-2023 18:43:31.458092,"(12.0, 12.0, 14.166666666666666)","(3.9, 5.3, 4.725)","(2.3, 3.35, 3.277)","(4.8, 8.0, 7.359999999999999)","(15.0, 36.0, 34.0)","(8.0, 14.5, 9.604000000000001)","(15.0, 30.0, 26.285714285714285)","(14.0, 55.0, 39.1875)"
12-01-2023 18:43:33.024558,"(12.0, 14.5, 13.9)","(3.9, 5.5, 4.14375)","(2.3, 3.35, 3.231666666666667)","(4.8, 8.0, 5.945454545454545)","(15.0, 36.0, 34.40909090909091)","(8.0, 14.5, 10.933333333333334)","(15.0, 30.0, 23.142857142857142)","(14.0, 55.0, 39.1875)"
12-01-2023 18:43:34.833809,"(12.0, 14.5, 13.9)","(3.9, 5.5, 4.2875)","(2.3, 3.35, 3.251428571428572)","(4.8, 7.6, 6.676923076923076)","(15.0, 36.0, 33.9375)","(8.0, 14.0, 10.3)","(15.0, 30.0, 23.142857142857142)","(14.0, 55.0, 42.45454545454545)"
12-01-2023 18:43:36.413182,"(12.0, 14.5, 13.9)","(3.9, 5.3, 4.525)","(2.3, 3.35, 3.251428571428572)","(4.8, 7.6, 6.554545454545455)","(15.0, 36.0, 31.875)","(8.0, 13.0, 11.2)","(15.0, 30.0, 23.142857142857142)","(14.0, 55.0, 48.0)"
