,Wild Keyra,Miss Terri,Go Hard Son,Icy Hot,Dragon Smoke,Wheres Papi,Vecna,Summers Lost
04-01-2023 13:43:33.735069,"(17.0, 50.0, 31.714285714285715)","(13.0, 40.0, 25.625)","(2.7, 4.6, 3.5047619047619047)","(1.95, 2.42, 2.397391304347826)","(71.0, 550.0, 315.0)","(41.0, 290.0, 75.71428571428572)","(5.5, 9.6, 6.32)","(11.0, 34.0, 29.5)"
04-01-2023 13:43:34.821756,"(17.0, 50.0, 31.714285714285715)","(13.0, 40.0, 21.25)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.397391304347826)","(71.0, 550.0, 315.0)","(41.0, 290.0, 75.71428571428572)","(5.5, 9.6, 6.32)","(11.0, 34.0, 29.5)"
04-01-2023 13:43:35.875386,"(17.0, 50.0, 22.0)","(13.0, 40.0, 21.25)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.397391304347826)","(71.0, 550.0, 315.0)","(41.0, 290.0, 75.71428571428572)","(5.5, 9.6, 6.32)","(11.0, 34.0, 29.5)"
04-01-2023 13:43:36.881889,"(17.0, 50.0, 22.0)","(13.0, 40.0, 21.25)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.397391304347826)","(71.0, 550.0, 315.0)","(41.0, 290.0, 75.71428571428572)","(5.5, 9.6, 6.32)","(11.0, 34.0, 29.5)"
04-01-2023 13:43:37.906383,"(17.0, 50.0, 22.0)","(13.0, 40.0, 21.25)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 315.0)","(41.0, 290.0, 75.71428571428572)","(5.5, 9.6, 6.32)","(11.0, 34.0, 29.5)"
04-01-2023 13:43:39.040191,"(17.0, 50.0, 30.615384615384613)","(13.0, 40.0, 28.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 315.0)","(41.0, 290.0, 75.71428571428572)","(5.5, 9.6, 6.32)","(11.0, 34.0, 29.5)"
04-01-2023 13:43:40.168549,"(17.0, 50.0, 32.285714285714285)","(13.0, 40.0, 34.078947368421055)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 315.0)","(41.0, 290.0, 75.71428571428572)","(5.5, 9.6, 6.32)","(11.0, 34.0, 29.5)"
04-01-2023 13:43:41.245699,"(17.0, 50.0, 22.88888888888889)","(13.0, 44.0, 32.18181818181819)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 315.0)","(41.0, 290.0, 75.71428571428572)","(5.5, 9.6, 6.32)","(11.0, 34.0, 29.5)"
04-01-2023 13:43:42.262377,"(17.0, 50.0, 22.88888888888889)","(13.0, 44.0, 25.42857142857143)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 315.0)","(41.0, 290.0, 75.71428571428572)","(5.5, 9.6, 5.91)","(11.0, 34.0, 27.0)"
04-01-2023 13:43:43.263449,"(17.0, 50.0, 22.88888888888889)","(13.0, 44.0, 22.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 158.33333333333331)","(41.0, 290.0, 75.71428571428572)","(5.5, 9.6, 5.91)","(11.0, 29.0, 26.5)"
04-01-2023 13:43:44.340440,"(17.0, 50.0, 22.88888888888889)","(13.0, 44.0, 34.19230769230769)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 158.33333333333331)","(41.0, 290.0, 75.71428571428572)","(5.5, 9.6, 5.91)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:45.450280,"(17.0, 70.0, 65.4090909090909)","(13.0, 60.0, 57.035714285714285)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 158.33333333333331)","(41.0, 290.0, 92.0)","(5.5, 9.6, 5.91)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:46.612683,"(17.0, 70.0, 62.85714285714286)","(13.0, 60.0, 57.035714285714285)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 158.33333333333331)","(41.0, 300.0, 92.0)","(5.5, 9.6, 7.45)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:47.743459,"(17.0, 70.0, 62.85714285714286)","(13.0, 60.0, 57.233333333333334)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 158.33333333333331)","(41.0, 300.0, 92.0)","(5.5, 9.4, 7.45)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:48.817976,"(17.0, 70.0, 45.5)","(13.0, 60.0, 51.8)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 166.66666666666669)","(41.0, 300.0, 92.0)","(5.5, 9.4, 6.2)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:49.895952,"(17.0, 70.0, 45.5)","(13.0, 60.0, 56.58333333333333)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 166.66666666666669)","(41.0, 300.0, 92.0)","(5.5, 9.0, 5.83)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:50.920454,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 166.66666666666669)","(41.0, 300.0, 92.0)","(5.5, 8.8, 6.3999999999999995)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:51.993077,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 166.66666666666669)","(41.0, 300.0, 92.0)","(5.5, 8.2, 7.905263157894736)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:53.062133,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 166.66666666666669)","(41.0, 300.0, 92.0)","(5.5, 8.2, 7.6)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:54.082223,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 166.66666666666669)","(41.0, 300.0, 92.0)","(5.5, 8.2, 7.6)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:55.085062,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 166.66666666666669)","(41.0, 300.0, 92.0)","(5.5, 8.2, 7.6)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:56.128058,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 166.66666666666669)","(41.0, 300.0, 92.0)","(5.5, 8.2, 7.6)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:57.145313,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 166.66666666666669)","(41.0, 300.0, 94.0)","(5.5, 8.2, 7.6)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:58.173979,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 166.66666666666669)","(41.0, 310.0, 94.0)","(5.5, 8.2, 7.6)","(11.0, 28.0, 26.5)"
04-01-2023 13:43:59.168118,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 166.66666666666669)","(41.0, 310.0, 94.0)","(5.5, 8.2, 7.6)","(11.0, 28.0, 26.5)"
04-01-2023 13:44:00.216444,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 320.0)","(41.0, 310.0, 94.0)","(5.5, 8.2, 7.6)","(11.0, 28.0, 26.5)"
04-01-2023 13:44:01.295363,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 320.0)","(41.0, 310.0, 226.92307692307693)","(5.5, 8.2, 7.6)","(11.0, 28.0, 26.5)"
04-01-2023 13:44:02.413231,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 320.0)","(41.0, 310.0, 228.15384615384613)","(5.5, 8.2, 7.6)","(11.0, 28.0, 28.5)"
04-01-2023 13:44:03.525668,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 320.0)","(41.0, 310.0, 228.15384615384613)","(5.5, 8.2, 7.6)","(11.0, 32.0, 32.0)"
04-01-2023 13:44:04.621375,"(17.0, 70.0, 45.5)","(13.0, 60.0, 39.75)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 320.0)","(41.0, 310.0, 228.15384615384613)","(5.5, 8.2, 7.6)","(11.0, 38.0, 32.0)"
04-01-2023 13:44:05.648324,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.5, 3.975)","(1.95, 2.42, 2.175)","(71.0, 550.0, 312.5)","(41.0, 310.0, 228.15384615384613)","(5.5, 8.2, 7.6)","(11.0, 38.0, 32.5)"
04-01-2023 13:44:06.725739,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.5, 3.6083333333333334)","(1.95, 2.42, 2.34)","(71.0, 550.0, 322.5)","(41.0, 310.0, 228.15384615384613)","(5.5, 8.2, 7.457142857142856)","(11.0, 38.0, 32.5)"
04-01-2023 13:44:07.844815,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.4, 3.5450000000000004)","(1.95, 2.42, 2.372)","(71.0, 550.0, 322.5)","(41.0, 310.0, 228.15384615384613)","(5.5, 8.2, 7.050000000000001)","(11.0, 38.0, 37.5)"
04-01-2023 13:44:08.918460,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.4, 3.5450000000000004)","(1.95, 2.42, 2.372)","(71.0, 550.0, 170.83333333333331)","(41.0, 310.0, 228.15384615384613)","(5.5, 8.4, 6.664285714285715)","(11.0, 48.0, 37.5)"
04-01-2023 13:44:09.966441,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.4, 3.5450000000000004)","(1.95, 2.42, 2.372)","(71.0, 550.0, 170.83333333333331)","(41.0, 310.0, 228.15384615384613)","(5.5, 8.4, 6.664285714285715)","(11.0, 48.0, 35.5)"
04-01-2023 13:44:11.008242,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.4, 3.5450000000000004)","(1.95, 2.42, 2.372)","(71.0, 550.0, 170.83333333333331)","(41.0, 310.0, 228.15384615384613)","(5.5, 8.4, 6.54375)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:12.083640,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.4, 3.5450000000000004)","(1.95, 2.42, 2.372)","(71.0, 550.0, 170.83333333333331)","(41.0, 310.0, 228.15384615384613)","(5.5, 8.4, 6.54375)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:13.202091,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.4, 3.5450000000000004)","(1.95, 2.42, 2.372)","(71.0, 550.0, 170.83333333333331)","(41.0, 310.0, 283.4)","(5.5, 8.4, 6.54375)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:14.300389,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.4, 3.555555555555556)","(1.95, 2.42, 2.3729999999999998)","(71.0, 550.0, 170.83333333333331)","(41.0, 310.0, 235.07692307692307)","(5.5, 8.4, 6.284615384615385)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:15.389098,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.3, 3.5444444444444447)","(1.95, 2.42, 2.3729999999999998)","(71.0, 550.0, 170.83333333333331)","(41.0, 320.0, 235.07692307692307)","(5.5, 8.4, 6.284615384615385)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:16.449519,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.3, 3.5444444444444447)","(1.95, 2.42, 2.3729999999999998)","(71.0, 550.0, 170.83333333333331)","(41.0, 320.0, 235.07692307692307)","(5.5, 8.4, 6.7)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:17.518265,"(17.0, 65.0, 43.0)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.3, 3.5444444444444447)","(1.95, 2.42, 2.3729999999999998)","(71.0, 550.0, 170.83333333333331)","(41.0, 320.0, 235.07692307692307)","(5.5, 8.0, 7.4363636363636365)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:18.599739,"(17.0, 65.0, 28.333333333333332)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.3, 3.5444444444444447)","(1.95, 2.42, 2.3729999999999998)","(71.0, 550.0, 170.83333333333331)","(41.0, 320.0, 235.07692307692307)","(5.5, 7.8, 7.4363636363636365)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:19.746010,"(17.0, 65.0, 28.333333333333332)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.3, 3.5444444444444447)","(1.95, 2.42, 2.3729999999999998)","(71.0, 550.0, 170.83333333333331)","(41.0, 320.0, 100.8)","(5.5, 7.8, 7.4363636363636365)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:20.881436,"(17.0, 65.0, 28.333333333333332)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.3, 3.5333333333333337)","(1.95, 2.42, 2.374)","(71.0, 550.0, 170.83333333333331)","(41.0, 320.0, 100.8)","(5.5, 7.8, 7.454545454545454)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:21.992732,"(17.0, 65.0, 28.333333333333332)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.2, 3.5333333333333337)","(1.95, 2.42, 2.374)","(71.0, 550.0, 170.83333333333331)","(41.0, 320.0, 100.8)","(5.5, 7.8, 7.454545454545454)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:23.039683,"(17.0, 65.0, 28.333333333333332)","(13.0, 50.0, 24.583333333333332)","(2.7, 4.2, 3.5333333333333337)","(1.95, 2.42, 2.374)","(71.0, 550.0, 322.5)","(41.0, 320.0, 100.8)","(5.5, 7.8, 7.454545454545454)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:24.117034,"(17.0, 65.0, 28.333333333333332)","(13.0, 48.0, 29.0)","(2.7, 4.2, 3.5333333333333337)","(1.95, 2.42, 2.374)","(71.0, 550.0, 322.5)","(41.0, 320.0, 100.8)","(5.5, 7.8, 6.333333333333333)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:25.214403,"(17.0, 65.0, 28.333333333333332)","(13.0, 48.0, 29.0)","(2.7, 4.2, 3.5333333333333337)","(1.95, 2.42, 2.374)","(71.0, 550.0, 322.5)","(41.0, 320.0, 100.8)","(5.5, 7.8, 7.033333333333333)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:26.378958,"(17.0, 65.0, 28.333333333333332)","(13.0, 48.0, 29.0)","(2.7, 4.2, 3.5333333333333337)","(1.95, 2.42, 2.374)","(71.0, 550.0, 322.5)","(41.0, 320.0, 100.8)","(5.5, 7.8, 7.033333333333333)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:27.437731,"(17.0, 65.0, 28.333333333333332)","(13.0, 48.0, 29.0)","(2.7, 4.2, 3.5333333333333337)","(1.95, 2.42, 2.328)","(71.0, 550.0, 322.5)","(41.0, 320.0, 100.8)","(5.5, 7.8, 7.033333333333333)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:28.473139,"(17.0, 65.0, 28.333333333333332)","(13.0, 48.0, 29.0)","(2.7, 4.2, 3.6375)","(1.95, 2.42, 2.378181818181818)","(71.0, 550.0, 170.83333333333331)","(41.0, 320.0, 104.8)","(5.5, 7.8, 7.433333333333334)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:29.467987,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.1, 3.53125)","(1.95, 2.42, 2.379090909090909)","(71.0, 550.0, 170.83333333333331)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.433333333333334)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:30.474995,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.1, 3.53125)","(1.95, 2.42, 2.379090909090909)","(71.0, 550.0, 170.83333333333331)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.433333333333334)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:31.576195,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.1, 3.6125)","(1.95, 2.42, 2.379090909090909)","(71.0, 550.0, 170.83333333333331)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.433333333333334)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:32.644557,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.1, 3.6125)","(1.95, 2.42, 2.379090909090909)","(71.0, 550.0, 170.83333333333331)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.433333333333334)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:33.744867,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.1, 3.6125)","(1.95, 2.42, 2.379090909090909)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.433333333333334)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:34.786894,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.1, 3.8)","(1.95, 2.42, 2.379090909090909)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.418181818181818)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:35.830917,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.0, 3.6)","(1.95, 2.42, 2.376)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.418181818181818)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:36.910326,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.0, 3.6)","(1.95, 2.42, 2.376)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.449999999999999)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:38.022739,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.0, 3.6)","(1.95, 2.42, 2.38)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.449999999999999)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:39.170142,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.0, 3.64)","(1.95, 2.42, 2.38)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.449999999999999)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:40.334138,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.0, 3.76)","(1.95, 2.42, 2.38)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.449999999999999)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:41.413712,"(17.0, 65.0, 43.0)","(13.0, 48.0, 24.25)","(2.7, 4.0, 3.76)","(1.95, 2.42, 2.3466666666666667)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.228571428571428)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:42.511499,"(17.0, 65.0, 54.25)","(13.0, 48.0, 24.25)","(2.7, 3.95, 3.6911764705882355)","(1.95, 2.42, 2.377)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.4363636363636365)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:43.524483,"(17.0, 65.0, 59.625)","(13.0, 48.0, 24.25)","(2.7, 3.95, 3.6911764705882355)","(1.95, 2.42, 2.377)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.4363636363636365)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:44.577401,"(17.0, 65.0, 59.625)","(13.0, 48.0, 24.25)","(2.7, 3.95, 3.6911764705882355)","(1.95, 2.42, 2.377)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.4363636363636365)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:45.665662,"(17.0, 65.0, 59.625)","(13.0, 48.0, 24.25)","(2.7, 3.95, 3.6911764705882355)","(1.95, 2.42, 2.377)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.4363636363636365)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:46.751815,"(17.0, 65.0, 59.625)","(13.0, 48.0, 24.25)","(2.7, 3.95, 3.6911764705882355)","(1.95, 2.42, 2.377)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.257142857142857)","(11.0, 44.0, 35.5)"
04-01-2023 13:44:47.779029,"(17.0, 65.0, 59.75)","(13.0, 48.0, 24.25)","(2.7, 3.95, 3.895)","(1.95, 2.42, 2.377)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.454545454545454)","(11.0, 44.0, 32.666666666666664)"
04-01-2023 13:44:48.836729,"(17.0, 65.0, 60.0)","(13.0, 48.0, 24.25)","(2.7, 3.9, 3.68125)","(1.95, 2.42, 2.334)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.454545454545454)","(11.0, 44.0, 32.666666666666664)"
04-01-2023 13:44:49.888839,"(17.0, 70.0, 63.714285714285715)","(13.0, 46.0, 23.916666666666668)","(2.7, 3.9, 3.68125)","(1.95, 2.42, 2.378)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.454545454545454)","(11.0, 44.0, 32.666666666666664)"
04-01-2023 13:44:51.017750,"(17.0, 70.0, 63.714285714285715)","(13.0, 46.0, 29.75)","(2.7, 3.9, 3.68125)","(1.95, 2.42, 2.378)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.454545454545454)","(11.0, 44.0, 39.14285714285714)"
04-01-2023 13:44:52.074847,"(17.0, 70.0, 63.714285714285715)","(13.0, 46.0, 31.0)","(2.7, 3.9, 3.68125)","(1.95, 2.42, 2.378)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.454545454545454)","(11.0, 44.0, 39.14285714285714)"
04-01-2023 13:44:53.051839,"(17.0, 70.0, 63.714285714285715)","(13.0, 46.0, 35.09090909090909)","(2.7, 3.9, 3.68125)","(1.95, 2.42, 2.378)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.454545454545454)","(11.0, 44.0, 39.14285714285714)"
04-01-2023 13:44:54.091490,"(17.0, 70.0, 63.85714285714286)","(13.0, 46.0, 35.09090909090909)","(2.7, 3.9, 3.7375)","(1.95, 2.42, 2.378)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.35)","(11.0, 44.0, 39.14285714285714)"
04-01-2023 13:44:55.148560,"(17.0, 70.0, 64.625)","(14.0, 48.0, 41.5)","(2.7, 3.85, 3.7375)","(1.95, 2.42, 2.3533333333333335)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.35)","(11.0, 44.0, 36.06666666666666)"
04-01-2023 13:44:56.272772,"(17.0, 70.0, 64.625)","(14.0, 48.0, 41.5)","(2.7, 3.85, 3.7375)","(1.95, 2.42, 2.38)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.35)","(11.0, 44.0, 36.06666666666666)"
04-01-2023 13:44:57.379333,"(17.0, 70.0, 64.625)","(14.0, 48.0, 41.5)","(2.7, 3.85, 3.68125)","(1.95, 2.42, 2.38)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.35)","(11.0, 44.0, 36.06666666666666)"
04-01-2023 13:44:58.557680,"(17.0, 70.0, 64.625)","(14.0, 50.0, 39.6)","(2.7, 3.85, 3.68125)","(1.95, 2.42, 2.38)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.35)","(11.0, 44.0, 36.06666666666666)"
04-01-2023 13:44:59.617534,"(17.0, 70.0, 64.625)","(14.0, 50.0, 43.5)","(2.7, 3.85, 3.68125)","(1.95, 2.42, 2.38)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.35)","(11.0, 44.0, 36.06666666666666)"
04-01-2023 13:45:00.729171,"(17.0, 70.0, 64.625)","(14.0, 50.0, 43.5)","(2.7, 3.85, 3.466666666666667)","(1.95, 2.42, 2.38)","(71.0, 550.0, 151.875)","(41.0, 340.0, 104.8)","(5.5, 7.8, 7.3428571428571425)","(11.0, 44.0, 36.06666666666666)"
04-01-2023 13:45:01.859977,"(17.0, 70.0, 64.625)","(14.0, 50.0, 43.5)","(2.7, 3.8, 3.466666666666667)","(1.95, 2.42, 2.38)","(71.0, 550.0, 151.875)","(41.0, 340.0, 272.2857142857143)","(5.5, 7.8, 7.48)","(11.0, 44.0, 36.06666666666666)"
04-01-2023 13:45:02.993776,"(17.0, 70.0, 59.76190476190476)","(14.0, 50.0, 47.26315789473684)","(2.7, 3.8, 3.6399999999999997)","(1.95, 2.42, 2.392857142857143)","(71.0, 450.0, 391.6666666666667)","(41.0, 310.0, 272.57142857142856)","(5.5, 7.8, 7.363636363636363)","(11.0, 44.0, 36.06666666666666)"
04-01-2023 13:45:04.112851,"(17.0, 70.0, 44.375)","(14.0, 50.0, 33.333333333333336)","(2.7, 3.8, 3.6399999999999997)","(1.95, 2.42, 2.392857142857143)","(71.0, 450.0, 391.6666666666667)","(41.0, 310.0, 180.0)","(5.5, 7.8, 6.781818181818182)","(11.0, 44.0, 36.06666666666666)"
04-01-2023 13:45:05.274189,"(17.0, 70.0, 46.25)","(14.0, 50.0, 33.333333333333336)","(2.7, 3.8, 3.6399999999999997)","(1.95, 2.42, 2.392857142857143)","(71.0, 450.0, 391.6666666666667)","(41.0, 310.0, 277.25)","(5.5, 7.8, 6.946666666666666)","(11.0, 44.0, 36.06666666666666)"
04-01-2023 13:45:06.419757,"(17.0, 70.0, 52.72727272727273)","(14.0, 50.0, 33.333333333333336)","(2.7, 3.8, 3.6666666666666665)","(1.95, 2.42, 2.392857142857143)","(71.0, 450.0, 391.6666666666667)","(41.0, 310.0, 289.8461538461538)","(5.5, 7.6, 7.16)","(11.0, 44.0, 36.06666666666666)"
04-01-2023 13:45:07.562255,"(17.0, 70.0, 48.285714285714285)","(14.0, 50.0, 33.333333333333336)","(2.7, 3.8, 3.7368421052631575)","(1.95, 2.42, 2.392857142857143)","(71.0, 450.0, 391.6666666666667)","(41.0, 310.0, 289.8461538461538)","(5.5, 7.4, 6.933333333333334)","(11.0, 44.0, 36.06666666666666)"
