,Wild Keyra,Miss Terri,Go Hard Son,Icy Hot,Dragon Smoke,Wheres Papi,Vecna,Summers Lost
04-01-2023 13:41:24.489228,"(17.0, 55.0, 33.888888888888886)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.5, 3.9166666666666665)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 38.0, 34.1)"
04-01-2023 13:41:25.815613,"(17.0, 55.0, 33.888888888888886)","(13.0, 40.0, 25.0)","(2.7, 4.5, 3.9166666666666665)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 38.0, 31.666666666666664)"
04-01-2023 13:41:27.065850,"(17.0, 55.0, 39.166666666666664)","(13.0, 40.0, 25.0)","(2.7, 4.5, 3.9166666666666665)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 38.0, 31.666666666666664)"
04-01-2023 13:41:28.258931,"(17.0, 55.0, 39.166666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.5, 3.9166666666666665)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 38.0, 31.666666666666664)"
04-01-2023 13:41:29.506058,"(17.0, 55.0, 39.166666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.5, 3.9166666666666665)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 38.0, 31.666666666666664)"
04-01-2023 13:41:30.738302,"(17.0, 55.0, 39.166666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.5, 3.9166666666666665)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 38.0, 31.5)"
04-01-2023 13:41:31.849571,"(17.0, 55.0, 39.166666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.5, 3.9166666666666665)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 34.0, 31.5)"
04-01-2023 13:41:33.079162,"(17.0, 55.0, 39.166666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.4, 4.184615384615385)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 34.0, 31.5)"
04-01-2023 13:41:34.293383,"(17.0, 55.0, 39.166666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.4, 3.419047619047619)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 34.0, 29.333333333333336)"
04-01-2023 13:41:35.488777,"(17.0, 55.0, 39.166666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.6, 3.419047619047619)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 34.0, 29.333333333333336)"
04-01-2023 13:41:36.654586,"(17.0, 55.0, 39.166666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.6, 3.419047619047619)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 34.0, 29.333333333333336)"
04-01-2023 13:41:37.806384,"(17.0, 55.0, 39.166666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.6, 3.419047619047619)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 34.0, 31.2)"
04-01-2023 13:41:39.103075,"(17.0, 55.0, 39.166666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.6, 3.419047619047619)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 468.33333333333337)","(41.0, 370.0, 131.42857142857144)","(5.5, 9.6, 9.18)","(11.0, 34.0, 31.2)"
04-01-2023 13:41:40.343274,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.6, 4.184615384615385)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 370.0, 144.0)","(5.5, 9.6, 9.18)","(11.0, 34.0, 31.2)"
04-01-2023 13:41:41.571089,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.4, 4.184615384615385)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 360.0, 161.6)","(5.5, 9.6, 9.18)","(11.0, 34.0, 31.2)"
04-01-2023 13:41:42.890713,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.4, 3.419047619047619)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 350.0, 161.6)","(5.5, 9.6, 9.18)","(11.0, 34.0, 30.75)"
04-01-2023 13:41:44.168360,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.6, 3.419047619047619)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 350.0, 161.6)","(5.5, 9.6, 9.18)","(11.0, 34.0, 30.0)"
04-01-2023 13:41:45.508093,"(17.0, 55.0, 27.363636363636363)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.6, 3.419047619047619)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 350.0, 137.33333333333331)","(5.5, 9.6, 9.18)","(11.0, 34.0, 30.0)"
04-01-2023 13:41:46.990365,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.6, 4.184615384615385)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 340.0, 137.33333333333331)","(5.5, 9.6, 9.18)","(11.0, 34.0, 30.0)"
04-01-2023 13:41:48.384488,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.4, 4.184615384615385)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 340.0, 137.33333333333331)","(5.5, 9.6, 9.18)","(11.0, 34.0, 31.6)"
04-01-2023 13:41:49.734942,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.4, 3.4604651162790696)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 340.0, 137.33333333333331)","(5.5, 9.6, 9.18)","(11.0, 34.0, 31.6)"
04-01-2023 13:41:50.875964,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.8, 3.4604651162790696)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 340.0, 114.5)","(5.5, 9.6, 9.18)","(11.0, 34.0, 31.6)"
04-01-2023 13:41:52.120811,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 3.9842105263157896)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 350.0, 114.5)","(5.5, 9.6, 9.18)","(11.0, 34.0, 29.0)"
04-01-2023 13:41:53.404888,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 3.9842105263157896)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 350.0, 114.5)","(5.5, 9.6, 9.18)","(11.0, 34.0, 29.0)"
04-01-2023 13:41:54.937349,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.3538461538461535)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 350.0, 114.5)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:41:56.168999,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.6, 4.3538461538461535)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 350.0, 114.5)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:41:57.429130,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.6, 4.3538461538461535)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 350.0, 105.77777777777777)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:41:58.620139,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 350.0, 105.77777777777777)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:41:59.836197,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 350.0, 94.8)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:01.080746,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:02.259727,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:03.314555,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:04.423949,"(17.0, 55.0, 29.666666666666664)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:05.567901,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:06.666150,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:07.768758,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:08.924849,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:10.203910,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:11.458670,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:12.675484,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:13.796338,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:14.945723,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:16.151104,"(17.0, 50.0, 26.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:17.391597,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:18.573113,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:19.763208,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.045384615384615)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:20.957008,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.44, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 94.8)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:22.058870,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:23.182547,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:24.209023,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:25.289672,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:26.452945,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:27.635986,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:28.780489,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:29.900657,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:31.170454,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:32.552846,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:33.884167,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 495.55555555555554)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:35.198224,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:36.402056,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:37.516318,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:38.720768,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:39.864146,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:41.069280,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:42.203912,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:43.359984,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 89.45454545454545)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:44.567928,"(17.0, 50.0, 28.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 330.0, 117.14285714285714)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:45.781764,"(17.0, 50.0, 26.0)","(13.0, 40.0, 26.666666666666664)","(2.7, 4.7, 4.438461538461539)","(1.95, 2.42, 2.355)","(71.0, 550.0, 361.53846153846155)","(41.0, 320.0, 145.6)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:46.994597,"(17.0, 50.0, 26.0)","(13.0, 40.0, 25.0)","(2.7, 4.7, 3.6)","(1.95, 2.42, 2.355)","(71.0, 550.0, 310.0)","(41.0, 310.0, 128.66666666666669)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:48.339724,"(17.0, 50.0, 28.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.7, 3.6)","(1.95, 2.42, 2.355)","(71.0, 550.0, 310.0)","(41.0, 310.0, 128.66666666666669)","(5.5, 9.6, 9.18)","(11.0, 34.0, 32.0)"
04-01-2023 13:42:49.553155,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.7, 3.6)","(1.95, 2.42, 2.355)","(71.0, 550.0, 150.0)","(41.0, 310.0, 76.85714285714286)","(5.5, 9.6, 7.55)","(11.0, 34.0, 27.2)"
04-01-2023 13:42:50.797321,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.7, 4.15)","(1.95, 2.42, 2.355)","(71.0, 550.0, 150.0)","(41.0, 310.0, 76.85714285714286)","(5.5, 9.6, 7.55)","(11.0, 28.0, 33.6)"
04-01-2023 13:42:52.235081,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.7, 3.925)","(1.95, 2.42, 2.355)","(71.0, 550.0, 166.0)","(41.0, 310.0, 76.85714285714286)","(5.5, 9.6, 7.55)","(11.0, 36.0, 30.5)"
04-01-2023 13:42:53.512862,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.7, 4.1625)","(1.95, 2.42, 2.355)","(71.0, 550.0, 154.16666666666669)","(41.0, 310.0, 76.85714285714286)","(5.5, 9.6, 6.32)","(11.0, 36.0, 30.5)"
04-01-2023 13:42:54.842289,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.5, 3.98)","(1.95, 2.42, 2.355)","(71.0, 550.0, 154.16666666666669)","(41.0, 310.0, 76.85714285714286)","(5.5, 9.6, 6.32)","(11.0, 36.0, 30.5)"
04-01-2023 13:42:56.013289,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.5, 4.35)","(1.95, 2.42, 2.355)","(71.0, 550.0, 154.16666666666669)","(41.0, 310.0, 76.85714285714286)","(5.5, 9.6, 6.32)","(11.0, 36.0, 30.5)"
04-01-2023 13:42:57.199589,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.5, 4.1571428571428575)","(1.95, 2.42, 2.355)","(71.0, 550.0, 154.16666666666669)","(41.0, 310.0, 76.85714285714286)","(5.5, 9.6, 6.32)","(11.0, 36.0, 30.5)"
04-01-2023 13:42:58.377761,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.5, 4.171428571428572)","(1.95, 2.42, 2.355)","(71.0, 550.0, 154.16666666666669)","(41.0, 310.0, 76.85714285714286)","(5.5, 9.6, 6.32)","(11.0, 36.0, 30.5)"
04-01-2023 13:42:59.585920,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.5, 3.8000000000000003)","(1.95, 2.42, 2.355)","(71.0, 550.0, 154.16666666666669)","(41.0, 310.0, 76.85714285714286)","(5.5, 9.6, 6.32)","(11.0, 36.0, 30.5)"
04-01-2023 13:43:00.791409,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.5, 3.8333333333333335)","(1.95, 2.42, 2.355)","(71.0, 550.0, 154.16666666666669)","(41.0, 310.0, 76.85714285714286)","(5.5, 9.6, 6.32)","(11.0, 36.0, 28.5)"
04-01-2023 13:43:02.009262,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.5, 3.8333333333333335)","(1.95, 2.42, 2.355)","(71.0, 550.0, 154.16666666666669)","(41.0, 310.0, 76.85714285714286)","(5.5, 9.6, 6.32)","(11.0, 32.0, 28.5)"
04-01-2023 13:43:03.254189,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.7, 3.6222222222222222)","(1.95, 2.42, 2.355)","(71.0, 550.0, 154.16666666666669)","(41.0, 310.0, 72.0)","(5.5, 9.6, 6.32)","(11.0, 32.0, 28.5)"
04-01-2023 13:43:04.410079,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.6, 3.6222222222222222)","(1.95, 2.42, 2.355)","(71.0, 550.0, 154.16666666666669)","(41.0, 310.0, 72.0)","(5.5, 9.6, 6.32)","(11.0, 32.0, 28.5)"
04-01-2023 13:43:05.516161,"(17.0, 50.0, 24.0)","(13.0, 40.0, 23.214285714285715)","(2.7, 4.6, 3.6222222222222222)","(1.95, 2.42, 2.355)","(71.0, 550.0, 154.16666666666669)","(41.0, 310.0, 72.0)","(5.5, 9.6, 6.32)","(11.0, 32.0, 28.5)"
