,Clearly Regal,Dont Forget Dad,Wonfontein,Razzama,Killzy,Nashian,Prince Of Troy,Clay Pan Boogie,Harry And The Duke
09-01-2023 14:26:26.057469,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.6816326530612247)","(11.0, 21.0, 19.69047619047619)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 175.0)"
09-01-2023 14:26:27.372550,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.6816326530612247)","(11.0, 21.0, 19.69047619047619)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 175.0)"
09-01-2023 14:26:28.668511,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.6816326530612247)","(11.0, 21.0, 19.69047619047619)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 175.0)"
09-01-2023 14:26:29.995027,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.6816326530612247)","(11.0, 21.0, 19.69047619047619)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:31.236439,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.6816326530612247)","(11.0, 21.0, 19.69047619047619)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:32.464029,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.6816326530612247)","(11.0, 21.0, 19.69047619047619)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:33.718905,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.6816326530612247)","(11.0, 21.0, 19.69047619047619)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:34.834161,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.6816326530612247)","(11.0, 21.0, 19.69047619047619)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:35.953363,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 21.0, 15.82)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:37.159060,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.82)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:38.341918,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.82)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:39.505658,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.82)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:40.586897,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.82)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:41.762792,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.82)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:42.890995,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.82)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:44.154110,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.777777777777779)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:45.356110,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.777777777777779)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:46.520923,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.777777777777779)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:47.672697,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.777777777777779)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:48.866399,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.586206896551724)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:50.034570,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 14.666666666666666)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:51.226446,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 14.666666666666666)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:52.449899,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:53.643246,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.4, 4.1, 3.705769230769231)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:54.865874,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.705769230769231)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:56.110009,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.705769230769231)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:57.367443,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.705769230769231)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:58.590243,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.705769230769231)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:26:59.847993,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.705769230769231)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:01.111961,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.705769230769231)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:02.444187,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.705769230769231)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:03.753281,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.705769230769231)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:05.097207,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.807142857142857)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:06.346620,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.807142857142857)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:07.605817,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.807142857142857)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:08.838887,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.807142857142857)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:10.021307,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.807142857142857)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:11.228137,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.82)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:12.400853,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.84625)","(11.0, 16.0, 15.333333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:13.588626,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.84625)","(11.0, 16.0, 15.333333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:14.786447,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.84625)","(11.0, 16.0, 15.333333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:16.116679,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.84625)","(11.0, 16.0, 15.333333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:17.381141,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.8514285714285714)","(11.0, 16.0, 15.333333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:18.716377,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.8514285714285714)","(11.0, 16.0, 14.88888888888889)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:20.260411,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 14.833333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:21.682937,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 18.25)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 14.833333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:23.072715,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.166666666666666)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:24.406184,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.166666666666666)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:25.710099,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:27.186320,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:28.543371,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:29.895213,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:31.173181,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:32.450438,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:33.790081,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:35.067456,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:36.355730,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:37.536641,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:38.684751,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:39.952027,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:41.207427,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:42.443946,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:43.668637,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 15.2)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:44.914722,"(20.0, 28.0, 25.5)","(10.0, 20.0, 16.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.8514285714285714)","(11.0, 16.0, 15.333333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:46.196741,"(20.0, 28.0, 25.5)","(10.0, 22.0, 14.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.871052631578947)","(11.0, 16.0, 15.333333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:47.418166,"(20.0, 28.0, 25.5)","(10.0, 21.0, 14.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.871052631578947)","(11.0, 16.0, 15.333333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:48.584296,"(20.0, 28.0, 25.5)","(10.0, 21.0, 14.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.871052631578947)","(11.0, 16.0, 15.333333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:49.804896,"(20.0, 28.0, 25.5)","(10.0, 21.0, 14.25)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.871052631578947)","(11.0, 16.0, 15.333333333333334)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:51.044351,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.5)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 16.0, 13.916666666666666)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:52.333230,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.5)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.9092105263157895)","(11.0, 14.0, 13.916666666666666)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:53.450563,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.5)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.9092105263157895)","(11.0, 14.0, 13.916666666666666)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:54.685974,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.5)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.9092105263157895)","(11.0, 14.0, 13.916666666666666)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:55.939205,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.5)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.9092105263157895)","(11.0, 14.0, 13.916666666666666)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:57.184678,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.5)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 14.0, 13.916666666666666)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:58.378740,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.5)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 14.0, 13.875)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:27:59.561364,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.5)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.104047619047619)","(3.5, 4.1, 3.892857142857143)","(11.0, 14.0, 13.875)","(51.0, 220.0, 127.27272727272728)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
