,Manor Road,Norman,Springstreet Blues,Stable Talk,Lady Samurai,Sligo Queen,Aldane,Charge Extra,Marsh Lillie,Mullamaart,Spanish King,Tropic Sands,Turnaway
12-01-2023 13:31:16.202374,"(31.0, 55.0, 53.333333333333336)","(4.2, 5.0, 4.666666666666667)","(13.0, 19.0, 17.375)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.15, 3.112)","(26.0, 85.0, 64.0)","(101.0, 230.0, 220.0)","(17.0, 42.0, 38.666666666666664)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.0)","(18.0, 22.0, 20.6)","(18.0, 38.0, 37.15384615384615)","(4.0, 5.0, 4.928)"
12-01-2023 13:31:17.699241,"(31.0, 55.0, 47.06666666666666)","(4.2, 5.0, 4.875)","(13.0, 18.5, 17.166666666666668)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.15, 3.1154545454545453)","(26.0, 85.0, 64.0)","(101.0, 230.0, 205.0)","(17.0, 42.0, 38.666666666666664)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.0)","(18.0, 22.0, 20.6)","(18.0, 38.0, 36.333333333333336)","(4.0, 5.0, 4.928)"
12-01-2023 13:31:19.211434,"(31.0, 55.0, 47.06666666666666)","(4.2, 5.0, 4.875)","(13.0, 18.5, 17.166666666666668)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.15, 3.1075)","(26.0, 85.0, 64.0)","(101.0, 230.0, 205.0)","(17.0, 42.0, 37.0)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.0)","(18.0, 22.0, 20.6)","(18.0, 38.0, 37.23076923076923)","(4.0, 5.0, 4.928)"
12-01-2023 13:31:20.821800,"(31.0, 55.0, 47.06666666666666)","(4.2, 5.0, 4.875)","(13.0, 18.5, 16.214285714285715)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.15, 3.0366666666666666)","(26.0, 85.0, 65.5)","(101.0, 230.0, 205.0)","(17.0, 42.0, 37.0)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.0)","(18.0, 22.0, 20.6)","(18.0, 38.0, 37.23076923076923)","(4.0, 5.0, 4.928)"
12-01-2023 13:31:22.353187,"(31.0, 55.0, 47.06666666666666)","(4.2, 5.0, 4.875)","(15.0, 18.0, 17.75)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.15, 3.1444262295081966)","(26.0, 85.0, 65.5)","(101.0, 230.0, 205.0)","(17.0, 42.0, 37.0)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.0)","(18.0, 22.0, 20.6)","(18.0, 38.0, 37.23076923076923)","(4.0, 5.0, 4.928)"
12-01-2023 13:31:23.911360,"(31.0, 55.0, 47.06666666666666)","(4.2, 5.0, 4.75)","(15.0, 18.0, 17.75)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.15, 3.145)","(26.0, 85.0, 65.5)","(101.0, 230.0, 205.0)","(17.0, 42.0, 37.0)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.0)","(18.0, 22.0, 19.571428571428573)","(18.0, 38.0, 37.23076923076923)","(4.0, 5.0, 4.928)"
12-01-2023 13:31:25.460318,"(31.0, 55.0, 47.06666666666666)","(4.2, 4.9, 4.75)","(15.0, 18.0, 17.71875)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.15)","(26.0, 85.0, 65.5)","(101.0, 230.0, 205.0)","(17.0, 42.0, 37.0)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.0)","(18.0, 21.0, 19.571428571428573)","(18.0, 38.0, 37.23076923076923)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:26.920048,"(31.0, 55.0, 47.06666666666666)","(4.2, 4.9, 4.75)","(15.0, 18.0, 17.71875)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.1333333333333333)","(26.0, 85.0, 65.5)","(101.0, 230.0, 205.0)","(17.0, 42.0, 37.0)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.0)","(18.0, 21.0, 19.5)","(18.0, 38.0, 37.23076923076923)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:28.523358,"(31.0, 55.0, 47.5625)","(4.2, 4.9, 4.75)","(15.0, 18.0, 17.71875)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.166666666666667)","(26.0, 85.0, 65.5)","(101.0, 230.0, 205.0)","(17.0, 42.0, 37.0)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 25.6)","(18.0, 21.0, 19.5)","(18.0, 38.0, 37.23076923076923)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:30.044608,"(31.0, 55.0, 47.5625)","(4.2, 4.9, 4.75)","(15.0, 18.0, 17.71875)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.181818181818182)","(26.0, 85.0, 65.5)","(101.0, 230.0, 205.0)","(17.0, 42.0, 37.0)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.428571428571427)","(18.0, 21.0, 19.5)","(18.0, 38.0, 37.23076923076923)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:31.579023,"(31.0, 55.0, 47.5625)","(4.2, 4.9, 4.75)","(14.0, 18.0, 17.71875)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.191304347826087)","(26.0, 85.0, 65.5)","(101.0, 230.0, 205.0)","(19.0, 42.0, 37.0)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.714285714285715)","(17.0, 21.0, 19.5)","(20.0, 38.0, 37.23076923076923)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:33.092267,"(31.0, 55.0, 47.5625)","(4.2, 4.9, 4.75)","(14.0, 18.0, 17.4375)","(26.0, 36.0, 32.0)","(2.7, 3.2, 3.1974137931034483)","(26.0, 85.0, 65.5)","(101.0, 230.0, 205.0)","(19.0, 42.0, 37.0)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.714285714285715)","(17.0, 21.0, 19.5)","(20.0, 38.0, 37.09090909090909)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:34.649154,"(31.0, 55.0, 47.714285714285715)","(4.2, 4.9, 4.675)","(14.0, 18.0, 17.4375)","(26.0, 34.0, 31.0)","(2.7, 3.2, 3.1714285714285717)","(26.0, 85.0, 65.5)","(101.0, 230.0, 205.0)","(19.0, 42.0, 37.0)","(71.0, 220.0, 186.66666666666669)","(16.0, 28.0, 27.714285714285715)","(17.0, 21.0, 19.5)","(20.0, 38.0, 37.09090909090909)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:36.111101,"(31.0, 50.0, 47.66666666666667)","(4.2, 4.9, 4.75)","(14.0, 18.0, 17.526315789473685)","(26.0, 34.0, 30.545454545454547)","(2.7, 3.2, 3.1714285714285717)","(26.0, 85.0, 62.8)","(101.0, 230.0, 205.0)","(19.0, 42.0, 35.333333333333336)","(71.0, 220.0, 140.0)","(16.0, 28.0, 27.714285714285715)","(17.0, 21.0, 19.5)","(20.0, 38.0, 36.75)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:37.585375,"(31.0, 50.0, 43.0)","(4.2, 4.9, 4.75)","(14.0, 18.0, 17.526315789473685)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.1882352941176473)","(26.0, 85.0, 72.66666666666667)","(101.0, 230.0, 195.0)","(19.0, 42.0, 35.333333333333336)","(71.0, 220.0, 160.0)","(16.0, 28.0, 27.714285714285715)","(17.0, 21.0, 19.5)","(20.0, 38.0, 36.9)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:39.082813,"(31.0, 48.0, 42.0)","(4.2, 4.9, 4.75)","(14.0, 18.0, 17.608695652173914)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.1882352941176473)","(26.0, 85.0, 79.71428571428572)","(101.0, 230.0, 200.0)","(19.0, 42.0, 35.333333333333336)","(71.0, 220.0, 155.0)","(16.0, 28.0, 27.714285714285715)","(17.0, 21.0, 19.5)","(20.0, 38.0, 36.9)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:40.566391,"(31.0, 48.0, 44.30769230769231)","(4.2, 4.9, 4.75)","(14.0, 18.0, 17.0)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.1882352941176473)","(26.0, 85.0, 79.71428571428572)","(101.0, 230.0, 200.0)","(19.0, 42.0, 35.333333333333336)","(71.0, 210.0, 133.33333333333334)","(16.0, 28.0, 27.666666666666668)","(17.0, 21.0, 19.5)","(20.0, 38.0, 36.9)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:42.118285,"(31.0, 48.0, 42.0)","(4.2, 4.9, 4.75)","(14.0, 17.5, 17.0)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.1882352941176473)","(26.0, 85.0, 79.71428571428572)","(101.0, 230.0, 200.0)","(19.0, 42.0, 38.0)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.666666666666668)","(17.0, 21.0, 19.5)","(20.0, 38.0, 36.9)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:43.619092,"(31.0, 48.0, 38.22222222222222)","(4.2, 4.9, 4.75)","(14.0, 17.5, 17.0)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.1882352941176473)","(26.0, 85.0, 79.71428571428572)","(101.0, 230.0, 200.0)","(19.0, 42.0, 39.77777777777778)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.666666666666668)","(17.0, 21.0, 19.5)","(20.0, 38.0, 36.9)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:45.104050,"(31.0, 46.0, 38.0)","(4.2, 4.9, 4.75)","(14.0, 17.5, 17.0)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.1973333333333334)","(26.0, 85.0, 79.71428571428572)","(101.0, 230.0, 200.0)","(19.0, 42.0, 35.333333333333336)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.666666666666668)","(17.0, 21.0, 19.5)","(20.0, 38.0, 36.9)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:46.608217,"(31.0, 44.0, 40.0)","(4.2, 4.9, 5.15)","(14.0, 17.5, 16.25)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.188888888888889)","(26.0, 85.0, 79.71428571428572)","(101.0, 230.0, 195.0)","(19.0, 42.0, 38.0)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.2)","(17.0, 21.0, 20.294117647058822)","(20.0, 38.0, 36.9)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:48.079644,"(31.0, 44.0, 40.666666666666664)","(4.2, 5.4, 5.15)","(14.0, 17.0, 16.25)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.1882352941176473)","(26.0, 85.0, 67.5)","(101.0, 230.0, 195.0)","(19.0, 42.0, 39.77777777777778)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.2)","(17.0, 21.0, 20.294117647058822)","(20.0, 38.0, 34.666666666666664)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:49.608804,"(31.0, 44.0, 41.27272727272727)","(4.2, 5.2, 5.126315789473685)","(14.0, 17.0, 16.4)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.197457627118644)","(26.0, 85.0, 67.5)","(101.0, 230.0, 200.0)","(19.0, 42.0, 40.18181818181818)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.2)","(17.0, 21.0, 20.294117647058822)","(20.0, 38.0, 36.888888888888886)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:51.272952,"(31.0, 44.0, 39.0)","(4.2, 5.1, 4.963636363636363)","(14.0, 17.0, 16.4)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.1625)","(26.0, 85.0, 73.33333333333333)","(101.0, 230.0, 200.0)","(19.0, 42.0, 39.77777777777778)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.666666666666668)","(17.0, 21.0, 20.23076923076923)","(20.0, 38.0, 36.888888888888886)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:52.740186,"(31.0, 44.0, 39.0)","(4.2, 5.1, 4.985714285714286)","(14.0, 17.0, 16.4)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.1625)","(26.0, 85.0, 80.0)","(101.0, 230.0, 200.0)","(19.0, 42.0, 36.666666666666664)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.2)","(17.0, 21.0, 19.666666666666668)","(20.0, 38.0, 36.888888888888886)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:54.290122,"(31.0, 42.0, 36.0)","(4.2, 5.1, 4.973684210526315)","(14.0, 17.0, 16.4)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.1625)","(26.0, 85.0, 80.0)","(101.0, 230.0, 200.0)","(19.0, 42.0, 39.77777777777778)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.2)","(17.0, 21.0, 19.666666666666668)","(20.0, 38.0, 36.888888888888886)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:55.873188,"(31.0, 40.0, 34.44444444444444)","(4.2, 5.1, 4.9411764705882355)","(14.0, 17.0, 16.4)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.125)","(26.0, 85.0, 80.0)","(101.0, 230.0, 200.0)","(19.0, 42.0, 36.666666666666664)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.666666666666668)","(17.0, 21.0, 19.8)","(20.0, 38.0, 36.888888888888886)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:57.485833,"(31.0, 40.0, 35.714285714285715)","(4.2, 5.0, 4.846666666666667)","(14.0, 17.0, 17.25)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.17)","(26.0, 85.0, 80.0)","(101.0, 230.0, 200.0)","(19.0, 42.0, 39.77777777777778)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.666666666666668)","(17.0, 21.0, 19.0)","(20.0, 38.0, 36.888888888888886)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:31:59.125279,"(31.0, 40.0, 37.27272727272727)","(4.2, 4.9, 4.846666666666667)","(14.0, 19.0, 17.384615384615383)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.17)","(26.0, 85.0, 80.0)","(101.0, 230.0, 200.0)","(19.0, 42.0, 36.666666666666664)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.25)","(17.0, 20.0, 18.886363636363637)","(20.0, 38.0, 36.888888888888886)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:32:00.695615,"(31.0, 40.0, 37.27272727272727)","(4.2, 4.9, 4.846666666666667)","(14.0, 19.0, 16.9)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.17)","(26.0, 85.0, 80.0)","(101.0, 230.0, 200.0)","(19.0, 42.0, 36.666666666666664)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.625)","(17.0, 20.0, 18.886363636363637)","(20.0, 38.0, 36.888888888888886)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:32:02.295391,"(31.0, 40.0, 37.27272727272727)","(4.2, 4.9, 4.846666666666667)","(14.0, 19.0, 16.9)","(26.0, 36.0, 30.545454545454547)","(2.7, 3.2, 3.145)","(26.0, 85.0, 80.0)","(101.0, 230.0, 200.0)","(19.0, 42.0, 36.666666666666664)","(71.0, 200.0, 133.33333333333334)","(16.0, 28.0, 27.625)","(17.0, 20.0, 18.886363636363637)","(20.0, 38.0, 36.888888888888886)","(4.0, 5.0, 4.98252427184466)"
12-01-2023 13:32:03.850572,"(31.0, 40.0, 49.5)","(4.2, 4.9, 4.833333333333333)","(14.0, 19.0, 17.25)","(26.0, 36.0, 32.0)","(2.7, 3.2, 3.166666666666667)","(26.0, 85.0, 81.11111111111111)","(101.0, 230.0, 220.0)","(19.0, 42.0, 39.714285714285715)","(71.0, 200.0, 171.42857142857144)","(16.0, 28.0, 27.333333333333332)","(17.0, 20.0, 19.6)","(20.0, 38.0, 37.09090909090909)","(4.0, 5.0, 4.9)"
12-01-2023 13:32:05.501036,"(31.0, 65.0, 49.5)","(4.2, 5.0, 4.9)","(14.0, 18.5, 17.666666666666668)","(26.0, 36.0, 31.0)","(2.7, 3.2, 3.166666666666667)","(26.0, 85.0, 76.81818181818181)","(101.0, 230.0, 205.0)","(19.0, 42.0, 40.666666666666664)","(71.0, 200.0, 177.5)","(16.0, 28.0, 27.333333333333332)","(17.0, 22.0, 19.0)","(20.0, 38.0, 37.09090909090909)","(4.0, 5.0, 4.9)"
12-01-2023 13:32:07.091761,"(31.0, 55.0, 52.0)","(4.2, 5.0, 4.9)","(14.0, 18.5, 17.666666666666668)","(26.0, 36.0, 31.0)","(2.7, 3.2, 3.166666666666667)","(26.0, 95.0, 81.25)","(101.0, 230.0, 218.0)","(19.0, 42.0, 39.714285714285715)","(71.0, 200.0, 170.0)","(16.0, 28.0, 27.0)","(17.0, 22.0, 19.0)","(20.0, 38.0, 36.0)","(4.0, 5.0, 4.9)"
12-01-2023 13:32:08.639178,"(31.0, 55.0, 40.833333333333336)","(4.2, 5.0, 4.9)","(14.0, 18.5, 17.666666666666668)","(26.0, 36.0, 34.0)","(2.7, 3.2, 3.014423076923077)","(26.0, 90.0, 122.0)","(101.0, 230.0, 218.0)","(19.0, 42.0, 39.714285714285715)","(71.0, 200.0, 200.0)","(16.0, 28.0, 27.0)","(17.0, 22.0, 19.0)","(20.0, 38.0, 37.53846153846154)","(4.0, 5.0, 4.9)"
12-01-2023 13:32:10.150612,"(31.0, 65.0, 49.5)","(4.2, 5.0, 4.9)","(14.0, 18.5, 17.571428571428573)","(26.0, 36.0, 35.0)","(2.7, 3.15, 3.014423076923077)","(26.0, 150.0, 96.36363636363636)","(101.0, 230.0, 218.0)","(19.0, 42.0, 39.714285714285715)","(71.0, 230.0, 195.0)","(16.0, 28.0, 27.333333333333332)","(17.0, 22.0, 18.916666666666668)","(20.0, 38.0, 37.57142857142857)","(4.0, 5.0, 4.911111111111111)"
12-01-2023 13:32:11.678476,"(31.0, 60.0, 49.5)","(4.2, 5.0, 4.9)","(14.0, 18.0, 17.571428571428573)","(26.0, 36.0, 35.0)","(2.7, 3.15, 3.014423076923077)","(26.0, 140.0, 117.5)","(101.0, 230.0, 218.0)","(19.0, 42.0, 39.714285714285715)","(71.0, 220.0, 200.0)","(16.0, 28.0, 27.333333333333332)","(17.0, 21.0, 18.916666666666668)","(20.0, 38.0, 37.57142857142857)","(4.0, 5.0, 4.911111111111111)"
12-01-2023 13:32:13.317680,"(31.0, 55.0, 48.6)","(4.2, 5.1, 4.748484848484849)","(14.0, 18.0, 17.625)","(26.0, 36.0, 35.0)","(2.7, 3.15, 3.014423076923077)","(26.0, 130.0, 95.0)","(101.0, 230.0, 218.0)","(19.0, 42.0, 39.714285714285715)","(71.0, 230.0, 210.0)","(16.0, 28.0, 27.333333333333332)","(17.0, 21.0, 19.09090909090909)","(20.0, 38.0, 37.57142857142857)","(4.0, 5.0, 4.911111111111111)"
12-01-2023 13:32:14.952962,"(31.0, 50.0, 43.38461538461539)","(4.2, 5.1, 4.748484848484849)","(14.0, 18.0, 17.625)","(26.0, 36.0, 35.0)","(2.7, 3.15, 3.014423076923077)","(26.0, 100.0, 92.0)","(101.0, 230.0, 218.0)","(19.0, 42.0, 39.714285714285715)","(71.0, 230.0, 210.0)","(16.0, 28.0, 27.333333333333332)","(17.0, 21.0, 19.0)","(20.0, 38.0, 37.57142857142857)","(4.0, 5.0, 4.911111111111111)"
12-01-2023 13:32:16.557943,"(31.0, 48.0, 43.38461538461539)","(4.2, 5.1, 4.748484848484849)","(14.0, 18.0, 17.625)","(26.0, 36.0, 33.333333333333336)","(2.7, 3.15, 3.014423076923077)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 42.0, 38.0)","(71.0, 230.0, 210.0)","(16.0, 28.0, 27.333333333333332)","(17.0, 21.0, 19.0)","(20.0, 38.0, 37.6)","(4.0, 5.0, 4.96)"
12-01-2023 13:32:18.134919,"(31.0, 48.0, 44.0)","(4.2, 5.1, 4.748484848484849)","(14.0, 18.0, 17.625)","(26.0, 36.0, 34.285714285714285)","(2.7, 3.15, 3.014423076923077)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 42.0, 51.5)","(71.0, 230.0, 210.0)","(16.0, 28.0, 25.0)","(17.0, 21.0, 18.857142857142858)","(20.0, 38.0, 37.6)","(4.0, 5.0, 4.96)"
12-01-2023 13:32:19.705440,"(31.0, 48.0, 46.666666666666664)","(4.2, 5.1, 4.755172413793104)","(14.0, 18.0, 17.727272727272727)","(26.0, 36.0, 33.69230769230769)","(2.7, 3.15, 3.014423076923077)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 65.0, 54.2)","(71.0, 230.0, 210.0)","(16.0, 28.0, 25.166666666666668)","(17.0, 21.0, 18.75)","(20.0, 38.0, 37.6)","(4.0, 5.0, 4.96)"
12-01-2023 13:32:21.475755,"(31.0, 48.0, 46.666666666666664)","(4.2, 5.1, 4.748484848484849)","(14.0, 18.0, 17.727272727272727)","(26.0, 36.0, 33.0)","(2.7, 3.15, 3.014423076923077)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 65.0, 41.666666666666664)","(71.0, 230.0, 210.0)","(16.0, 28.0, 25.333333333333332)","(17.0, 21.0, 18.27777777777778)","(20.0, 38.0, 37.6)","(4.0, 5.0, 4.96)"
12-01-2023 13:32:23.322470,"(31.0, 46.0, 44.57142857142857)","(4.2, 5.1, 4.748484848484849)","(14.0, 18.0, 18.05263157894737)","(26.0, 36.0, 33.0)","(2.7, 3.15, 3.014423076923077)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 60.0, 49.0)","(71.0, 230.0, 210.0)","(16.0, 28.0, 26.5)","(17.0, 21.0, 19.710526315789473)","(20.0, 38.0, 37.625)","(4.0, 5.0, 4.96)"
12-01-2023 13:32:25.159091,"(31.0, 46.0, 44.57142857142857)","(4.2, 5.1, 4.748484848484849)","(14.0, 19.5, 18.25)","(26.0, 36.0, 33.0)","(2.7, 3.15, 3.014423076923077)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 60.0, 49.0)","(71.0, 230.0, 210.0)","(16.0, 28.0, 27.454545454545453)","(17.0, 21.0, 19.25)","(20.0, 38.0, 37.625)","(4.0, 5.0, 4.96)"
12-01-2023 13:32:27.012439,"(31.0, 46.0, 42.4)","(4.2, 5.1, 4.743243243243243)","(14.0, 19.5, 18.2)","(26.0, 36.0, 33.0)","(2.7, 3.15, 3.014423076923077)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 55.0, 45.63636363636363)","(71.0, 230.0, 210.0)","(16.0, 28.0, 25.5)","(17.0, 21.0, 19.25)","(20.0, 38.0, 37.625)","(4.0, 5.0, 4.96)"
12-01-2023 13:32:28.695217,"(31.0, 44.0, 42.4)","(4.2, 5.1, 4.748484848484849)","(14.0, 19.0, 17.75)","(26.0, 36.0, 33.0)","(2.7, 3.15, 3.014423076923077)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 50.0, 40.0)","(71.0, 230.0, 210.0)","(16.0, 28.0, 25.5)","(17.0, 21.0, 18.5)","(20.0, 38.0, 37.625)","(4.0, 5.0, 4.96)"
12-01-2023 13:32:30.332194,"(31.0, 44.0, 42.4)","(4.2, 5.1, 4.743243243243243)","(14.0, 19.0, 17.75)","(26.0, 36.0, 33.0)","(2.7, 3.15, 3.013392857142857)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 50.0, 39.5)","(71.0, 230.0, 210.0)","(16.0, 28.0, 25.5)","(17.0, 21.0, 19.0)","(20.0, 38.0, 37.625)","(4.0, 5.0, 4.96)"
12-01-2023 13:32:31.956830,"(31.0, 44.0, 42.4)","(4.2, 5.1, 4.743243243243243)","(14.0, 19.0, 17.75)","(26.0, 36.0, 33.0)","(2.7, 3.15, 3.013392857142857)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 50.0, 39.5)","(71.0, 230.0, 210.0)","(16.0, 28.0, 25.5)","(17.0, 21.0, 19.076923076923077)","(20.0, 38.0, 37.625)","(4.0, 5.0, 4.96)"
12-01-2023 13:32:33.552132,"(31.0, 44.0, 38.666666666666664)","(4.2, 5.1, 4.743243243243243)","(15.0, 19.0, 17.72222222222222)","(26.0, 36.0, 33.0)","(2.8, 3.15, 3.125)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 50.0, 44.57142857142857)","(71.0, 230.0, 187.14285714285714)","(17.0, 28.0, 27.25)","(17.0, 21.0, 19.055555555555557)","(20.0, 38.0, 37.625)","(4.2, 5.0, 4.96)"
12-01-2023 13:32:35.142792,"(31.0, 42.0, 39.2)","(4.2, 5.1, 4.743243243243243)","(15.0, 18.5, 17.72222222222222)","(26.0, 36.0, 33.0)","(2.8, 3.2, 3.1812500000000004)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 48.0, 39.666666666666664)","(71.0, 230.0, 210.0)","(17.0, 28.0, 27.375)","(17.0, 21.0, 19.055555555555557)","(20.0, 38.0, 37.625)","(4.2, 5.0, 4.96)"
12-01-2023 13:32:36.668894,"(31.0, 40.0, 39.55555555555556)","(4.2, 5.1, 4.743243243243243)","(15.0, 18.5, 17.72222222222222)","(26.0, 36.0, 33.0)","(2.8, 3.2, 3.1812500000000004)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 48.0, 40.8)","(71.0, 230.0, 220.0)","(17.0, 28.0, 27.375)","(17.0, 21.0, 19.055555555555557)","(20.0, 38.0, 37.625)","(4.2, 5.0, 4.96)"
12-01-2023 13:32:38.237842,"(31.0, 40.0, 39.55555555555556)","(4.2, 5.1, 4.743243243243243)","(15.0, 18.5, 17.72222222222222)","(26.0, 36.0, 33.0)","(2.8, 3.2, 3.1812500000000004)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 48.0, 39.42857142857143)","(71.0, 230.0, 210.0)","(17.0, 28.0, 27.375)","(17.0, 21.0, 19.055555555555557)","(20.0, 38.0, 37.625)","(4.2, 5.0, 4.96)"
12-01-2023 13:32:39.770751,"(31.0, 40.0, 39.55555555555556)","(4.2, 5.1, 4.743243243243243)","(15.0, 18.5, 17.72222222222222)","(26.0, 36.0, 33.0)","(2.8, 3.2, 3.1812500000000004)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 48.0, 39.666666666666664)","(71.0, 230.0, 210.0)","(17.0, 28.0, 27.375)","(17.0, 21.0, 19.055555555555557)","(20.0, 38.0, 37.625)","(4.2, 5.0, 4.96)"
12-01-2023 13:32:41.438229,"(31.0, 40.0, 39.55555555555556)","(4.2, 5.1, 4.833333333333333)","(15.0, 18.5, 17.72222222222222)","(26.0, 36.0, 33.0)","(2.8, 3.2, 3.1812500000000004)","(26.0, 120.0, 100.0)","(101.0, 230.0, 218.0)","(19.0, 48.0, 39.42857142857143)","(71.0, 230.0, 210.0)","(17.0, 28.0, 27.375)","(17.0, 21.0, 19.055555555555557)","(20.0, 38.0, 37.625)","(4.2, 5.0, 4.96)"
