,Rhythmic Ruler,Emjay,Steinbeck,East Of India,Potential Grizzly,Math Man Marco,Pour Me A Double
15-12-2022 12:07:36.722552,"(12.0, 15.5, 15.352941176470589)","(7.0, 9.4, 9.090322580645163)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 22.166666666666668)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:37.695596,"(12.0, 15.5, 15.352941176470589)","(7.0, 9.4, 9.090322580645163)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 22.166666666666668)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:38.788214,"(12.0, 15.5, 15.352941176470589)","(7.0, 9.8, 9.241176470588236)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 22.166666666666668)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:39.865211,"(12.0, 15.5, 15.352941176470589)","(7.0, 9.8, 9.241176470588236)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 22.0, 21.636363636363637)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:40.930126,"(12.0, 15.5, 15.352941176470589)","(7.0, 9.8, 8.96)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 22.0, 19.333333333333332)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 11.682926829268293)"
15-12-2022 12:07:41.984160,"(12.0, 15.5, 15.352941176470589)","(7.0, 9.6, 9.158823529411764)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.555555555555557)","(3.9, 4.9, 4.8741935483870975)","(9.0, 13.0, 11.682926829268293)"
15-12-2022 12:07:42.979771,"(12.0, 15.5, 15.352941176470589)","(7.0, 9.6, 9.158823529411764)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 13.0, 11.682926829268293)"
15-12-2022 12:07:43.942801,"(12.0, 15.5, 15.352941176470589)","(7.0, 9.6, 9.158823529411764)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 13.0, 11.682926829268293)"
15-12-2022 12:07:44.886524,"(12.0, 15.5, 15.352941176470589)","(7.0, 9.6, 9.158823529411764)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 13.0, 11.682926829268293)"
15-12-2022 12:07:45.819350,"(12.0, 15.5, 15.352941176470589)","(7.0, 9.6, 9.158823529411764)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 13.0, 11.682926829268293)"
15-12-2022 12:07:46.772691,"(12.0, 15.5, 15.352941176470589)","(7.0, 9.6, 9.205263157894736)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 13.0, 12.3125)"
15-12-2022 12:07:47.813849,"(12.0, 15.5, 14.833333333333334)","(7.0, 9.4, 9.040000000000001)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:48.802769,"(12.0, 15.5, 14.833333333333334)","(7.0, 9.4, 9.040000000000001)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:49.902316,"(12.0, 15.5, 14.833333333333334)","(7.0, 9.4, 9.040000000000001)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:50.877090,"(12.0, 15.5, 14.833333333333334)","(7.0, 9.4, 9.040000000000001)","(2.25, 2.6, 2.563076923076923)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:51.867281,"(12.0, 15.5, 14.833333333333334)","(7.0, 9.4, 9.040000000000001)","(2.25, 2.6, 2.5314285714285716)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:52.923100,"(12.0, 15.5, 14.833333333333334)","(7.0, 9.4, 9.040000000000001)","(2.25, 2.6, 2.5314285714285716)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:53.956119,"(12.0, 15.5, 14.833333333333334)","(7.0, 9.4, 9.040000000000001)","(2.25, 2.6, 2.526153846153846)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:54.967092,"(12.0, 15.5, 14.833333333333334)","(7.0, 9.4, 9.040000000000001)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:56.037155,"(12.0, 15.5, 14.833333333333334)","(7.0, 9.4, 9.040000000000001)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.916666666666666)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:57.098663,"(12.0, 15.5, 14.833333333333334)","(7.0, 9.4, 9.040000000000001)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.916666666666666)","(15.0, 22.0, 20.428571428571427)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:58.104907,"(12.0, 15.5, 15.166666666666666)","(7.0, 9.4, 9.040000000000001)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.916666666666666)","(15.0, 22.0, 20.428571428571427)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:07:59.219604,"(12.0, 16.0, 14.25)","(7.0, 9.4, 9.366666666666667)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.916666666666666)","(15.0, 22.0, 20.428571428571427)","(3.9, 4.9, 4.8741935483870975)","(9.0, 13.0, 11.682926829268293)"
15-12-2022 12:08:00.372045,"(12.0, 16.0, 14.304347826086957)","(7.0, 9.4, 9.366666666666667)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.916666666666666)","(15.0, 22.0, 20.428571428571427)","(3.9, 4.9, 4.8741935483870975)","(9.0, 13.0, 11.682926829268293)"
15-12-2022 12:08:01.422080,"(12.0, 16.0, 14.304347826086957)","(7.0, 9.4, 9.366666666666667)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.88888888888889)","(15.0, 22.0, 20.428571428571427)","(3.9, 4.9, 4.8741935483870975)","(9.0, 13.0, 12.3125)"
15-12-2022 12:08:02.425306,"(12.0, 16.0, 14.304347826086957)","(7.0, 9.4, 9.366666666666667)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.88888888888889)","(15.0, 22.0, 20.428571428571427)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:03.323304,"(12.0, 16.0, 14.304347826086957)","(7.0, 9.4, 9.366666666666667)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.88888888888889)","(15.0, 22.0, 20.428571428571427)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3)"
15-12-2022 12:08:04.245170,"(12.0, 16.0, 13.705882352941176)","(7.0, 9.4, 9.365217391304348)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.88888888888889)","(15.0, 22.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:05.251501,"(12.0, 15.5, 14.5)","(7.0, 9.4, 9.366666666666667)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.88888888888889)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:06.282155,"(12.0, 15.5, 14.5)","(7.0, 9.4, 9.366666666666667)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.88888888888889)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:07.338131,"(12.0, 15.5, 14.5)","(7.0, 9.4, 9.366666666666667)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.88888888888889)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:08.385692,"(12.0, 15.5, 14.5)","(7.0, 9.4, 9.366666666666667)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.88888888888889)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:09.409728,"(12.0, 15.5, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.88888888888889)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:10.391080,"(12.0, 15.5, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.88888888888889)","(15.0, 23.0, 21.142857142857142)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:11.417021,"(12.0, 15.5, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.25, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 20.428571428571427)","(3.9, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:12.345390,"(11.0, 15.0, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:13.312454,"(11.0, 15.0, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:14.219536,"(11.0, 15.0, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:15.178646,"(11.0, 15.0, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:16.110004,"(11.0, 15.0, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:17.116561,"(11.0, 16.0, 13.708333333333334)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:18.121664,"(11.0, 16.0, 13.708333333333334)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:19.141061,"(11.0, 16.0, 13.708333333333334)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:20.182518,"(11.0, 16.0, 13.708333333333334)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:21.182692,"(11.0, 15.5, 14.75)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:22.259474,"(11.0, 15.5, 14.75)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:23.191227,"(11.0, 15.5, 14.75)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:24.215524,"(11.0, 15.5, 14.75)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:25.233601,"(11.0, 15.5, 14.75)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:26.209514,"(11.0, 15.5, 14.75)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:27.279456,"(11.0, 15.5, 14.75)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:28.344642,"(11.0, 15.5, 14.75)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:29.369282,"(11.0, 16.0, 13.708333333333334)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:30.321315,"(11.0, 16.0, 13.9375)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:31.221046,"(11.0, 15.5, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:32.129096,"(11.0, 15.5, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:33.090284,"(11.0, 15.5, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:34.076292,"(11.0, 15.5, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:35.298633,"(11.0, 15.5, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:36.386274,"(11.0, 15.5, 14.5)","(7.0, 9.4, 9.08421052631579)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:37.542840,"(11.0, 15.5, 14.5)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:38.584862,"(11.0, 15.5, 14.5)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 20.428571428571427)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:39.786199,"(11.0, 15.5, 14.5)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 22.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:40.921352,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:41.930524,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:42.938304,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:43.919276,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:45.129544,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:46.219670,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.6, 2.5446153846153847)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 21.142857142857142)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:47.217026,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.54, 2.528)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 19.0)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:48.196096,"(11.0, 16.0, 13.777777777777779)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.54, 2.528)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 19.0)","(4.0, 4.9, 4.8741935483870975)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:49.152914,"(11.0, 16.0, 13.777777777777779)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.54, 2.528)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 19.0)","(4.0, 4.9, 4.871428571428572)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:50.118311,"(11.0, 16.0, 13.777777777777779)","(7.0, 9.2, 8.972972972972972)","(2.2, 2.54, 2.5305263157894737)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 19.0)","(4.0, 4.9, 4.871428571428572)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:51.027187,"(11.0, 16.0, 13.777777777777779)","(7.0, 9.2, 8.945454545454545)","(2.2, 2.54, 2.5175)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 19.0)","(4.0, 4.9, 4.846666666666667)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:51.997373,"(11.0, 16.0, 13.777777777777779)","(7.0, 9.2, 8.945454545454545)","(2.2, 2.54, 2.5112)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.333333333333332)","(4.0, 4.9, 4.846666666666667)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:52.976179,"(11.0, 16.0, 13.777777777777779)","(7.0, 9.2, 8.945454545454545)","(2.2, 2.54, 2.5112)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.846666666666667)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:53.924639,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.945454545454545)","(2.2, 2.54, 2.5112)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.846666666666667)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:54.906219,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.945454545454545)","(2.2, 2.54, 2.51)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:55.971318,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.945454545454545)","(2.2, 2.54, 2.51)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:56.987885,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.92)","(2.2, 2.54, 2.51)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:58.165013,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.92)","(2.2, 2.54, 2.51)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:08:59.316427,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.92)","(2.2, 2.54, 2.51)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:09:00.291550,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.92)","(2.2, 2.54, 2.51)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:09:01.307486,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.92)","(2.2, 2.54, 2.51)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:09:02.227440,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.92)","(2.2, 2.54, 2.51)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:09:03.500285,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.92)","(2.2, 2.54, 2.51)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:09:04.470105,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.910344827586206)","(2.2, 2.54, 2.506666666666667)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.848387096774194)","(9.0, 12.5, 12.3)"
15-12-2022 12:09:05.671509,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.92)","(2.2, 2.54, 2.495)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.0)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:09:06.717484,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.92)","(2.2, 2.54, 2.495)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 20.857142857142858)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:09:07.969235,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.88235294117647)","(2.2, 2.54, 2.495)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.333333333333332)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
15-12-2022 12:09:09.257285,"(11.0, 16.0, 13.884615384615385)","(7.0, 9.2, 8.88235294117647)","(2.2, 2.54, 2.495)","(10.0, 13.0, 12.933333333333334)","(15.0, 23.0, 18.333333333333332)","(4.0, 4.9, 4.851515151515152)","(9.0, 12.5, 12.3125)"
