,Willina Girl,Mrs Halo,Pay Roll,Cosmic Belle,Style Sensation,Tralee Revenge
11-01-2023 09:42:24.420829,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:25.386019,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:26.328287,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:27.337567,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:28.462118,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:29.555196,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:30.649851,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:31.685861,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:32.737005,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:33.694262,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:34.634987,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:35.660164,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:36.633829,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:37.773165,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:39.212723,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:40.399513,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:41.526196,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:42.683872,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:43.613711,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:44.776629,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:45.838044,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:46.999160,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:48.177654,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:49.480551,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:50.713724,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:51.927297,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:53.188690,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:54.304542,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:55.418794,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:56.428475,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:57.490369,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:58.538378,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:42:59.600229,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:00.741864,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:01.834221,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:03.110712,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:04.200993,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:05.285946,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:06.505241,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:07.746493,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:09.030053,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:10.180419,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:11.321078,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:12.421498,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:13.571017,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:14.868480,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:15.969166,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:16.950827,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:17.908015,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:18.911704,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:19.956632,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:21.053765,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:22.271950,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:23.347926,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:24.318586,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:25.225727,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:26.215134,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:27.209461,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:28.351358,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:29.480759,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:30.642087,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:31.668080,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:32.784076,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:33.938168,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:34.811813,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:35.847873,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:36.769073,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:37.734945,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:38.694347,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:39.598429,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:40.495816,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:41.436844,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:42.461256,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:43.477774,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:44.495307,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:45.470155,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:46.348141,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:47.268822,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:48.188380,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:49.194200,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:50.349368,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:51.487853,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:52.485689,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:53.435308,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:54.401084,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:55.319113,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:56.309912,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:57.420103,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:58.417491,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:43:59.375058,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:00.364198,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:01.318494,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:02.310117,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:03.317212,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:04.347207,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:05.385198,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:06.430671,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:07.321911,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:08.292840,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:09.354882,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:10.363023,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:11.369901,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:12.266056,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:13.182075,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:14.153017,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:15.117990,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:16.146967,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:17.087760,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:17.949446,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
11-01-2023 09:44:18.876852,"(18.0, 60.0, 39.25)","(17.0, 60.0, 41.13636363636364)","(12.0, 27.0, 25.404255319148938)","(4.8, 8.6, 8.233802816901408)","(1.95, 3.05, 3.006)","(2.7, 4.2, 3.353)"
