,Cellar Champ,Spitfire,Testing The Cugat,Andros,Magnolia Lass,Miss Athena,More Like That,White Glove Test,Exit To Eden
10-01-2023 13:11:05.945344,"(21.0, 32.0, 29.857142857142858)","(1.6, 1.8, 1.7890384615384616)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 134.0)"
10-01-2023 13:11:07.116807,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7890384615384616)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 134.0)"
10-01-2023 13:11:08.297821,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 134.0)"
10-01-2023 13:11:09.453592,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 134.0)"
10-01-2023 13:11:10.623837,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 134.0)"
10-01-2023 13:11:11.811599,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 134.0)"
10-01-2023 13:11:12.974740,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 134.0)"
10-01-2023 13:11:14.142232,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 134.0)"
10-01-2023 13:11:15.323590,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:16.491023,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:17.659792,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:18.817824,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:19.977225,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:21.154876,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:22.296522,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:23.491738,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.1)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:24.669036,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:25.837069,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:27.031972,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:28.283576,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:29.490295,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:30.638414,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:31.828802,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:32.992655,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:34.098325,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7894117647058825)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:35.235082,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.81, 1.8066666666666666)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:36.378894,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.81, 1.8045454545454547)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.608695652173914)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:37.508322,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.81, 1.8045454545454547)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.608695652173914)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:38.633768,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.81, 1.79)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.608695652173914)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.262745098039216)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:39.740386,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.81, 1.79)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.36271186440678)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:40.921252,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.81, 1.79)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.36271186440678)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:42.084996,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.77, 1.7678787878787878)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:43.221701,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.83, 1.8146875)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:44.434664,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7927102803738317)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:45.626019,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7929411764705883)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:46.810863,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7935483870967743)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:47.967645,"(21.0, 32.0, 30.363636363636363)","(1.6, 1.8, 1.7935483870967743)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:49.165760,"(21.0, 38.0, 35.42857142857143)","(1.6, 1.8, 1.7935483870967743)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.651851851851852)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:50.302886,"(21.0, 38.0, 34.294117647058826)","(1.6, 1.8, 1.7491304347826087)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.651851851851852)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:51.465391,"(21.0, 38.0, 34.294117647058826)","(1.6, 1.8, 1.7479245283018867)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.651851851851852)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:52.582208,"(21.0, 36.0, 34.833333333333336)","(1.6, 1.8, 1.7479245283018867)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.656)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:53.680674,"(21.0, 36.0, 34.833333333333336)","(1.6, 1.8, 1.73)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.651851851851852)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:54.801599,"(21.0, 36.0, 34.833333333333336)","(1.6, 1.8, 1.73875)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.651851851851852)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:55.933375,"(21.0, 36.0, 34.833333333333336)","(1.6, 1.8, 1.73875)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.651851851851852)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:57.067315,"(21.0, 36.0, 34.833333333333336)","(1.6, 1.8, 1.73875)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.651851851851852)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:58.158848,"(21.0, 36.0, 34.72727272727273)","(1.6, 1.8, 1.73875)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.651851851851852)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:11:59.273191,"(21.0, 36.0, 34.72727272727273)","(1.6, 1.8, 1.73875)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.651851851851852)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:00.522126,"(21.0, 36.0, 34.72727272727273)","(1.6, 1.8, 1.73875)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.656)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:01.621042,"(21.0, 36.0, 35.07692307692308)","(1.6, 1.8, 1.7518032786885247)","(8.5, 12.5, 11.966666666666667)","(7.0, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(9.0, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:02.758085,"(21.0, 36.0, 35.07692307692308)","(1.6, 1.8, 1.7518032786885247)","(8.5, 12.5, 11.966666666666667)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:03.906123,"(21.0, 36.0, 35.07692307692308)","(1.6, 1.73, 1.7293333333333334)","(8.5, 12.5, 11.966666666666667)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.522222222222222)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:05.038941,"(21.0, 36.0, 35.07692307692308)","(1.6, 1.73, 1.729090909090909)","(8.5, 12.5, 11.966666666666667)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.522222222222222)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:06.303205,"(21.0, 36.0, 35.07692307692308)","(1.6, 1.73, 1.7312280701754386)","(8.5, 12.5, 11.966666666666667)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:07.610489,"(21.0, 36.0, 35.0)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 11.966666666666667)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:08.727944,"(21.0, 36.0, 35.0)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 11.966666666666667)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:09.868563,"(21.0, 36.0, 35.0)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 11.966666666666667)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:11.144170,"(21.0, 36.0, 35.0)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:12.289351,"(21.0, 36.0, 34.285714285714285)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:13.509717,"(21.0, 36.0, 33.529411764705884)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:15.002409,"(21.0, 36.0, 34.61538461538461)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:16.294939,"(21.0, 36.0, 34.61538461538461)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:17.601219,"(21.0, 36.0, 34.61538461538461)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:18.858231,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:20.110363,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:21.656822,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:22.953999,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.7570175438596491)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:24.678903,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.775294117647059)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:25.974862,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.775294117647059)","(8.5, 12.5, 12.119047619047619)","(7.5, 15.0, 14.5)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.513793103448276)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.5625)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:27.398775,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.775294117647059)","(8.5, 12.5, 12.1)","(7.5, 15.0, 14.590909090909092)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.36271186440678)","(101.0, 170.0, 150.0)","(8.5, 14.5, 14.09090909090909)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:28.589831,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.775294117647059)","(8.5, 12.5, 11.673913043478262)","(7.5, 15.0, 14.590909090909092)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.36271186440678)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.9)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:29.746424,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.775294117647059)","(8.5, 12.5, 11.673913043478262)","(7.5, 15.0, 14.590909090909092)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.36271186440678)","(101.0, 170.0, 150.0)","(8.5, 14.5, 13.9)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:31.157816,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.775294117647059)","(8.5, 12.5, 11.673913043478262)","(7.5, 15.0, 14.590909090909092)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.36271186440678)","(101.0, 170.0, 150.0)","(8.5, 14.5, 14.2)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:32.322825,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.775294117647059)","(8.5, 12.5, 11.673913043478262)","(7.5, 15.0, 14.590909090909092)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.36271186440678)","(101.0, 170.0, 150.0)","(8.5, 14.5, 14.2)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:33.439758,"(21.0, 36.0, 34.0)","(1.6, 1.8, 1.775294117647059)","(8.5, 12.5, 11.548780487804878)","(7.5, 15.0, 14.590909090909092)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.36271186440678)","(101.0, 170.0, 150.0)","(8.5, 14.5, 14.2)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:34.524489,"(21.0, 34.0, 31.714285714285715)","(1.6, 1.8, 1.775294117647059)","(8.5, 12.0, 11.548780487804878)","(7.5, 15.0, 14.590909090909092)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.447058823529412)","(101.0, 170.0, 150.0)","(8.5, 14.5, 14.2)","(101.0, 160.0, 116.66666666666667)"
10-01-2023 13:12:35.654573,"(21.0, 34.0, 31.333333333333332)","(1.6, 1.8, 1.775294117647059)","(8.5, 12.0, 11.288461538461538)","(7.5, 15.0, 14.590909090909092)","(81.0, 170.0, 150.0)","(4.8, 7.0, 6.447058823529412)","(101.0, 170.0, 150.0)","(8.5, 14.5, 14.2)","(101.0, 160.0, 116.66666666666667)"
