,Verbalizer,Call Me Mo,Bonython,On The Tiles,Ma Mas Rose,Mt Peter Miss,Gaius Julius,Sizzling Sun
08-12-2022 15:56:34.727016,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7955555555555556)","(2.6, 2.76, 2.7066666666666666)","(6.0, 8.6, 8.35)","(16.0, 40.0, 38.285714285714285)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:35.943698,"(11.0, 23.0, 20.5)","(2.5, 2.8, 2.7955555555555556)","(2.6, 2.76, 2.7066666666666666)","(6.0, 8.6, 8.35)","(16.0, 40.0, 38.285714285714285)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:37.123863,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.7866666666666666)","(2.6, 2.76, 2.7066666666666666)","(6.0, 8.6, 8.44)","(16.0, 40.0, 34.285714285714285)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:38.253255,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.7866666666666666)","(2.6, 2.76, 2.696)","(6.0, 8.8, 8.44)","(16.0, 40.0, 34.0)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:39.385939,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.7866666666666666)","(2.6, 2.76, 2.68)","(6.0, 8.8, 8.44)","(16.0, 38.0, 33.5)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:40.536057,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.7866666666666666)","(2.6, 2.76, 2.68)","(6.0, 8.8, 8.418181818181818)","(16.0, 38.0, 33.333333333333336)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:41.717070,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.7866666666666666)","(2.6, 2.76, 2.7066666666666666)","(6.0, 8.8, 8.418181818181818)","(16.0, 36.0, 33.0)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:42.957026,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.7866666666666666)","(2.6, 2.76, 2.7066666666666666)","(6.0, 8.8, 8.418181818181818)","(16.0, 36.0, 28.0)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:44.206995,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.7866666666666666)","(2.6, 2.76, 2.7066666666666666)","(6.0, 8.8, 8.418181818181818)","(16.0, 34.0, 28.666666666666668)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:45.421525,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.7914285714285714)","(2.6, 2.76, 2.749333333333333)","(6.0, 8.8, 8.418181818181818)","(16.0, 32.0, 27.833333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:46.949979,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.7914285714285714)","(2.6, 2.76, 2.75)","(6.0, 8.8, 8.418181818181818)","(16.0, 32.0, 27.833333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:48.327219,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.796)","(2.6, 2.76, 2.75)","(6.0, 8.8, 8.418181818181818)","(16.0, 32.0, 27.833333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:56:49.608751,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.796)","(2.6, 2.76, 2.742222222222222)","(6.0, 8.8, 8.418181818181818)","(16.0, 32.0, 27.833333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:56:51.076832,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.796)","(2.6, 2.76, 2.742222222222222)","(6.0, 8.8, 8.418181818181818)","(16.0, 32.0, 27.833333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:56:52.453170,"(11.0, 23.0, 20.5)","(2.5, 2.82, 2.796)","(2.6, 2.76, 2.742222222222222)","(6.0, 8.8, 8.418181818181818)","(17.0, 32.0, 25.333333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 225.0)"
08-12-2022 15:56:53.791321,"(11.0, 23.0, 21.18181818181818)","(2.5, 2.82, 2.796)","(2.6, 2.76, 2.742222222222222)","(6.0, 8.8, 8.418181818181818)","(17.0, 32.0, 28.363636363636363)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:56:55.149185,"(11.0, 23.0, 21.666666666666668)","(2.5, 2.82, 2.796)","(2.6, 2.76, 2.7399999999999998)","(6.0, 8.8, 8.418181818181818)","(17.0, 30.0, 27.2)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:56:56.496956,"(11.0, 23.0, 21.666666666666668)","(2.5, 2.82, 2.796)","(2.6, 2.76, 2.7399999999999998)","(6.0, 8.8, 8.418181818181818)","(17.0, 30.0, 25.2)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:56:57.833763,"(11.0, 23.0, 21.666666666666668)","(2.5, 2.82, 2.796)","(2.6, 2.76, 2.7399999999999998)","(6.0, 8.8, 8.418181818181818)","(17.0, 30.0, 24.833333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.142857142857142)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:56:59.080641,"(11.0, 23.0, 21.666666666666668)","(2.5, 2.82, 2.796)","(2.6, 2.76, 2.742222222222222)","(6.0, 8.8, 8.52)","(17.0, 29.0, 24.833333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:57:00.373619,"(11.0, 23.0, 21.666666666666668)","(2.5, 2.82, 2.796)","(2.6, 2.76, 2.7399999999999998)","(6.0, 8.8, 8.636363636363637)","(17.0, 29.0, 24.833333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:57:01.625252,"(12.0, 23.0, 21.666666666666668)","(2.5, 2.82, 2.793913043478261)","(2.6, 2.76, 2.7399999999999998)","(6.5, 8.8, 8.636363636363637)","(16.0, 29.0, 24.833333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:57:02.893605,"(12.0, 23.0, 21.666666666666668)","(2.5, 2.82, 2.793913043478261)","(2.6, 2.76, 2.7399999999999998)","(6.5, 8.8, 8.636363636363637)","(16.0, 29.0, 24.833333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.142857142857142)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:57:04.216676,"(12.0, 23.0, 21.666666666666668)","(2.5, 2.82, 2.793913043478261)","(2.6, 2.76, 2.702666666666667)","(6.5, 8.8, 8.52)","(16.0, 29.0, 28.142857142857142)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.142857142857142)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:57:05.438122,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.7688888888888887)","(2.6, 2.74, 2.702666666666667)","(6.5, 8.8, 8.52)","(16.0, 29.0, 29.333333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 203.33333333333334)"
08-12-2022 15:57:06.591044,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.7688888888888887)","(2.6, 2.74, 2.702666666666667)","(6.5, 8.8, 8.52)","(16.0, 30.0, 29.333333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 250.0)"
08-12-2022 15:57:07.881082,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.7688888888888887)","(2.6, 2.74, 2.690588235294118)","(6.5, 8.8, 8.52)","(16.0, 30.0, 29.333333333333332)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 250.0)"
08-12-2022 15:57:09.152542,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.7688888888888887)","(2.6, 2.74, 2.690588235294118)","(6.5, 8.8, 8.52)","(16.0, 30.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 216.66666666666666)"
08-12-2022 15:57:10.464772,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.768333333333333)","(2.6, 2.74, 2.690588235294118)","(6.5, 8.8, 8.52)","(16.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 216.66666666666666)"
08-12-2022 15:57:11.785927,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.690588235294118)","(6.5, 8.8, 8.52)","(15.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 274.2857142857143)"
08-12-2022 15:57:13.058276,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.690588235294118)","(6.5, 8.8, 8.52)","(15.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 274.2857142857143)"
08-12-2022 15:57:14.306009,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.690588235294118)","(6.5, 8.8, 8.52)","(15.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:15.531770,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.690588235294118)","(6.5, 8.8, 8.52)","(15.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:16.821291,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.690588235294118)","(6.5, 8.8, 8.52)","(15.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:18.072949,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.690588235294118)","(6.5, 8.8, 8.52)","(15.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:19.307619,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.690588235294118)","(6.5, 8.8, 8.52)","(15.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 274.61538461538464)"
08-12-2022 15:57:20.634131,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.690588235294118)","(6.5, 8.8, 8.52)","(15.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 235.0)"
08-12-2022 15:57:21.828295,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.723768115942029)","(6.5, 8.8, 8.52)","(15.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 273.33333333333337)"
08-12-2022 15:57:23.185002,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.723768115942029)","(6.5, 8.8, 8.52)","(15.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 273.33333333333337)"
08-12-2022 15:57:24.538929,"(11.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.723768115942029)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 273.33333333333337)"
08-12-2022 15:57:25.831545,"(11.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.723768115942029)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 235.0)"
08-12-2022 15:57:27.444709,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.7372727272727273)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.5)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 273.33333333333337)"
08-12-2022 15:57:28.735783,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.765454545454545)","(2.6, 2.74, 2.7372727272727273)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.066666666666666)","(91.0, 290.0, 273.33333333333337)"
08-12-2022 15:57:30.109117,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.7638095238095235)","(2.6, 2.74, 2.7256250000000004)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.066666666666666)","(91.0, 290.0, 235.0)"
08-12-2022 15:57:31.377154,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.7638095238095235)","(2.6, 2.74, 2.742666666666667)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.066666666666666)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:32.697449,"(12.0, 23.0, 21.18181818181818)","(2.5, 2.8, 2.7638095238095235)","(2.6, 2.78, 2.742666666666667)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.066666666666666)","(91.0, 290.0, 274.61538461538464)"
08-12-2022 15:57:34.102617,"(12.0, 23.0, 17.583333333333332)","(2.5, 2.8, 2.7638095238095235)","(2.6, 2.78, 2.742666666666667)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.066666666666666)","(91.0, 290.0, 280.90909090909093)"
08-12-2022 15:57:35.340072,"(12.0, 22.0, 17.05)","(2.5, 2.82, 2.799)","(2.6, 2.78, 2.742666666666667)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.066666666666666)","(91.0, 290.0, 254.0)"
08-12-2022 15:57:36.537303,"(12.0, 22.0, 21.34)","(2.5, 2.82, 2.800909090909091)","(2.6, 2.78, 2.742666666666667)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 273.33333333333337)"
08-12-2022 15:57:37.731059,"(12.0, 22.0, 19.2)","(2.5, 2.92, 2.908)","(2.6, 2.78, 2.742666666666667)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:38.878824,"(12.0, 22.0, 19.2)","(2.5, 2.92, 2.908)","(2.6, 2.78, 2.741739130434783)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:40.133397,"(12.0, 22.0, 19.2)","(2.5, 2.92, 2.9075862068965517)","(2.6, 2.8, 2.7426086956521742)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:41.405816,"(12.0, 22.0, 19.6)","(2.5, 2.92, 2.884324324324324)","(2.6, 2.8, 2.7426086956521742)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.05263157894737)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:42.690916,"(12.0, 22.0, 19.2)","(2.5, 2.92, 2.9075862068965517)","(2.6, 2.8, 2.7426086956521742)","(6.0, 8.8, 8.52)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:44.025384,"(12.0, 22.0, 19.2)","(2.5, 2.92, 2.9075862068965517)","(2.6, 2.8, 2.7431578947368425)","(6.0, 8.8, 8.418181818181818)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:45.334782,"(12.0, 22.0, 19.2)","(2.5, 2.92, 2.941818181818182)","(2.6, 2.8, 2.7426086956521742)","(6.0, 8.8, 8.418181818181818)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 274.61538461538464)"
08-12-2022 15:57:46.918365,"(12.0, 22.0, 19.2)","(2.5, 2.98, 2.9285714285714284)","(2.6, 2.8, 2.7426086956521742)","(6.0, 8.8, 8.371428571428572)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 274.61538461538464)"
08-12-2022 15:57:48.165420,"(12.0, 22.0, 19.2)","(2.5, 2.98, 2.9285714285714284)","(2.6, 2.8, 2.7426086956521742)","(6.0, 8.8, 8.371428571428572)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:49.434935,"(12.0, 22.0, 20.6)","(2.5, 2.98, 2.9330434782608696)","(2.6, 2.8, 2.7426086956521742)","(6.0, 8.8, 8.371428571428572)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 17.05263157894737)","(101.0, 290.0, 274.61538461538464)"
08-12-2022 15:57:50.766265,"(12.0, 22.0, 20.0)","(2.5, 2.88, 2.8708571428571426)","(2.6, 2.8, 2.7426086956521742)","(6.0, 8.8, 8.371428571428572)","(17.0, 34.0, 29.636363636363637)","(21.0, 60.0, 52.8)","(11.0, 18.0, 16.65)","(101.0, 290.0, 281.30434782608694)"
08-12-2022 15:57:51.931415,"(12.0, 22.0, 19.2)","(2.5, 2.9, 2.8206349206349204)","(2.6, 2.8, 2.7426086956521742)","(6.0, 8.8, 8.371428571428572)","(17.0, 34.0, 25.428571428571427)","(21.0, 60.0, 52.8)","(11.0, 18.0, 16.65)","(101.0, 290.0, 281.30434782608694)"
08-12-2022 15:57:53.090265,"(12.0, 21.0, 19.75)","(2.5, 2.9, 2.8206349206349204)","(2.6, 2.8, 2.7426086956521742)","(6.0, 8.8, 8.371428571428572)","(17.0, 34.0, 26.666666666666668)","(21.0, 60.0, 52.8)","(11.0, 18.0, 16.65)","(101.0, 290.0, 274.61538461538464)"
08-12-2022 15:57:54.291000,"(12.0, 21.0, 19.75)","(2.5, 2.96, 2.9124324324324324)","(2.6, 2.8, 2.7431578947368425)","(6.0, 8.8, 8.418181818181818)","(17.0, 32.0, 25.142857142857142)","(21.0, 60.0, 52.8)","(11.0, 18.0, 16.65)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:57:55.485848,"(12.0, 21.0, 19.75)","(2.5, 2.88, 2.842033898305085)","(2.6, 2.8, 2.7431578947368425)","(6.0, 8.8, 8.418181818181818)","(17.0, 32.0, 25.142857142857142)","(21.0, 60.0, 52.8)","(11.0, 18.0, 16.65)","(101.0, 290.0, 274.61538461538464)"
08-12-2022 15:57:56.799624,"(12.0, 21.0, 19.75)","(2.5, 2.88, 2.842033898305085)","(2.6, 2.8, 2.7431578947368425)","(6.0, 8.8, 8.542857142857143)","(17.0, 30.0, 25.666666666666668)","(21.0, 60.0, 52.8)","(11.0, 18.0, 16.65)","(101.0, 290.0, 281.30434782608694)"
08-12-2022 15:57:58.151585,"(12.0, 21.0, 19.75)","(2.5, 2.88, 2.877037037037037)","(2.6, 2.8, 2.7431578947368425)","(6.0, 8.8, 8.418181818181818)","(17.0, 29.0, 24.833333333333332)","(21.0, 60.0, 52.8)","(11.0, 18.0, 16.65)","(101.0, 290.0, 281.30434782608694)"
08-12-2022 15:57:59.403196,"(12.0, 21.0, 20.375)","(2.5, 2.96, 2.925)","(2.6, 2.8, 2.7431578947368425)","(6.0, 8.8, 8.418181818181818)","(17.0, 29.0, 25.25)","(21.0, 60.0, 52.8)","(11.0, 18.0, 16.65)","(101.0, 290.0, 274.61538461538464)"
08-12-2022 15:58:00.651195,"(12.0, 21.0, 20.0)","(2.5, 2.96, 2.855)","(2.6, 2.8, 2.7431578947368425)","(6.0, 8.8, 8.418181818181818)","(17.0, 29.0, 26.0)","(21.0, 60.0, 52.8)","(11.0, 18.0, 16.65)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:58:01.828581,"(12.0, 21.0, 20.5)","(2.5, 2.94, 2.88)","(2.6, 2.8, 2.77)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 24.666666666666668)","(21.0, 60.0, 52.8)","(11.0, 18.0, 16.65)","(101.0, 290.0, 223.33333333333334)"
08-12-2022 15:58:02.961741,"(12.0, 21.0, 20.5)","(2.5, 2.94, 2.84)","(2.6, 2.8, 2.77)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 25.0)","(21.0, 60.0, 52.8)","(11.0, 18.0, 16.65)","(101.0, 290.0, 274.61538461538464)"
08-12-2022 15:58:04.174573,"(11.0, 21.0, 19.75)","(2.5, 2.94, 2.91)","(2.6, 2.8, 2.72421052631579)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 60.0, 56.666666666666664)","(11.0, 18.0, 16.65)","(91.0, 290.0, 274.61538461538464)"
08-12-2022 15:58:05.363182,"(11.0, 21.0, 19.75)","(2.5, 2.94, 2.88)","(2.6, 2.8, 2.72421052631579)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 60.0, 68.46153846153847)","(11.0, 18.0, 16.65)","(91.0, 290.0, 274.61538461538464)"
08-12-2022 15:58:06.433164,"(11.0, 21.0, 19.75)","(2.5, 2.98, 2.882608695652174)","(2.6, 2.8, 2.72421052631579)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 90.0, 67.5)","(11.0, 18.0, 16.65)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:58:07.416694,"(11.0, 22.0, 19.2)","(2.5, 2.94, 2.91)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 80.0, 60.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 274.61538461538464)"
08-12-2022 15:58:08.426884,"(11.0, 22.0, 20.0)","(2.5, 2.94, 2.91)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 80.0, 60.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 274.61538461538464)"
08-12-2022 15:58:09.438837,"(11.0, 22.0, 20.6)","(2.5, 2.94, 2.8499999999999996)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 80.0, 60.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 274.61538461538464)"
08-12-2022 15:58:10.463850,"(11.0, 22.0, 20.6)","(2.5, 2.92, 2.87)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 80.0, 60.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 274.61538461538464)"
08-12-2022 15:58:11.597175,"(11.0, 22.0, 20.6)","(2.5, 2.92, 2.8366666666666664)","(2.6, 2.8, 2.72421052631579)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 80.0, 60.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:58:12.708724,"(11.0, 22.0, 20.6)","(2.5, 2.92, 2.8449999999999998)","(2.6, 2.8, 2.72421052631579)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 80.0, 60.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 223.33333333333334)"
08-12-2022 15:58:13.741404,"(11.0, 22.0, 20.6)","(2.5, 2.92, 2.8449999999999998)","(2.6, 2.8, 2.72421052631579)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 80.0, 65.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 274.61538461538464)"
08-12-2022 15:58:15.145259,"(11.0, 22.0, 20.6)","(2.5, 2.92, 2.84)","(2.6, 2.8, 2.72421052631579)","(6.0, 8.8, 8.371428571428572)","(17.0, 28.0, 27.0)","(21.0, 75.0, 60.714285714285715)","(11.0, 18.0, 16.65)","(91.0, 290.0, 274.61538461538464)"
08-12-2022 15:58:16.296039,"(11.0, 22.0, 20.6)","(2.5, 2.92, 2.84)","(2.6, 2.8, 2.72421052631579)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 75.0, 59.44444444444444)","(11.0, 18.0, 16.65)","(91.0, 290.0, 260.0)"
08-12-2022 15:58:17.525583,"(11.0, 22.0, 20.6)","(2.5, 2.92, 2.83)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.371428571428572)","(17.0, 28.0, 27.0)","(21.0, 75.0, 59.44444444444444)","(11.0, 18.0, 16.65)","(91.0, 290.0, 260.0)"
