,Verbalizer,Call Me Mo,Bonython,On The Tiles,Ma Mas Rose,Mt Peter Miss,Gaius Julius,Sizzling Sun
08-12-2022 15:52:50.013388,"(10.0, 21.0, 17.791666666666668)","(2.6, 2.9, 2.786046511627907)","(2.6, 2.74, 2.66)","(5.5, 9.0, 8.257142857142856)","(15.0, 32.0, 27.625)","(21.0, 75.0, 65.0)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:52:51.159538,"(10.0, 21.0, 19.395833333333332)","(2.6, 2.9, 2.786046511627907)","(2.6, 2.74, 2.684)","(5.5, 9.0, 8.257142857142856)","(15.0, 32.0, 27.625)","(21.0, 75.0, 65.0)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:52:52.364296,"(10.0, 21.0, 19.395833333333332)","(2.6, 2.9, 2.8)","(2.6, 2.74, 2.728)","(5.5, 9.0, 8.257142857142856)","(15.0, 32.0, 27.625)","(21.0, 75.0, 65.0)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:52:53.539627,"(10.0, 21.0, 19.395833333333332)","(2.6, 2.9, 2.8)","(2.6, 2.74, 2.692)","(5.5, 9.0, 8.155555555555555)","(15.0, 32.0, 27.625)","(21.0, 75.0, 65.0)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 250.0)"
08-12-2022 15:52:54.712947,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.8)","(2.6, 2.74, 2.708)","(5.5, 8.6, 8.066666666666666)","(15.0, 32.0, 29.8125)","(21.0, 75.0, 72.77777777777777)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:52:55.949550,"(10.0, 21.0, 19.703703703703702)","(2.6, 2.9, 2.8066666666666666)","(2.6, 2.74, 2.7171428571428575)","(5.5, 8.6, 8.266666666666666)","(15.0, 32.0, 27.625)","(21.0, 75.0, 71.66666666666667)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:52:57.209393,"(10.0, 21.0, 19.703703703703702)","(2.6, 2.9, 2.792307692307692)","(2.6, 2.74, 2.66)","(5.5, 8.6, 8.066666666666666)","(15.0, 32.0, 27.625)","(21.0, 75.0, 71.66666666666667)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:52:58.290288,"(10.0, 21.0, 18.375)","(2.6, 2.9, 2.792307692307692)","(2.6, 2.74, 2.66)","(5.5, 8.6, 7.9)","(15.0, 32.0, 27.625)","(21.0, 75.0, 71.66666666666667)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:52:59.453271,"(10.0, 21.0, 18.142857142857142)","(2.6, 2.9, 2.792307692307692)","(2.6, 2.74, 2.7258823529411766)","(5.5, 8.4, 7.875)","(15.0, 32.0, 27.625)","(21.0, 75.0, 71.66666666666667)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:53:00.850767,"(10.0, 21.0, 19.0)","(2.6, 2.88, 2.82)","(2.6, 2.74, 2.7270270270270274)","(5.5, 8.4, 7.875)","(15.0, 32.0, 29.8125)","(21.0, 75.0, 71.66666666666667)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:53:02.124829,"(10.0, 21.0, 19.0)","(2.6, 2.86, 2.8155555555555556)","(2.6, 2.74, 2.7270270270270274)","(5.5, 8.4, 8.0)","(15.0, 32.0, 29.8125)","(21.0, 75.0, 71.66666666666667)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:53:03.406094,"(10.0, 21.0, 20.047619047619047)","(2.6, 2.86, 2.8155555555555556)","(2.6, 2.74, 2.692)","(5.5, 8.4, 8.0)","(15.0, 32.0, 29.8125)","(21.0, 75.0, 71.66666666666667)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:53:04.665422,"(10.0, 21.0, 19.88888888888889)","(2.6, 2.86, 2.8266666666666667)","(2.6, 2.74, 2.692)","(5.5, 8.4, 8.0)","(15.0, 32.0, 29.8125)","(21.0, 75.0, 71.66666666666667)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:53:05.872466,"(10.0, 21.0, 19.18181818181818)","(2.6, 2.86, 2.8266666666666667)","(2.6, 2.74, 2.692)","(5.5, 8.4, 8.0)","(15.0, 32.0, 29.8125)","(21.0, 75.0, 71.66666666666667)","(10.0, 19.0, 17.532608695652176)","(101.0, 290.0, 203.33333333333334)"
08-12-2022 15:53:07.079912,"(10.0, 21.0, 20.09090909090909)","(2.6, 2.86, 2.8266666666666667)","(2.6, 2.74, 2.625128205128205)","(5.5, 8.4, 8.0)","(15.0, 32.0, 31.4)","(21.0, 75.0, 70.0)","(10.0, 19.0, 17.622448979591837)","(101.0, 290.0, 252.85714285714286)"
08-12-2022 15:53:08.306513,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.86, 2.8266666666666667)","(2.6, 2.72, 2.6226315789473684)","(5.5, 8.4, 8.0)","(15.0, 32.0, 42.0)","(21.0, 75.0, 70.0)","(10.0, 19.0, 17.622448979591837)","(101.0, 290.0, 210.0)"
08-12-2022 15:53:09.512834,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.8)","(2.6, 2.72, 2.68)","(5.5, 8.4, 8.0)","(15.0, 60.0, 51.96296296296296)","(21.0, 75.0, 70.0)","(10.0, 19.0, 17.622448979591837)","(101.0, 290.0, 210.0)"
08-12-2022 15:53:10.757398,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.6500000000000004)","(5.5, 8.4, 8.0)","(15.0, 60.0, 39.23076923076923)","(21.0, 75.0, 70.0)","(10.0, 19.0, 17.622448979591837)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:11.986338,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.6500000000000004)","(5.5, 8.4, 8.0)","(15.0, 40.0, 39.23076923076923)","(21.0, 75.0, 70.0)","(10.0, 19.0, 17.622448979591837)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:13.249875,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.6500000000000004)","(5.5, 8.4, 8.0)","(15.0, 40.0, 39.23076923076923)","(21.0, 75.0, 70.0)","(10.0, 19.0, 17.622448979591837)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:14.553612,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.668)","(5.5, 8.4, 8.0)","(15.0, 40.0, 36.666666666666664)","(21.0, 75.0, 68.57142857142857)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:15.839814,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.668)","(5.5, 8.4, 8.0)","(15.0, 40.0, 36.666666666666664)","(21.0, 90.0, 70.0)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:17.034212,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.668)","(5.5, 8.4, 8.0)","(15.0, 40.0, 36.666666666666664)","(21.0, 85.0, 71.66666666666667)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:18.141131,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.668)","(5.5, 8.4, 8.0)","(15.0, 40.0, 39.57692307692308)","(21.0, 85.0, 78.33333333333333)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:19.280145,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.668)","(5.5, 8.4, 8.0)","(15.0, 40.0, 39.57692307692308)","(21.0, 85.0, 75.76923076923077)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:20.542117,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.668)","(5.5, 8.4, 8.2)","(15.0, 40.0, 39.23076923076923)","(21.0, 85.0, 75.76923076923077)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:21.825904,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.6292307692307695)","(5.5, 8.4, 8.2)","(15.0, 40.0, 37.333333333333336)","(21.0, 85.0, 75.76923076923077)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:22.913032,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.88, 2.795151515151515)","(2.6, 2.7, 2.6292307692307695)","(5.5, 8.4, 8.2)","(15.0, 40.0, 37.333333333333336)","(21.0, 85.0, 75.76923076923077)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:24.336815,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.88, 2.824444444444444)","(2.6, 2.7, 2.628)","(5.5, 8.4, 8.057142857142857)","(15.0, 40.0, 38.857142857142854)","(21.0, 85.0, 75.76923076923077)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:25.816433,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.86, 2.824444444444444)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.4, 8.057142857142857)","(15.0, 40.0, 39.476190476190474)","(21.0, 85.0, 75.76923076923077)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:27.219735,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.86, 2.824444444444444)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.4, 8.057142857142857)","(15.0, 40.0, 39.388888888888886)","(21.0, 85.0, 75.76923076923077)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 246.66666666666669)"
08-12-2022 15:53:28.634112,"(10.0, 21.0, 18.083333333333332)","(2.6, 2.86, 2.833333333333333)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.4, 8.2)","(15.0, 40.0, 35.95454545454545)","(21.0, 85.0, 68.33333333333333)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:29.876044,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.86, 2.833333333333333)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.8, 8.338461538461539)","(15.0, 38.0, 35.333333333333336)","(21.0, 85.0, 63.57142857142857)","(10.0, 19.0, 17.772727272727273)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:31.146453,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.86, 2.833333333333333)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.8, 8.007407407407408)","(15.0, 38.0, 35.89473684210526)","(21.0, 85.0, 64.0)","(10.0, 19.0, 17.82608695652174)","(101.0, 290.0, 215.0)"
08-12-2022 15:53:32.360589,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.86, 2.833333333333333)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.6, 7.951351351351351)","(15.0, 38.0, 35.89473684210526)","(21.0, 80.0, 62.22222222222222)","(10.0, 19.0, 17.82608695652174)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:33.526685,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.86, 2.833333333333333)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.6, 8.22)","(15.0, 38.0, 33.55555555555556)","(21.0, 80.0, 62.22222222222222)","(10.0, 19.0, 17.82608695652174)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:34.788826,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.86, 2.833333333333333)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.4, 8.22)","(15.0, 38.0, 33.55555555555556)","(21.0, 80.0, 65.0)","(10.0, 19.0, 17.82608695652174)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:35.951171,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.86, 2.833333333333333)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.4, 8.338461538461539)","(15.0, 38.0, 33.55555555555556)","(21.0, 80.0, 65.0)","(10.0, 19.0, 17.82608695652174)","(101.0, 290.0, 266.9230769230769)"
08-12-2022 15:53:37.202144,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.795151515151515)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.8, 8.129411764705882)","(15.0, 38.0, 33.55555555555556)","(21.0, 80.0, 63.0)","(10.0, 19.0, 17.82608695652174)","(101.0, 290.0, 266.9230769230769)"
08-12-2022 15:53:38.466908,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.88, 2.795151515151515)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.6, 8.129411764705882)","(15.0, 38.0, 33.55555555555556)","(21.0, 75.0, 61.666666666666664)","(10.0, 19.0, 17.82608695652174)","(101.0, 290.0, 220.0)"
08-12-2022 15:53:39.675788,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.88, 2.795151515151515)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.6, 8.129411764705882)","(15.0, 38.0, 33.55555555555556)","(21.0, 75.0, 61.666666666666664)","(10.0, 19.0, 17.82608695652174)","(101.0, 290.0, 220.0)"
08-12-2022 15:53:40.865992,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.88, 2.795151515151515)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.6, 8.338461538461539)","(15.0, 38.0, 33.714285714285715)","(21.0, 75.0, 63.75)","(10.0, 19.0, 17.714285714285715)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:42.075590,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.8, 8.338461538461539)","(15.0, 38.0, 33.714285714285715)","(21.0, 75.0, 63.75)","(10.0, 19.0, 17.714285714285715)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:43.267893,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.8, 8.129411764705882)","(15.0, 38.0, 33.714285714285715)","(21.0, 75.0, 63.75)","(10.0, 19.0, 17.714285714285715)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:44.523343,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.6, 8.129411764705882)","(15.0, 38.0, 33.714285714285715)","(21.0, 75.0, 63.75)","(10.0, 19.0, 17.714285714285715)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:45.699996,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.789473684210526)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.6, 8.57777777777778)","(15.0, 38.0, 33.714285714285715)","(21.0, 75.0, 54.75)","(10.0, 19.0, 17.714285714285715)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:46.917272,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8066666666666666)","(2.6, 2.7, 2.6282758620689655)","(5.5, 8.8, 8.338461538461539)","(15.0, 38.0, 33.714285714285715)","(21.0, 75.0, 55.333333333333336)","(10.0, 19.0, 17.714285714285715)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:48.104252,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8066666666666666)","(2.6, 2.7, 2.6365517241379313)","(5.5, 8.8, 8.1)","(15.0, 38.0, 33.42857142857143)","(21.0, 70.0, 67.55555555555556)","(10.0, 19.0, 17.714285714285715)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:49.373245,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8066666666666666)","(2.6, 2.7, 2.6292307692307695)","(5.5, 8.6, 8.1)","(15.0, 36.0, 34.92307692307692)","(21.0, 70.0, 68.0)","(10.0, 19.0, 17.941176470588236)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:50.665367,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8066666666666666)","(2.6, 2.7, 2.6292307692307695)","(5.5, 8.6, 8.1)","(15.0, 38.0, 34.92307692307692)","(21.0, 70.0, 68.0)","(10.0, 19.0, 17.941176470588236)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:51.919659,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8066666666666666)","(2.6, 2.7, 2.6292307692307695)","(5.5, 8.6, 8.2)","(15.0, 38.0, 34.92307692307692)","(21.0, 70.0, 63.714285714285715)","(10.0, 19.0, 17.941176470588236)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:53.216647,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8125)","(2.6, 2.7, 2.6365517241379313)","(5.5, 8.8, 8.1)","(15.0, 38.0, 34.92307692307692)","(21.0, 70.0, 63.714285714285715)","(10.0, 19.0, 17.941176470588236)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:54.505309,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8125)","(2.6, 2.7, 2.6365517241379313)","(5.5, 8.6, 8.1)","(15.0, 38.0, 34.92307692307692)","(21.0, 70.0, 63.714285714285715)","(10.0, 19.0, 17.941176470588236)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:55.721029,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8125)","(2.6, 2.7, 2.642857142857143)","(5.5, 8.6, 8.028571428571428)","(15.0, 38.0, 34.0)","(21.0, 70.0, 63.714285714285715)","(10.0, 19.0, 17.941176470588236)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:56.971537,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8125)","(2.6, 2.7, 2.642857142857143)","(5.5, 8.6, 8.338461538461539)","(15.0, 36.0, 34.0)","(21.0, 70.0, 62.666666666666664)","(10.0, 19.0, 18.142857142857142)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:58.225673,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8125)","(2.6, 2.7, 2.642857142857143)","(5.5, 8.8, 8.129411764705882)","(15.0, 36.0, 34.0)","(21.0, 70.0, 63.714285714285715)","(10.0, 19.0, 18.142857142857142)","(101.0, 290.0, 190.0)"
08-12-2022 15:53:59.541985,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8125)","(2.6, 2.7, 2.642857142857143)","(5.5, 8.6, 8.129411764705882)","(15.0, 36.0, 34.0)","(21.0, 70.0, 63.714285714285715)","(10.0, 19.0, 18.142857142857142)","(101.0, 290.0, 190.0)"
08-12-2022 15:54:01.157901,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8125)","(2.6, 2.7, 2.642857142857143)","(5.5, 8.6, 8.57777777777778)","(15.0, 36.0, 34.0)","(21.0, 70.0, 63.714285714285715)","(10.0, 19.0, 18.142857142857142)","(101.0, 290.0, 190.0)"
08-12-2022 15:54:02.534279,"(10.0, 21.0, 18.666666666666668)","(2.6, 2.9, 2.8125)","(2.6, 2.7, 2.642857142857143)","(5.5, 8.8, 8.129411764705882)","(15.0, 36.0, 33.42857142857143)","(21.0, 70.0, 52.0)","(10.0, 19.0, 17.95)","(101.0, 290.0, 185.0)"
08-12-2022 15:54:03.873869,"(10.0, 21.0, 17.68421052631579)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.6885714285714286)","(5.5, 8.6, 8.129411764705882)","(15.0, 36.0, 34.8)","(21.0, 60.0, 53.0)","(10.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:05.356783,"(10.0, 20.0, 18.333333333333332)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.692727272727273)","(5.5, 8.6, 8.404878048780487)","(15.0, 36.0, 34.8)","(21.0, 55.0, 53.0)","(10.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:06.812875,"(10.0, 21.0, 18.925925925925927)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.692727272727273)","(5.5, 8.6, 8.266666666666666)","(15.0, 36.0, 34.8)","(21.0, 55.0, 51.5)","(10.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:08.214423,"(10.0, 20.0, 17.678571428571427)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.692727272727273)","(5.5, 8.6, 8.138461538461538)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(10.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:09.548514,"(10.0, 20.0, 17.65625)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.692727272727273)","(5.5, 8.6, 8.363157894736842)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(10.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:10.902053,"(10.0, 20.0, 18.0)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.692727272727273)","(5.5, 8.6, 8.363157894736842)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(10.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:12.257525,"(10.0, 20.0, 19.333333333333332)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.694666666666667)","(5.5, 8.6, 8.502439024390243)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:13.588294,"(10.0, 20.0, 19.473684210526315)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.694666666666667)","(5.5, 8.6, 8.502439024390243)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:14.969652,"(10.0, 20.0, 19.473684210526315)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.694666666666667)","(5.5, 8.6, 8.50625)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:16.358293,"(10.0, 20.0, 19.473684210526315)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.694666666666667)","(5.5, 8.6, 8.50625)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:17.729858,"(10.0, 20.0, 19.473684210526315)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.694666666666667)","(5.5, 8.6, 8.50625)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:19.201059,"(10.0, 20.0, 19.166666666666668)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.694666666666667)","(5.5, 8.6, 8.50625)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:20.631084,"(10.0, 19.5, 18.157894736842106)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.694666666666667)","(5.5, 8.6, 8.50625)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:22.096672,"(10.0, 19.5, 18.157894736842106)","(2.6, 2.9, 2.814285714285714)","(2.6, 2.7, 2.694666666666667)","(5.5, 8.6, 8.50625)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:23.495240,"(10.0, 19.5, 18.157894736842106)","(2.6, 2.9, 2.808695652173913)","(2.6, 2.7, 2.694666666666667)","(5.5, 8.6, 8.50625)","(15.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.78846153846154)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:24.928665,"(11.0, 19.5, 18.157894736842106)","(2.5, 2.9, 2.808695652173913)","(2.6, 2.7, 2.694666666666667)","(6.0, 8.6, 8.50625)","(16.0, 36.0, 34.8)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:26.355865,"(11.0, 19.5, 18.157894736842106)","(2.5, 2.9, 2.808695652173913)","(2.6, 2.7, 2.694666666666667)","(6.0, 8.6, 8.50625)","(16.0, 36.0, 34.666666666666664)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:27.745483,"(11.0, 19.5, 18.32758620689655)","(2.5, 2.9, 2.808695652173913)","(2.6, 2.7, 2.694666666666667)","(6.0, 8.6, 8.50625)","(16.0, 36.0, 35.333333333333336)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:29.221662,"(11.0, 19.5, 17.954545454545453)","(2.5, 2.9, 2.808695652173913)","(2.6, 2.7, 2.694666666666667)","(6.0, 8.6, 8.50625)","(16.0, 36.0, 35.333333333333336)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:30.641396,"(11.0, 19.5, 18.46969696969697)","(2.5, 2.9, 2.808695652173913)","(2.6, 2.7, 2.694666666666667)","(6.0, 8.6, 8.50625)","(16.0, 36.0, 35.42857142857143)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:31.993679,"(11.0, 19.5, 18.46969696969697)","(2.5, 2.9, 2.808695652173913)","(2.6, 2.7, 2.694666666666667)","(6.0, 8.6, 8.50625)","(16.0, 36.0, 35.42857142857143)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:33.317094,"(11.0, 19.5, 18.46969696969697)","(2.5, 2.9, 2.808695652173913)","(2.6, 2.7, 2.694666666666667)","(6.0, 8.6, 8.50625)","(16.0, 36.0, 35.42857142857143)","(21.0, 55.0, 52.375)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
08-12-2022 15:54:34.728845,"(11.0, 19.5, 18.46969696969697)","(2.5, 2.9, 2.808695652173913)","(2.6, 2.7, 2.688)","(6.0, 8.6, 8.50625)","(16.0, 36.0, 35.333333333333336)","(21.0, 55.0, 54.09090909090909)","(11.0, 19.0, 17.96875)","(101.0, 290.0, 196.66666666666666)"
