,Adrett,Ariana Blue,Detoron,Eternal Flame,Kaya,Khalida,New York Scandal,Real Alliance,Rubikai,Shaime,Shatusla,Your Shout Gingie
12-01-2023 18:46:05.253493,"(19.0, 26.0, 25.35)","(51.0, 80.0, 78.09859154929578)","(4.4, 5.1, 5.0778217821782174)","(16.0, 21.0, 20.341463414634145)","(20.0, 27.0, 26.48181818181818)","(26.0, 34.0, 32.92617449664429)","(20.0, 28.0, 27.870786516853933)","(101.0, 590.0, 515.0)","(5.0, 5.8, 5.708771929824562)","(2.25, 2.5, 2.4937864077669905)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 91.59574468085107)"
12-01-2023 18:46:06.785277,"(19.0, 26.0, 25.23076923076923)","(51.0, 80.0, 78.09859154929578)","(4.4, 5.1, 5.0778217821782174)","(16.0, 21.0, 20.15506329113924)","(20.0, 27.0, 26.48181818181818)","(26.0, 34.0, 32.943661971830984)","(20.0, 28.0, 27.870786516853933)","(101.0, 590.0, 515.0)","(5.0, 5.8, 5.772448979591837)","(2.25, 2.52, 2.512564841498559)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 91.59574468085107)"
12-01-2023 18:46:08.256445,"(19.0, 26.0, 25.25925925925926)","(51.0, 80.0, 78.09859154929578)","(4.4, 5.1, 5.086127167630058)","(16.0, 21.0, 20.17207792207792)","(20.0, 27.0, 26.48181818181818)","(26.0, 34.0, 32.92857142857143)","(20.0, 28.0, 27.870786516853933)","(101.0, 590.0, 515.0)","(5.0, 5.8, 5.688713910761155)","(2.25, 2.52, 2.5141100323624594)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 90.91836734693878)"
12-01-2023 18:46:09.734518,"(19.0, 26.0, 25.25925925925926)","(51.0, 80.0, 78.07142857142857)","(4.4, 5.1, 5.06822429906542)","(16.0, 21.0, 20.15506329113924)","(20.0, 27.0, 26.48181818181818)","(26.0, 34.0, 32.92857142857143)","(20.0, 28.0, 28.10320284697509)","(101.0, 590.0, 515.0)","(5.0, 5.7, 5.692098092643052)","(2.25, 2.52, 2.510639853747715)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 90.91836734693878)"
12-01-2023 18:46:11.269750,"(19.0, 26.0, 25.29787234042553)","(51.0, 80.0, 78.07142857142857)","(4.4, 5.1, 5.068075117370892)","(16.0, 21.0, 20.433333333333334)","(20.0, 27.0, 26.521008403361343)","(26.0, 34.0, 32.86092715231788)","(20.0, 29.0, 28.10320284697509)","(101.0, 590.0, 515.0)","(5.0, 5.7, 5.696843615494979)","(2.25, 2.52, 2.5054545454545454)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 90.91836734693878)"
12-01-2023 18:46:12.725156,"(19.0, 26.0, 25.29787234042553)","(51.0, 80.0, 78.07142857142857)","(4.4, 5.1, 5.068075117370892)","(16.0, 21.0, 20.433333333333334)","(20.0, 27.0, 26.5)","(26.0, 34.0, 32.86092715231788)","(20.0, 29.0, 28.10320284697509)","(101.0, 590.0, 515.0)","(5.0, 5.7, 5.689922480620155)","(2.25, 2.52, 2.505029239766082)","(61.0, 110.0, 104.76190476190476)","(61.0, 95.0, 90.91836734693878)"
12-01-2023 18:46:14.198587,"(19.0, 26.0, 25.29787234042553)","(51.0, 80.0, 78.07142857142857)","(4.4, 5.1, 5.0993150684931505)","(16.0, 21.0, 24.375)","(20.0, 27.0, 18.428571428571427)","(26.0, 34.0, 27.0)","(20.0, 29.0, 21.25)","(101.0, 590.0, 400.0)","(5.0, 5.7, 6.1466666666666665)","(2.25, 2.52, 2.3394366197183096)","(61.0, 110.0, 86.66666666666666)","(61.0, 95.0, 92.5)"
12-01-2023 18:46:15.664515,"(19.0, 26.0, 20.75)","(51.0, 100.0, 69.0)","(4.4, 5.1, 5.01304347826087)","(16.0, 26.0, 22.857142857142858)","(20.0, 30.0, 18.428571428571427)","(26.0, 42.0, 27.0)","(20.0, 34.0, 21.25)","(101.0, 700.0, 650.0)","(5.0, 6.6, 6.2)","(2.25, 2.86, 2.3394366197183096)","(61.0, 160.0, 95.0)","(61.0, 130.0, 87.5)"
12-01-2023 18:46:17.175798,"(19.0, 26.0, 20.75)","(51.0, 100.0, 69.0)","(4.4, 5.1, 4.988888888888889)","(16.0, 26.0, 20.0)","(20.0, 30.0, 19.625)","(26.0, 42.0, 25.0)","(20.0, 34.0, 21.25)","(101.0, 700.0, 650.0)","(5.0, 6.6, 5.858823529411765)","(2.25, 2.86, 2.8118749999999997)","(61.0, 140.0, 100.0)","(61.0, 120.0, 87.5)"
12-01-2023 18:46:18.639319,"(19.0, 26.0, 20.75)","(51.0, 100.0, 58.66666666666667)","(4.4, 5.1, 4.988888888888889)","(16.0, 26.0, 20.0)","(20.0, 29.0, 20.666666666666668)","(26.0, 40.0, 24.25)","(20.0, 34.0, 22.0)","(101.0, 700.0, 650.0)","(5.0, 6.6, 5.858823529411765)","(2.25, 2.84, 2.4499999999999997)","(61.0, 150.0, 65.2)","(61.0, 120.0, 113.75)"
12-01-2023 18:46:20.161881,"(19.0, 26.0, 17.583333333333332)","(51.0, 100.0, 53.5)","(4.4, 5.1, 5.22)","(16.0, 26.0, 21.11111111111111)","(20.0, 29.0, 22.75)","(26.0, 40.0, 29.09090909090909)","(20.0, 32.0, 24.5)","(101.0, 700.0, 650.0)","(5.0, 6.6, 6.292307692307692)","(2.25, 2.84, 2.8117142857142854)","(61.0, 150.0, 63.2)","(61.0, 120.0, 113.75)"
12-01-2023 18:46:21.641768,"(19.0, 28.0, 18.0)","(51.0, 100.0, 56.5)","(4.4, 5.5, 4.921428571428572)","(16.0, 26.0, 25.866666666666667)","(20.0, 29.0, 22.75)","(26.0, 40.0, 30.0)","(20.0, 32.0, 19.571428571428573)","(101.0, 700.0, 650.0)","(5.0, 6.6, 5.984615384615385)","(2.25, 2.84, 2.7225)","(61.0, 130.0, 75.33333333333333)","(61.0, 130.0, 118.33333333333333)"
12-01-2023 18:46:23.129399,"(19.0, 28.0, 18.0)","(51.0, 100.0, 56.5)","(4.4, 5.0, 4.552173913043479)","(16.0, 26.0, 25.866666666666667)","(20.0, 29.0, 20.0)","(26.0, 40.0, 30.0)","(20.0, 32.0, 19.571428571428573)","(101.0, 700.0, 650.0)","(5.0, 6.6, 5.025)","(2.25, 2.74, 2.68)","(61.0, 130.0, 75.33333333333333)","(61.0, 130.0, 103.33333333333333)"
