,Smash Devil,Zipping Chassis,Know Account,Opawa Duchess,Silky Adobe,Go Ivy,Goldstar Austin,Know Grizzles
06-01-2023 09:25:19.031733,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:20.361670,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:21.609617,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:22.924812,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:24.161274,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:25.443960,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:26.746302,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:27.990865,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:29.250271,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:30.566015,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:31.776481,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:33.146211,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:34.473083,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:35.824946,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:37.763690,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:39.252171,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:40.614015,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:42.003550,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 3.1100000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.52727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.227272727272727)","(9.0, 48.0, 34.666666666666664)"
06-01-2023 09:25:43.348222,"(18.0, 170.0, 63.73076923076923)","(2.0, 4.2, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:44.679049,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:46.040388,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:47.370188,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:48.775416,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:50.117377,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:51.424965,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:52.877712,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:54.301999,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:55.552447,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:56.755724,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:57.979600,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:25:59.165701,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:00.393014,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:01.595048,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:02.808174,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 27.700000000000003)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:04.059348,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 46.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:05.302530,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:06.610106,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:07.926783,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:09.276387,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:10.697565,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:11.966091,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:13.243533,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:14.402276,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:15.554901,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:16.720113,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:17.895758,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:19.095278,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:20.263125,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:21.396156,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:22.575281,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:23.726215,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:24.822730,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:25.971327,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:27.019835,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:28.011291,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:29.038211,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:30.084346,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:31.146542,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:32.200184,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:33.282163,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:34.372527,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:35.478334,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:36.599764,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:37.662102,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:38.752112,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:40.030787,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:41.386047,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:42.555644,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:43.762781,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:44.903028,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:45.953054,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:47.020673,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:48.052336,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:49.060742,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:50.071223,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:51.107181,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
06-01-2023 09:26:52.102639,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 30.692307692307693)","(6.0, 21.0, 17.40909090909091)","(8.5, 32.0, 21.772727272727273)","(9.0, 40.0, 25.031578947368423)","(6.5, 26.0, 21.34090909090909)","(9.0, 48.0, 34.86666666666667)"
