,Essential Three,Furiosa,Swinging George,Feelin Flirty,Rolled In Gold,Beau Hart,Barroom Blitz,Imajiva
08-12-2022 12:33:56.813850,"(31.0, 65.0, 57.5)","(8.5, 13.5, 11.625)","(6.5, 9.2, 8.428571428571429)","(10.0, 18.0, 17.25)","(1.5, 1.86, 1.8166666666666667)","(101.0, 390.0, 338.0)","(6.0, 9.8, 8.4)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:33:57.961903,"(31.0, 65.0, 57.5)","(8.5, 13.5, 11.625)","(6.5, 9.2, 8.428571428571429)","(10.0, 18.0, 17.25)","(1.5, 1.86, 1.8166666666666667)","(101.0, 390.0, 338.0)","(6.0, 9.8, 8.559999999999999)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:33:59.057315,"(31.0, 65.0, 57.5)","(8.5, 13.0, 11.666666666666666)","(6.5, 9.2, 8.428571428571429)","(10.0, 18.0, 17.125)","(1.5, 1.86, 1.8166666666666667)","(101.0, 390.0, 338.0)","(6.0, 9.6, 8.559999999999999)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:00.149993,"(31.0, 65.0, 57.5)","(8.5, 13.0, 11.666666666666666)","(6.5, 9.2, 8.428571428571429)","(10.0, 18.0, 17.125)","(1.5, 1.86, 1.8166666666666667)","(101.0, 390.0, 338.0)","(6.0, 9.6, 8.649999999999999)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:01.442340,"(31.0, 65.0, 57.5)","(8.5, 13.0, 11.666666666666666)","(6.5, 9.2, 8.428571428571429)","(10.0, 18.0, 16.0)","(1.5, 1.86, 1.8490909090909091)","(101.0, 390.0, 338.0)","(6.0, 9.2, 8.649999999999999)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:02.593846,"(31.0, 65.0, 57.5)","(8.5, 13.0, 11.666666666666666)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.5, 16.5)","(1.5, 1.86, 1.764)","(101.0, 390.0, 338.0)","(6.0, 9.2, 8.8)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:03.737895,"(31.0, 65.0, 57.5)","(8.5, 13.0, 11.666666666666666)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.0, 16.333333333333332)","(1.5, 1.86, 1.772)","(101.0, 390.0, 338.0)","(6.0, 10.0, 8.8)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:04.839312,"(31.0, 65.0, 57.5)","(8.5, 13.0, 11.666666666666666)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.0, 16.333333333333332)","(1.5, 1.86, 1.764)","(101.0, 390.0, 338.0)","(6.0, 9.8, 8.4)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:05.998407,"(31.0, 65.0, 57.5)","(8.5, 13.0, 11.666666666666666)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.0, 16.333333333333332)","(1.5, 1.86, 1.764)","(101.0, 390.0, 338.0)","(6.0, 9.8, 8.4)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:07.238641,"(31.0, 65.0, 57.5)","(8.5, 13.0, 11.666666666666666)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.0, 16.333333333333332)","(1.5, 1.86, 1.8493333333333335)","(101.0, 390.0, 338.0)","(6.0, 9.8, 8.4)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:08.387825,"(31.0, 65.0, 57.5)","(8.5, 13.0, 12.0)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.0, 16.333333333333332)","(1.5, 1.86, 1.8543529411764708)","(101.0, 390.0, 338.0)","(6.0, 9.8, 8.4)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:09.614300,"(31.0, 65.0, 57.5)","(8.5, 13.0, 12.0)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.0, 16.333333333333332)","(1.5, 1.86, 1.8543529411764708)","(101.0, 390.0, 338.0)","(6.0, 9.8, 8.4)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:10.762324,"(31.0, 65.0, 57.5)","(8.5, 13.5, 12.166666666666666)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.0, 16.333333333333332)","(1.5, 1.86, 1.8493333333333335)","(101.0, 390.0, 338.0)","(6.0, 9.8, 8.4)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:11.895783,"(31.0, 65.0, 57.5)","(8.5, 13.5, 12.5)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.0, 17.9)","(1.5, 1.86, 1.8050000000000002)","(101.0, 390.0, 336.0)","(6.0, 9.8, 8.4)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:13.154039,"(31.0, 65.0, 57.5)","(8.5, 13.5, 12.5)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.5, 17.9)","(1.5, 1.86, 1.8050000000000002)","(101.0, 390.0, 336.0)","(6.0, 9.8, 8.5)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:14.424483,"(31.0, 65.0, 57.5)","(8.5, 13.5, 12.5)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8050000000000002)","(101.0, 390.0, 366.3636363636364)","(6.0, 9.8, 8.360000000000001)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:15.501955,"(31.0, 65.0, 57.5)","(8.5, 13.0, 12.0)","(6.5, 9.2, 8.428571428571429)","(10.0, 19.5, 18.8)","(1.5, 1.86, 1.8050000000000002)","(101.0, 390.0, 377.6190476190476)","(6.0, 9.8, 8.48)","(18.0, 36.0, 33.714285714285715)"
08-12-2022 12:34:16.576311,"(31.0, 65.0, 57.5)","(8.5, 11.5, 11.125)","(6.5, 9.2, 8.525)","(10.0, 19.5, 18.8)","(1.5, 1.86, 1.8050000000000002)","(101.0, 390.0, 377.6190476190476)","(6.0, 9.8, 8.48)","(18.0, 36.0, 35.27272727272727)"
08-12-2022 12:34:17.619461,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.027272727272727)","(6.5, 9.2, 8.525)","(10.0, 19.5, 18.8)","(1.5, 1.86, 1.8050000000000002)","(101.0, 390.0, 340.0)","(6.0, 9.4, 8.2)","(18.0, 36.0, 34.0)"
08-12-2022 12:34:18.695514,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.728571428571428)","(6.5, 9.2, 8.525)","(10.0, 19.5, 18.875)","(1.5, 1.86, 1.8266666666666667)","(101.0, 390.0, 255.0)","(6.0, 9.4, 8.5)","(18.0, 36.0, 34.92307692307692)"
08-12-2022 12:34:19.804631,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.0)","(6.5, 9.2, 8.525)","(10.0, 19.5, 18.875)","(1.5, 1.86, 1.8266666666666667)","(101.0, 390.0, 255.0)","(6.0, 9.4, 8.8)","(18.0, 36.0, 34.14285714285714)"
08-12-2022 12:34:20.974050,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.245454545454546)","(6.5, 9.2, 8.525)","(10.0, 19.5, 19.0)","(1.5, 1.86, 1.8266666666666667)","(101.0, 390.0, 367.5)","(6.0, 10.0, 9.2)","(18.0, 36.0, 34.14285714285714)"
08-12-2022 12:34:22.169703,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.1)","(6.5, 9.2, 8.545454545454545)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8266666666666667)","(101.0, 390.0, 367.5)","(6.0, 10.0, 9.2)","(18.0, 36.0, 34.55555555555556)"
08-12-2022 12:34:23.346986,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.075)","(6.5, 9.0, 8.9)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8266666666666667)","(101.0, 390.0, 367.5)","(6.0, 10.0, 9.314285714285715)","(18.0, 36.0, 34.55555555555556)"
08-12-2022 12:34:24.877516,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.042857142857143)","(6.5, 9.2, 8.872727272727273)","(10.0, 19.5, 19.333333333333332)","(1.5, 1.86, 1.851818181818182)","(101.0, 390.0, 255.0)","(6.0, 10.0, 9.314285714285715)","(18.0, 36.0, 33.25)"
08-12-2022 12:34:26.134523,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.042857142857143)","(6.5, 9.2, 8.872727272727273)","(10.0, 19.5, 19.333333333333332)","(1.5, 1.86, 1.851818181818182)","(101.0, 390.0, 255.0)","(6.0, 10.0, 9.314285714285715)","(18.0, 36.0, 33.25)"
08-12-2022 12:34:27.400687,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.042857142857143)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8314285714285714)","(101.0, 390.0, 338.0)","(6.0, 9.8, 9.433333333333334)","(18.0, 36.0, 34.625)"
08-12-2022 12:34:28.603522,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.871428571428572)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8314285714285714)","(101.0, 390.0, 338.0)","(6.0, 9.8, 9.433333333333334)","(18.0, 36.0, 34.625)"
08-12-2022 12:34:29.703339,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.7875)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 338.0)","(6.0, 9.8, 9.433333333333334)","(18.0, 36.0, 34.625)"
08-12-2022 12:34:30.779657,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.7875)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 338.0)","(6.0, 9.8, 9.433333333333334)","(18.0, 36.0, 34.625)"
08-12-2022 12:34:31.810570,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.7875)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 338.0)","(6.0, 9.8, 9.433333333333334)","(18.0, 36.0, 34.625)"
08-12-2022 12:34:32.928767,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.042857142857143)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 336.0)","(6.0, 9.8, 9.433333333333334)","(18.0, 36.0, 34.625)"
08-12-2022 12:34:34.035336,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.700000000000001)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 366.3636363636364)","(6.0, 9.8, 9.433333333333334)","(18.0, 36.0, 34.625)"
08-12-2022 12:34:35.264733,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.075)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 334.0)","(6.0, 9.8, 9.433333333333334)","(18.0, 36.0, 34.625)"
08-12-2022 12:34:36.477362,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.233333333333333)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 365.4545454545455)","(6.0, 9.8, 9.433333333333334)","(18.0, 36.0, 34.625)"
08-12-2022 12:34:37.623542,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.233333333333333)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 365.4545454545455)","(6.0, 9.8, 9.433333333333334)","(18.0, 36.0, 34.625)"
08-12-2022 12:34:38.726952,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.233333333333333)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 365.4545454545455)","(6.0, 9.8, 9.433333333333334)","(18.0, 36.0, 34.625)"
08-12-2022 12:34:39.943948,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.075)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 365.4545454545455)","(6.5, 9.8, 9.433333333333334)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:41.136541,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.8625)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 334.0)","(6.5, 9.8, 9.433333333333334)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:42.267713,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.375)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.86, 1.8292307692307692)","(101.0, 390.0, 334.0)","(6.5, 9.8, 9.433333333333334)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:43.562473,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.375)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.76, 1.7363157894736843)","(101.0, 390.0, 338.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:44.677698,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.700000000000001)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.76, 1.74)","(101.0, 390.0, 338.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:45.851561,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.758823529411766)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.76, 1.698)","(101.0, 390.0, 338.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 36.375)"
08-12-2022 12:34:47.007458,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.758823529411766)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.76, 1.698)","(101.0, 390.0, 338.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 36.375)"
08-12-2022 12:34:48.299868,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.871428571428572)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.76, 1.698)","(101.0, 390.0, 334.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 34.1)"
08-12-2022 12:34:49.628335,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.700000000000001)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.76, 1.698)","(101.0, 390.0, 338.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:50.785288,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.075)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.76, 1.698)","(101.0, 390.0, 338.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:52.018267,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.075)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.76, 1.698)","(101.0, 390.0, 338.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:53.187936,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.075)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.76, 1.698)","(101.0, 390.0, 338.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:54.451895,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.233333333333333)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.76, 1.698)","(101.0, 390.0, 342.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:55.750150,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.8625)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 342.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:56.940749,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.8625)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 342.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:58.209294,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.214285714285714)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 342.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 34.625)"
08-12-2022 12:34:59.443887,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.871428571428572)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 340.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 34.625)"
08-12-2022 12:35:00.812637,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.871428571428572)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 369.0909090909091)","(6.5, 10.0, 9.314285714285715)","(19.0, 36.0, 36.375)"
08-12-2022 12:35:02.164890,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.871428571428572)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 369.0909090909091)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 36.375)"
08-12-2022 12:35:03.454133,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.871428571428572)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 340.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 36.375)"
08-12-2022 12:35:04.774956,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.871428571428572)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 340.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 36.375)"
08-12-2022 12:35:06.324157,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.871428571428572)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 344.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 36.375)"
08-12-2022 12:35:07.846062,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.871428571428572)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 344.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 36.375)"
08-12-2022 12:35:09.338365,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.871428571428572)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 340.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 33.0)"
08-12-2022 12:35:10.884235,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.871428571428572)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 340.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 33.0)"
08-12-2022 12:35:12.311617,"(31.0, 65.0, 57.5)","(8.5, 11.0, 9.727272727272727)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.7144444444444444)","(101.0, 390.0, 368.18181818181813)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 35.75)"
08-12-2022 12:35:13.681888,"(31.0, 65.0, 57.5)","(8.5, 11.0, 9.727272727272727)","(6.5, 9.6, 9.48)","(10.0, 19.5, 18.5)","(1.5, 1.75, 1.727142857142857)","(101.0, 390.0, 368.18181818181813)","(6.5, 10.0, 9.4)","(19.0, 38.0, 35.75)"
08-12-2022 12:35:15.025351,"(31.0, 65.0, 57.5)","(8.5, 11.0, 9.727272727272727)","(6.5, 9.0, 8.49)","(10.0, 19.5, 20.125)","(1.5, 1.75, 1.7397142857142858)","(101.0, 390.0, 340.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 37.0)"
08-12-2022 12:35:16.420116,"(31.0, 65.0, 57.5)","(8.5, 11.5, 9.727272727272727)","(6.5, 9.0, 9.0)","(10.0, 28.0, 20.125)","(1.5, 1.75, 1.7055555555555555)","(101.0, 390.0, 344.0)","(6.5, 10.0, 9.314285714285715)","(19.0, 38.0, 35.8)"
08-12-2022 12:35:17.944912,"(31.0, 65.0, 57.5)","(8.5, 11.0, 10.090909090909092)","(6.5, 9.6, 8.672727272727272)","(10.0, 28.0, 20.125)","(1.5, 1.75, 1.661)","(101.0, 390.0, 344.0)","(6.5, 10.0, 9.333333333333334)","(19.0, 38.0, 37.0)"
08-12-2022 12:35:19.312758,"(31.0, 65.0, 57.5)","(8.5, 11.0, 10.214285714285714)","(6.5, 9.4, 9.0)","(10.0, 28.0, 20.125)","(1.5, 1.67, 1.6542857142857141)","(101.0, 390.0, 344.0)","(6.5, 10.0, 9.466666666666667)","(19.0, 38.0, 35.8)"
08-12-2022 12:35:20.781999,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.214285714285714)","(6.5, 9.4, 9.57037037037037)","(10.0, 28.0, 20.125)","(1.5, 1.66, 1.6457142857142857)","(101.0, 390.0, 344.0)","(6.5, 10.0, 9.6)","(19.0, 38.0, 33.0)"
08-12-2022 12:35:22.213372,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.214285714285714)","(6.5, 9.6, 9.57037037037037)","(10.0, 28.0, 20.125)","(1.5, 1.66, 1.6457142857142857)","(101.0, 390.0, 337.5)","(6.5, 10.0, 9.6)","(19.0, 38.0, 33.0)"
08-12-2022 12:35:23.503396,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.214285714285714)","(6.5, 9.6, 9.57037037037037)","(10.0, 28.0, 20.125)","(1.5, 1.66, 1.6457142857142857)","(101.0, 390.0, 337.5)","(6.5, 10.0, 9.6)","(19.0, 38.0, 33.0)"
08-12-2022 12:35:24.897942,"(31.0, 65.0, 57.5)","(8.5, 11.5, 10.214285714285714)","(6.5, 9.6, 9.57037037037037)","(10.0, 28.0, 20.125)","(1.5, 1.66, 1.6275)","(101.0, 390.0, 348.0)","(6.5, 10.0, 9.6)","(19.0, 38.0, 33.0)"
08-12-2022 12:35:26.272316,"(31.0, 70.0, 63.333333333333336)","(8.5, 11.5, 10.375)","(6.5, 9.6, 9.57037037037037)","(10.0, 28.0, 20.125)","(1.5, 1.65, 1.6275)","(101.0, 390.0, 348.0)","(6.5, 10.0, 9.6)","(19.0, 38.0, 33.0)"
08-12-2022 12:35:27.658323,"(31.0, 70.0, 63.333333333333336)","(8.5, 11.5, 10.375)","(6.5, 9.6, 9.914285714285715)","(10.0, 28.0, 22.25)","(1.5, 1.65, 1.6442105263157893)","(101.0, 390.0, 351.6666666666667)","(6.5, 10.0, 9.85)","(19.0, 38.0, 34.0)"
08-12-2022 12:35:29.013955,"(31.0, 70.0, 63.333333333333336)","(8.5, 15.5, 12.55)","(6.5, 10.0, 9.5)","(10.0, 27.0, 20.666666666666668)","(1.5, 1.66, 1.6442105263157893)","(101.0, 390.0, 348.0)","(6.5, 10.5, 9.55)","(19.0, 40.0, 38.166666666666664)"
08-12-2022 12:35:30.452272,"(31.0, 70.0, 63.333333333333336)","(8.5, 16.0, 12.8)","(6.5, 10.0, 8.832298136645964)","(10.0, 26.0, 20.333333333333332)","(1.5, 1.66, 1.6385714285714286)","(101.0, 390.0, 348.0)","(6.5, 10.0, 9.55)","(19.0, 40.0, 38.42857142857143)"
08-12-2022 12:35:31.803684,"(31.0, 70.0, 63.333333333333336)","(8.5, 16.0, 12.8)","(6.5, 9.0, 9.806451612903226)","(10.0, 26.0, 23.0)","(1.5, 1.66, 1.6423529411764706)","(101.0, 390.0, 363.75)","(6.5, 10.0, 9.742857142857142)","(19.0, 40.0, 39.0)"
08-12-2022 12:35:33.155447,"(31.0, 70.0, 66.25)","(8.5, 16.0, 12.8)","(6.5, 10.0, 9.806451612903226)","(10.0, 26.0, 24.692307692307693)","(1.5, 1.66, 1.6385714285714286)","(101.0, 390.0, 363.75)","(6.5, 10.0, 9.742857142857142)","(19.0, 40.0, 39.3125)"
08-12-2022 12:35:34.465209,"(31.0, 70.0, 68.125)","(8.5, 15.5, 13.14)","(6.5, 10.0, 9.6875)","(10.0, 25.0, 24.11764705882353)","(1.5, 1.66, 1.6385714285714286)","(101.0, 390.0, 363.75)","(6.5, 10.0, 9.733333333333334)","(19.0, 40.0, 39.3125)"
08-12-2022 12:35:35.790491,"(31.0, 70.0, 68.125)","(8.5, 14.5, 12.866666666666667)","(6.5, 10.0, 9.5)","(10.0, 24.0, 20.5)","(1.5, 1.66, 1.69)","(101.0, 390.0, 342.5)","(6.5, 10.0, 9.84)","(19.0, 40.0, 39.3125)"
08-12-2022 12:35:37.142452,"(31.0, 70.0, 68.125)","(8.5, 14.5, 12.05)","(6.5, 10.0, 9.75)","(10.0, 23.0, 20.5)","(1.5, 1.7, 1.6315000000000002)","(101.0, 390.0, 352.0)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.3125)"
08-12-2022 12:35:38.481297,"(31.0, 70.0, 68.125)","(8.5, 14.5, 13.520833333333334)","(6.5, 10.0, 10.200000000000001)","(10.0, 23.0, 19.25)","(1.5, 1.74, 1.717)","(101.0, 390.0, 350.0)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.266666666666666)"
08-12-2022 12:35:39.881117,"(31.0, 70.0, 68.125)","(8.5, 14.0, 11.5)","(6.5, 10.5, 10.280000000000001)","(10.0, 23.0, 19.25)","(1.5, 1.73, 1.717)","(101.0, 390.0, 350.0)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.266666666666666)"
08-12-2022 12:35:41.222500,"(31.0, 70.0, 68.125)","(8.5, 14.0, 11.5)","(6.5, 11.0, 10.280000000000001)","(10.0, 23.0, 19.25)","(1.5, 1.73, 1.717)","(101.0, 390.0, 350.0)","(6.5, 10.0, 9.363636363636363)","(19.0, 40.0, 39.266666666666666)"
08-12-2022 12:35:42.592228,"(31.0, 70.0, 68.125)","(8.5, 14.0, 11.857142857142858)","(6.5, 10.5, 9.985714285714286)","(10.0, 23.0, 19.25)","(1.5, 1.72, 1.663529411764706)","(101.0, 390.0, 350.0)","(6.5, 10.0, 9.4)","(19.0, 40.0, 39.266666666666666)"
08-12-2022 12:35:44.035695,"(31.0, 70.0, 68.125)","(8.5, 14.0, 12.2)","(6.5, 10.5, 9.708)","(10.0, 23.0, 22.035714285714285)","(1.5, 1.72, 1.663529411764706)","(101.0, 390.0, 345.0)","(6.5, 9.8, 9.8)","(19.0, 40.0, 39.266666666666666)"
08-12-2022 12:35:45.474230,"(31.0, 70.0, 68.125)","(8.5, 14.0, 12.2)","(6.5, 10.5, 9.717391304347826)","(10.0, 23.0, 20.6)","(1.5, 1.72, 1.663529411764706)","(101.0, 390.0, 345.0)","(6.5, 10.0, 9.8)","(19.0, 40.0, 39.266666666666666)"
