,Lektra Dish,Zambora Nut,Thai Time,My Maximus,Rock Me Mama,Impactus,Call Me Thor
10-01-2023 16:24:57.900304,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.58, 2.08)","(21.0, 90.0, 39.75)","(8.5, 17.0, 10.440000000000001)","(14.0, 42.0, 31.23076923076923)","(8.5, 17.5, 11.833333333333334)","(3.2, 4.7, 3.95)"
10-01-2023 16:24:59.183127,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.58, 2.08)","(21.0, 90.0, 39.75)","(8.5, 17.0, 10.440000000000001)","(14.0, 42.0, 31.23076923076923)","(8.5, 17.5, 11.833333333333334)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:00.497047,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.58, 1.852142857142857)","(21.0, 90.0, 39.75)","(8.5, 17.0, 10.440000000000001)","(14.0, 42.0, 31.23076923076923)","(8.5, 17.5, 11.833333333333334)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:01.724968,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.66, 2.013684210526316)","(21.0, 90.0, 39.75)","(8.5, 17.0, 10.440000000000001)","(14.0, 42.0, 32.0)","(8.5, 17.5, 11.833333333333334)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:02.962111,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 39.75)","(8.5, 17.0, 10.440000000000001)","(14.0, 42.0, 32.0)","(8.5, 17.5, 11.833333333333334)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:04.225706,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.9866666666666668)","(21.0, 90.0, 39.75)","(8.5, 17.0, 10.440000000000001)","(14.0, 42.0, 32.0)","(8.5, 17.5, 11.833333333333334)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:05.541192,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.9564705882352942)","(21.0, 90.0, 40.5)","(8.5, 17.0, 10.440000000000001)","(14.0, 42.0, 25.125)","(8.5, 17.5, 11.833333333333334)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:06.917132,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.9564705882352942)","(21.0, 90.0, 40.5)","(8.5, 17.0, 10.440000000000001)","(14.0, 42.0, 27.0)","(8.5, 17.5, 11.833333333333334)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:08.186218,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.8466666666666667)","(21.0, 90.0, 40.5)","(8.5, 17.0, 10.440000000000001)","(14.0, 42.0, 27.0)","(8.5, 17.5, 11.833333333333334)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:09.502688,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.8466666666666667)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.440000000000001)","(14.0, 42.0, 25.4375)","(8.5, 17.5, 11.833333333333334)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:10.713257,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 25.4375)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:12.195995,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 25.4375)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:13.578826,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 25.4375)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:14.823960,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.9564705882352942)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 25.4375)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:16.074728,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.9564705882352942)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 25.4375)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:17.403342,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.8653333333333333)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 25.4375)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:18.786915,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.8466666666666667)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 25.4375)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.95)"
10-01-2023 16:25:20.005796,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 30.181818181818183)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 4.43)"
10-01-2023 16:25:21.189645,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 30.181818181818183)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.8843750000000004)"
10-01-2023 16:25:22.571947,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 30.181818181818183)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.65)"
10-01-2023 16:25:23.871829,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 30.181818181818183)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.65)"
10-01-2023 16:25:25.279927,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.9866666666666668)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6125)"
10-01-2023 16:25:26.481795,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.9866666666666668)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6125)"
10-01-2023 16:25:27.671389,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.9564705882352942)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.730769230769231)"
10-01-2023 16:25:28.902488,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.8466666666666667)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:30.178730,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6125)"
10-01-2023 16:25:31.396218,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.730769230769231)"
10-01-2023 16:25:32.555890,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:33.786311,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.013684210526316)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:34.951291,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.9564705882352942)","(21.0, 90.0, 41.25)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6125)"
10-01-2023 16:25:36.052856,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.9564705882352942)","(21.0, 90.0, 43.5)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:37.317329,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 1.9564705882352942)","(21.0, 90.0, 43.5)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:38.511749,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.111818181818182)","(21.0, 90.0, 43.5)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:39.694193,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.111818181818182)","(21.0, 90.0, 43.5)","(8.5, 17.0, 10.28)","(14.0, 42.0, 26.0625)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6125)"
10-01-2023 16:25:40.925190,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.111818181818182)","(21.0, 90.0, 43.5)","(8.5, 17.0, 10.28)","(14.0, 42.0, 27.833333333333336)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6125)"
10-01-2023 16:25:42.261756,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.64, 2.111818181818182)","(21.0, 90.0, 43.5)","(8.5, 17.0, 10.28)","(14.0, 42.0, 27.833333333333336)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:43.862022,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.62, 2.1045454545454545)","(21.0, 90.0, 43.5)","(8.5, 17.0, 10.28)","(14.0, 42.0, 27.833333333333336)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:45.340426,"(12.0, 34.0, 21.692307692307693)","(1.8, 2.62, 2.1045454545454545)","(21.0, 90.0, 43.5)","(8.5, 17.0, 10.28)","(14.0, 42.0, 27.833333333333336)","(8.5, 17.5, 11.700000000000001)","(3.2, 4.7, 3.6125)"
10-01-2023 16:25:46.751495,"(12.0, 34.0, 24.0)","(1.8, 2.62, 2.1045454545454545)","(21.0, 90.0, 55.63636363636364)","(8.5, 17.0, 11.266666666666667)","(14.0, 42.0, 27.833333333333336)","(8.5, 17.5, 11.366666666666667)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:48.092293,"(12.0, 34.0, 24.0)","(1.8, 2.62, 2.1045454545454545)","(21.0, 90.0, 69.0)","(8.5, 17.0, 11.266666666666667)","(14.0, 42.0, 27.833333333333336)","(8.5, 16.5, 11.366666666666667)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:49.318934,"(12.0, 34.0, 24.0)","(1.8, 2.62, 2.1045454545454545)","(21.0, 90.0, 69.0)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 28.11111111111111)","(8.5, 16.5, 11.366666666666667)","(3.2, 4.7, 3.6125)"
10-01-2023 16:25:50.639270,"(12.0, 34.0, 24.0)","(1.8, 2.62, 2.097272727272727)","(21.0, 90.0, 69.0)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 28.11111111111111)","(8.5, 16.5, 11.366666666666667)","(3.2, 4.7, 3.7625)"
10-01-2023 16:25:51.907329,"(12.0, 34.0, 24.0)","(1.8, 2.6, 2.097272727272727)","(21.0, 90.0, 60.15789473684211)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 28.11111111111111)","(8.5, 16.5, 11.366666666666667)","(3.2, 4.7, 3.7625)"
10-01-2023 16:25:53.313529,"(12.0, 34.0, 24.0)","(1.8, 2.6, 2.097272727272727)","(21.0, 90.0, 60.15789473684211)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 26.6875)","(8.5, 16.5, 11.366666666666667)","(3.2, 4.7, 3.6125)"
10-01-2023 16:25:54.632434,"(12.0, 34.0, 24.0)","(1.8, 2.6, 2.097272727272727)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 26.6875)","(8.5, 16.5, 11.366666666666667)","(3.2, 4.7, 3.6125)"
10-01-2023 16:25:55.967074,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.6, 2.097272727272727)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:57.169176,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.6, 2.097272727272727)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.6875)"
10-01-2023 16:25:58.370986,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.6, 2.09)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.6961538461538463)"
10-01-2023 16:25:59.611096,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.58, 2.09)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 4.502272727272727)"
10-01-2023 16:26:00.908151,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.58, 2.09)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.6875)"
10-01-2023 16:26:02.153086,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.58, 2.09)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.7653846153846153)"
10-01-2023 16:26:03.531665,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.58, 2.09)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.8)"
10-01-2023 16:26:04.810775,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.58, 2.09)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.7625)"
10-01-2023 16:26:06.116690,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.58, 2.09)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.8346153846153848)"
10-01-2023 16:26:07.790998,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.74, 1.9178260869565218)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.8692307692307693)"
10-01-2023 16:26:09.184615,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.74, 2.0425)","(21.0, 90.0, 32.76923076923077)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.8375)"
10-01-2023 16:26:10.636556,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.72, 2.0375)","(21.0, 90.0, 33.69230769230769)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.575)"
10-01-2023 16:26:11.953499,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.72, 2.187777777777778)","(21.0, 90.0, 34.61538461538461)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.575)"
10-01-2023 16:26:13.176131,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.66, 2.0293548387096774)","(21.0, 90.0, 34.61538461538461)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.575)"
10-01-2023 16:26:14.533682,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.66, 2.0293548387096774)","(21.0, 90.0, 34.61538461538461)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.8)"
10-01-2023 16:26:15.894376,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.66, 2.0293548387096774)","(21.0, 90.0, 34.61538461538461)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.8)"
10-01-2023 16:26:17.096471,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.66, 2.0293548387096774)","(21.0, 90.0, 34.61538461538461)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.575)"
10-01-2023 16:26:18.290895,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.66, 2.0293548387096774)","(21.0, 90.0, 34.61538461538461)","(8.5, 17.0, 9.711111111111112)","(14.0, 42.0, 29.75)","(8.5, 16.5, 12.65)","(3.2, 4.7, 3.575)"
10-01-2023 16:26:19.519528,"(12.0, 34.0, 20.07142857142857)","(1.8, 2.66, 2.0293548387096774)","(21.0, 90.0, 34.61538461538461)","(8.5, 17.0, 9.9)","(14.0, 42.0, 31.09090909090909)","(8.5, 16.5, 14.625)","(3.2, 4.7, 3.575)"
10-01-2023 16:26:20.852445,"(12.0, 34.0, 23.166666666666664)","(1.8, 2.66, 2.178888888888889)","(21.0, 90.0, 34.61538461538461)","(8.5, 16.5, 9.82857142857143)","(14.0, 42.0, 31.09090909090909)","(8.5, 16.5, 14.625)","(3.2, 4.7, 3.575)"
10-01-2023 16:26:22.127549,"(12.0, 34.0, 23.166666666666664)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.82857142857143)","(14.0, 42.0, 30.25)","(8.5, 16.5, 14.414285714285715)","(3.2, 4.7, 3.575)"
10-01-2023 16:26:23.407592,"(12.0, 34.0, 22.125)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.82857142857143)","(14.0, 42.0, 32.96153846153846)","(8.5, 16.5, 15.376923076923077)","(3.2, 4.7, 3.575)"
10-01-2023 16:26:25.180653,"(12.0, 34.0, 23.72222222222222)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.82857142857143)","(14.0, 42.0, 31.545454545454547)","(8.5, 16.5, 15.209090909090909)","(3.2, 4.7, 3.575)"
10-01-2023 16:26:26.833590,"(12.0, 34.0, 23.72222222222222)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 16.5, 11.9)","(3.2, 4.7, 3.98)"
10-01-2023 16:26:28.986596,"(12.0, 34.0, 23.72222222222222)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 16.5, 11.9)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:30.751401,"(12.0, 34.0, 26.291666666666668)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 16.5, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:32.183201,"(12.0, 34.0, 26.291666666666668)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:33.499184,"(12.0, 34.0, 26.291666666666668)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:34.927159,"(12.0, 34.0, 26.291666666666668)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:36.280939,"(12.0, 34.0, 26.291666666666668)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:37.592985,"(12.0, 34.0, 26.291666666666668)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:38.866449,"(12.0, 34.0, 26.291666666666668)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:40.155729,"(12.0, 34.0, 26.291666666666668)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:41.372954,"(12.0, 38.0, 28.625)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:42.868675,"(12.0, 38.0, 28.625)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:44.104125,"(12.0, 38.0, 28.625)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:45.483178,"(12.0, 38.0, 28.625)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:46.758702,"(12.0, 38.0, 28.625)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:48.079414,"(12.0, 38.0, 28.625)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:49.314947,"(12.0, 38.0, 28.625)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.454545454545455)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:50.510398,"(12.0, 38.0, 28.625)","(1.8, 2.64, 2.178888888888889)","(21.0, 90.0, 36.46153846153846)","(8.5, 16.0, 9.757142857142858)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:51.651576,"(12.0, 38.0, 28.625)","(1.8, 2.62, 2.097272727272727)","(21.0, 90.0, 36.46153846153846)","(8.5, 15.5, 9.757142857142858)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:53.253574,"(12.0, 38.0, 28.625)","(1.8, 2.6, 2.04)","(21.0, 90.0, 36.46153846153846)","(8.5, 15.5, 9.757142857142858)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:54.877982,"(12.0, 38.0, 28.625)","(1.8, 2.6, 1.984)","(21.0, 90.0, 36.46153846153846)","(8.5, 15.5, 9.757142857142858)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:56.208401,"(12.0, 38.0, 28.625)","(1.8, 2.6, 1.984)","(21.0, 90.0, 36.46153846153846)","(8.5, 15.5, 9.757142857142858)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:57.557823,"(12.0, 38.0, 28.625)","(1.8, 2.6, 1.8865)","(21.0, 90.0, 36.46153846153846)","(8.5, 15.5, 9.685714285714287)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:26:59.079733,"(12.0, 38.0, 28.625)","(1.8, 2.58, 1.915)","(21.0, 90.0, 36.46153846153846)","(8.5, 15.0, 9.685714285714287)","(14.0, 42.0, 23.25)","(8.5, 17.0, 11.45)","(3.2, 4.7, 3.665)"
10-01-2023 16:27:00.483861,"(12.0, 38.0, 28.625)","(1.8, 2.58, 2.035)","(21.0, 90.0, 36.46153846153846)","(8.5, 15.0, 10.850000000000001)","(14.0, 42.0, 28.25)","(8.5, 17.0, 14.600000000000001)","(3.2, 4.7, 3.665)"
10-01-2023 16:27:01.820951,"(12.0, 38.0, 28.227272727272727)","(1.8, 2.56, 2.0420000000000003)","(21.0, 90.0, 36.46153846153846)","(8.5, 17.0, 10.850000000000001)","(14.0, 42.0, 28.25)","(8.5, 17.0, 14.600000000000001)","(3.2, 4.7, 3.665)"
10-01-2023 16:27:03.316902,"(12.0, 38.0, 31.666666666666664)","(1.8, 2.52, 2.45)","(21.0, 90.0, 58.5)","(8.5, 17.0, 12.65)","(14.0, 42.0, 35.0)","(8.5, 17.0, 14.42)","(3.2, 4.7, 4.074999999999999)"
