,Cruising Cloe,Major Sentence,Pandorica,Zipping Diesel,Wichita Bale,Air Race Ace,Jaggers Lady,Irongate
04-01-2023 14:59:02.001552,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:03.130427,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:04.304838,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:05.504970,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:06.677774,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:07.796148,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:08.919401,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:10.129850,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:11.331343,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:12.800348,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:14.211679,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:15.709361,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:16.990121,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:18.399158,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:19.761432,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:21.195056,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:22.435610,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:23.583738,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:24.845466,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:26.061477,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:27.264911,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:28.457571,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:29.753108,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:30.996683,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:32.110172,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:33.427856,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:34.924629,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:36.425051,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:37.838658,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:39.607008,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.0625)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:41.173421,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 17.5, 13.142857142857142)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.5, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:42.400646,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 17.0, 13.142857142857142)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:43.743905,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 17.0, 13.142857142857142)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:44.974852,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 17.0, 13.142857142857142)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:46.153360,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 17.0, 13.142857142857142)","(4.4, 6.6, 5.16)","(11.0, 22.0, 19.25)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:47.295429,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 17.0, 13.142857142857142)","(4.4, 6.6, 5.16)","(11.0, 22.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:48.458328,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 15.5, 11.454545454545455)","(4.4, 6.6, 5.16)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:49.718444,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 17.5, 14.333333333333332)","(4.4, 6.6, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:50.956325,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:52.072948,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:53.239465,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:54.447343,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:55.675025,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:56.821262,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:57.936012,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 14:59:59.061207,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 15:00:00.165029,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 57.857142857142854)"
04-01-2023 15:00:01.260139,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 140.0, 95.0)"
04-01-2023 15:00:02.309041,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:03.434486,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:04.574721,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:05.657465,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:06.639894,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 7.0, 5.444444444444445)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:07.690795,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:08.717139,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:09.693399,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:10.665235,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:11.703257,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:12.761468,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:13.769461,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 13.333333333333332)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.615384615384617)","(2.8, 4.1, 3.53125)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:14.882629,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 12.879999999999999)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.1)","(2.8, 4.1, 3.2039999999999997)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:16.099596,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 12.879999999999999)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.3)","(2.8, 4.1, 3.2039999999999997)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:17.199088,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 12.64)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.4)","(2.8, 4.1, 3.2039999999999997)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:18.394263,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 12.64)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.4)","(2.8, 4.1, 3.298181818181818)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:19.435062,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 12.8)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.857142857142858)","(2.8, 4.1, 3.2319999999999998)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:20.477834,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 12.8)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.6)","(2.8, 4.1, 3.7284615384615383)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:21.449429,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 12.64)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.6)","(2.8, 4.1, 3.148)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:22.481826,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 12.64)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.3)","(2.8, 4.1, 3.148)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:23.481776,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 12.8)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.5)","(2.8, 4.1, 3.148)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:24.481986,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 12.8)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.6)","(2.8, 4.1, 3.148)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:25.475842,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 16.0, 12.8)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.8)","(2.8, 4.1, 3.247272727272727)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:26.493027,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.5, 10.23)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 11.9)","(2.8, 4.1, 3.1759999999999997)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:27.544101,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.5, 10.23)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.1759999999999997)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:28.606333,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.5, 11.738888888888889)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.148)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:29.893445,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.5, 9.67)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.465333333333333)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:31.000193,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.5, 11.0)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.465333333333333)","(20.0, 130.0, 95.0)"
04-01-2023 15:00:32.031225,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.0, 11.0)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.465333333333333)","(20.0, 130.0, 55.0)"
04-01-2023 15:00:33.174032,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.0, 11.342857142857143)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.465333333333333)","(20.0, 130.0, 55.0)"
04-01-2023 15:00:34.320858,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.0, 11.342857142857143)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.465333333333333)","(20.0, 130.0, 55.0)"
04-01-2023 15:00:35.388639,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.0, 11.0)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.465333333333333)","(20.0, 130.0, 55.0)"
04-01-2023 15:00:36.468655,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.0, 11.0)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.465333333333333)","(20.0, 130.0, 55.0)"
04-01-2023 15:00:37.573575,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.0, 11.2)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.465333333333333)","(20.0, 130.0, 55.0)"
04-01-2023 15:00:38.653208,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.0, 11.2)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.465333333333333)","(20.0, 130.0, 55.0)"
04-01-2023 15:00:39.632888,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.0, 11.2)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.465333333333333)","(20.0, 130.0, 55.0)"
04-01-2023 15:00:40.614900,"(3.2, 5.3, 3.989655172413793)","(31.0, 95.0, 46.27272727272727)","(8.0, 14.0, 11.2)","(4.4, 6.8, 5.24)","(11.0, 23.0, 15.0)","(8.0, 14.0, 12.0)","(2.8, 4.1, 3.465333333333333)","(20.0, 130.0, 55.0)"
