,Black Power,Galloping Albi,Forcefully,Shanks Pony,Bel Air Storm,Burn Rate,Reloaded
05-01-2023 16:34:00.303879,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:01.347722,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:02.408503,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:03.514660,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:04.655743,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:05.782378,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:06.848138,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:07.978303,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:09.103869,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:10.262039,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:11.417237,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:12.453685,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:13.525094,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:14.645034,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:15.772306,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:16.876392,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:17.975061,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:19.223384,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:20.476689,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:21.714671,"(17.0, 160.0, 70.625)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:23.003457,"(17.0, 160.0, 70.625)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:24.315588,"(17.0, 160.0, 70.625)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:25.481108,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:26.617711,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:27.739606,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:28.835393,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:29.932916,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:31.044342,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:32.235203,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:33.409485,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:34.515482,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:35.607172,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:36.661741,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:37.733937,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:38.890390,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:39.955515,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:41.073989,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:42.125568,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:43.257912,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:44.415275,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:45.534342,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:46.643155,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:47.828135,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:48.940909,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:50.107270,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:51.269440,"(17.0, 160.0, 70.9375)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:52.371202,"(17.0, 160.0, 71.25)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:53.375931,"(17.0, 160.0, 71.25)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:54.499453,"(17.0, 160.0, 71.25)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:55.672175,"(17.0, 160.0, 71.25)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:56.828779,"(17.0, 160.0, 71.25)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:57.918521,"(17.0, 160.0, 71.25)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:34:59.116318,"(17.0, 160.0, 71.25)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:00.249675,"(17.0, 160.0, 71.25)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:01.416591,"(17.0, 160.0, 130.0)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:02.530209,"(17.0, 160.0, 130.0)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:03.590945,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:04.730540,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:05.967693,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:07.162664,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:08.343729,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:09.697181,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:10.943028,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:12.202356,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:13.441595,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:14.650765,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:15.927027,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:17.171625,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:18.408945,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:19.608851,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:20.791321,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:21.982379,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:23.170602,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:24.430279,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:25.590833,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:26.749650,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:27.931797,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:29.146164,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:30.340903,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:31.567223,"(17.0, 160.0, 80.27777777777777)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:32.766559,"(17.0, 160.0, 70.625)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:33.954526,"(17.0, 160.0, 70.625)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:35.245180,"(17.0, 160.0, 70.625)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:36.504668,"(17.0, 160.0, 70.625)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:37.724251,"(17.0, 160.0, 70.625)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:38.865841,"(17.0, 160.0, 70.625)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:40.050707,"(17.0, 160.0, 70.625)","(21.0, 100.0, 53.125)","(7.0, 14.0, 9.8)","(8.0, 15.5, 10.5)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:41.639972,"(17.0, 160.0, 70.625)","(21.0, 100.0, 45.45454545454545)","(7.0, 14.0, 9.8)","(8.0, 15.5, 12.0)","(17.0, 65.0, 35.0)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:43.034905,"(17.0, 160.0, 56.0)","(21.0, 100.0, 45.45454545454545)","(7.0, 14.0, 9.8)","(8.0, 15.0, 12.0)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:44.362639,"(17.0, 160.0, 56.0)","(21.0, 100.0, 45.45454545454545)","(7.0, 14.0, 9.8)","(8.0, 15.0, 12.0)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:45.525150,"(17.0, 160.0, 56.0)","(21.0, 100.0, 45.45454545454545)","(7.0, 14.0, 9.8)","(8.0, 15.0, 12.0)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:46.727948,"(17.0, 160.0, 56.0)","(21.0, 100.0, 45.45454545454545)","(7.0, 14.0, 9.8)","(8.0, 15.0, 12.0)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.165744680851064)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:47.952441,"(17.0, 160.0, 56.0)","(21.0, 100.0, 45.45454545454545)","(7.0, 14.0, 9.8)","(8.0, 15.0, 12.0)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.35, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:49.175502,"(17.0, 160.0, 56.0)","(21.0, 100.0, 45.45454545454545)","(7.0, 14.0, 9.8)","(8.0, 15.0, 12.0)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2633333333333336)","(2.45, 3.6, 2.4908108108108107)"
05-01-2023 16:35:50.374429,"(17.0, 160.0, 84.0)","(21.0, 100.0, 45.45454545454545)","(7.0, 14.0, 9.8)","(8.0, 15.0, 12.0)","(17.0, 65.0, 38.33333333333333)","(2.15, 3.25, 2.2016666666666667)","(2.45, 3.6, 2.569)"
