,Rock N Roll Doo Nz,Art Tutor,Sicario,A Gs White Socks Nz,Max Delight,Triple Eight Nz,Jilliby Sylvester,Rick Reilly Nz,Torrid Saint,Rackemup Tigerpie,Major Meister Nz,Bernie Winkle Nz
07-01-2023 19:55:10.013173,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 93.75)","(71.0, 99999, 99990)","(13.0, 20.0, 18.0)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:11.811573,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 93.75)","(71.0, 99999, 99990)","(13.0, 20.0, 18.0)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:13.605041,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 93.75)","(71.0, 99999, 99990)","(13.0, 20.0, 18.0)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:15.391782,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 93.75)","(71.0, 99999, 99990)","(13.0, 20.0, 18.0)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:17.158517,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 18.0)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:19.015143,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 17.9)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:20.728105,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 17.9)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:22.436142,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 17.9)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:24.234003,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 17.9)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:26.017643,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 17.9)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:27.933245,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 17.9)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:29.807228,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 17.9)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:31.774959,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(21.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 17.9)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:33.995841,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 17.9)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:36.176443,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 17.9)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:38.083942,"(2.2, 99999, 99990)","(101.0, 170.0, 151.25)","(4.4, 6.4, 5.816666666666667)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 20.0, 16.020833333333332)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:40.246895,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 5.816666666666667)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 16.5, 16.020833333333332)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:42.300555,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 5.816666666666667)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 16.5, 16.020833333333332)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:44.479038,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 5.816666666666667)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 16.5, 16.020833333333332)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:46.320416,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 5.816666666666667)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 16.5, 16.007142857142856)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:48.136228,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 5.816666666666667)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 16.5, 16.007142857142856)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:50.038491,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 5.816666666666667)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 16.5, 16.007142857142856)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:51.856241,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 5.816666666666667)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 16.5, 16.007142857142856)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:53.665358,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 5.816666666666667)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 100.0)","(71.0, 99999, 99990)","(13.0, 16.5, 16.007142857142856)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:55.656767,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 6.130769230769231)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 16.5, 16.007142857142856)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:57.450888,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 6.1375)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 16.5, 16.007142857142856)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:55:59.597187,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 6.1375)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 16.5, 16.007142857142856)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:01.792736,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 6.175000000000001)","(20.0, 99999, 99990)","(10.0, 16.0, 14.833333333333334)","(21.0, 99999, 99990)","(101.0, 150.0, 120.0)","(71.0, 99999, 99990)","(13.0, 16.5, 16.007142857142856)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:03.620526,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 6.175000000000001)","(20.0, 99999, 99990)","(10.0, 16.0, 14.0)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 16.5, 17.5)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:05.485359,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 6.175000000000001)","(20.0, 99999, 99990)","(10.0, 16.0, 14.0)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 19.0, 16.6)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:07.418841,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 6.175000000000001)","(20.0, 99999, 99990)","(10.0, 16.0, 14.0)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 19.0, 16.375)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:09.168059,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 6.175000000000001)","(20.0, 99999, 99990)","(10.0, 16.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 19.0, 16.625)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:10.843154,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 6.175000000000001)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 18.5, 16.333333333333332)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:12.573884,"(2.2, 99999, 99990)","(101.0, 170.0, 155.0)","(4.4, 6.4, 6.175000000000001)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 18.0, 16.333333333333332)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:14.433202,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.184615384615385)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 18.0, 16.333333333333332)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:17.060816,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.184615384615385)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 120.0)","(71.0, 99999, 99990)","(13.0, 18.0, 16.333333333333332)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:18.812146,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.933333333333334)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 120.0)","(71.0, 99999, 99990)","(13.0, 18.0, 16.333333333333332)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:20.598955,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.184615384615385)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 120.0)","(71.0, 99999, 99990)","(13.0, 18.0, 16.333333333333332)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:22.331719,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.133333333333334)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 120.0)","(71.0, 99999, 99990)","(13.0, 18.0, 16.5)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:23.883694,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.133333333333334)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 120.0)","(71.0, 99999, 99990)","(13.0, 18.0, 16.5)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:25.458151,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.133333333333334)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 120.0)","(71.0, 99999, 99990)","(13.0, 18.0, 16.5)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:26.989396,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.133333333333334)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 120.0)","(71.0, 99999, 99990)","(13.0, 18.0, 16.5)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:28.517179,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.133333333333334)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 120.0)","(71.0, 99999, 99990)","(13.0, 18.0, 16.5)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:30.032444,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.133333333333334)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 120.0)","(71.0, 99999, 99990)","(13.0, 18.0, 16.5)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:31.676485,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.133333333333334)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 18.0, 16.5)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:33.217088,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.133333333333334)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 18.0, 16.5)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:35.084350,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.133333333333334)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 18.0, 16.5)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:37.031650,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 6.133333333333334)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 18.0, 16.5)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:39.120269,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.827272727272727)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.375)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:40.757923,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.827272727272727)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.375)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:42.440908,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.827272727272727)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.375)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:44.151619,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.827272727272727)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.375)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:45.862616,"(2.2, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.827272727272727)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.375)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:47.677442,"(2.25, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.827272727272727)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.375)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:49.297746,"(2.25, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.827272727272727)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.375)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:51.050375,"(2.25, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.827272727272727)","(20.0, 99999, 99990)","(10.0, 14.0, 13.142857142857142)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.375)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:52.759768,"(2.25, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.84)","(20.0, 99999, 99990)","(10.0, 14.0, 13.454545454545455)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.375)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:54.417735,"(2.25, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.84)","(20.0, 99999, 99990)","(10.0, 14.0, 13.454545454545455)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.375)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:56.089642,"(2.25, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.84)","(20.0, 99999, 99990)","(10.0, 14.0, 13.454545454545455)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.1875)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:57.665745,"(2.25, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.84)","(20.0, 99999, 99990)","(10.0, 14.0, 13.454545454545455)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.1875)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:56:59.331759,"(2.25, 99999, 99990)","(101.0, 170.0, 162.5)","(4.4, 6.4, 5.84)","(20.0, 99999, 99990)","(10.0, 14.0, 13.454545454545455)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.1875)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:57:01.147120,"(2.25, 99999, 99990)","(101.0, 170.0, 166.25)","(4.4, 6.4, 5.84)","(20.0, 99999, 99990)","(10.0, 14.0, 13.454545454545455)","(21.0, 99999, 99990)","(101.0, 150.0, 112.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.1875)","(101.0, 210.0, 176.66666666666669)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:57:02.900225,"(2.25, 99999, 99990)","(101.0, 170.0, 166.25)","(4.4, 6.4, 5.84)","(20.0, 99999, 99990)","(10.0, 14.0, 13.454545454545455)","(21.0, 99999, 99990)","(101.0, 150.0, 141.76470588235293)","(71.0, 99999, 99990)","(13.0, 17.5, 16.375)","(101.0, 210.0, 178.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:57:04.909006,"(2.25, 99999, 99990)","(101.0, 170.0, 166.25)","(4.4, 6.4, 6.177272727272728)","(20.0, 99999, 99990)","(10.0, 14.0, 13.454545454545455)","(21.0, 99999, 99990)","(101.0, 150.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.5, 16.1875)","(101.0, 210.0, 178.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 19:57:06.789735,"(2.25, 99999, 99990)","(101.0, 170.0, 166.25)","(4.4, 6.4, 5.890909090909091)","(20.0, 99999, 99990)","(10.0, 14.0, 13.454545454545455)","(21.0, 99999, 99990)","(101.0, 150.0, 117.5)","(71.0, 99999, 99990)","(13.0, 17.5, 16.5)","(101.0, 210.0, 178.0)","(4.0, 99999, 99990)","(101.0, 99999, 99990)"
