,Inner Light,Three Putt Par,Tobias,Georges Luck,Jens Sapphire,Sketchy In By,Angry Firestorm,Zsa Zsa Express
11-01-2023 11:11:30.063576,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:31.098277,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:32.152193,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:33.201457,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:34.199718,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:35.205817,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:36.222299,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:37.267643,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:38.292377,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:39.311878,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:40.396972,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:41.525884,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:42.577986,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:43.732818,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:44.817542,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:45.883112,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:46.933895,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:47.962507,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:49.040776,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:50.036692,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:51.092776,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:52.052124,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:53.063227,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:11:54.052434,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 18.6875)"
11-01-2023 11:11:55.062090,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:11:56.043438,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:11:57.128243,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:11:58.280145,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:11:59.315852,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:00.383727,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:01.440708,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:02.488265,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:03.493010,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:04.554467,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:05.605781,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:06.664322,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:07.753627,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:08.770742,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:09.805942,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:10.816111,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.75)"
11-01-2023 11:12:11.826364,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 23.0, 18.65833333333333)"
11-01-2023 11:12:12.829315,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.65833333333333)"
11-01-2023 11:12:13.835778,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.65833333333333)"
11-01-2023 11:12:14.819717,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:15.831325,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:16.848997,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:17.852180,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:18.897108,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:19.982623,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:21.031373,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:22.072349,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:23.145129,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:24.223003,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:25.289342,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:26.388641,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:27.549809,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:28.653491,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:29.816254,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:30.911164,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:32.032360,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:33.113746,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:34.212791,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:35.319212,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:36.393121,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:37.503457,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:38.567197,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:39.649459,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:40.672283,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:41.784857,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:42.819879,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:43.850115,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:44.898070,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:46.019134,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:47.108968,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:48.186937,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:49.278044,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:50.384168,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:51.489818,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
11-01-2023 11:12:52.529091,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 117.77777777777777)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 30.958333333333336)","(9.0, 19.5, 18.813333333333333)"
