,Inner Light,Three Putt Par,Tobias,Georges Luck,Jens Sapphire,Sketchy In By,Angry Firestorm,Zsa Zsa Express
11-01-2023 11:08:04.810748,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:05.960827,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:07.157933,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:08.275666,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:09.593362,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:10.778118,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:11.878473,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:13.075066,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:14.226261,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:15.315979,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:16.452934,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:17.636526,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:18.762183,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:19.905222,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:20.985734,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:22.127293,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:23.234590,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:24.359147,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:25.533566,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:26.628963,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:27.684148,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:28.766014,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:29.877075,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:30.940059,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:32.115720,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:33.259583,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:34.347315,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:35.574416,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:36.713124,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:37.757713,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:38.813320,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:39.846770,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:40.879361,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:41.946613,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:43.019933,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:44.128873,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:45.164641,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:46.190795,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:47.384300,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:48.501525,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:49.591138,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:50.684265,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:51.815668,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:53.093540,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:54.154454,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:55.177312,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:56.190326,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:57.370474,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:58.684136,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:08:59.845202,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:00.935630,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:02.065162,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:03.163355,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:04.282412,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:05.397181,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:06.531409,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:08.299196,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:09.480225,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:10.650142,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:11.811255,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:12.915246,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:14.010100,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:15.168882,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:16.464117,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:17.641178,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:18.777970,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:19.926186,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:21.066962,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:22.197895,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:23.328042,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:24.429542,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:25.525380,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:26.765175,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:27.947064,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:29.116849,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:30.247095,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:31.386299,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
11-01-2023 11:09:32.478427,"(1.4, 1.9, 1.664705882352941)","(20.0, 65.0, 57.241379310344826)","(7.5, 16.0, 10.666666666666666)","(19.0, 55.0, 49.193548387096776)","(31.0, 220.0, 127.0)","(7.0, 13.5, 13.335443037974683)","(15.0, 42.0, 38.44736842105263)","(9.0, 23.0, 19.36842105263158)"
