,Joe Gem,Black Eyed Peas,After Hours,Lucretia Ann,Dr Jaylen,Aston Director,Madalia Patch,Billy Bob Jordan
11-01-2023 19:54:55.564512,"(1.5, 2.0, 1.6733333333333333)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.541666666666668)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:54:56.850670,"(1.5, 2.0, 1.6733333333333333)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:54:58.099735,"(1.5, 2.0, 1.6733333333333333)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:54:59.288346,"(1.5, 2.0, 1.6733333333333333)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.41)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:00.447714,"(1.5, 2.0, 1.6733333333333333)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:01.478610,"(1.5, 2.0, 1.6733333333333333)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.541666666666668)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:02.561974,"(1.5, 2.0, 1.6733333333333333)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.41)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:03.726058,"(1.5, 2.0, 1.6733333333333333)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.541666666666668)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:04.935381,"(1.5, 2.0, 1.6733333333333333)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 10.714285714285715)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:06.227402,"(1.5, 2.0, 1.6384615384615384)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.345454545454546)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 10.350000000000001)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:07.478633,"(1.5, 2.0, 1.6384615384615384)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.969999999999999)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 10.350000000000001)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:08.679382,"(1.5, 2.0, 1.6733333333333333)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 13.791304347826088)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:09.772910,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.541666666666668)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:10.957407,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.541666666666668)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:12.214394,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:13.472982,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.541666666666668)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:14.742888,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:15.996755,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.41)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:17.153659,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.41)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:18.197681,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:19.273941,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.41)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:20.443393,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.41)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:21.580730,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.41)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:22.756294,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:23.755540,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.541666666666668)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:24.825899,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.541666666666668)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:25.898334,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:27.113999,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:28.292759,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:29.472280,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:30.556186,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.541666666666668)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:31.596903,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.541666666666668)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:32.754184,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:33.982574,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 11.541666666666668)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:35.219596,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:36.367771,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.69)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:37.565181,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.41)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:38.688960,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 10.41)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:39.834105,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 54.285714285714285)","(8.0, 16.5, 13.791304347826088)","(19.0, 75.0, 36.42857142857143)","(9.0, 17.5, 9.0125)","(19.0, 55.0, 35.27777777777778)","(7.0, 13.5, 11.953846153846154)","(8.0, 16.5, 9.557142857142857)"
11-01-2023 19:55:40.963623,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 46.4)","(8.0, 16.5, 10.83)","(19.0, 75.0, 50.45454545454545)","(9.0, 17.5, 11.971428571428572)","(19.0, 55.0, 29.18181818181818)","(7.0, 13.5, 11.333333333333332)","(8.0, 16.5, 9.92)"
11-01-2023 19:55:42.192418,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 10.83)","(19.0, 75.0, 50.45454545454545)","(9.0, 17.0, 10.120000000000001)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 10.350000000000001)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:43.367052,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 10.83)","(19.0, 75.0, 50.45454545454545)","(9.0, 17.0, 10.120000000000001)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 10.350000000000001)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:44.492030,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 10.83)","(19.0, 75.0, 48.0)","(9.0, 17.0, 11.971428571428572)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 8.925)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:45.496829,"(1.5, 2.0, 1.623076923076923)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 9.5875)","(19.0, 75.0, 48.0)","(9.0, 17.0, 11.971428571428572)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 8.925)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:46.811549,"(1.5, 1.98, 1.5642307692307693)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 9.728571428571428)","(19.0, 75.0, 50.45454545454545)","(9.0, 17.0, 11.971428571428572)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 8.925)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:48.053425,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 9.728571428571428)","(19.0, 75.0, 50.45454545454545)","(9.0, 17.0, 10.28)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 8.925)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:49.441249,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 9.728571428571428)","(19.0, 75.0, 50.45454545454545)","(9.0, 17.0, 10.28)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 8.925)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:50.774104,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 9.728571428571428)","(19.0, 75.0, 50.45454545454545)","(9.0, 17.0, 10.28)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 8.925)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:51.938981,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 9.728571428571428)","(19.0, 75.0, 50.45454545454545)","(9.0, 17.0, 10.28)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 8.925)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:53.114610,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 9.728571428571428)","(19.0, 75.0, 50.45454545454545)","(9.0, 17.0, 10.28)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 8.925)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:54.357879,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.366666666666667)","(19.0, 75.0, 50.45454545454545)","(9.0, 17.0, 10.28)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 10.55)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:55.661118,"(1.5, 1.98, 1.5671794871794873)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 17.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:56.914960,"(1.5, 1.98, 1.5655263157894737)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:58.112901,"(1.5, 1.98, 1.5655263157894737)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:55:59.458864,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:00.707157,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:01.847045,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:02.929280,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:04.061653,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:05.230585,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:06.391229,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:07.489847,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:08.602987,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:10.051987,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:11.215352,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:12.448415,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.48)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:13.836718,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 12.399999999999999)","(19.0, 55.0, 31.333333333333336)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:15.057021,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 48.0)","(9.0, 18.0, 10.32)","(19.0, 55.0, 29.18181818181818)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:16.252431,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 67.42857142857143)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.32)","(19.0, 55.0, 35.785714285714285)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:17.596547,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 40.0)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 10.32)","(19.0, 48.0, 35.785714285714285)","(7.0, 13.5, 11.79)","(8.0, 16.0, 9.92)"
11-01-2023 19:56:18.678148,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 40.0)","(8.0, 16.5, 11.5)","(19.0, 75.0, 50.45454545454545)","(9.0, 18.0, 11.6)","(19.0, 48.0, 35.785714285714285)","(7.0, 13.5, 11.79)","(8.0, 16.0, 10.933333333333334)"
11-01-2023 19:56:19.834369,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 40.0)","(8.0, 16.5, 10.242857142857142)","(19.0, 75.0, 30.833333333333336)","(9.0, 18.0, 11.6)","(19.0, 48.0, 27.0)","(7.0, 13.5, 9.375)","(8.0, 16.0, 10.933333333333334)"
11-01-2023 19:56:20.993045,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 40.0)","(8.0, 16.5, 10.242857142857142)","(19.0, 75.0, 30.833333333333336)","(9.0, 18.0, 11.6)","(19.0, 48.0, 27.0)","(7.0, 13.5, 9.375)","(8.0, 16.0, 10.933333333333334)"
11-01-2023 19:56:22.181422,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 40.0)","(8.0, 16.5, 10.242857142857142)","(19.0, 75.0, 30.833333333333336)","(9.0, 18.0, 11.6)","(19.0, 48.0, 27.0)","(7.0, 13.5, 9.375)","(8.0, 16.0, 10.933333333333334)"
11-01-2023 19:56:23.393704,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 40.0)","(8.0, 16.5, 10.242857142857142)","(19.0, 75.0, 30.833333333333336)","(9.0, 18.0, 11.6)","(19.0, 48.0, 27.0)","(7.0, 13.5, 9.375)","(8.0, 16.0, 10.933333333333334)"
11-01-2023 19:56:24.786900,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 40.0)","(8.0, 16.5, 10.242857142857142)","(19.0, 75.0, 30.833333333333336)","(9.0, 18.0, 11.6)","(19.0, 48.0, 27.0)","(7.0, 13.5, 9.375)","(8.0, 16.0, 10.933333333333334)"
11-01-2023 19:56:26.116029,"(1.5, 1.98, 1.5471052631578948)","(31.0, 120.0, 40.0)","(8.0, 16.5, 10.242857142857142)","(19.0, 75.0, 30.833333333333336)","(9.0, 18.0, 11.6)","(19.0, 48.0, 27.0)","(7.0, 13.5, 9.375)","(8.0, 16.0, 10.933333333333334)"
11-01-2023 19:56:27.345823,"(1.5, 1.98, 1.5448648648648649)","(31.0, 120.0, 40.0)","(8.0, 16.5, 10.242857142857142)","(19.0, 75.0, 30.833333333333336)","(9.0, 18.0, 11.6)","(19.0, 48.0, 27.0)","(7.0, 13.5, 9.375)","(8.0, 16.0, 10.933333333333334)"
11-01-2023 19:56:28.631061,"(1.5, 1.95, 1.5916666666666668)","(31.0, 120.0, 40.0)","(8.0, 16.5, 10.242857142857142)","(19.0, 75.0, 30.833333333333336)","(9.0, 18.0, 11.6)","(19.0, 48.0, 27.0)","(7.0, 13.5, 9.375)","(8.0, 16.0, 10.933333333333334)"
11-01-2023 19:56:30.241103,"(1.5, 1.95, 1.5916666666666668)","(31.0, 120.0, 40.0)","(8.0, 16.5, 10.242857142857142)","(19.0, 75.0, 30.833333333333336)","(9.0, 18.0, 11.6)","(19.0, 48.0, 27.0)","(7.0, 13.5, 9.375)","(8.0, 16.0, 10.933333333333334)"
11-01-2023 19:56:31.564794,"(1.5, 1.95, 1.5916666666666668)","(31.0, 120.0, 40.0)","(8.0, 16.5, 10.242857142857142)","(19.0, 75.0, 30.833333333333336)","(9.0, 18.0, 11.6)","(19.0, 48.0, 27.0)","(7.0, 13.5, 9.375)","(8.0, 16.0, 10.933333333333334)"
11-01-2023 19:56:32.863136,"(1.5, 1.95, 1.557391304347826)","(31.0, 120.0, 40.0)","(8.0, 16.5, 10.242857142857142)","(19.0, 75.0, 30.833333333333336)","(9.0, 18.0, 11.6)","(19.0, 48.0, 27.0)","(7.0, 13.5, 9.375)","(8.0, 16.0, 10.933333333333334)"
