,Werina Express,Herculean Zeal,Slick Town,Dont Tell Helen,Darryls Girl,Book Of Love,Rochill Amy,Bernie Boom
11-01-2023 14:47:09.898650,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:11.228276,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:12.553094,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:13.904554,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:15.233210,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:16.612724,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:17.975753,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:19.267128,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:20.553470,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:21.874115,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:23.079617,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:24.346994,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:25.640433,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:26.918434,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:28.178755,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:29.493502,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:30.764945,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:32.044098,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:33.297642,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:34.537267,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:35.832733,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:37.160129,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:38.484612,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:39.855841,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:41.257269,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:42.580213,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:43.938572,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:45.336216,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:46.737234,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:48.054115,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:49.380985,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:50.765759,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.9176)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:52.102720,"(2.9, 8.2, 5.21111111111111)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.8962499999999998)","(5.0, 9.0, 5.64)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:53.475020,"(2.9, 8.2, 4.85)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.8962499999999998)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:54.836580,"(2.9, 8.2, 4.85)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.8962499999999998)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:56.186661,"(2.9, 8.2, 4.85)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.8962499999999998)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:57.609488,"(2.9, 8.2, 4.8374999999999995)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.8962499999999998)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:47:58.915480,"(2.9, 8.2, 4.8374999999999995)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.8962499999999998)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:00.280675,"(2.9, 8.2, 4.8374999999999995)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:01.641181,"(2.9, 8.2, 4.8374999999999995)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:03.034781,"(2.9, 8.2, 4.8374999999999995)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:04.436794,"(2.9, 8.2, 4.8374999999999995)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:05.820322,"(2.9, 8.2, 4.8374999999999995)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:07.221563,"(2.9, 8.2, 4.8374999999999995)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:08.549674,"(2.9, 8.2, 4.8374999999999995)","(21.0, 210.0, 178.16666666666666)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 7.133333333333333)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.9)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:09.910523,"(2.9, 8.2, 6.705)","(21.0, 210.0, 182.71428571428572)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 211.58333333333331)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:11.209723,"(2.9, 8.0, 6.705)","(21.0, 210.0, 182.71428571428572)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 211.58333333333331)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:12.551558,"(2.9, 8.4, 4.494)","(21.0, 210.0, 182.71428571428572)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 211.58333333333331)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:13.924521,"(2.9, 8.4, 4.494)","(21.0, 210.0, 178.08333333333334)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 350.0, 242.66666666666666)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:15.234978,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 350.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:16.556200,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:17.943053,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:19.282280,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:20.625935,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:21.994159,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:23.417117,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:24.936737,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:26.546305,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:28.081423,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:29.879973,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:31.604477,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:32.963607,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:34.267353,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:35.688405,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 252.8)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:37.073598,"(2.9, 8.4, 4.494)","(21.0, 210.0, 178.08333333333334)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 310.0, 241.33333333333334)","(15.0, 160.0, 110.83333333333333)"
11-01-2023 14:48:38.434536,"(2.9, 8.4, 4.494)","(21.0, 210.0, 146.16666666666669)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.7)","(31.0, 350.0, 261.0)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:39.785107,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 203.7)","(31.0, 340.0, 261.0)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:41.346150,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:42.997612,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:44.455405,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:45.968609,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:47.386079,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:48.733264,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:50.028889,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:51.348722,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:52.680748,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:53.976290,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:55.329293,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:56.605307,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:57.884091,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:48:59.219935,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:49:00.673338,"(2.9, 8.4, 4.494)","(21.0, 210.0, 178.08333333333334)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 241.33333333333334)","(15.0, 160.0, 130.5)"
11-01-2023 14:49:02.067755,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 350.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:49:03.456056,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
11-01-2023 14:49:04.863376,"(2.9, 8.4, 4.494)","(21.0, 210.0, 155.28571428571428)","(2.8, 3.85, 2.87875)","(5.0, 9.0, 6.266666666666667)","(4.2, 7.0, 4.857142857142857)","(21.0, 250.0, 134.5)","(31.0, 340.0, 276.8)","(15.0, 160.0, 130.5)"
