,Diamond Georgio,Homebush Archie,Off Grid,Barber Cubed,Opawa Barns,Goldstar Portia,Adobe Derulo,Amuri Andy
12-01-2023 13:48:34.009559,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 27.055555555555557)","(12.0, 16.0, 15.930232558139535)","(14.0, 28.0, 25.8)","(4.0, 5.7, 4.914285714285714)","(4.4, 8.4, 8.296551724137931)","(9.0, 21.0, 11.137931034482758)","(8.5, 12.5, 12.084615384615384)"
12-01-2023 13:48:35.338608,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 22.05)","(12.0, 16.0, 15.01923076923077)","(14.0, 28.0, 25.375)","(4.0, 5.6, 4.861538461538461)","(4.4, 8.4, 7.466666666666667)","(9.0, 21.0, 11.137931034482758)","(8.5, 12.5, 12.084615384615384)"
12-01-2023 13:48:36.543174,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 22.05)","(12.0, 15.5, 14.693548387096774)","(14.0, 28.0, 25.375)","(4.0, 5.6, 4.861538461538461)","(4.4, 8.4, 8.120000000000001)","(9.0, 21.0, 11.137931034482758)","(8.5, 12.5, 12.084615384615384)"
12-01-2023 13:48:37.721152,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 22.05)","(12.0, 15.5, 14.693548387096774)","(14.0, 28.0, 25.375)","(4.0, 5.6, 4.861538461538461)","(4.4, 8.4, 8.120000000000001)","(9.0, 21.0, 11.137931034482758)","(8.5, 12.5, 12.084615384615384)"
12-01-2023 13:48:38.854473,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 22.05)","(12.0, 15.5, 14.693548387096774)","(14.0, 28.0, 26.833333333333336)","(4.0, 5.6, 4.861538461538461)","(4.4, 8.4, 7.95)","(9.0, 21.0, 11.137931034482758)","(8.5, 12.5, 11.59090909090909)"
12-01-2023 13:48:40.025667,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 22.05)","(12.0, 15.5, 14.693548387096774)","(14.0, 28.0, 26.833333333333336)","(4.0, 5.6, 4.861538461538461)","(4.4, 8.4, 8.207142857142857)","(9.0, 21.0, 11.137931034482758)","(8.5, 12.5, 11.666666666666666)"
12-01-2023 13:48:41.299816,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 22.05)","(12.0, 15.5, 14.693548387096774)","(14.0, 28.0, 26.833333333333336)","(4.0, 5.6, 4.87)","(4.4, 8.4, 8.22)","(9.0, 21.0, 11.137931034482758)","(8.5, 12.5, 11.666666666666666)"
12-01-2023 13:48:42.407962,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 22.05)","(12.0, 15.5, 14.693548387096774)","(14.0, 28.0, 26.833333333333336)","(4.0, 5.5, 4.841176470588235)","(4.4, 8.4, 8.22)","(9.0, 21.0, 12.333333333333334)","(8.5, 12.5, 11.666666666666666)"
12-01-2023 13:48:43.596097,"(2.7, 3.25, 3.1441176470588235)","(16.0, 27.0, 23.379310344827587)","(12.0, 15.5, 14.693548387096774)","(14.0, 28.0, 27.522727272727273)","(4.0, 5.5, 4.95)","(4.4, 8.4, 8.23125)","(9.0, 21.0, 13.735294117647058)","(8.5, 12.5, 11.666666666666666)"
12-01-2023 13:48:44.833980,"(2.7, 3.25, 3.1441176470588235)","(16.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 26.333333333333336)","(4.0, 5.4, 4.846153846153846)","(4.4, 8.4, 8.23125)","(9.0, 21.0, 14.324324324324325)","(8.5, 12.5, 11.166666666666666)"
12-01-2023 13:48:45.913753,"(2.7, 3.25, 3.1441176470588235)","(16.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 26.333333333333336)","(4.0, 5.4, 4.833333333333333)","(4.4, 8.4, 7.533333333333333)","(9.0, 21.0, 14.324324324324325)","(8.5, 12.5, 10.863636363636363)"
12-01-2023 13:48:47.026133,"(2.7, 3.25, 3.1441176470588235)","(16.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 25.625)","(4.0, 5.4, 4.824)","(4.4, 8.4, 8.2)","(9.0, 21.0, 15.028571428571428)","(8.5, 12.5, 11.166666666666666)"
12-01-2023 13:48:48.157548,"(2.7, 3.25, 3.1441176470588235)","(16.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 25.0)","(4.0, 5.4, 4.824)","(4.4, 8.4, 7.6000000000000005)","(9.0, 21.0, 15.028571428571428)","(8.5, 12.5, 10.863636363636363)"
12-01-2023 13:48:49.323316,"(2.7, 3.25, 3.1441176470588235)","(16.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 26.5)","(4.0, 5.4, 4.822727272727272)","(4.4, 8.4, 7.2)","(9.0, 21.0, 15.028571428571428)","(8.5, 12.5, 11.166666666666666)"
12-01-2023 13:48:50.452880,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 26.0)","(4.0, 5.3, 4.822727272727272)","(4.4, 8.4, 8.233333333333334)","(9.0, 21.0, 15.028571428571428)","(8.5, 12.5, 11.772727272727273)"
12-01-2023 13:48:51.595139,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 26.0)","(4.0, 5.3, 4.844444444444444)","(4.4, 8.4, 8.233333333333334)","(9.0, 21.0, 15.028571428571428)","(8.5, 12.5, 11.375)"
12-01-2023 13:48:52.807630,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 25.75)","(4.0, 5.2, 4.833333333333333)","(4.4, 8.4, 8.233333333333334)","(9.0, 21.0, 17.63888888888889)","(8.5, 12.5, 11.772727272727273)"
12-01-2023 13:48:53.945557,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 25.75)","(4.0, 5.2, 4.823529411764706)","(4.4, 8.4, 8.233333333333334)","(9.0, 20.0, 17.63888888888889)","(8.5, 12.5, 11.772727272727273)"
12-01-2023 13:48:54.974877,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 25.75)","(4.0, 5.2, 4.816666666666666)","(4.4, 8.4, 8.233333333333334)","(9.0, 20.0, 13.333333333333334)","(8.5, 12.5, 11.375)"
12-01-2023 13:48:56.037614,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 26.9375)","(4.0, 5.1, 4.816666666666666)","(4.4, 8.4, 8.233333333333334)","(9.0, 20.0, 15.3125)","(8.5, 12.5, 11.772727272727273)"
12-01-2023 13:48:57.206275,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 24.0)","(4.0, 5.1, 4.816666666666666)","(4.4, 8.4, 8.233333333333334)","(9.0, 20.0, 17.65625)","(8.5, 12.5, 11.772727272727273)"
12-01-2023 13:48:58.261311,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 24.0)","(4.0, 5.1, 4.816666666666666)","(4.4, 8.4, 8.233333333333334)","(9.0, 20.0, 17.65625)","(8.5, 12.5, 11.772727272727273)"
12-01-2023 13:48:59.372453,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 27.5)","(4.0, 5.0, 4.85)","(4.4, 8.4, 8.233333333333334)","(9.0, 20.0, 17.65625)","(8.5, 12.5, 11.772727272727273)"
12-01-2023 13:49:00.479896,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 27.5)","(4.0, 5.0, 4.822222222222222)","(4.4, 8.4, 8.3)","(9.0, 20.0, 17.65625)","(8.5, 12.5, 11.772727272727273)"
12-01-2023 13:49:01.616205,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 27.5)","(4.0, 5.0, 4.815384615384615)","(4.4, 8.4, 8.324242424242424)","(9.0, 20.0, 17.65625)","(8.5, 12.5, 11.375)"
12-01-2023 13:49:02.712412,"(2.7, 3.25, 3.13)","(17.0, 27.0, 20.28)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 27.5)","(4.0, 5.0, 4.811111111111111)","(4.4, 8.4, 8.310714285714287)","(9.0, 20.0, 15.161290322580644)","(8.5, 12.5, 12.0)"
12-01-2023 13:49:03.880354,"(2.7, 3.25, 3.1375)","(17.0, 27.0, 20.333333333333332)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 27.5)","(4.0, 5.0, 4.810526315789473)","(4.4, 8.4, 8.310714285714287)","(9.0, 20.0, 15.161290322580644)","(8.5, 12.5, 11.919354838709678)"
12-01-2023 13:49:05.065192,"(2.7, 3.25, 3.1375)","(17.0, 27.0, 20.333333333333332)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 26.857142857142858)","(4.0, 5.0, 4.810526315789473)","(4.4, 8.4, 8.133333333333333)","(9.0, 20.0, 17.633333333333333)","(8.5, 12.5, 12.192307692307693)"
12-01-2023 13:49:06.220843,"(2.7, 3.2, 3.155555555555556)","(17.0, 26.0, 21.0)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 26.25)","(4.0, 5.0, 4.810526315789473)","(4.4, 8.4, 8.258823529411766)","(9.0, 19.5, 17.633333333333333)","(8.5, 12.5, 12.029411764705882)"
12-01-2023 13:49:07.341224,"(2.7, 3.2, 3.1714285714285717)","(17.0, 26.0, 20.857142857142858)","(12.0, 15.5, 14.71875)","(14.0, 28.0, 27.6)","(4.0, 5.0, 4.810526315789473)","(4.4, 8.4, 8.258823529411766)","(9.0, 19.5, 17.633333333333333)","(8.5, 12.5, 11.681818181818182)"
12-01-2023 13:49:08.531919,"(2.7, 3.25, 3.1576923076923076)","(17.0, 26.0, 23.705882352941174)","(12.0, 15.5, 14.71875)","(14.0, 32.0, 28.727272727272727)","(4.0, 5.0, 4.810526315789473)","(4.4, 8.4, 8.258823529411766)","(9.0, 19.5, 17.633333333333333)","(8.5, 12.5, 12.029411764705882)"
12-01-2023 13:49:09.800836,"(2.7, 3.25, 3.1576923076923076)","(17.0, 26.0, 23.705882352941174)","(12.0, 15.5, 14.71875)","(14.0, 32.0, 27.285714285714285)","(4.0, 5.0, 4.542857142857144)","(4.4, 8.4, 7.8500000000000005)","(9.0, 19.5, 17.633333333333333)","(8.5, 12.5, 11.642857142857142)"
12-01-2023 13:49:10.823751,"(2.7, 3.25, 3.1576923076923076)","(17.0, 26.0, 23.705882352941174)","(12.0, 15.5, 14.71875)","(14.0, 32.0, 27.285714285714285)","(4.0, 4.9, 4.466666666666667)","(4.4, 8.4, 8.2)","(9.0, 19.5, 17.633333333333333)","(8.5, 12.5, 11.59090909090909)"
12-01-2023 13:49:11.840623,"(2.7, 3.25, 3.1576923076923076)","(17.0, 26.0, 21.43243243243243)","(12.0, 15.5, 14.71875)","(14.0, 32.0, 29.642857142857142)","(4.0, 4.9, 4.4222222222222225)","(4.4, 8.4, 8.2)","(9.0, 19.5, 17.633333333333333)","(8.5, 12.5, 11.911764705882353)"
12-01-2023 13:49:12.862007,"(2.7, 3.25, 3.1576923076923076)","(17.0, 26.0, 21.43243243243243)","(12.0, 15.5, 14.71875)","(14.0, 32.0, 30.625)","(4.0, 4.8, 4.421052631578948)","(4.4, 8.4, 8.2)","(9.0, 19.5, 17.633333333333333)","(8.5, 12.5, 11.59090909090909)"
12-01-2023 13:49:14.108741,"(2.7, 3.25, 3.1576923076923076)","(17.0, 26.0, 21.43243243243243)","(12.0, 15.5, 14.71875)","(14.0, 32.0, 30.565217391304348)","(4.0, 4.8, 4.421052631578948)","(4.4, 8.4, 8.033333333333333)","(9.0, 19.5, 17.633333333333333)","(8.5, 12.5, 11.911764705882353)"
12-01-2023 13:49:15.281228,"(2.7, 3.25, 3.1576923076923076)","(17.0, 26.0, 21.43243243243243)","(12.0, 15.5, 14.71875)","(14.0, 32.0, 30.565217391304348)","(4.0, 4.8, 4.421052631578948)","(4.4, 8.4, 8.329032258064515)","(9.0, 19.5, 17.633333333333333)","(8.5, 12.5, 11.911764705882353)"
12-01-2023 13:49:16.458535,"(2.7, 3.2, 3.158823529411765)","(17.0, 26.0, 21.43243243243243)","(12.0, 15.5, 14.71875)","(14.0, 32.0, 30.565217391304348)","(4.0, 4.8, 4.421052631578948)","(4.4, 8.4, 8.033333333333333)","(9.0, 19.5, 15.461538461538462)","(8.5, 12.5, 11.59090909090909)"
12-01-2023 13:49:17.728489,"(2.7, 3.2, 3.158823529411765)","(16.0, 26.0, 21.43243243243243)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.565217391304348)","(3.8, 4.8, 4.421052631578948)","(4.6, 8.4, 7.4)","(10.0, 19.5, 14.63888888888889)","(8.5, 12.5, 11.911764705882353)"
12-01-2023 13:49:18.968474,"(2.6, 3.2, 3.158823529411765)","(16.0, 26.0, 21.43243243243243)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.565217391304348)","(3.8, 4.8, 4.421052631578948)","(4.6, 8.4, 7.733333333333333)","(10.0, 19.5, 14.63888888888889)","(8.5, 12.5, 11.911764705882353)"
12-01-2023 13:49:20.173461,"(2.6, 3.2, 3.158823529411765)","(16.0, 26.0, 21.43243243243243)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.565217391304348)","(3.8, 4.8, 4.427272727272728)","(4.6, 8.4, 8.246153846153847)","(10.0, 19.5, 14.63888888888889)","(8.5, 12.5, 11.59090909090909)"
12-01-2023 13:49:21.271203,"(2.6, 3.2, 3.158823529411765)","(16.0, 26.0, 21.43243243243243)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.565217391304348)","(3.8, 4.7, 4.414285714285715)","(4.6, 8.4, 7.95)","(10.0, 19.5, 14.63888888888889)","(8.5, 12.5, 11.911764705882353)"
12-01-2023 13:49:22.385081,"(2.6, 3.2, 3.158823529411765)","(16.0, 26.0, 22.38095238095238)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.7, 4.4363636363636365)","(4.6, 8.4, 8.2)","(10.0, 19.5, 14.63888888888889)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:23.602369,"(2.6, 3.2, 3.1476190476190475)","(16.0, 25.0, 23.625)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.466666666666667)","(4.6, 8.4, 7.866666666666667)","(10.0, 19.5, 14.63888888888889)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:24.760425,"(2.6, 3.2, 3.158823529411765)","(16.0, 24.0, 23.625)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.4, 8.305263157894737)","(10.0, 19.5, 15.904761904761905)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:25.873232,"(2.6, 3.2, 3.158823529411765)","(16.0, 24.0, 23.59090909090909)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.4, 8.305263157894737)","(10.0, 19.0, 14.806451612903226)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:26.895248,"(2.6, 3.2, 3.158823529411765)","(16.0, 24.0, 23.59090909090909)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.4, 8.305263157894737)","(10.0, 19.0, 14.806451612903226)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:27.973034,"(2.6, 3.2, 3.158823529411765)","(16.0, 24.0, 23.59090909090909)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.4, 8.2875)","(10.0, 19.0, 14.806451612903226)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:29.002990,"(2.6, 3.2, 3.158823529411765)","(16.0, 24.0, 23.59090909090909)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.4, 8.2875)","(10.0, 19.0, 14.806451612903226)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:30.076804,"(2.6, 3.2, 3.158823529411765)","(16.0, 24.0, 23.59090909090909)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.4, 8.2875)","(10.0, 19.0, 16.38235294117647)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:31.469622,"(2.6, 3.2, 3.158823529411765)","(16.0, 24.0, 21.642857142857142)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.4, 8.330769230769231)","(10.0, 18.5, 16.166666666666668)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:32.628224,"(2.6, 3.2, 3.158823529411765)","(16.0, 24.0, 21.642857142857142)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.4, 7.697560975609756)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:33.737831,"(2.6, 3.2, 3.158823529411765)","(16.0, 24.0, 20.951612903225808)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.4, 7.933333333333333)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:34.927099,"(2.6, 3.2, 3.158823529411765)","(16.0, 24.0, 21.046875)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:35.990250,"(2.6, 3.2, 3.158823529411765)","(16.0, 24.0, 21.046875)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:37.491094,"(2.6, 3.2, 3.1576923076923076)","(16.0, 24.0, 21.046875)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:38.973102,"(2.6, 3.25, 3.1517241379310343)","(16.0, 24.0, 21.046875)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:40.353656,"(2.6, 3.25, 3.155555555555556)","(16.0, 24.0, 21.046875)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:41.610954,"(2.6, 3.2, 3.155555555555556)","(16.0, 24.0, 21.046875)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:42.842819,"(2.6, 3.2, 3.155555555555556)","(16.0, 24.0, 21.046875)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:43.892023,"(2.6, 3.2, 3.155555555555556)","(16.0, 23.0, 22.192307692307693)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:44.907987,"(2.6, 3.2, 3.155555555555556)","(16.0, 23.0, 20.560606060606062)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:46.018642,"(2.6, 3.2, 3.155555555555556)","(16.0, 23.0, 20.666666666666668)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:47.074801,"(2.6, 3.2, 3.155555555555556)","(16.0, 23.0, 20.666666666666668)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:48.112660,"(2.6, 3.2, 3.155555555555556)","(16.0, 23.0, 20.666666666666668)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:49.293312,"(2.6, 3.2, 3.155555555555556)","(16.0, 23.0, 20.666666666666668)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:50.432333,"(2.6, 3.2, 3.155555555555556)","(16.0, 23.0, 20.666666666666668)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.42)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:51.743366,"(2.6, 3.2, 3.155555555555556)","(16.0, 23.0, 20.666666666666668)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.8, 4.6, 4.289655172413792)","(4.6, 8.2, 8.138461538461538)","(10.0, 18.5, 14.236842105263158)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:52.951030,"(2.7, 3.2, 3.155555555555556)","(17.0, 23.0, 21.40909090909091)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.9, 4.6, 4.366666666666666)","(4.8, 8.2, 8.138461538461538)","(10.0, 18.5, 14.346153846153847)","(8.5, 12.5, 11.571428571428571)"
12-01-2023 13:49:54.117484,"(2.7, 3.2, 3.155555555555556)","(17.0, 23.0, 21.40909090909091)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.9, 4.6, 4.366666666666666)","(4.8, 8.2, 8.138461538461538)","(10.0, 18.5, 14.346153846153847)","(8.5, 12.5, 11.571428571428571)"
12-01-2023 13:49:55.440283,"(2.7, 3.2, 3.155555555555556)","(17.0, 24.0, 23.7)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.9, 4.6, 4.366666666666666)","(4.8, 8.2, 8.123809523809523)","(10.0, 18.5, 14.346153846153847)","(8.5, 12.5, 11.571428571428571)"
12-01-2023 13:49:56.787730,"(2.7, 3.2, 3.155555555555556)","(17.0, 24.0, 25.545454545454547)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.9, 4.6, 4.366666666666666)","(4.8, 8.2, 7.991304347826087)","(10.0, 18.5, 14.346153846153847)","(8.5, 12.5, 11.46)"
12-01-2023 13:49:58.019399,"(2.7, 3.2, 3.155555555555556)","(17.0, 26.0, 25.642857142857142)","(12.0, 15.5, 14.71875)","(15.0, 32.0, 30.166666666666664)","(3.9, 4.6, 4.409090909090908)","(4.8, 8.2, 7.514285714285714)","(10.0, 18.5, 14.346153846153847)","(8.5, 12.5, 11.571428571428571)"
12-01-2023 13:49:59.321791,"(2.7, 3.2, 3.155555555555556)","(17.0, 26.0, 25.642857142857142)","(12.0, 15.5, 14.41025641025641)","(15.0, 32.0, 30.166666666666664)","(3.9, 4.6, 4.409090909090908)","(4.8, 8.2, 7.514285714285714)","(10.0, 18.5, 14.346153846153847)","(8.5, 12.5, 11.571428571428571)"
12-01-2023 13:50:00.531262,"(2.7, 3.2, 3.155555555555556)","(17.0, 26.0, 25.642857142857142)","(12.0, 15.5, 14.725490196078432)","(15.0, 32.0, 30.166666666666664)","(3.9, 4.6, 4.409090909090908)","(4.8, 8.2, 7.514285714285714)","(10.0, 18.5, 14.346153846153847)","(8.5, 12.5, 11.46)"
12-01-2023 13:50:01.630029,"(2.7, 3.2, 3.155555555555556)","(17.0, 26.0, 25.642857142857142)","(12.0, 15.0, 14.725490196078432)","(15.0, 32.0, 30.166666666666664)","(3.9, 4.6, 4.409090909090908)","(4.8, 8.2, 7.514285714285714)","(10.0, 18.5, 14.346153846153847)","(8.5, 12.5, 11.46)"
12-01-2023 13:50:02.667148,"(2.7, 3.2, 3.155555555555556)","(17.0, 26.0, 25.642857142857142)","(12.0, 15.0, 14.725490196078432)","(15.0, 32.0, 30.240000000000002)","(3.9, 4.6, 4.353191489361702)","(4.8, 8.2, 7.481632653061224)","(10.0, 18.5, 16.395833333333332)","(8.5, 12.5, 11.3125)"
12-01-2023 13:50:03.697048,"(2.7, 3.2, 3.155555555555556)","(17.0, 26.0, 25.642857142857142)","(12.0, 15.0, 14.75)","(15.0, 32.0, 30.240000000000002)","(3.9, 4.6, 4.353191489361702)","(4.8, 8.2, 7.594736842105263)","(10.0, 18.0, 16.240000000000002)","(8.5, 12.5, 11.3125)"
12-01-2023 13:50:04.814848,"(2.7, 3.2, 3.155555555555556)","(17.0, 26.0, 25.545454545454547)","(12.0, 15.0, 14.75)","(15.0, 32.0, 26.210526315789473)","(3.9, 4.6, 4.385185185185185)","(4.8, 8.0, 7.3875)","(10.0, 18.0, 15.870967741935484)","(8.5, 12.5, 11.348484848484848)"
12-01-2023 13:50:05.957707,"(2.7, 3.25, 3.1416666666666666)","(17.0, 26.0, 25.545454545454547)","(12.0, 15.0, 14.708333333333334)","(15.0, 32.0, 25.684210526315788)","(3.9, 4.6, 4.385185185185185)","(4.8, 8.0, 7.757142857142857)","(10.0, 18.0, 15.485714285714286)","(8.5, 12.5, 11.348484848484848)"
12-01-2023 13:50:07.265598,"(2.7, 3.25, 3.1416666666666666)","(17.0, 26.0, 25.545454545454547)","(12.0, 15.0, 14.472222222222221)","(16.0, 32.0, 23.692307692307693)","(3.9, 4.6, 4.385185185185185)","(5.0, 7.8, 7.353488372093023)","(10.0, 18.0, 15.743589743589745)","(8.5, 12.5, 11.348484848484848)"
12-01-2023 13:50:08.455500,"(2.7, 3.25, 3.1416666666666666)","(17.0, 26.0, 25.545454545454547)","(12.0, 15.0, 14.472222222222221)","(16.0, 32.0, 23.692307692307693)","(3.9, 4.6, 4.385185185185185)","(5.0, 7.8, 7.353488372093023)","(10.0, 18.0, 15.743589743589745)","(8.5, 12.5, 11.620000000000001)"
