,Secret Jack,Bee Gees Bandit,Star Writer,Arthur Lowe Nz,Crookwell Jake,Mr Kiwi Nz
09-01-2023 13:39:19.806225,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:20.834877,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:21.762901,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:22.748455,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:23.687634,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:24.605018,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:25.637624,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:26.684396,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:27.806514,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:28.876656,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:29.824529,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.880625)","(7.5, 99999, 99990)"
09-01-2023 13:39:30.694005,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:31.680345,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:32.662976,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:33.726068,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:34.706182,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:35.609803,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:36.549197,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:37.493959,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:38.458995,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:39.570136,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:40.834620,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:42.021119,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.880625)","(7.5, 99999, 99990)"
09-01-2023 13:39:43.106478,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:44.094579,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:45.188154,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:46.324557,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:47.387032,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:48.395487,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:49.394274,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:50.303518,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:51.319694,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:52.275775,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:53.300672,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:54.425028,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:55.514856,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:56.414350,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:57.411302,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:58.495209,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:39:59.530981,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:00.551202,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:01.602648,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:02.634623,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:03.720458,"(7.0, 10.5, 9.214285714285715)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:04.751439,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:05.636000,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:06.639166,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:07.714941,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:08.776759,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:09.731371,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:10.754068,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:11.786891,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:12.802404,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:13.805314,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:14.751490,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:15.826769,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:16.957512,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:17.970815,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:18.883425,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:19.864850,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:20.890432,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:21.907471,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:22.973299,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:23.984387,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:25.043472,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:26.016271,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.7149999999999999)","(7.5, 99999, 99990)"
09-01-2023 13:40:26.934851,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:27.928420,"(7.0, 10.5, 9.857142857142858)","(10.0, 16.0, 10.933333333333334)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:29.027349,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.5, 10.175)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:30.111676,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.5, 10.175)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:31.106914,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.5, 10.175)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:32.197661,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.5, 10.175)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:33.185259,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.5, 10.175)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:34.306974,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.5, 10.175)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:35.557384,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.5, 10.175)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:36.667664,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.5, 10.175)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:37.911391,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:39.020502,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:39.908180,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:40.906566,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.825)","(7.5, 99999, 99990)"
09-01-2023 13:40:41.880843,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.9616666666666667)","(7.5, 99999, 99990)"
09-01-2023 13:40:42.997845,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:43.968489,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:44.915605,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:45.976206,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:46.901483,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:47.850275,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:48.837479,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:49.911480,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:51.026268,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:52.105455,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:53.123305,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:54.072842,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.9633333333333334)","(7.5, 99999, 99990)"
09-01-2023 13:40:55.163557,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:56.170179,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:57.227800,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:58.260154,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:40:59.252538,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:00.236361,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:01.188097,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:02.067773,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:02.970274,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:03.919140,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:04.949393,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:06.072577,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:06.969076,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:07.947419,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:08.861123,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:09.770748,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:10.772815,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:11.847194,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:12.920659,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
09-01-2023 13:41:14.001740,"(7.0, 10.5, 9.857142857142858)","(10.0, 15.0, 10.6)","(19.0, 36.0, 22.333333333333332)","(4.8, 99999, 99990)","(1.55, 1.99, 1.83)","(7.5, 99999, 99990)"
