,Hooded Monkey,In The Orange,Magic Eyeliner,Bang On Blue,Elanga,Gunai Rumours,Kintsugi,Bok Choy
12-01-2023 08:05:30.840768,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:31.878928,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:32.990266,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:34.100575,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:35.196588,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:36.283167,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:37.434527,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:38.516574,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:39.613101,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:40.630958,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:41.730294,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:42.767025,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:43.737559,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:44.769620,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:45.829153,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:46.950484,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:48.013508,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:49.200406,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:50.367001,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:51.507417,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:52.600282,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:53.724801,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:54.780827,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:55.879624,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:57.001489,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:58.062343,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:05:59.172290,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:00.189313,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:01.251614,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:02.250114,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:03.333465,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:04.453528,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:05.527183,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:06.613545,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:07.661574,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:08.756223,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:09.785061,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:10.936602,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:12.025985,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:13.085119,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:14.246483,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:15.317959,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:16.384990,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:17.486678,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:18.530799,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:19.615934,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:20.662296,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:21.664691,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:22.689536,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:23.743930,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:24.764396,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:25.807395,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:26.887210,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:27.933590,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:29.042274,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:30.069876,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:31.096457,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:32.103339,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:33.143135,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:34.188553,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:35.320212,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:36.424247,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:37.605587,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:38.791933,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:39.958244,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:41.143365,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:42.327735,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:43.493649,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:44.691183,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:45.831692,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:47.106519,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:48.340550,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:49.586914,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:50.846114,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 19.844444444444445)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:52.111727,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:53.366126,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:54.621346,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:55.887757,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:57.122112,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:58.394370,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:06:59.598975,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:07:00.859621,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:07:02.077553,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
12-01-2023 08:07:03.246685,"(20.0, 60.0, 34.0625)","(7.0, 14.0, 8.0)","(8.0, 23.0, 13.399999999999999)","(8.0, 18.0, 9.666666666666666)","(2.25, 2.38, 2.3372602739726025)","(21.0, 70.0, 41.66666666666667)","(4.0, 6.8, 5.4)","(7.0, 14.0, 7.7)"
