,Fentons Rise,Not Afraid,Perfect Stranger,Bells Galore,Pumper
11-01-2023 13:11:45.871599,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.384615384615383)","(18.0, 34.0, 22.0)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.08)"
11-01-2023 13:11:46.783017,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.384615384615383)","(18.0, 34.0, 22.0)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.08)"
11-01-2023 13:11:47.601876,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.384615384615383)","(18.0, 34.0, 22.0)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.08)"
11-01-2023 13:11:48.433555,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.384615384615383)","(18.0, 34.0, 22.0)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.08)"
11-01-2023 13:11:49.469763,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.384615384615383)","(18.0, 34.0, 22.0)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.08)"
11-01-2023 13:11:50.672761,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 22.0)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.08)"
11-01-2023 13:11:51.631167,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.08)"
11-01-2023 13:11:52.503874,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.08)"
11-01-2023 13:11:53.501414,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.08)"
11-01-2023 13:11:54.386678,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.08)"
11-01-2023 13:11:55.284355,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 6.771428571428571)"
11-01-2023 13:11:56.168706,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.3999999999999995)"
11-01-2023 13:11:56.964184,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 6.885714285714285)"
11-01-2023 13:11:57.770041,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.159999999999999)"
11-01-2023 13:11:58.659622,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 6.828571428571428)"
11-01-2023 13:11:59.608446,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 6.942857142857142)"
11-01-2023 13:12:00.466211,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.613333333333333)"
11-01-2023 13:12:01.276345,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.613333333333333)"
11-01-2023 13:12:02.096290,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.2, 7.613333333333333)"
11-01-2023 13:12:02.997379,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:03.926030,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:04.742405,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:05.666247,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:06.522961,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 19.846153846153847)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:07.348717,"(1.8, 2.48, 2.3066666666666666)","(18.0, 48.0, 24.375)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:08.192471,"(1.8, 2.5, 2.14)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:09.020132,"(1.8, 2.5, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:09.842918,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:10.684758,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:11.639810,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:12.495573,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:13.303213,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:14.200723,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:15.091607,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:16.006067,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:16.854217,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:17.637091,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:18.466647,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:19.303952,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:20.155731,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:20.962635,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:21.942969,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:22.823423,"(1.8, 2.46, 2.2933333333333334)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 18.25)","(2.7, 4.2, 3.3066666666666666)","(4.8, 8.0, 7.375)"
11-01-2023 13:12:23.720710,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:24.572843,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:25.381741,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:26.248951,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:27.124100,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:28.000730,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:28.945813,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:29.817941,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:30.658480,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:31.531246,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:32.463506,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:33.334376,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:34.210055,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:35.122310,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:36.044356,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:36.896777,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:37.799489,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:38.763700,"(1.8, 2.46, 2.1028571428571428)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:39.613551,"(1.8, 2.46, 2.16)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:40.404884,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:41.285462,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:42.215097,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:43.076633,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:43.932851,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:44.866683,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:45.706465,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:46.526741,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:47.436327,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:48.397984,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:49.226288,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:50.044728,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:50.908119,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:51.742538,"(1.8, 2.44, 2.28)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:52.571168,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:53.490260,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:54.375954,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:55.203225,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:56.165007,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:57.124687,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:58.042703,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:58.944423,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:12:59.907807,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:00.826184,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:01.625290,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:02.494908,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:03.423951,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:04.266413,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:05.105951,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:05.976365,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:06.853051,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:07.660738,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:08.498171,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:09.340602,"(1.8, 2.44, 2.097142857142857)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:10.204231,"(1.8, 2.44, 2.152)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:11.047034,"(1.8, 2.44, 2.152)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:11.902026,"(1.8, 2.42, 2.2666666666666666)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:12.799963,"(1.8, 2.42, 2.2666666666666666)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:13.640941,"(1.8, 2.42, 2.2666666666666666)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:14.502670,"(1.8, 2.42, 2.091428571428571)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:15.432091,"(1.8, 2.42, 2.091428571428571)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:16.436529,"(1.8, 2.42, 2.091428571428571)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 17.636363636363637)","(2.7, 4.2, 3.128)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:17.213475,"(1.8, 2.42, 2.0366666666666666)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 21.05)","(2.7, 4.2, 3.942857142857143)","(4.8, 7.6, 7.173333333333333)"
11-01-2023 13:13:18.115504,"(1.8, 2.42, 2.0366666666666666)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 21.05)","(2.7, 4.2, 4.12)","(4.8, 7.6, 7.018181818181818)"
11-01-2023 13:13:19.056218,"(1.8, 2.42, 2.1133333333333333)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 20.785714285714285)","(2.7, 4.1, 3.817647058823529)","(4.8, 7.6, 7.018181818181818)"
11-01-2023 13:13:19.986774,"(1.8, 2.42, 2.1133333333333333)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 4.1, 3.6428571428571423)","(4.8, 7.6, 7.018181818181818)"
11-01-2023 13:13:20.907391,"(1.8, 2.42, 2.1133333333333333)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 4.0, 3.7411764705882353)","(4.8, 7.6, 6.9818181818181815)"
11-01-2023 13:13:21.734989,"(1.8, 2.42, 2.1133333333333333)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.95, 3.7029411764705884)","(4.8, 7.6, 6.9818181818181815)"
11-01-2023 13:13:22.615570,"(1.8, 2.42, 2.1644444444444444)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.95, 3.5011111111111113)","(4.8, 7.6, 6.685714285714285)"
11-01-2023 13:13:23.517191,"(1.8, 2.42, 2.1644444444444444)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.95, 3.5011111111111113)","(4.8, 7.6, 7.25)"
11-01-2023 13:13:24.669714,"(1.8, 2.42, 2.1516666666666664)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.333846153846154)","(4.8, 7.6, 7.25)"
11-01-2023 13:13:25.518180,"(1.8, 2.42, 2.1516666666666664)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.333846153846154)","(4.8, 7.6, 7.25)"
11-01-2023 13:13:26.402384,"(1.8, 2.42, 2.1516666666666664)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.25)"
11-01-2023 13:13:27.251272,"(1.8, 2.42, 2.1516666666666664)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:28.211274,"(1.8, 2.42, 2.1516666666666664)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:29.237491,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:30.070425,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:30.936235,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:31.823862,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:32.752082,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:33.685476,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
