,Ansons Bay,Blue Title,Coconut Cutie,Star Of The Arts,Shezamaterialgirl,Mullum Doc,Outer Change,Royal Winkle,Feelin Flirty
12-01-2023 13:13:43.500667,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 90.0)","(1.55, 2.12, 2.067142857142857)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:44.898763,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 142.0)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 156.66666666666669)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:46.249254,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 142.0)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 156.66666666666669)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:47.546350,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 142.0)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 156.66666666666669)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:48.817481,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 142.0)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 156.66666666666669)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:50.215747,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 142.0)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:51.603777,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 142.0)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:52.970133,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 142.0)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:54.375894,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 142.0)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:55.710280,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 142.0)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:57.057245,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:58.360631,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:13:59.713957,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:01.094318,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:02.516010,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:04.026313,"(7.0, 11.5, 9.65)","(21.0, 48.0, 38.66666666666667)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:05.448932,"(7.0, 11.5, 9.65)","(21.0, 48.0, 40.285714285714285)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:06.900157,"(7.0, 11.5, 9.65)","(21.0, 48.0, 40.285714285714285)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:08.834648,"(7.0, 11.5, 9.65)","(21.0, 48.0, 40.285714285714285)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:10.769113,"(7.0, 11.5, 9.65)","(21.0, 48.0, 40.285714285714285)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:12.201734,"(7.0, 11.5, 9.65)","(21.0, 48.0, 40.285714285714285)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:13.566792,"(7.0, 11.5, 9.65)","(21.0, 48.0, 40.285714285714285)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:14.956724,"(7.0, 11.5, 9.65)","(21.0, 48.0, 40.285714285714285)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:16.331100,"(7.0, 11.5, 9.65)","(21.0, 48.0, 40.285714285714285)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:17.798259,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:19.265564,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:20.642802,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:22.063549,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:23.525726,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:24.926130,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:26.305879,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:27.719438,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:29.030048,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:30.233854,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:31.453802,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:32.822638,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:34.131697,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:35.489482,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:36.809476,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:38.042625,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:39.350938,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:40.745539,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:42.164880,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:43.565750,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 10.97872340425532)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:44.934332,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 11.0, 11.642857142857142)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:46.110339,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.5, 11.642857142857142)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:47.238965,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.5, 11.642857142857142)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:48.540872,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.5, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:49.847613,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:51.161857,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:52.426564,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:53.543588,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:54.778213,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 167.72727272727275)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:56.043876,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 167.72727272727275)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:57.313507,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 167.72727272727275)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:58.599497,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 167.72727272727275)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:14:59.871614,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 167.72727272727275)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:01.125778,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 167.72727272727275)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:02.280021,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 167.72727272727275)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:03.548295,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 167.72727272727275)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:04.855873,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 156.66666666666669)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:06.145725,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 156.66666666666669)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:07.388284,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 156.66666666666669)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:08.649170,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 156.66666666666669)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:09.894056,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:11.145669,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:12.404832,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:13.672070,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:14.944063,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:16.194343,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:17.329462,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:18.507984,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:19.740128,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:21.154060,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:22.401893,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:23.555634,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:24.735840,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 135.0)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
12-01-2023 13:15:25.952395,"(7.0, 11.5, 9.65)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 106.66666666666666)","(7.0, 14.0, 12.25)","(101.0, 190.0, 152.0)","(4.0, 6.2, 5.054545454545455)","(51.0, 210.0, 171.25)","(1.55, 2.12, 2.08)","(26.0, 50.0, 46.75)"
