,Soda Nemo,Ha Hanna,Inter Raven,Olive Bale,Cindys Pride,Run Topper,Hot Fudge,Prince Of Egypt
15-12-2022 13:55:15.566375,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 10.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 320.0, 194.66666666666666)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 10.05)"
15-12-2022 13:55:16.719452,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 8.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 320.0, 194.66666666666666)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 10.05)"
15-12-2022 13:55:17.877380,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 8.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 320.0, 194.66666666666666)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 10.05)"
15-12-2022 13:55:18.937663,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 8.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 320.0, 194.66666666666666)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 10.05)"
15-12-2022 13:55:20.116784,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 8.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 320.0, 174.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 10.05)"
15-12-2022 13:55:21.235001,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 8.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 174.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 10.05)"
15-12-2022 13:55:22.843438,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 9.784615384615385)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 174.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 10.075)"
15-12-2022 13:55:24.288123,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 8.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.26)"
15-12-2022 13:55:25.465319,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 8.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.26)"
15-12-2022 13:55:26.714443,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 8.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.26)"
15-12-2022 13:55:28.007682,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 8.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.26)"
15-12-2022 13:55:29.428368,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 8.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.26)"
15-12-2022 13:55:30.762269,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 8.8)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.26)"
15-12-2022 13:55:32.264572,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 11.4)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.26)"
15-12-2022 13:55:33.697548,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 11.233333333333334)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.925)"
15-12-2022 13:55:35.117892,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 11.233333333333334)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.925)"
15-12-2022 13:55:36.523423,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 9.490909090909092)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.06)"
15-12-2022 13:55:38.137770,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 9.490909090909092)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.06)"
15-12-2022 13:55:40.000536,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 14.333333333333334)","(6.5, 12.0, 9.490909090909092)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 13.09090909090909)","(5.0, 11.5, 9.06)"
15-12-2022 13:55:41.360474,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 9.490909090909092)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 14.178571428571429)","(5.0, 11.5, 9.925)"
15-12-2022 13:55:42.730343,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 9.490909090909092)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 14.1)","(5.0, 11.5, 9.925)"
15-12-2022 13:55:44.128276,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 9.490909090909092)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 14.1)","(5.0, 11.5, 9.925)"
15-12-2022 13:55:45.541213,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 9.490909090909092)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 14.178571428571429)","(5.0, 11.5, 10.546153846153846)"
15-12-2022 13:55:46.939996,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 10.65)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 14.178571428571429)","(5.0, 11.5, 9.06)"
15-12-2022 13:55:48.770306,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 10.65)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 14.178571428571429)","(5.0, 11.5, 9.06)"
15-12-2022 13:55:50.252460,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 10.65)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 118.0)","(11.0, 24.0, 14.1)","(5.0, 11.5, 10.483333333333334)"
15-12-2022 13:55:51.644008,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 5.966666666666667)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.257142857142856)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 174.0)","(11.0, 24.0, 12.1875)","(5.0, 11.5, 10.483333333333334)"
15-12-2022 13:55:53.050817,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 4.82)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.257142857142856)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 174.0)","(11.0, 24.0, 12.1875)","(5.0, 11.5, 10.483333333333334)"
15-12-2022 13:55:54.439114,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.8, 4.82)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.257142857142856)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 174.0)","(11.0, 24.0, 12.1875)","(5.0, 11.5, 10.483333333333334)"
15-12-2022 13:55:55.760624,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.8, 4.82)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.166666666666668)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 174.0)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.483333333333334)"
15-12-2022 13:55:57.046444,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.8, 4.82)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.166666666666668)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 174.0)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.483333333333334)"
15-12-2022 13:55:58.335952,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.8, 4.82)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.166666666666668)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 174.0)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.483333333333334)"
15-12-2022 13:55:59.713665,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.8, 4.82)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.166666666666668)","(3.2, 4.6, 3.3272727272727276)","(41.0, 310.0, 189.0)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.483333333333334)"
15-12-2022 13:56:01.050240,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.8, 4.82)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.166666666666668)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 189.0)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.483333333333334)"
15-12-2022 13:56:02.417060,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.8, 4.82)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.166666666666668)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 189.0)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.0)"
15-12-2022 13:56:03.715111,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.8, 4.385714285714285)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.166666666666668)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 189.0)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 9.14)"
15-12-2022 13:56:04.987234,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.6, 4.385714285714285)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.166666666666668)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 189.0)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 9.14)"
15-12-2022 13:56:06.264952,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.6, 4.385714285714285)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.166666666666668)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 189.0)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 9.14)"
15-12-2022 13:56:07.488352,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.6, 4.385714285714285)","(11.0, 26.0, 12.818181818181818)","(6.5, 12.0, 11.166666666666668)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 9.14)"
15-12-2022 13:56:08.770072,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.6, 3.7363636363636363)","(11.0, 26.0, 16.3125)","(6.5, 12.0, 11.166666666666668)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 9.14)"
15-12-2022 13:56:09.995192,"(5.0, 13.0, 11.985714285714286)","(3.3, 6.6, 3.7363636363636363)","(11.0, 26.0, 12.363636363636363)","(6.5, 12.0, 11.727272727272727)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 9.14)"
15-12-2022 13:56:11.190080,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 4.7)","(11.0, 26.0, 12.363636363636363)","(6.5, 12.0, 11.2)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 9.1)"
15-12-2022 13:56:12.397157,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 4.7)","(11.0, 26.0, 12.363636363636363)","(6.5, 12.0, 11.2)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 9.1)"
15-12-2022 13:56:13.654025,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 4.7)","(11.0, 26.0, 12.363636363636363)","(6.5, 12.0, 11.2)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 8.6)"
15-12-2022 13:56:14.808747,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 4.7)","(11.0, 26.0, 12.363636363636363)","(6.5, 12.0, 11.2)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 8.6)"
15-12-2022 13:56:15.931449,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 4.7)","(11.0, 26.0, 12.363636363636363)","(6.5, 12.0, 11.2)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 8.6)"
15-12-2022 13:56:17.015490,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 4.7)","(11.0, 26.0, 12.363636363636363)","(6.5, 12.0, 11.2)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 8.6)"
15-12-2022 13:56:18.170644,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 4.7)","(11.0, 26.0, 12.363636363636363)","(6.5, 12.0, 11.2)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 8.6)"
15-12-2022 13:56:19.447791,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 4.7)","(11.0, 26.0, 12.363636363636363)","(6.5, 12.0, 11.2)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 8.6)"
15-12-2022 13:56:20.711293,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 4.7)","(11.0, 25.0, 13.333333333333334)","(6.5, 12.0, 11.2)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 8.6)"
15-12-2022 13:56:21.906414,"(5.0, 13.0, 11.985714285714286)","(3.3, 7.2, 4.7)","(11.0, 25.0, 13.333333333333334)","(6.5, 12.0, 11.2)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 8.6)"
15-12-2022 13:56:22.979853,"(5.0, 13.0, 12.453846153846154)","(3.3, 7.2, 4.7)","(11.0, 25.0, 13.333333333333334)","(6.5, 12.5, 8.72)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 9.6)"
15-12-2022 13:56:24.168494,"(5.0, 13.0, 12.453846153846154)","(3.3, 7.2, 4.7)","(11.0, 25.0, 13.333333333333334)","(6.5, 12.5, 8.72)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 9.6)"
15-12-2022 13:56:25.472736,"(5.0, 13.0, 12.453846153846154)","(3.3, 7.2, 4.7)","(11.0, 25.0, 13.333333333333334)","(6.5, 12.5, 8.72)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 9.6)"
15-12-2022 13:56:26.726173,"(5.0, 13.0, 12.453846153846154)","(3.3, 7.2, 6.46)","(11.0, 25.0, 13.333333333333334)","(6.5, 12.5, 8.72)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.233333333333334)"
15-12-2022 13:56:27.997270,"(5.0, 13.0, 12.453846153846154)","(3.3, 7.2, 6.46)","(11.0, 25.0, 13.333333333333334)","(6.5, 12.5, 8.72)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:29.240649,"(5.0, 13.0, 12.453846153846154)","(3.3, 7.2, 5.385714285714286)","(11.0, 25.0, 12.066666666666666)","(6.5, 12.5, 8.72)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:30.464617,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 5.385714285714286)","(11.0, 27.0, 12.066666666666666)","(6.5, 12.5, 8.72)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:31.855082,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 5.385714285714286)","(11.0, 27.0, 15.8)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:33.362338,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 5.385714285714286)","(11.0, 27.0, 14.944444444444445)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:34.822637,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 5.385714285714286)","(11.0, 27.0, 14.944444444444445)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:36.189107,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 5.385714285714286)","(11.0, 27.0, 14.944444444444445)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:37.502552,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 5.385714285714286)","(11.0, 27.0, 14.944444444444445)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 145.85714285714286)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:38.896831,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 5.385714285714286)","(11.0, 27.0, 14.944444444444445)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.3272727272727276)","(41.0, 340.0, 205.77777777777777)","(11.0, 24.0, 15.727272727272727)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:40.246153,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 5.385714285714286)","(11.0, 27.0, 14.944444444444445)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.27)","(41.0, 340.0, 207.20000000000002)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:41.756583,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 4.82)","(11.0, 27.0, 14.944444444444445)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.27)","(41.0, 320.0, 207.20000000000002)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:44.139896,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 4.82)","(11.0, 27.0, 14.944444444444445)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.27)","(41.0, 320.0, 207.20000000000002)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:45.621767,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 4.82)","(11.0, 27.0, 17.944444444444443)","(6.5, 12.5, 7.775)","(3.2, 4.6, 3.27)","(41.0, 320.0, 207.20000000000002)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:46.836524,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 4.82)","(11.0, 26.0, 17.944444444444443)","(6.5, 12.5, 7.775)","(3.2, 4.6, 3.27)","(41.0, 320.0, 207.20000000000002)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:48.009889,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 4.82)","(11.0, 26.0, 17.944444444444443)","(6.5, 12.5, 7.775)","(3.2, 4.6, 3.27)","(41.0, 320.0, 207.20000000000002)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:49.457677,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 4.82)","(11.0, 26.0, 17.944444444444443)","(6.5, 12.5, 7.775)","(3.2, 4.6, 3.27)","(41.0, 320.0, 207.20000000000002)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:50.772672,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 4.82)","(11.0, 26.0, 17.944444444444443)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.27)","(41.0, 320.0, 207.20000000000002)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:52.082254,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 4.82)","(11.0, 26.0, 17.944444444444443)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.27)","(41.0, 320.0, 207.20000000000002)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:53.577366,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 4.82)","(11.0, 26.0, 17.944444444444443)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.27)","(41.0, 320.0, 207.20000000000002)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:55.237138,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.8, 5.38)","(11.0, 26.0, 17.944444444444443)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.27)","(41.0, 320.0, 200.0)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:56.536966,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.6, 5.38)","(11.0, 26.0, 17.944444444444443)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.27)","(41.0, 320.0, 200.0)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:57.818059,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.6, 3.918181818181818)","(11.0, 26.0, 17.944444444444443)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.27)","(41.0, 320.0, 200.0)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:56:59.033783,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.6, 3.918181818181818)","(11.0, 26.0, 23.661290322580644)","(6.5, 12.5, 10.2125)","(3.2, 4.6, 3.27)","(41.0, 320.0, 200.0)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:57:00.358902,"(5.0, 13.0, 12.453846153846154)","(3.3, 6.6, 4.833333333333333)","(11.0, 26.0, 23.661290322580644)","(6.5, 12.5, 7.775)","(3.2, 4.6, 3.27)","(41.0, 320.0, 200.0)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:57:01.742255,"(5.0, 13.0, 12.453846153846154)","(3.3, 7.2, 4.833333333333333)","(11.0, 26.0, 19.0)","(6.5, 12.5, 7.775)","(3.2, 4.6, 3.27)","(41.0, 320.0, 200.0)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:57:03.094522,"(5.0, 13.0, 12.453846153846154)","(3.3, 7.2, 4.833333333333333)","(11.0, 26.0, 19.0)","(6.5, 12.5, 7.775)","(3.2, 4.6, 3.27)","(41.0, 320.0, 200.0)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
15-12-2022 13:57:04.342687,"(5.0, 13.0, 12.453846153846154)","(3.3, 7.2, 4.833333333333333)","(11.0, 26.0, 19.0)","(6.5, 12.5, 7.775)","(3.2, 4.6, 3.27)","(41.0, 320.0, 200.0)","(11.0, 24.0, 13.0625)","(5.0, 11.5, 10.255555555555556)"
