,My Boy Mo,Battle Talent,Go Ellie Go,Kappys Angel,Clever Choice,I Did A Thing,Soul Benefit,Luna One,Fifi Girl
05-01-2023 13:56:07.297518,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.94, 2.883243243243243)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 81.2)","(14.0, 30.0, 28.0)","(15.0, 32.0, 26.6)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:08.716058,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.94, 2.883243243243243)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 107.33333333333334)","(14.0, 30.0, 28.0)","(15.0, 32.0, 26.0)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:09.961778,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 107.33333333333334)","(14.0, 30.0, 28.0)","(15.0, 32.0, 26.0)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:11.201243,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 107.33333333333334)","(14.0, 30.0, 28.0)","(15.0, 32.0, 26.0)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:12.504548,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 107.33333333333334)","(14.0, 30.0, 28.0)","(15.0, 32.0, 26.0)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:13.799275,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 107.33333333333334)","(14.0, 30.0, 28.0)","(15.0, 32.0, 26.0)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:15.186202,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 107.33333333333334)","(14.0, 30.0, 28.0)","(15.0, 32.0, 26.0)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:16.623650,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 107.33333333333334)","(14.0, 30.0, 28.0)","(15.0, 32.0, 26.0)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:18.001058,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 115.5)","(14.0, 30.0, 28.0)","(15.0, 32.0, 26.666666666666668)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:19.343493,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 115.5)","(14.0, 30.0, 28.0)","(15.0, 32.0, 26.666666666666668)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:20.728881,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 115.5)","(14.0, 30.0, 28.0)","(15.0, 32.0, 26.666666666666668)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:22.018678,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.033333333333333)","(26.0, 140.0, 115.5)","(14.0, 30.0, 28.75)","(15.0, 32.0, 26.666666666666668)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:23.248016,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 118.22222222222223)","(14.0, 34.0, 30.5)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:24.417586,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 118.22222222222223)","(14.0, 34.0, 30.5)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:25.664871,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 118.22222222222223)","(14.0, 34.0, 30.5)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:26.900785,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 118.22222222222223)","(14.0, 34.0, 30.5)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:28.395959,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 118.22222222222223)","(14.0, 34.0, 30.5)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:29.769868,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 118.22222222222223)","(14.0, 34.0, 30.5)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:30.987994,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 118.22222222222223)","(14.0, 34.0, 30.5)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:32.270488,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 115.5)","(14.0, 34.0, 30.5)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:33.527839,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 30.5)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:34.823916,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 30.5)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:36.112944,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 30.5)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:37.455609,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:38.744701,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:40.010920,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:41.359274,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:42.620540,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 115.5)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:43.754628,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 115.5)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:44.896361,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 115.5)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:46.070751,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 115.5)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:47.281417,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 115.5)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:48.480954,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 115.5)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:49.746075,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:51.062992,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:52.314843,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:53.559445,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:54.783802,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:55.998224,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:57.334848,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:58.591229,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:56:59.831634,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:00.997246,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:02.184330,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:03.339786,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 107.33333333333334)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:04.529115,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 66.5)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:05.733302,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.8318072289156624)","(5.5, 7.2, 7.08)","(26.0, 140.0, 66.5)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:07.003709,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.800000000000001)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.92, 2.7094339622641512)","(5.5, 7.2, 7.08)","(26.0, 140.0, 66.5)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:08.244410,"(7.0, 10.5, 9.924)","(5.5, 8.4, 8.165853658536586)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.734915254237288)","(5.5, 7.2, 7.180645161290323)","(26.0, 140.0, 66.5)","(14.0, 34.0, 31.2)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:09.417075,"(7.0, 10.5, 9.924)","(5.5, 8.4, 8.165853658536586)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.734915254237288)","(5.5, 7.2, 7.180645161290323)","(26.0, 140.0, 66.5)","(14.0, 34.0, 32.4)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:10.638521,"(7.0, 10.5, 9.924)","(5.5, 8.4, 8.165853658536586)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.734915254237288)","(5.5, 7.2, 7.180645161290323)","(26.0, 140.0, 66.5)","(14.0, 36.0, 32.4)","(15.0, 32.0, 31.0)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:11.833933,"(7.0, 10.5, 9.924)","(5.5, 8.4, 8.165853658536586)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.734915254237288)","(5.5, 7.2, 7.18125)","(26.0, 140.0, 66.5)","(14.0, 36.0, 32.4)","(15.0, 32.0, 31.058823529411764)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:12.994642,"(7.0, 10.5, 9.924)","(5.5, 8.4, 8.165853658536586)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.734915254237288)","(5.5, 7.2, 7.182857142857143)","(26.0, 140.0, 66.5)","(14.0, 36.0, 32.4)","(15.0, 32.0, 31.058823529411764)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:14.123647,"(7.0, 10.5, 9.924)","(5.5, 8.4, 8.165853658536586)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.734915254237288)","(5.5, 7.2, 7.1)","(26.0, 140.0, 66.5)","(14.0, 36.0, 32.4)","(15.0, 32.0, 31.058823529411764)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:15.269748,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.7094339622641512)","(5.5, 7.2, 7.285714285714286)","(26.0, 140.0, 66.5)","(14.0, 36.0, 32.4)","(15.0, 32.0, 30.76923076923077)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:16.578314,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.7094339622641512)","(5.5, 8.0, 7.285714285714286)","(26.0, 140.0, 66.5)","(14.0, 36.0, 32.4)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:17.754613,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.7094339622641512)","(5.5, 8.0, 7.411764705882353)","(26.0, 140.0, 74.66666666666666)","(14.0, 36.0, 32.4)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:18.981114,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.7094339622641512)","(5.5, 8.0, 7.411764705882353)","(26.0, 140.0, 74.66666666666666)","(14.0, 36.0, 32.4)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:20.364850,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.710280373831776)","(5.5, 8.0, 7.411764705882353)","(26.0, 140.0, 74.66666666666666)","(14.0, 36.0, 32.4)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:21.711163,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.710280373831776)","(5.5, 8.0, 7.411764705882353)","(26.0, 140.0, 74.66666666666666)","(14.0, 36.0, 32.4)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:22.987789,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.710280373831776)","(5.5, 8.0, 7.7)","(26.0, 140.0, 74.66666666666666)","(14.0, 36.0, 32.4)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:24.303371,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.2, 4.9750000000000005)","(2.6, 2.8, 2.710280373831776)","(5.5, 8.0, 7.166666666666667)","(26.0, 140.0, 74.66666666666666)","(14.0, 36.0, 32.4)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:25.546402,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.2, 5.1)","(2.6, 2.8, 2.828955223880597)","(5.5, 8.0, 7.428571428571429)","(26.0, 140.0, 74.66666666666666)","(14.0, 36.0, 31.2)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:27.007856,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.3, 5.071428571428571)","(2.6, 2.92, 2.8275757575757576)","(5.5, 8.0, 7.375)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:28.284816,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.3, 5.1)","(2.6, 2.92, 2.8275757575757576)","(5.5, 8.0, 7.375)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:29.518543,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.3, 5.1)","(2.6, 2.92, 2.8275757575757576)","(5.5, 8.0, 7.375)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 146.66666666666666)"
05-01-2023 13:57:30.832694,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.3, 5.1)","(2.6, 2.92, 2.8275757575757576)","(5.5, 8.0, 7.375)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 31.2)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 140.0)"
05-01-2023 13:57:32.068650,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.3, 5.1)","(2.6, 2.92, 2.8275757575757576)","(5.5, 8.0, 7.375)","(26.0, 140.0, 74.66666666666666)","(14.0, 34.0, 32.4)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 140.0)"
05-01-2023 13:57:33.336479,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.3, 5.1)","(2.6, 2.92, 2.8275757575757576)","(5.5, 8.0, 7.5)","(26.0, 140.0, 74.66666666666666)","(14.0, 36.0, 32.4)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 140.0)"
05-01-2023 13:57:34.609365,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.3, 5.1)","(2.6, 2.92, 2.8275757575757576)","(5.5, 7.8, 7.5)","(26.0, 140.0, 74.66666666666666)","(14.0, 36.0, 32.4)","(15.0, 32.0, 29.333333333333332)","(101.0, 220.0, 140.0)"
05-01-2023 13:57:35.962791,"(7.0, 10.5, 9.924)","(5.5, 8.4, 7.511111111111111)","(4.6, 5.3, 5.035294117647059)","(2.6, 2.92, 2.827246376811594)","(5.5, 7.8, 7.5)","(26.0, 140.0, 117.5)","(14.0, 36.0, 32.4)","(15.0, 32.0, 25.77777777777778)","(101.0, 220.0, 140.0)"
05-01-2023 13:57:37.150357,"(7.0, 10.5, 9.924)","(5.5, 7.8, 7.6)","(4.6, 5.2, 5.035294117647059)","(2.6, 2.92, 2.827246376811594)","(5.5, 7.8, 7.5)","(26.0, 140.0, 117.5)","(14.0, 36.0, 31.2)","(15.0, 28.0, 25.77777777777778)","(101.0, 220.0, 140.0)"
05-01-2023 13:57:38.473797,"(7.0, 10.5, 9.924)","(5.5, 7.8, 7.6)","(4.6, 5.2, 5.035294117647059)","(2.6, 2.92, 2.827246376811594)","(5.5, 7.8, 7.5)","(26.0, 140.0, 117.5)","(14.0, 34.0, 31.2)","(15.0, 28.0, 25.77777777777778)","(101.0, 220.0, 140.0)"
05-01-2023 13:57:39.738871,"(7.0, 10.5, 9.924)","(5.5, 7.8, 7.6)","(4.6, 5.2, 5.035294117647059)","(2.6, 2.92, 2.827246376811594)","(5.5, 7.8, 7.5)","(26.0, 140.0, 117.5)","(14.0, 34.0, 31.2)","(15.0, 28.0, 25.77777777777778)","(101.0, 220.0, 140.0)"
