,Need A Change,Lotties Luck,Ideal Double,Smokin Chedda,Prides Bellissima,Baileys Art,Matai Charlotte,Mucho Fuerte,Northview Rock,Dancershavtime,The Ladybird,The Matriarch
14-12-2022 11:56:42.864125,"(5.0, 10.5, 8.95)","(5.5, 8.0, 7.522222222222222)","(1.85, 2.1, 2.045714285714286)","(31.0, 100.0, 69.8)","(31.0, 75.0, 55.5)","(21.0, 28.0, 26.5)","(31.0, 220.0, 138.8)","(51.0, 310.0, 140.0)","(26.0, 75.0, 59.66666666666667)","(26.0, 80.0, 56.875)","(14.0, 19.0, 17.0)","(16.0, 34.0, 30.11111111111111)"
14-12-2022 11:56:44.220034,"(5.0, 10.5, 8.808333333333334)","(5.5, 7.8, 7.522222222222222)","(1.85, 2.12, 2.045714285714286)","(31.0, 95.0, 69.8)","(31.0, 75.0, 55.5)","(21.0, 29.0, 26.5)","(31.0, 210.0, 138.8)","(51.0, 290.0, 140.0)","(26.0, 75.0, 59.66666666666667)","(26.0, 95.0, 56.875)","(14.0, 19.0, 17.0)","(16.0, 34.0, 30.11111111111111)"
14-12-2022 11:56:45.550117,"(5.0, 10.5, 9.505263157894737)","(5.5, 7.8, 7.022222222222222)","(1.85, 2.12, 2.0052173913043476)","(31.0, 95.0, 69.8)","(31.0, 75.0, 43.111111111111114)","(21.0, 29.0, 26.3)","(31.0, 210.0, 138.8)","(51.0, 290.0, 140.0)","(26.0, 75.0, 59.66666666666667)","(26.0, 95.0, 50.0)","(14.0, 19.0, 17.0)","(16.0, 34.0, 30.11111111111111)"
14-12-2022 11:56:47.189602,"(5.0, 10.5, 9.931578947368422)","(5.5, 7.6, 7.422222222222222)","(1.85, 2.1, 2.029166666666667)","(31.0, 95.0, 77.0)","(31.0, 75.0, 39.166666666666664)","(21.0, 29.0, 26.333333333333332)","(31.0, 210.0, 138.8)","(51.0, 290.0, 117.5)","(26.0, 75.0, 45.0)","(26.0, 90.0, 46.8)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 25.5)"
14-12-2022 11:56:48.583122,"(5.0, 10.5, 8.5)","(5.5, 7.6, 7.266666666666667)","(1.85, 2.1, 2.0862903225806453)","(31.0, 95.0, 70.6)","(31.0, 75.0, 55.6)","(21.0, 28.0, 26.333333333333332)","(31.0, 210.0, 139.60000000000002)","(51.0, 290.0, 133.33333333333331)","(26.0, 75.0, 45.0)","(26.0, 90.0, 52.33333333333333)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 29.875)"
14-12-2022 11:56:50.081408,"(5.0, 10.5, 9.38888888888889)","(5.5, 7.6, 7.266666666666667)","(1.85, 2.1, 2.065)","(31.0, 95.0, 70.6)","(31.0, 70.0, 55.6)","(21.0, 28.0, 26.333333333333332)","(31.0, 210.0, 133.60000000000002)","(51.0, 280.0, 133.33333333333331)","(26.0, 75.0, 53.5)","(26.0, 85.0, 56.8)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 25.5)"
14-12-2022 11:56:51.490086,"(5.0, 10.5, 9.925)","(5.5, 7.4, 7.266666666666667)","(1.85, 2.1, 2.065)","(31.0, 95.0, 70.6)","(31.0, 70.0, 55.6)","(21.0, 28.0, 27.666666666666668)","(31.0, 200.0, 152.0)","(51.0, 280.0, 133.33333333333331)","(26.0, 75.0, 53.5)","(26.0, 85.0, 45.333333333333336)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 25.5)"
14-12-2022 11:56:52.990140,"(5.0, 10.5, 9.1)","(5.5, 7.4, 7.55)","(1.85, 1.99, 1.966)","(31.0, 95.0, 70.6)","(31.0, 70.0, 55.6)","(21.0, 28.0, 27.666666666666668)","(31.0, 200.0, 92.5)","(51.0, 280.0, 130.0)","(26.0, 75.0, 53.5)","(26.0, 85.0, 47.0)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 29.875)"
14-12-2022 11:56:54.400764,"(5.0, 10.5, 10.278947368421052)","(5.5, 9.8, 7.666666666666667)","(1.85, 1.99, 1.966)","(31.0, 95.0, 77.0)","(31.0, 70.0, 59.142857142857146)","(21.0, 28.0, 27.0)","(31.0, 190.0, 111.0)","(51.0, 270.0, 123.0)","(26.0, 75.0, 36.42857142857143)","(26.0, 80.0, 45.5)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 21.25)"
14-12-2022 11:56:55.733140,"(5.0, 11.5, 10.81111111111111)","(5.5, 9.4, 7.666666666666667)","(1.85, 1.99, 1.966)","(31.0, 95.0, 77.0)","(31.0, 70.0, 59.142857142857146)","(21.0, 28.0, 27.0)","(31.0, 190.0, 111.0)","(51.0, 270.0, 123.0)","(26.0, 75.0, 41.25)","(26.0, 80.0, 40.13333333333333)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 21.25)"
14-12-2022 11:56:57.122714,"(5.0, 11.5, 9.357142857142858)","(5.5, 9.4, 7.233333333333333)","(1.85, 1.99, 1.966)","(31.0, 95.0, 77.0)","(31.0, 70.0, 59.142857142857146)","(21.0, 28.0, 27.0)","(31.0, 190.0, 111.0)","(51.0, 270.0, 123.0)","(26.0, 75.0, 41.25)","(26.0, 80.0, 52.0)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 21.25)"
14-12-2022 11:56:58.553534,"(5.0, 11.0, 9.666666666666666)","(5.5, 9.2, 7.199999999999999)","(1.85, 1.99, 1.966)","(31.0, 95.0, 77.0)","(31.0, 70.0, 52.0)","(21.0, 28.0, 27.0)","(31.0, 190.0, 111.0)","(51.0, 270.0, 123.0)","(26.0, 75.0, 41.25)","(26.0, 70.0, 52.0)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 21.25)"
14-12-2022 11:56:59.908154,"(5.0, 11.0, 9.666666666666666)","(5.5, 9.0, 7.35)","(1.85, 1.99, 1.966)","(31.0, 95.0, 60.63636363636364)","(31.0, 70.0, 44.666666666666664)","(21.0, 28.0, 27.0)","(31.0, 190.0, 111.0)","(51.0, 270.0, 123.0)","(26.0, 75.0, 41.25)","(26.0, 70.0, 44.0)","(14.0, 19.0, 16.6)","(16.0, 34.0, 21.25)"
14-12-2022 11:57:01.225909,"(5.0, 11.0, 9.666666666666666)","(5.5, 8.6, 7.3999999999999995)","(1.85, 2.16, 1.987142857142857)","(31.0, 95.0, 59.5)","(31.0, 70.0, 59.5)","(21.0, 28.0, 27.0)","(31.0, 190.0, 111.0)","(51.0, 270.0, 123.0)","(26.0, 75.0, 41.25)","(26.0, 80.0, 45.75)","(14.0, 19.0, 16.6)","(16.0, 34.0, 21.25)"
14-12-2022 11:57:02.557906,"(5.0, 11.0, 9.666666666666666)","(5.5, 8.4, 7.066666666666666)","(1.85, 2.16, 2.001875)","(31.0, 85.0, 59.5)","(31.0, 65.0, 45.57142857142857)","(21.0, 28.0, 26.5)","(31.0, 190.0, 91.25)","(51.0, 270.0, 123.0)","(26.0, 75.0, 40.666666666666664)","(26.0, 75.0, 45.75)","(14.0, 19.0, 17.0)","(16.0, 34.0, 23.2)"
14-12-2022 11:57:03.927961,"(5.0, 11.0, 9.666666666666666)","(5.5, 8.4, 7.666666666666667)","(1.85, 2.16, 2.025)","(31.0, 85.0, 59.5)","(31.0, 70.0, 41.5)","(21.0, 29.0, 26.5)","(31.0, 190.0, 91.25)","(51.0, 270.0, 135.0)","(26.0, 70.0, 52.0)","(26.0, 75.0, 45.75)","(14.0, 19.0, 17.0)","(16.0, 34.0, 24.0)"
14-12-2022 11:57:05.394841,"(5.0, 11.0, 9.666666666666666)","(5.5, 8.2, 7.84)","(1.85, 2.16, 2.0070588235294116)","(31.0, 85.0, 63.8)","(31.0, 70.0, 41.5)","(21.0, 29.0, 26.5)","(31.0, 190.0, 91.25)","(51.0, 260.0, 135.0)","(26.0, 65.0, 52.0)","(26.0, 75.0, 45.75)","(14.0, 19.0, 17.0)","(16.0, 34.0, 19.0)"
14-12-2022 11:57:06.737772,"(5.0, 11.0, 9.666666666666666)","(5.5, 8.2, 7.84)","(1.85, 2.16, 2.0070588235294116)","(31.0, 85.0, 63.8)","(31.0, 70.0, 41.5)","(21.0, 29.0, 26.5)","(31.0, 190.0, 91.25)","(51.0, 260.0, 135.0)","(26.0, 65.0, 52.0)","(26.0, 75.0, 45.75)","(14.0, 19.0, 17.0)","(16.0, 34.0, 19.0)"
14-12-2022 11:57:08.101706,"(5.5, 11.0, 9.666666666666666)","(5.5, 8.2, 7.3)","(1.8, 2.16, 1.9410526315789474)","(31.0, 85.0, 63.8)","(31.0, 70.0, 41.5)","(20.0, 29.0, 26.5)","(31.0, 190.0, 91.25)","(51.0, 260.0, 135.0)","(26.0, 65.0, 58.666666666666664)","(26.0, 75.0, 53.0)","(14.0, 19.0, 17.0)","(16.0, 34.0, 19.0)"
14-12-2022 11:57:09.481223,"(5.5, 11.0, 9.666666666666666)","(5.5, 8.0, 7.3)","(1.8, 2.16, 1.9410526315789474)","(31.0, 85.0, 63.8)","(31.0, 70.0, 41.5)","(20.0, 29.0, 26.5)","(31.0, 190.0, 91.25)","(51.0, 260.0, 135.0)","(26.0, 75.0, 58.666666666666664)","(26.0, 70.0, 45.714285714285715)","(14.0, 19.0, 17.0)","(16.0, 34.0, 19.0)"
14-12-2022 11:57:10.955000,"(5.5, 11.0, 9.666666666666666)","(6.0, 8.0, 7.447058823529412)","(1.8, 2.14, 1.948)","(31.0, 85.0, 63.8)","(31.0, 70.0, 41.5)","(20.0, 29.0, 26.25)","(31.0, 190.0, 91.25)","(51.0, 260.0, 135.0)","(26.0, 75.0, 58.666666666666664)","(26.0, 70.0, 45.714285714285715)","(14.0, 19.0, 17.0)","(16.0, 34.0, 19.0)"
14-12-2022 11:57:12.383427,"(5.5, 11.0, 9.666666666666666)","(6.0, 7.8, 7.447058823529412)","(1.8, 2.14, 1.948)","(31.0, 85.0, 63.8)","(31.0, 70.0, 41.5)","(20.0, 30.0, 26.25)","(31.0, 190.0, 91.25)","(51.0, 260.0, 97.5)","(26.0, 75.0, 58.666666666666664)","(26.0, 70.0, 42.18181818181818)","(14.0, 19.0, 17.0)","(16.0, 34.0, 19.0)"
14-12-2022 11:57:13.722786,"(5.5, 11.0, 9.666666666666666)","(6.0, 7.8, 7.447058823529412)","(1.8, 2.14, 1.915714285714286)","(31.0, 85.0, 63.8)","(31.0, 70.0, 46.25)","(20.0, 30.0, 28.142857142857142)","(31.0, 190.0, 91.25)","(51.0, 260.0, 97.5)","(26.0, 75.0, 58.666666666666664)","(26.0, 70.0, 44.285714285714285)","(14.0, 19.0, 17.0)","(16.0, 34.0, 21.666666666666668)"
14-12-2022 11:57:15.099339,"(5.5, 11.0, 9.666666666666666)","(6.0, 7.6, 7.3999999999999995)","(1.8, 2.12, 1.915714285714286)","(31.0, 85.0, 63.8)","(31.0, 70.0, 46.25)","(20.0, 29.0, 28.142857142857142)","(31.0, 190.0, 91.25)","(51.0, 260.0, 97.5)","(26.0, 75.0, 58.666666666666664)","(26.0, 65.0, 44.285714285714285)","(14.0, 19.0, 17.0)","(16.0, 34.0, 21.666666666666668)"
14-12-2022 11:57:16.469174,"(5.5, 11.0, 10.466666666666667)","(6.0, 7.6, 7.457142857142856)","(1.8, 2.12, 1.9790909090909092)","(31.0, 85.0, 45.333333333333336)","(31.0, 65.0, 42.85714285714286)","(20.0, 29.0, 28.142857142857142)","(31.0, 190.0, 60.0)","(51.0, 260.0, 101.66666666666667)","(26.0, 75.0, 51.0)","(26.0, 65.0, 44.285714285714285)","(14.0, 19.0, 17.857142857142858)","(16.0, 34.0, 21.666666666666668)"
14-12-2022 11:57:17.918594,"(5.5, 11.0, 10.68)","(6.0, 7.6, 7.199999999999999)","(1.8, 2.06, 1.897391304347826)","(31.0, 85.0, 45.333333333333336)","(31.0, 65.0, 42.45454545454545)","(20.0, 29.0, 27.0)","(31.0, 190.0, 92.5)","(51.0, 260.0, 101.66666666666667)","(26.0, 75.0, 51.0)","(26.0, 65.0, 44.285714285714285)","(14.0, 19.0, 18.46666666666667)","(16.0, 34.0, 29.142857142857142)"
14-12-2022 11:57:19.236142,"(5.5, 11.0, 10.745454545454546)","(6.0, 7.6, 7.4947368421052625)","(1.8, 2.04, 1.9884210526315789)","(31.0, 85.0, 41.44444444444444)","(31.0, 65.0, 40.142857142857146)","(20.0, 29.0, 28.5)","(31.0, 180.0, 84.0)","(51.0, 250.0, 130.0)","(26.0, 75.0, 51.5)","(26.0, 65.0, 44.5)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 25.75)"
14-12-2022 11:57:20.637120,"(5.5, 11.5, 11.16)","(6.0, 7.4, 7.08)","(1.8, 2.04, 1.9884210526315789)","(31.0, 85.0, 41.44444444444444)","(31.0, 65.0, 44.0)","(20.0, 29.0, 27.5)","(31.0, 180.0, 80.66666666666666)","(51.0, 250.0, 126.66666666666666)","(26.0, 75.0, 61.57142857142857)","(26.0, 60.0, 48.0)","(14.0, 19.0, 18.333333333333332)","(16.0, 34.0, 25.25)"
14-12-2022 11:57:22.057838,"(5.5, 11.5, 11.2)","(6.0, 7.2, 7.08)","(1.8, 2.04, 1.9572727272727273)","(31.0, 85.0, 41.44444444444444)","(31.0, 60.0, 44.0)","(20.0, 29.0, 27.5)","(31.0, 170.0, 80.66666666666666)","(51.0, 240.0, 126.66666666666666)","(26.0, 75.0, 52.0)","(26.0, 60.0, 41.333333333333336)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 29.75)"
14-12-2022 11:57:23.584545,"(5.5, 11.5, 11.333333333333334)","(6.0, 7.2, 7.08)","(1.8, 2.04, 1.9572727272727273)","(31.0, 85.0, 41.44444444444444)","(31.0, 60.0, 39.42857142857143)","(21.0, 29.0, 27.5)","(31.0, 170.0, 80.66666666666666)","(51.0, 240.0, 123.33333333333334)","(26.0, 75.0, 52.0)","(26.0, 60.0, 36.0)","(14.0, 19.0, 16.6)","(16.0, 34.0, 30.333333333333332)"
14-12-2022 11:57:24.918400,"(5.5, 11.5, 11.2)","(6.0, 8.4, 7.95)","(1.8, 2.04, 1.9833333333333334)","(31.0, 85.0, 49.333333333333336)","(31.0, 60.0, 38.333333333333336)","(21.0, 29.0, 27.5)","(31.0, 170.0, 102.0)","(51.0, 230.0, 147.5)","(26.0, 75.0, 51.0)","(26.0, 60.0, 36.75)","(14.0, 19.0, 16.6)","(16.0, 34.0, 25.25)"
14-12-2022 11:57:26.269940,"(5.5, 11.0, 10.55)","(6.0, 8.2, 7.799999999999999)","(1.8, 2.02, 1.9833333333333334)","(31.0, 80.0, 44.8)","(31.0, 60.0, 39.42857142857143)","(20.0, 29.0, 28.5)","(31.0, 170.0, 102.0)","(51.0, 230.0, 147.5)","(26.0, 75.0, 51.0)","(26.0, 60.0, 44.5)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 25.25)"
14-12-2022 11:57:27.661796,"(5.5, 11.0, 10.542857142857143)","(6.0, 8.2, 7.5636363636363635)","(1.8, 2.02, 1.9833333333333334)","(31.0, 80.0, 44.8)","(31.0, 60.0, 39.42857142857143)","(20.0, 29.0, 27.5)","(31.0, 170.0, 80.66666666666666)","(51.0, 230.0, 123.33333333333334)","(26.0, 75.0, 51.5)","(26.0, 60.0, 45.0)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 25.25)"
14-12-2022 11:57:29.048646,"(5.5, 11.5, 11.216666666666667)","(6.0, 8.0, 7.363636363636363)","(1.8, 2.02, 2.0094117647058822)","(31.0, 75.0, 49.0)","(31.0, 60.0, 38.18181818181818)","(20.0, 29.0, 27.5)","(31.0, 170.0, 56.66666666666667)","(51.0, 230.0, 109.28571428571428)","(26.0, 75.0, 52.0)","(26.0, 60.0, 36.0)","(14.0, 19.0, 18.333333333333332)","(16.0, 34.0, 28.5)"
14-12-2022 11:57:30.422727,"(5.5, 11.5, 11.311111111111112)","(6.0, 8.0, 7.454545454545454)","(1.8, 2.02, 2.0094117647058822)","(31.0, 75.0, 49.0)","(31.0, 60.0, 40.5)","(20.0, 29.0, 27.5)","(31.0, 160.0, 56.66666666666667)","(51.0, 220.0, 109.28571428571428)","(26.0, 75.0, 51.0)","(26.0, 60.0, 36.0)","(14.0, 19.0, 18.333333333333332)","(16.0, 34.0, 27.6)"
14-12-2022 11:57:31.829029,"(5.5, 11.0, 10.76)","(6.0, 7.8, 7.3999999999999995)","(1.8, 2.02, 2.0085714285714285)","(31.0, 75.0, 49.0)","(31.0, 60.0, 40.0)","(20.0, 29.0, 27.0)","(31.0, 160.0, 56.66666666666667)","(51.0, 220.0, 86.66666666666667)","(26.0, 75.0, 56.2)","(26.0, 60.0, 36.0)","(14.0, 19.0, 18.333333333333332)","(16.0, 34.0, 26.0)"
14-12-2022 11:57:33.239537,"(5.5, 11.0, 11.311111111111112)","(6.0, 7.6, 7.199999999999999)","(1.8, 2.02, 2.0237931034482757)","(31.0, 75.0, 54.5)","(31.0, 60.0, 47.0)","(20.0, 29.0, 27.0)","(31.0, 160.0, 56.66666666666667)","(51.0, 220.0, 90.83333333333333)","(26.0, 75.0, 52.0)","(26.0, 60.0, 41.333333333333336)","(14.0, 19.0, 16.0)","(16.0, 34.0, 22.57142857142857)"
14-12-2022 11:57:34.601261,"(5.5, 11.5, 11.311111111111112)","(6.0, 7.6, 7.199999999999999)","(1.8, 2.12, 2.0237931034482757)","(31.0, 75.0, 54.5)","(31.0, 60.0, 47.0)","(20.0, 29.0, 27.0)","(31.0, 160.0, 56.66666666666667)","(51.0, 220.0, 90.83333333333333)","(26.0, 75.0, 42.14285714285714)","(26.0, 60.0, 37.14285714285714)","(14.0, 19.0, 16.142857142857142)","(16.0, 34.0, 30.636363636363637)"
14-12-2022 11:57:36.065576,"(5.5, 11.5, 11.166666666666666)","(6.0, 7.4, 7.1)","(1.8, 2.12, 2.0085714285714285)","(31.0, 75.0, 43.111111111111114)","(31.0, 55.0, 45.8)","(20.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 220.0, 86.66666666666667)","(26.0, 75.0, 58.666666666666664)","(26.0, 60.0, 37.85714285714286)","(14.0, 19.0, 16.142857142857142)","(16.0, 34.0, 30.636363636363637)"
14-12-2022 11:57:37.423480,"(5.5, 11.5, 11.166666666666666)","(6.0, 7.4, 7.233333333333333)","(1.8, 2.1, 2.0142857142857142)","(31.0, 75.0, 43.111111111111114)","(31.0, 55.0, 45.8)","(20.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 220.0, 86.66666666666667)","(26.0, 75.0, 58.666666666666664)","(26.0, 60.0, 37.85714285714286)","(14.0, 19.0, 16.142857142857142)","(16.0, 34.0, 30.636363636363637)"
14-12-2022 11:57:38.800377,"(5.0, 11.5, 11.166666666666666)","(5.5, 7.2, 7.0)","(1.85, 2.1, 1.978125)","(31.0, 75.0, 40.875)","(31.0, 55.0, 40.625)","(21.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 220.0, 90.83333333333333)","(26.0, 75.0, 51.0)","(26.0, 60.0, 38.57142857142857)","(14.0, 19.0, 17.0)","(16.0, 34.0, 26.8)"
14-12-2022 11:57:40.190092,"(5.0, 11.5, 11.166666666666666)","(5.5, 7.2, 7.0)","(1.85, 2.08, 1.9757446808510637)","(31.0, 70.0, 48.4)","(31.0, 55.0, 40.625)","(21.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 220.0, 86.66666666666667)","(26.0, 75.0, 58.666666666666664)","(26.0, 60.0, 36.666666666666664)","(14.0, 19.0, 17.0)","(16.0, 34.0, 30.636363636363637)"
14-12-2022 11:57:41.602529,"(5.0, 11.5, 11.166666666666666)","(5.5, 7.2, 6.84)","(1.8, 2.08, 1.9377777777777778)","(31.0, 70.0, 40.25)","(31.0, 55.0, 37.81818181818182)","(21.0, 29.0, 26.5)","(31.0, 160.0, 55.0)","(51.0, 220.0, 86.66666666666667)","(26.0, 75.0, 47.77777777777778)","(26.0, 60.0, 34.8)","(14.0, 19.0, 16.142857142857142)","(16.0, 34.0, 20.875)"
14-12-2022 11:57:42.981372,"(5.0, 11.5, 11.25)","(5.5, 9.6, 7.8)","(1.8, 1.96, 1.9377777777777778)","(31.0, 70.0, 48.4)","(31.0, 55.0, 37.75)","(21.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 220.0, 86.66666666666667)","(26.0, 75.0, 43.666666666666664)","(26.0, 60.0, 36.666666666666664)","(14.0, 19.0, 17.0)","(16.0, 34.0, 20.875)"
14-12-2022 11:57:44.306597,"(5.0, 11.5, 11.25)","(5.5, 9.6, 7.8)","(1.8, 1.96, 1.9377777777777778)","(31.0, 70.0, 48.4)","(31.0, 55.0, 37.75)","(21.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 220.0, 86.66666666666667)","(26.0, 75.0, 43.666666666666664)","(26.0, 60.0, 36.666666666666664)","(14.0, 19.0, 17.0)","(16.0, 34.0, 20.875)"
14-12-2022 11:57:45.626608,"(5.0, 11.5, 11.25)","(5.5, 9.6, 7.844444444444444)","(1.8, 1.96, 1.9377777777777778)","(31.0, 70.0, 48.4)","(31.0, 55.0, 37.75)","(21.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 220.0, 86.66666666666667)","(26.0, 75.0, 43.666666666666664)","(26.0, 60.0, 36.666666666666664)","(14.0, 19.0, 17.0)","(16.0, 34.0, 25.25)"
14-12-2022 11:57:47.115867,"(5.0, 11.5, 11.25)","(5.5, 9.4, 7.844444444444444)","(1.8, 1.96, 1.9377777777777778)","(31.0, 70.0, 52.0)","(31.0, 55.0, 37.5)","(21.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 220.0, 172.5)","(26.0, 75.0, 43.666666666666664)","(26.0, 60.0, 34.54545454545455)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 28.166666666666664)"
14-12-2022 11:57:48.632005,"(5.0, 11.5, 11.25)","(5.5, 9.2, 7.142857142857142)","(1.8, 1.96, 1.9377777777777778)","(31.0, 70.0, 52.0)","(31.0, 55.0, 37.5)","(21.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 210.0, 172.5)","(26.0, 75.0, 43.666666666666664)","(26.0, 60.0, 34.3)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 28.166666666666664)"
14-12-2022 11:57:50.036390,"(5.0, 11.5, 11.25)","(5.5, 9.2, 7.279999999999999)","(1.8, 1.96, 1.9377777777777778)","(31.0, 70.0, 52.0)","(31.0, 55.0, 37.5)","(21.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 210.0, 144.0)","(26.0, 75.0, 43.666666666666664)","(26.0, 55.0, 41.0)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 29.0)"
14-12-2022 11:57:51.450172,"(5.5, 11.5, 11.25)","(6.0, 9.2, 7.279999999999999)","(1.8, 1.96, 1.9377777777777778)","(31.0, 70.0, 52.0)","(31.0, 55.0, 37.5)","(21.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 200.0, 144.0)","(26.0, 75.0, 43.666666666666664)","(26.0, 50.0, 41.0)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 29.0)"
14-12-2022 11:57:52.914561,"(5.5, 11.5, 11.25)","(6.0, 9.2, 7.279999999999999)","(1.8, 1.96, 1.9377777777777778)","(31.0, 70.0, 52.0)","(31.0, 55.0, 37.5)","(21.0, 29.0, 26.5)","(31.0, 160.0, 80.0)","(51.0, 200.0, 144.0)","(26.0, 75.0, 43.666666666666664)","(26.0, 50.0, 36.5)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 22.666666666666668)"
14-12-2022 11:57:54.310808,"(5.5, 11.5, 11.25)","(6.0, 8.6, 7.3999999999999995)","(1.8, 1.96, 1.9377777777777778)","(31.0, 60.0, 44.0)","(31.0, 55.0, 39.25)","(21.0, 29.0, 27.0)","(31.0, 150.0, 102.80000000000001)","(51.0, 190.0, 106.66666666666666)","(26.0, 75.0, 43.666666666666664)","(26.0, 50.0, 36.5)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 22.666666666666668)"
14-12-2022 11:57:55.758844,"(5.5, 11.5, 11.25)","(6.0, 8.6, 8.350000000000001)","(1.8, 1.96, 1.9377777777777778)","(31.0, 60.0, 39.42857142857143)","(31.0, 55.0, 42.333333333333336)","(21.0, 28.0, 27.0)","(31.0, 150.0, 72.66666666666666)","(51.0, 190.0, 106.66666666666666)","(26.0, 75.0, 51.5)","(26.0, 50.0, 54.5)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 22.666666666666668)"
14-12-2022 11:57:57.072092,"(5.5, 11.5, 11.25)","(6.0, 8.8, 8.350000000000001)","(1.8, 1.96, 1.9377777777777778)","(31.0, 60.0, 39.42857142857143)","(31.0, 55.0, 42.333333333333336)","(21.0, 28.0, 27.0)","(31.0, 150.0, 72.66666666666666)","(51.0, 190.0, 106.66666666666666)","(26.0, 75.0, 51.5)","(26.0, 75.0, 54.5)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 22.666666666666668)"
14-12-2022 11:57:58.400415,"(5.5, 11.5, 11.25)","(6.0, 8.8, 8.4)","(1.8, 1.96, 1.9377777777777778)","(31.0, 60.0, 56.66666666666667)","(31.0, 55.0, 39.25)","(21.0, 28.0, 27.0)","(31.0, 150.0, 102.80000000000001)","(51.0, 190.0, 106.66666666666666)","(26.0, 75.0, 43.666666666666664)","(26.0, 75.0, 60.0)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 28.333333333333336)"
14-12-2022 11:57:59.812971,"(5.5, 11.5, 11.25)","(6.0, 8.6, 8.24)","(1.75, 1.96, 1.9377777777777778)","(31.0, 85.0, 56.66666666666667)","(31.0, 55.0, 39.25)","(21.0, 28.0, 27.0)","(31.0, 150.0, 102.80000000000001)","(51.0, 190.0, 84.16666666666667)","(26.0, 75.0, 51.5)","(26.0, 75.0, 60.0)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 28.333333333333336)"
14-12-2022 11:58:01.219854,"(5.5, 11.5, 11.25)","(6.0, 8.4, 8.08)","(1.75, 1.96, 1.9377777777777778)","(31.0, 85.0, 60.5)","(31.0, 55.0, 37.5)","(21.0, 28.0, 27.0)","(31.0, 150.0, 102.80000000000001)","(51.0, 180.0, 84.16666666666667)","(26.0, 75.0, 40.0)","(26.0, 75.0, 60.0)","(14.0, 19.0, 17.666666666666668)","(16.0, 34.0, 28.333333333333336)"
14-12-2022 11:58:02.600081,"(5.5, 11.5, 11.25)","(6.0, 8.4, 7.8999999999999995)","(1.75, 1.96, 1.948)","(31.0, 85.0, 55.66666666666667)","(31.0, 55.0, 37.75)","(21.0, 28.0, 27.0)","(31.0, 150.0, 72.5)","(51.0, 180.0, 84.16666666666667)","(26.0, 70.0, 40.0)","(26.0, 75.0, 51.33333333333333)","(14.0, 19.0, 17.0)","(16.0, 34.0, 28.333333333333336)"
14-12-2022 11:58:03.950805,"(5.5, 11.5, 11.25)","(6.0, 8.2, 7.8999999999999995)","(1.75, 1.96, 1.948)","(31.0, 95.0, 55.66666666666667)","(31.0, 55.0, 37.81818181818182)","(21.0, 28.0, 27.0)","(31.0, 140.0, 51.66666666666667)","(51.0, 180.0, 97.85714285714286)","(26.0, 70.0, 43.666666666666664)","(26.0, 90.0, 59.0)","(14.0, 19.0, 17.0)","(16.0, 34.0, 28.333333333333336)"
