,Tommy Fumble,Travers Mania,Speed Freak,Aussie Jake,Sunset Louie,Copper,Ballistic Ant,Travers Time
11-01-2023 21:42:25.770917,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:26.905382,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:28.045918,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:29.261130,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:30.341205,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:31.508152,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:32.702722,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:33.925368,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:35.139779,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:36.365732,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:37.566424,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:38.857836,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:40.381020,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:41.667911,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 45.13333333333333)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:42.923934,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 43.285714285714285)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:44.072589,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 43.285714285714285)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:45.251813,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 35.0)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:46.443390,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 35.0)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:47.557202,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 35.0)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:48.689192,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 35.0)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:49.841833,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 35.0)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:51.084390,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 35.0)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:52.287039,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 18.0)","(21.0, 75.0, 35.0)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 16.5)","(17.0, 50.0, 31.599999999999998)"
11-01-2023 21:42:53.660546,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.545454545454547)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:42:54.847641,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:42:56.137550,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:42:57.553001,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:42:59.061236,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:00.504259,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:01.753804,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:03.056456,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:04.329764,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:05.576398,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:06.772516,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:08.037305,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:09.278333,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:10.569959,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:11.831777,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:13.010370,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:14.238340,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:15.487412,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:16.731689,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:17.923791,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:19.096890,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:20.395739,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:21.670449,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:22.925534,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:24.176490,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:25.326254,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:26.428119,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:27.533432,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:28.655325,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:29.709187,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:30.794536,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:31.828956,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:32.898294,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:33.973777,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:35.086411,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:36.207728,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:37.306092,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.392)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:38.421125,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:39.558930,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:40.672552,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:41.786191,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:42.877178,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:44.016465,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:45.238414,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:46.361517,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:47.337735,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 22.291666666666668)","(21.0, 75.0, 49.77272727272727)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 20.11111111111111)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:48.452516,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 27.318181818181817)","(13.0, 30.0, 19.72222222222222)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:49.437118,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:50.518333,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:51.659993,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:52.762439,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(13.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.15, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(17.0, 50.0, 35.625)"
11-01-2023 21:43:53.888410,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(12.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.2, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(16.0, 50.0, 35.625)"
11-01-2023 21:43:55.105367,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(12.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.2, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(16.0, 50.0, 35.625)"
11-01-2023 21:43:56.485190,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(12.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.2, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(16.0, 50.0, 35.625)"
11-01-2023 21:43:57.889929,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(12.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.2, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(16.0, 50.0, 35.625)"
11-01-2023 21:43:59.131749,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(12.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.2, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(16.0, 50.0, 35.625)"
11-01-2023 21:44:00.334304,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(12.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.2, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(16.0, 50.0, 35.625)"
11-01-2023 21:44:01.544631,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(12.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.2, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(16.0, 50.0, 35.625)"
11-01-2023 21:44:02.727984,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(12.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.2, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(16.0, 50.0, 35.625)"
11-01-2023 21:44:03.934423,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(12.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.2, 3.4, 2.5276923076923077)","(11.0, 24.0, 16.5)","(16.0, 50.0, 35.625)"
11-01-2023 21:44:05.149713,"(2.8, 5.2, 3.0112)","(16.0, 38.0, 25.22222222222222)","(12.0, 30.0, 20.0)","(21.0, 75.0, 40.625)","(6.5, 11.5, 10.263333333333334)","(2.2, 3.4, 2.392)","(11.0, 24.0, 16.5)","(16.0, 50.0, 35.625)"
