,Zippy De Goey,Yeah The Boy,Wild Jewel,Sir Sugar,Reality One,Pie Hard,All Eagle,Talent Show
12-01-2023 08:06:53.438767,"(21.0, 32.0, 31.5)","(5.5, 7.0, 6.8)","(31.0, 44.0, 42.8)","(10.0, 14.0, 13.807692307692308)","(9.0, 13.0, 12.88888888888889)","(4.4, 5.4, 5.274324324324324)","(14.0, 18.5, 18.25)","(2.2, 2.56, 2.5733333333333333)"
12-01-2023 08:06:54.709648,"(21.0, 32.0, 29.857142857142858)","(5.5, 6.8, 6.566666666666666)","(31.0, 44.0, 42.8)","(10.0, 14.0, 12.642857142857142)","(9.0, 13.0, 12.903225806451612)","(4.4, 5.3, 5.286153846153846)","(14.0, 20.0, 19.428571428571427)","(2.2, 2.6, 2.5966666666666667)"
12-01-2023 08:06:55.980755,"(21.0, 32.0, 28.470588235294116)","(5.5, 6.8, 6.566666666666666)","(31.0, 44.0, 42.8)","(10.0, 13.0, 12.533333333333333)","(9.0, 13.0, 12.903225806451612)","(4.4, 5.3, 5.5)","(14.0, 20.0, 18.214285714285715)","(2.2, 2.6, 2.5745945945945947)"
12-01-2023 08:06:57.234112,"(21.0, 32.0, 28.470588235294116)","(5.5, 6.8, 6.545454545454546)","(31.0, 44.0, 42.94736842105263)","(10.0, 13.0, 12.461538461538462)","(9.0, 13.0, 12.625)","(4.4, 5.6, 5.5)","(14.0, 19.5, 17.166666666666668)","(2.2, 2.62, 2.571489361702128)"
12-01-2023 08:06:58.531415,"(21.0, 32.0, 30.4375)","(5.5, 6.8, 6.655172413793103)","(31.0, 44.0, 42.94736842105263)","(10.0, 13.0, 12.25)","(9.0, 13.0, 12.625)","(4.4, 5.6, 5.5)","(14.0, 19.5, 17.5)","(2.2, 2.62, 2.578823529411765)"
12-01-2023 08:06:59.762489,"(21.0, 32.0, 30.4375)","(5.5, 6.8, 6.566666666666666)","(31.0, 44.0, 43.21568627450981)","(10.0, 12.5, 13.1)","(9.0, 13.0, 12.35)","(4.4, 5.6, 5.3545454545454545)","(14.0, 19.0, 17.0)","(2.2, 2.6, 2.588510638297872)"
12-01-2023 08:07:01.022618,"(21.0, 32.0, 29.321428571428573)","(5.5, 6.8, 6.566666666666666)","(31.0, 44.0, 43.21568627450981)","(10.0, 14.0, 13.25)","(9.0, 12.5, 12.384615384615385)","(4.4, 5.5, 5.380952380952381)","(14.0, 19.0, 18.142857142857142)","(2.2, 2.62, 2.584)"
12-01-2023 08:07:02.249711,"(21.0, 32.0, 29.321428571428573)","(5.5, 6.8, 6.566666666666666)","(31.0, 44.0, 43.436619718309856)","(10.0, 14.5, 14.071428571428571)","(9.0, 12.5, 12.40909090909091)","(4.4, 5.4, 5.37741935483871)","(14.0, 19.0, 18.18181818181818)","(2.2, 2.62, 2.578888888888889)"
12-01-2023 08:07:03.449687,"(21.0, 32.0, 29.321428571428573)","(5.5, 6.8, 6.566666666666666)","(31.0, 44.0, 42.94736842105263)","(10.0, 14.5, 13.625)","(9.0, 12.5, 12.40909090909091)","(4.4, 5.4, 5.34)","(14.0, 19.0, 17.37142857142857)","(2.2, 2.62, 2.58)"
12-01-2023 08:07:04.661338,"(21.0, 32.0, 28.484848484848484)","(5.5, 6.8, 6.566666666666666)","(31.0, 44.0, 43.23287671232877)","(10.0, 14.5, 13.5)","(9.0, 12.5, 12.40909090909091)","(4.4, 5.5, 5.34)","(14.0, 19.0, 16.807692307692307)","(2.2, 2.6, 2.58)"
12-01-2023 08:07:05.926332,"(21.0, 32.0, 28.484848484848484)","(5.5, 6.8, 6.577142857142857)","(31.0, 44.0, 42.6)","(10.0, 14.5, 13.5)","(9.0, 12.5, 12.40909090909091)","(4.4, 5.5, 5.34)","(14.0, 19.0, 17.785714285714285)","(2.2, 2.6, 2.58)"
12-01-2023 08:07:07.102661,"(21.0, 32.0, 28.484848484848484)","(5.5, 6.8, 6.577142857142857)","(31.0, 44.0, 42.76923076923077)","(10.0, 14.5, 13.166666666666666)","(9.0, 12.5, 12.392857142857142)","(4.4, 5.5, 5.34)","(14.0, 18.5, 17.53846153846154)","(2.2, 2.6, 2.5833333333333335)"
12-01-2023 08:07:08.298907,"(21.0, 32.0, 29.142857142857142)","(5.5, 6.8, 6.577142857142857)","(31.0, 44.0, 42.76923076923077)","(10.0, 14.5, 13.136363636363637)","(9.0, 12.5, 12.392857142857142)","(4.4, 5.5, 5.408860759493671)","(14.0, 18.0, 16.76923076923077)","(2.2, 2.6, 2.6127835051546393)"
12-01-2023 08:07:09.532301,"(21.0, 30.0, 28.571428571428573)","(5.5, 6.8, 6.577142857142857)","(31.0, 44.0, 42.76923076923077)","(10.0, 14.5, 13.166666666666666)","(9.0, 12.5, 12.392857142857142)","(4.4, 5.5, 5.35)","(14.0, 18.0, 16.88235294117647)","(2.2, 2.62, 2.581818181818182)"
12-01-2023 08:07:10.678046,"(21.0, 30.0, 28.571428571428573)","(5.5, 6.8, 6.533333333333333)","(31.0, 44.0, 42.76923076923077)","(10.0, 14.5, 13.166666666666666)","(9.0, 12.5, 12.392857142857142)","(4.4, 5.5, 5.35)","(14.0, 17.5, 16.5)","(2.2, 2.62, 2.581818181818182)"
12-01-2023 08:07:11.848161,"(21.0, 30.0, 28.571428571428573)","(5.5, 6.8, 6.533333333333333)","(31.0, 44.0, 42.76923076923077)","(10.0, 14.5, 13.166666666666666)","(9.0, 12.5, 12.40909090909091)","(4.4, 5.5, 5.35)","(14.0, 17.5, 16.5)","(2.2, 2.62, 2.5983783783783783)"
12-01-2023 08:07:13.042211,"(21.0, 30.0, 28.42105263157895)","(5.5, 6.8, 6.533333333333333)","(31.0, 44.0, 37.6)","(10.0, 14.5, 13.166666666666666)","(9.0, 12.5, 12.40909090909091)","(4.4, 5.5, 5.34)","(14.0, 17.5, 16.5)","(2.2, 2.62, 2.554086956521739)"
12-01-2023 08:07:14.227167,"(21.0, 30.0, 28.42105263157895)","(5.5, 6.8, 6.533333333333333)","(31.0, 44.0, 40.8)","(10.0, 14.5, 13.166666666666666)","(9.0, 12.5, 12.40909090909091)","(4.4, 5.5, 5.3545454545454545)","(14.0, 17.5, 16.5)","(2.2, 2.56, 2.554086956521739)"
12-01-2023 08:07:15.396143,"(21.0, 30.0, 28.42105263157895)","(5.5, 6.8, 6.533333333333333)","(31.0, 44.0, 40.8)","(10.0, 14.5, 13.826923076923077)","(9.0, 12.5, 12.392857142857142)","(4.4, 5.5, 5.361538461538461)","(14.0, 17.5, 16.5)","(2.2, 2.56, 2.565)"
12-01-2023 08:07:16.576808,"(21.0, 30.0, 28.42105263157895)","(5.5, 6.8, 6.533333333333333)","(31.0, 44.0, 40.8)","(10.0, 14.0, 13.826923076923077)","(9.0, 12.5, 12.392857142857142)","(4.4, 5.5, 5.361538461538461)","(14.0, 17.5, 16.5)","(2.2, 2.58, 2.565)"
12-01-2023 08:07:17.697803,"(21.0, 30.0, 28.42105263157895)","(5.5, 6.8, 6.533333333333333)","(31.0, 44.0, 40.8)","(10.0, 14.0, 13.732142857142858)","(9.0, 12.5, 12.392857142857142)","(4.4, 5.5, 5.361538461538461)","(14.0, 17.5, 16.321428571428573)","(2.2, 2.58, 2.565714285714286)"
12-01-2023 08:07:18.850554,"(21.0, 30.0, 28.42105263157895)","(5.5, 6.8, 6.533333333333333)","(31.0, 46.0, 44.5)","(10.0, 14.0, 13.777777777777779)","(9.0, 12.5, 12.461538461538462)","(4.4, 5.5, 5.361538461538461)","(14.0, 17.5, 16.28125)","(2.2, 2.6, 2.595609756097561)"
12-01-2023 08:07:19.992318,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.575)","(31.0, 46.0, 44.51282051282051)","(10.0, 14.0, 13.777777777777779)","(9.0, 12.5, 12.461538461538462)","(4.4, 5.5, 5.361538461538461)","(14.0, 17.5, 16.264705882352942)","(2.2, 2.6, 2.555151515151515)"
12-01-2023 08:07:21.088452,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.575)","(31.0, 46.0, 44.51282051282051)","(10.0, 14.0, 13.777777777777779)","(9.0, 12.5, 12.461538461538462)","(4.4, 5.5, 5.361538461538461)","(14.0, 17.5, 16.5)","(2.2, 2.56, 2.584)"
12-01-2023 08:07:22.161378,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.575)","(31.0, 46.0, 44.61904761904762)","(10.0, 14.0, 13.875)","(9.0, 12.5, 12.375)","(4.4, 5.5, 5.385106382978723)","(14.0, 17.0, 16.2)","(2.2, 2.6, 2.584)"
12-01-2023 08:07:23.296586,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.6, 6.572413793103448)","(31.0, 46.0, 44.61904761904762)","(10.0, 14.0, 13.5)","(9.0, 12.5, 12.375)","(4.4, 5.5, 5.368)","(14.0, 17.0, 16.2)","(2.2, 2.6, 2.584)"
12-01-2023 08:07:24.390247,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.6, 6.4399999999999995)","(31.0, 46.0, 44.61904761904762)","(10.0, 14.5, 13.807692307692308)","(9.0, 12.5, 12.476190476190476)","(4.4, 5.4, 5.394444444444444)","(14.0, 17.0, 16.2)","(2.2, 2.6, 2.5763636363636366)"
12-01-2023 08:07:25.572766,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.533333333333333)","(31.0, 46.0, 44.432432432432435)","(10.0, 14.5, 13.5)","(9.0, 12.5, 12.476190476190476)","(4.4, 5.5, 5.394444444444444)","(14.0, 17.0, 16.2)","(2.2, 2.6, 2.566086956521739)"
12-01-2023 08:07:26.731195,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.533333333333333)","(31.0, 46.0, 44.432432432432435)","(10.0, 14.5, 13.204545454545455)","(9.0, 12.5, 12.476190476190476)","(4.4, 5.5, 5.394444444444444)","(14.0, 17.0, 16.2)","(2.2, 2.6, 2.566086956521739)"
12-01-2023 08:07:27.854503,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.533333333333333)","(31.0, 46.0, 44.1875)","(10.0, 14.5, 13.204545454545455)","(9.0, 12.5, 12.476190476190476)","(4.4, 5.5, 5.387179487179487)","(14.0, 17.0, 16.2)","(2.2, 2.6, 2.5700000000000003)"
12-01-2023 08:07:29.026274,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.533333333333333)","(31.0, 46.0, 42.0)","(10.0, 14.5, 13.195652173913043)","(9.0, 12.5, 12.476190476190476)","(4.4, 5.5, 5.692391304347826)","(14.0, 17.0, 16.783132530120483)","(2.2, 2.6, 2.5700000000000003)"
12-01-2023 08:07:30.211613,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.533333333333333)","(31.0, 44.0, 42.0)","(10.0, 14.5, 13.195652173913043)","(9.0, 12.5, 12.454545454545455)","(4.4, 5.7, 5.707692307692308)","(14.0, 17.0, 16.78048780487805)","(2.2, 2.6, 2.5700000000000003)"
12-01-2023 08:07:31.350434,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.55)","(31.0, 44.0, 41.0)","(10.0, 14.5, 13.5)","(9.0, 12.5, 12.454545454545455)","(4.4, 5.8, 5.766666666666667)","(14.0, 17.0, 16.78048780487805)","(2.2, 2.6, 2.5700000000000003)"
12-01-2023 08:07:32.536788,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.55)","(31.0, 44.0, 41.0)","(10.0, 14.0, 13.5)","(9.0, 12.5, 12.454545454545455)","(4.4, 5.9, 5.810526315789474)","(14.0, 17.0, 16.78048780487805)","(2.2, 2.6, 2.5907692307692307)"
12-01-2023 08:07:33.684076,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.55)","(31.0, 44.0, 38.5625)","(10.0, 14.0, 13.5)","(9.0, 12.5, 12.454545454545455)","(4.4, 6.0, 5.866666666666666)","(14.0, 17.0, 16.78048780487805)","(2.2, 2.6, 2.5907692307692307)"
12-01-2023 08:07:34.848445,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.55)","(31.0, 46.0, 38.96969696969697)","(10.0, 14.0, 13.5)","(9.0, 12.5, 12.454545454545455)","(4.4, 6.0, 5.866666666666666)","(14.0, 17.0, 16.78048780487805)","(2.2, 2.6, 2.5907692307692307)"
12-01-2023 08:07:35.970330,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.55)","(31.0, 46.0, 38.96969696969697)","(10.0, 14.0, 13.5)","(9.0, 12.5, 12.444444444444445)","(4.4, 6.0, 5.866666666666666)","(14.0, 17.0, 16.78048780487805)","(2.2, 2.6, 2.5915625)"
12-01-2023 08:07:37.076558,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.55)","(31.0, 46.0, 38.96969696969697)","(10.0, 14.0, 13.5)","(9.0, 12.5, 12.444444444444445)","(4.4, 6.0, 5.766666666666667)","(14.0, 17.0, 16.78048780487805)","(2.2, 2.6, 2.5915625)"
12-01-2023 08:07:38.191522,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.55)","(31.0, 46.0, 38.96969696969697)","(10.0, 14.5, 12.807692307692308)","(9.0, 12.5, 12.444444444444445)","(4.4, 5.9, 5.766666666666667)","(14.0, 17.0, 16.78048780487805)","(2.2, 2.6, 2.5915625)"
12-01-2023 08:07:39.230786,"(21.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.55)","(31.0, 46.0, 38.96969696969697)","(10.0, 14.5, 12.807692307692308)","(9.0, 12.5, 8889.333333333334)","(4.4, 5.9, 9998.5)","(14.0, 17.0, 9998.5)","(2.2, 2.6, 9998.5)"
12-01-2023 08:07:40.268527,"(21.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
12-01-2023 08:07:41.352067,"(21.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
12-01-2023 08:07:42.443309,"(21.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
12-01-2023 08:07:43.578284,"(21.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
12-01-2023 08:07:44.788491,"(21.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
12-01-2023 08:07:46.021232,"(20.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
12-01-2023 08:07:47.217801,"(20.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
12-01-2023 08:07:48.425100,"(20.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
12-01-2023 08:07:49.607736,"(20.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
12-01-2023 08:07:50.776199,"(20.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
12-01-2023 08:07:51.960675,"(20.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
12-01-2023 08:07:53.004532,"(20.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(4.4, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.2, 99998, 9998.5)"
