,Zippy De Goey,Yeah The Boy,Wild Jewel,Sir Sugar,Reality One,Pie Hard,All Eagle,Talent Show
12-01-2023 08:02:25.417480,"(18.0, 40.0, 32.57142857142857)","(4.6, 8.0, 7.933333333333334)","(31.0, 70.0, 53.285714285714285)","(5.5, 12.0, 11.857142857142858)","(7.0, 13.0, 12.7)","(4.6, 5.3, 5.125)","(14.0, 17.5, 16.6)","(2.35, 2.54, 2.5053125)"
12-01-2023 08:02:26.463216,"(18.0, 40.0, 32.57142857142857)","(4.6, 8.0, 7.933333333333334)","(31.0, 70.0, 53.285714285714285)","(5.5, 12.0, 11.857142857142858)","(7.0, 13.0, 12.7)","(4.6, 5.2, 5.125)","(14.0, 17.5, 16.6)","(2.35, 2.52, 2.5053125)"
12-01-2023 08:02:27.569704,"(18.0, 40.0, 33.88235294117647)","(4.6, 8.0, 7.933333333333334)","(31.0, 70.0, 53.285714285714285)","(5.5, 12.0, 11.857142857142858)","(7.0, 13.0, 12.7)","(4.6, 5.2, 5.125)","(14.0, 17.5, 16.6)","(2.35, 2.52, 2.5053125)"
12-01-2023 08:02:28.689899,"(18.0, 40.0, 33.88235294117647)","(4.6, 8.0, 7.933333333333334)","(31.0, 70.0, 53.285714285714285)","(5.5, 12.0, 11.857142857142858)","(7.0, 13.0, 12.7)","(4.6, 5.2, 5.125)","(14.0, 17.5, 16.6)","(2.35, 2.52, 2.5053125)"
12-01-2023 08:02:29.765565,"(18.0, 40.0, 33.88235294117647)","(4.6, 8.0, 7.933333333333334)","(31.0, 70.0, 53.285714285714285)","(5.5, 12.0, 11.857142857142858)","(7.0, 13.0, 12.7)","(4.6, 5.2, 5.125)","(14.0, 17.5, 16.6)","(2.35, 2.52, 2.505762711864407)"
12-01-2023 08:02:30.899683,"(18.0, 40.0, 33.88235294117647)","(4.6, 8.0, 7.933333333333334)","(31.0, 70.0, 53.285714285714285)","(5.5, 12.0, 11.857142857142858)","(7.0, 13.0, 12.7)","(4.6, 5.2, 5.125)","(14.0, 17.5, 16.6)","(2.35, 2.52, 2.505762711864407)"
12-01-2023 08:02:32.028064,"(18.0, 40.0, 32.57142857142857)","(4.6, 8.0, 7.933333333333334)","(31.0, 70.0, 53.285714285714285)","(5.5, 12.0, 11.857142857142858)","(7.0, 13.0, 12.7)","(4.6, 5.2, 5.125)","(14.0, 17.5, 16.6)","(2.35, 2.52, 2.505762711864407)"
12-01-2023 08:02:33.129407,"(18.0, 40.0, 32.57142857142857)","(4.6, 7.8, 7.766666666666667)","(31.0, 70.0, 53.285714285714285)","(5.5, 12.0, 11.857142857142858)","(7.0, 13.0, 12.7)","(4.6, 5.2, 5.121428571428571)","(14.0, 17.5, 16.5)","(2.35, 2.52, 2.5553846153846154)"
12-01-2023 08:02:34.185148,"(18.0, 40.0, 32.57142857142857)","(4.6, 7.8, 7.581818181818182)","(31.0, 70.0, 53.285714285714285)","(5.5, 12.5, 12.166666666666666)","(7.0, 13.0, 12.7)","(4.6, 5.2, 5.121428571428571)","(14.0, 17.5, 16.5)","(2.35, 2.56, 2.5412345679012347)"
12-01-2023 08:02:35.313802,"(18.0, 40.0, 32.53333333333333)","(4.6, 7.8, 7.088888888888889)","(31.0, 70.0, 53.285714285714285)","(5.5, 12.5, 12.166666666666666)","(7.0, 13.0, 12.7)","(4.6, 5.2, 5.12)","(14.0, 17.5, 16.5)","(2.35, 2.58, 2.5425316455696203)"
12-01-2023 08:02:36.412895,"(20.0, 40.0, 32.57142857142857)","(5.0, 7.8, 7.088888888888889)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.166666666666666)","(7.5, 13.0, 12.7)","(4.6, 5.2, 4.96)","(15.0, 17.5, 16.5)","(2.4, 2.58, 2.5426143790849673)"
12-01-2023 08:02:37.503722,"(20.0, 40.0, 32.57142857142857)","(5.0, 7.8, 7.088888888888889)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.166666666666666)","(7.5, 13.0, 12.7)","(4.6, 5.2, 4.96)","(15.0, 17.5, 16.5)","(2.4, 2.58, 2.5426143790849673)"
12-01-2023 08:02:38.567532,"(20.0, 40.0, 32.57142857142857)","(5.0, 7.8, 7.088888888888889)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.166666666666666)","(7.5, 13.0, 12.7)","(4.6, 5.2, 5.0285714285714285)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.5426143790849673)"
12-01-2023 08:02:39.621362,"(20.0, 38.0, 32.54545454545455)","(5.0, 7.8, 7.088888888888889)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.166666666666666)","(7.5, 13.0, 12.7)","(4.6, 5.2, 5.0285714285714285)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.5426143790849673)"
12-01-2023 08:02:40.668762,"(20.0, 38.0, 32.54545454545455)","(5.0, 7.8, 7.042105263157895)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.423076923076923)","(7.5, 13.0, 12.7)","(4.6, 5.1, 5.055555555555555)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.542702702702703)"
12-01-2023 08:02:41.731596,"(20.0, 38.0, 32.31578947368421)","(5.0, 7.8, 7.421052631578948)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.423076923076923)","(7.5, 13.0, 12.7)","(4.6, 5.1, 5.003571428571428)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.542702702702703)"
12-01-2023 08:02:42.791341,"(20.0, 38.0, 32.31578947368421)","(5.0, 7.8, 7.421052631578948)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.423076923076923)","(7.5, 13.0, 12.7)","(4.6, 5.1, 5.003571428571428)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.542702702702703)"
12-01-2023 08:02:43.810205,"(20.0, 38.0, 30.956521739130434)","(5.0, 7.8, 7.421052631578948)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 5.006896551724138)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.542702702702703)"
12-01-2023 08:02:44.883815,"(20.0, 38.0, 30.956521739130434)","(5.0, 7.8, 7.421052631578948)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 5.006896551724138)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.542702702702703)"
12-01-2023 08:02:45.999612,"(20.0, 38.0, 30.956521739130434)","(5.0, 7.4, 7.057142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 5.01)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.542702702702703)"
12-01-2023 08:02:47.126368,"(20.0, 38.0, 30.956521739130434)","(5.0, 7.2, 7.0)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.947058823529412)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.5428776978417265)"
12-01-2023 08:02:48.248337,"(20.0, 38.0, 30.956521739130434)","(5.0, 7.2, 6.96)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.947058823529412)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.556923076923077)"
12-01-2023 08:02:49.401640,"(20.0, 38.0, 30.956521739130434)","(5.0, 7.2, 6.96)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.947058823529412)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.556923076923077)"
12-01-2023 08:02:50.527080,"(20.0, 38.0, 30.956521739130434)","(5.0, 7.2, 6.96)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.947058823529412)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.58, 2.5645000000000002)"
12-01-2023 08:02:51.559288,"(20.0, 38.0, 30.956521739130434)","(5.0, 7.2, 6.933333333333334)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.947058823529412)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.5645000000000002)"
12-01-2023 08:02:52.519437,"(20.0, 38.0, 30.956521739130434)","(5.0, 7.2, 6.933333333333334)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.966666666666667)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.58)"
12-01-2023 08:02:53.585841,"(20.0, 38.0, 29.473684210526315)","(5.0, 7.2, 7.0)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.966666666666667)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.58)"
12-01-2023 08:02:54.668820,"(20.0, 36.0, 32.5)","(5.0, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.966666666666667)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.58)"
12-01-2023 08:02:55.778355,"(20.0, 36.0, 32.5)","(5.0, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.966666666666667)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.58)"
12-01-2023 08:02:56.950462,"(20.0, 36.0, 29.7)","(5.0, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.966666666666667)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.58)"
12-01-2023 08:02:58.172172,"(20.0, 36.0, 29.7)","(5.0, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.441176470588236)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.958823529411765)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.58)"
12-01-2023 08:02:59.347660,"(20.0, 36.0, 29.35)","(5.0, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.416666666666666)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.958823529411765)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.58)"
12-01-2023 08:03:00.517221,"(20.0, 34.0, 29.833333333333332)","(5.0, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.416666666666666)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.958823529411765)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.58)"
12-01-2023 08:03:01.663375,"(20.0, 34.0, 29.333333333333332)","(5.0, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.416666666666666)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.958823529411765)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.6107692307692307)"
12-01-2023 08:03:02.779868,"(20.0, 34.0, 29.333333333333332)","(5.0, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.416666666666666)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.958823529411765)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.6)"
12-01-2023 08:03:03.941604,"(20.0, 34.0, 29.2)","(5.0, 7.2, 6.9)","(31.0, 70.0, 53.285714285714285)","(6.0, 12.5, 12.416666666666666)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.958823529411765)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.5947368421052635)"
12-01-2023 08:03:05.020189,"(20.0, 34.0, 29.2)","(4.8, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.666666666666666)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.958823529411765)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.5947368421052635)"
12-01-2023 08:03:06.145591,"(20.0, 34.0, 29.2)","(4.8, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.666666666666666)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.958823529411765)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.6104000000000003)"
12-01-2023 08:03:07.206504,"(20.0, 34.0, 29.2)","(4.8, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.958823529411765)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.591764705882353)"
12-01-2023 08:03:08.261199,"(20.0, 34.0, 29.2)","(4.8, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.958823529411765)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.601176470588235)"
12-01-2023 08:03:09.291114,"(20.0, 34.0, 29.2)","(4.8, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.958823529411765)","(15.0, 17.5, 16.717391304347828)","(2.4, 2.62, 2.601176470588235)"
12-01-2023 08:03:10.366589,"(20.0, 32.0, 29.272727272727273)","(4.8, 7.2, 6.857142857142857)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.9526315789473685)","(15.0, 17.5, 15.909090909090908)","(2.4, 2.62, 2.601176470588235)"
12-01-2023 08:03:11.445165,"(20.0, 29.0, 27.90909090909091)","(4.8, 7.2, 7.0285714285714285)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.9526315789473685)","(15.0, 17.5, 15.909090909090908)","(2.4, 2.62, 2.5947368421052635)"
12-01-2023 08:03:12.548861,"(20.0, 29.0, 27.90909090909091)","(4.8, 7.2, 7.0285714285714285)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.9526315789473685)","(15.0, 17.5, 16.041666666666668)","(2.4, 2.62, 2.59)"
12-01-2023 08:03:13.674231,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 7.0285714285714285)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.7)","(4.6, 5.1, 4.9526315789473685)","(15.0, 17.5, 16.041666666666668)","(2.4, 2.6, 2.59)"
12-01-2023 08:03:14.806511,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 7.0285714285714285)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.75)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 16.704545454545453)","(2.4, 2.6, 2.59)"
12-01-2023 08:03:15.909915,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 7.0285714285714285)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.9375)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 16.704545454545453)","(2.4, 2.6, 2.59)"
12-01-2023 08:03:17.011392,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 7.0285714285714285)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.9375)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 16.973684210526315)","(2.4, 2.6, 2.59)"
12-01-2023 08:03:18.127727,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 7.0285714285714285)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.9375)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 16.973684210526315)","(2.4, 2.6, 2.585)"
12-01-2023 08:03:19.254885,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 7.0285714285714285)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.952380952380953)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 16.973684210526315)","(2.4, 2.6, 2.565714285714286)"
12-01-2023 08:03:20.356284,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 7.0285714285714285)","(31.0, 70.0, 53.285714285714285)","(6.0, 13.0, 12.833333333333334)","(7.5, 13.0, 12.967741935483872)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 16.61111111111111)","(2.4, 2.6, 2.5478260869565217)"
12-01-2023 08:03:21.428668,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 6.85)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 12.833333333333334)","(7.5, 13.0, 12.967741935483872)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 17.07894736842105)","(2.4, 2.6, 2.5771428571428574)"
12-01-2023 08:03:22.532092,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 6.85)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 12.833333333333334)","(7.5, 13.0, 12.967741935483872)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 17.07894736842105)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:23.589192,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 6.85)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 12.833333333333334)","(7.5, 13.0, 12.967741935483872)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 17.07894736842105)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:24.696090,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 6.85)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 12.833333333333334)","(7.5, 13.0, 12.967741935483872)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 17.07894736842105)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:25.696207,"(20.0, 32.0, 26.473684210526315)","(4.8, 7.2, 6.85)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 12.875)","(7.5, 13.0, 12.967741935483872)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 17.07894736842105)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:26.671232,"(20.0, 30.0, 26.29032258064516)","(4.8, 7.2, 6.85)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 13.0)","(7.5, 13.0, 12.967741935483872)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 16.642857142857142)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:27.704550,"(20.0, 30.0, 26.29032258064516)","(4.8, 7.2, 6.85)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 13.0)","(7.5, 13.0, 12.967741935483872)","(4.6, 5.1, 4.93448275862069)","(15.0, 17.5, 16.642857142857142)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:28.750575,"(20.0, 30.0, 25.975609756097562)","(4.8, 7.2, 6.85)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 13.0)","(7.5, 13.0, 12.972972972972974)","(4.6, 5.1, 5.028)","(15.0, 17.5, 17.03846153846154)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:29.758703,"(20.0, 30.0, 25.975609756097562)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 13.0)","(7.5, 13.0, 12.972972972972974)","(4.6, 5.1, 5.028)","(15.0, 17.5, 17.03846153846154)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:30.855697,"(20.0, 30.0, 25.975609756097562)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 13.0)","(7.5, 13.0, 12.972972972972974)","(4.6, 5.1, 5.028)","(15.0, 17.5, 17.03846153846154)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:31.855748,"(20.0, 30.0, 25.975609756097562)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 13.0)","(7.5, 13.0, 12.972972972972974)","(4.6, 5.1, 5.03)","(15.0, 17.5, 17.03846153846154)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:32.903565,"(20.0, 30.0, 25.975609756097562)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 13.0)","(7.5, 13.0, 12.972972972972974)","(4.6, 5.1, 5.03)","(15.0, 17.5, 17.23913043478261)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:34.000675,"(20.0, 30.0, 25.952380952380953)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 13.0)","(7.5, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.166666666666668)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:35.145482,"(20.0, 30.0, 25.952380952380953)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.0, 14.0, 13.0)","(7.5, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.166666666666668)","(2.4, 2.6, 2.5700000000000003)"
12-01-2023 08:03:36.299101,"(20.0, 30.0, 25.952380952380953)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.0)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.5700000000000003)"
12-01-2023 08:03:37.396902,"(20.0, 29.0, 27.285714285714285)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.0)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.5700000000000003)"
12-01-2023 08:03:38.521650,"(20.0, 29.0, 27.285714285714285)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.0)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.5700000000000003)"
12-01-2023 08:03:39.557956,"(20.0, 29.0, 27.285714285714285)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.6)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.5700000000000003)"
12-01-2023 08:03:40.675391,"(20.0, 29.0, 25.96969696969697)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.6)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.055555555555557)","(2.3, 2.6, 2.5700000000000003)"
12-01-2023 08:03:41.762023,"(20.0, 29.0, 25.96969696969697)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.6)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.055555555555557)","(2.3, 2.6, 2.5700000000000003)"
12-01-2023 08:03:42.801005,"(20.0, 29.0, 25.96969696969697)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.6)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.055555555555557)","(2.3, 2.6, 2.5700000000000003)"
12-01-2023 08:03:43.848552,"(20.0, 29.0, 25.96969696969697)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.625)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.214285714285715)","(2.3, 2.6, 2.5700000000000003)"
12-01-2023 08:03:44.927266,"(20.0, 29.0, 25.96969696969697)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.625)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.333333333333332)","(2.3, 2.6, 2.5700000000000003)"
12-01-2023 08:03:45.978323,"(20.0, 29.0, 25.96969696969697)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.625)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.040425531914893)","(15.0, 17.5, 17.333333333333332)","(2.3, 2.6, 2.5700000000000003)"
12-01-2023 08:03:47.084986,"(20.0, 29.0, 25.96969696969697)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.625)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.289473684210527)","(2.3, 2.6, 2.5742857142857143)"
12-01-2023 08:03:48.268988,"(20.0, 29.0, 25.96969696969697)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.625)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.289473684210527)","(2.3, 2.6, 2.5742857142857143)"
12-01-2023 08:03:49.303487,"(20.0, 29.0, 25.96969696969697)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.7)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.58)"
12-01-2023 08:03:50.403655,"(20.0, 29.0, 25.96969696969697)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.7)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.58)"
12-01-2023 08:03:51.503855,"(20.0, 29.0, 25.96969696969697)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.7)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.58)"
12-01-2023 08:03:52.547502,"(20.0, 28.0, 26.8)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.7)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.58)"
