,Aston General,Gyarados,Sugar Freak,Myola Pocket,Quinnley Bale,Scott To Burn,Extremely
07-01-2023 20:32:35.036650,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 37.09090909090909)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:36.115019,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 37.09090909090909)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:37.319358,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 37.09090909090909)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:38.448873,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 37.09090909090909)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:39.647523,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 37.09090909090909)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:40.779651,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 37.09090909090909)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:41.951164,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 37.09090909090909)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:43.087866,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 37.09090909090909)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:44.451667,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:45.681722,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:46.880785,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:48.012613,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:49.056928,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:50.289714,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:51.343652,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:52.383989,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:53.437397,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:54.533511,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:55.658822,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:56.981134,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:58.152695,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:32:59.403528,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:00.707710,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:02.088783,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:03.317030,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:04.319700,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:05.357466,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:06.443324,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:07.477598,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:08.586330,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:09.744421,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:10.962490,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:12.307055,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:13.441525,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:14.787675,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:16.035972,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:17.287296,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:18.604086,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:19.678300,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:20.656067,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:21.816438,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:23.153134,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:24.481273,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:25.835341,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:27.018877,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:28.198398,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:29.325783,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:30.495786,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 6.68)","(19.0, 80.0, 43.125)","(10.0, 21.0, 19.0)","(3.8, 5.2, 5.038888888888889)","(3.7, 5.4, 5.211111111111111)"
07-01-2023 20:33:31.596786,"(5.0, 9.6, 6.6)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:32.617625,"(5.0, 9.6, 7.5)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:33.675727,"(5.0, 9.6, 7.5)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:34.731234,"(5.0, 9.6, 7.5)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:35.859057,"(5.0, 9.6, 7.5)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:36.899203,"(5.0, 9.6, 7.5)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:37.992665,"(5.0, 9.6, 7.5)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:39.099224,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:40.305206,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:41.661485,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:42.860213,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:44.038105,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:45.316167,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:46.499866,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:47.923423,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:49.114378,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:50.303321,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:51.505809,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:52.688508,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:53.900237,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:54.958731,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:56.060203,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:57.230255,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:58.361936,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:33:59.518676,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:34:00.558595,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.6, 7.949999999999999)","(3.6, 7.4, 7.04)","(19.0, 80.0, 53.18181818181818)","(10.0, 21.0, 20.0)","(3.8, 5.2, 5.109375)","(3.7, 5.4, 5.29375)"
07-01-2023 20:34:01.657377,"(5.0, 9.6, 8.135714285714286)","(6.5, 8.4, 8.133333333333333)","(3.6, 7.4, 6.5)","(19.0, 80.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.116666666666667)"
07-01-2023 20:34:02.859065,"(5.0, 9.4, 9.01)","(6.5, 8.2, 7.35)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.116666666666667)"
07-01-2023 20:34:04.085449,"(5.0, 9.4, 9.01)","(6.5, 7.8, 7.0)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 4.914285714285715)"
07-01-2023 20:34:05.262158,"(5.0, 9.4, 9.01)","(6.5, 7.4, 7.0)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 4.914285714285715)"
07-01-2023 20:34:06.404334,"(5.0, 9.4, 9.01)","(6.5, 7.4, 7.0)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 4.914285714285715)"
07-01-2023 20:34:07.438518,"(5.0, 9.4, 9.01)","(6.5, 7.4, 7.0)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 4.914285714285715)"
07-01-2023 20:34:08.459445,"(5.0, 9.4, 9.01)","(6.5, 7.4, 7.0)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 4.914285714285715)"
07-01-2023 20:34:09.620062,"(5.0, 9.4, 9.01)","(6.5, 7.2, 7.125)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 4.914285714285715)"
07-01-2023 20:34:10.739433,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 4.914285714285715)"
07-01-2023 20:34:11.857539,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 4.914285714285715)"
07-01-2023 20:34:12.879095,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 4.914285714285715)"
07-01-2023 20:34:13.940365,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.116666666666667)"
07-01-2023 20:34:15.011428,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.116666666666667)"
07-01-2023 20:34:16.088807,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.5)","(19.0, 75.0, 67.28571428571428)","(10.0, 21.0, 17.42857142857143)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.116666666666667)"
07-01-2023 20:34:17.176521,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.785714285714286)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:18.236195,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:19.294299,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:20.437134,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:21.534231,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:22.695685,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:23.714698,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.714285714285714)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:24.748074,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
