,Jackie Rose,Burn Rate,Pacific Rock,Baggys Gold,Merinda,Exiled,Pancho Tommy,Kiwi Turtle
11-01-2023 20:59:29.095670,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 220.0, 124.5)","(10.0, 24.0, 15.0)","(12.0, 28.0, 14.25)","(17.0, 55.0, 38.75)","(21.0, 75.0, 49.54545454545455)"
11-01-2023 20:59:30.311908,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 220.0, 124.5)","(10.0, 24.0, 15.0)","(12.0, 28.0, 14.25)","(17.0, 55.0, 38.75)","(21.0, 75.0, 49.54545454545455)"
11-01-2023 20:59:31.450458,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 220.0, 124.5)","(10.0, 24.0, 15.0)","(12.0, 28.0, 14.25)","(17.0, 55.0, 38.75)","(21.0, 75.0, 49.54545454545455)"
11-01-2023 20:59:32.644437,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 220.0, 124.5)","(10.0, 24.0, 15.0)","(12.0, 28.0, 14.25)","(17.0, 55.0, 38.75)","(21.0, 75.0, 49.54545454545455)"
11-01-2023 20:59:33.888542,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 220.0, 124.5)","(10.0, 24.0, 15.0)","(12.0, 28.0, 14.25)","(17.0, 55.0, 38.75)","(21.0, 75.0, 49.54545454545455)"
11-01-2023 20:59:35.074674,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 220.0, 124.5)","(10.0, 24.0, 15.0)","(12.0, 28.0, 14.25)","(17.0, 55.0, 38.75)","(21.0, 75.0, 49.54545454545455)"
11-01-2023 20:59:36.251107,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 220.0, 124.5)","(10.0, 24.0, 15.0)","(12.0, 28.0, 14.25)","(17.0, 55.0, 38.75)","(21.0, 75.0, 49.54545454545455)"
11-01-2023 20:59:37.475962,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 220.0, 124.5)","(10.0, 24.0, 15.0)","(12.0, 28.0, 14.25)","(17.0, 55.0, 38.75)","(21.0, 75.0, 49.54545454545455)"
11-01-2023 20:59:38.706447,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 220.0, 124.5)","(10.0, 24.0, 15.0)","(12.0, 28.0, 14.25)","(17.0, 55.0, 38.75)","(21.0, 75.0, 49.54545454545455)"
11-01-2023 20:59:39.948156,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 220.0, 124.5)","(10.0, 24.0, 15.0)","(12.0, 28.0, 14.25)","(17.0, 55.0, 38.75)","(21.0, 75.0, 49.54545454545455)"
11-01-2023 20:59:41.200689,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 13.327272727272728)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:42.444642,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:43.660091,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:44.862378,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:46.061018,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:47.281158,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:48.381200,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:49.568838,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:50.720947,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:51.957038,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:53.103330,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:54.247636,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:55.406318,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:56.583442,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:57.698760,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:58.754494,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 20:59:59.791697,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(21.0, 75.0, 43.0)"
11-01-2023 21:00:00.881937,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 118.88235294117646)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:01.962734,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.257142857142858)","(31.0, 220.0, 145.44444444444446)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:03.065917,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.0, 11.100000000000001)","(31.0, 160.0, 145.44444444444446)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:04.163876,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.0, 11.100000000000001)","(31.0, 160.0, 145.44444444444446)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:05.219582,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.0, 11.100000000000001)","(31.0, 160.0, 145.44444444444446)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:06.353255,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.0, 11.100000000000001)","(31.0, 160.0, 145.44444444444446)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:07.495717,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.0, 11.100000000000001)","(31.0, 160.0, 145.44444444444446)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:08.678783,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.0, 11.100000000000001)","(31.0, 160.0, 145.44444444444446)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:09.827938,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.0, 11.100000000000001)","(31.0, 160.0, 145.44444444444446)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:11.025903,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.0, 11.100000000000001)","(31.0, 160.0, 145.44444444444446)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:12.240195,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.0, 11.933333333333334)","(31.0, 160.0, 145.44444444444446)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:13.526459,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 160.0, 145.44444444444446)","(10.0, 24.0, 19.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:14.657545,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 11.933333333333334)","(31.0, 160.0, 145.44444444444446)","(10.0, 24.0, 20.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:15.820461,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.428571428571429)","(31.0, 160.0, 145.44444444444446)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:16.993994,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.428571428571429)","(31.0, 160.0, 145.44444444444446)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:18.250187,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.428571428571429)","(31.0, 160.0, 145.44444444444446)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:19.377111,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.428571428571429)","(31.0, 160.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:20.670972,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.428571428571429)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:22.079097,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.428571428571429)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:23.429552,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.428571428571429)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:24.955086,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.428571428571429)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:26.107305,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.428571428571429)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:27.381661,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.428571428571429)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.576923076923077)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:28.612279,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 19.0, 10.428571428571429)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.214285714285715)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:29.791131,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.166666666666666)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.214285714285715)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:30.941277,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.166666666666666)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.214285714285715)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:32.409082,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.166666666666666)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.214285714285715)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:33.781776,"(1.9, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.166666666666666)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.214285714285715)","(17.0, 55.0, 27.0)","(20.0, 75.0, 43.0)"
11-01-2023 21:00:35.115159,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.166666666666666)","(31.0, 210.0, 189.88888888888889)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.214285714285715)","(18.0, 55.0, 27.0)","(19.0, 75.0, 43.0)"
11-01-2023 21:00:36.481774,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.166666666666666)","(31.0, 210.0, 118.88235294117646)","(10.0, 23.0, 20.5)","(12.0, 28.0, 16.214285714285715)","(18.0, 55.0, 27.0)","(19.0, 75.0, 43.0)"
11-01-2023 21:00:37.866542,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.166666666666666)","(31.0, 220.0, 120.0)","(10.0, 23.0, 17.0)","(12.0, 28.0, 16.214285714285715)","(18.0, 55.0, 27.0)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:39.154736,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 11.9)","(31.0, 210.0, 95.0)","(10.0, 23.0, 17.0)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 21.22222222222222)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:40.464665,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.033333333333333)","(31.0, 160.0, 95.0)","(10.0, 23.0, 17.0)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 21.22222222222222)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:41.683543,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.166666666666666)","(31.0, 160.0, 95.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 21.22222222222222)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:42.857349,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.166666666666666)","(31.0, 160.0, 95.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 21.22222222222222)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:44.054050,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:45.210964,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 21.22222222222222)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:46.279713,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:47.518158,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:48.693631,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:50.037946,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:51.295604,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:52.562863,"(1.95, 3.2, 2.071111111111111)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:53.869452,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:55.122416,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:56.414891,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:57.646100,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:58.746136,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:00:59.904214,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 96.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:01:01.044522,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 88.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 25.666666666666668)"
11-01-2023 21:01:02.242116,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 200.0, 111.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 24.6)","(19.0, 75.0, 27.916666666666664)"
11-01-2023 21:01:03.433687,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 190.0, 111.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 27.727272727272727)","(19.0, 70.0, 27.916666666666664)"
11-01-2023 21:01:04.618726,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 190.0, 97.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 25.4)","(19.0, 70.0, 37.5)"
11-01-2023 21:01:05.841294,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 97.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 13.454545454545455)","(18.0, 55.0, 25.4)","(19.0, 70.0, 28.333333333333336)"
11-01-2023 21:01:07.149122,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 97.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 14.285714285714285)","(18.0, 55.0, 24.166666666666668)","(19.0, 70.0, 28.333333333333336)"
11-01-2023 21:01:08.361046,"(1.95, 3.2, 2.4184615384615387)","(2.8, 4.4, 2.8775000000000004)","(9.0, 18.5, 12.299999999999999)","(31.0, 160.0, 97.0)","(10.0, 23.0, 17.25)","(12.0, 28.0, 14.285714285714285)","(18.0, 55.0, 24.166666666666668)","(19.0, 70.0, 28.333333333333336)"
