,Fake Magic,Taspinaro,Right Hook,Madetobebroken,Labby Rock,Tennessee Beach,Tricky Mikki,Snowbird,Destiny Force
11-01-2023 13:38:58.110043,"(2.15, 2.76, 2.738)","(31.0, 100.0, 85.5)","(6.0, 9.0, 8.657142857142857)","(10.0, 15.5, 15.192307692307692)","(14.0, 34.0, 26.666666666666668)","(12.0, 17.5, 17.136363636363637)","(3.2, 3.5, 3.4833333333333334)","(31.0, 50.0, 46.0)","(61.0, 120.0, 89.44444444444444)"
11-01-2023 13:38:59.677589,"(2.15, 2.78, 2.729090909090909)","(31.0, 95.0, 85.5)","(6.0, 9.0, 8.657142857142857)","(10.0, 15.5, 15.192307692307692)","(14.0, 34.0, 26.666666666666668)","(12.0, 17.5, 17.136363636363637)","(3.2, 3.5, 3.4829896907216495)","(31.0, 50.0, 46.0)","(61.0, 120.0, 89.44444444444444)"
11-01-2023 13:39:01.028094,"(2.15, 2.78, 2.7053333333333334)","(31.0, 95.0, 85.5)","(6.0, 9.0, 8.657142857142857)","(10.0, 15.5, 15.192307692307692)","(14.0, 34.0, 26.666666666666668)","(12.0, 17.5, 17.136363636363637)","(3.2, 3.5, 3.4829896907216495)","(31.0, 50.0, 46.0)","(61.0, 120.0, 89.44444444444444)"
11-01-2023 13:39:02.350282,"(2.15, 2.78, 2.7053333333333334)","(31.0, 95.0, 85.5)","(6.0, 9.0, 8.657142857142857)","(10.0, 15.5, 15.192307692307692)","(14.0, 34.0, 26.666666666666668)","(12.0, 17.5, 17.136363636363637)","(3.2, 3.5, 3.4829896907216495)","(31.0, 50.0, 46.0)","(61.0, 120.0, 89.44444444444444)"
11-01-2023 13:39:03.639632,"(2.15, 2.78, 2.7053333333333334)","(31.0, 95.0, 85.5)","(6.0, 9.0, 8.657142857142857)","(10.0, 15.5, 15.214285714285714)","(14.0, 34.0, 26.666666666666668)","(12.0, 17.5, 17.0)","(3.2, 3.5, 3.4829896907216495)","(31.0, 50.0, 42.0)","(61.0, 120.0, 101.0)"
11-01-2023 13:39:04.950928,"(2.15, 2.76, 2.7449999999999997)","(31.0, 90.0, 70.5)","(6.0, 9.0, 8.657142857142857)","(10.0, 15.5, 14.7)","(14.0, 34.0, 26.666666666666668)","(12.0, 17.5, 17.0)","(3.2, 3.5, 3.4829896907216495)","(31.0, 48.0, 42.0)","(61.0, 110.0, 85.0)"
11-01-2023 13:39:06.197897,"(2.15, 2.76, 2.7514285714285713)","(31.0, 85.0, 69.33333333333334)","(6.0, 9.0, 8.657142857142857)","(10.0, 15.5, 14.61111111111111)","(14.0, 34.0, 26.666666666666668)","(12.0, 17.5, 17.0)","(3.2, 3.5, 3.4829896907216495)","(31.0, 48.0, 39.333333333333336)","(61.0, 110.0, 88.33333333333333)"
11-01-2023 13:39:07.767519,"(2.15, 2.78, 2.7319999999999998)","(31.0, 80.0, 59.33333333333333)","(6.0, 9.0, 8.466666666666667)","(10.0, 15.5, 14.61111111111111)","(14.0, 34.0, 26.666666666666668)","(12.0, 17.5, 17.0)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 38.0)","(61.0, 100.0, 89.0)"
11-01-2023 13:39:09.295468,"(2.15, 2.78, 2.7319999999999998)","(31.0, 70.0, 52.769230769230774)","(6.0, 9.0, 8.466666666666667)","(10.0, 15.5, 14.61111111111111)","(14.0, 34.0, 26.666666666666668)","(12.0, 17.5, 17.0)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 38.0)","(61.0, 95.0, 81.66666666666667)"
11-01-2023 13:39:10.674764,"(2.15, 2.76, 2.695294117647059)","(31.0, 70.0, 58.25)","(6.0, 9.0, 8.466666666666667)","(10.0, 15.5, 14.61111111111111)","(14.0, 34.0, 26.666666666666668)","(12.0, 17.5, 17.0)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 81.66666666666667)"
11-01-2023 13:39:11.977710,"(2.15, 2.76, 2.695294117647059)","(31.0, 65.0, 52.72727272727273)","(6.5, 9.0, 8.466666666666667)","(11.0, 15.5, 14.61111111111111)","(15.0, 34.0, 26.666666666666668)","(12.0, 17.5, 16.75)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 76.11111111111111)"
11-01-2023 13:39:13.218769,"(2.15, 2.76, 2.695294117647059)","(31.0, 65.0, 52.72727272727273)","(6.5, 9.0, 8.466666666666667)","(11.0, 15.5, 14.61111111111111)","(15.0, 34.0, 26.666666666666668)","(12.0, 17.5, 16.75)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 81.66666666666667)"
11-01-2023 13:39:14.343886,"(2.15, 2.76, 2.695294117647059)","(31.0, 65.0, 52.72727272727273)","(6.5, 9.0, 8.466666666666667)","(11.0, 15.5, 14.61111111111111)","(15.0, 34.0, 36.0)","(12.0, 17.5, 17.3125)","(3.2, 3.5, 3.477722772277228)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 81.66666666666667)"
11-01-2023 13:39:15.525176,"(2.15, 2.76, 2.695294117647059)","(31.0, 60.0, 46.8)","(6.5, 9.0, 8.466666666666667)","(11.0, 15.5, 14.61111111111111)","(15.0, 42.0, 36.0)","(12.0, 17.5, 17.3125)","(3.2, 3.5, 3.477722772277228)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 81.66666666666667)"
11-01-2023 13:39:16.740194,"(2.15, 2.76, 2.695294117647059)","(31.0, 60.0, 50.0)","(6.5, 9.0, 8.466666666666667)","(11.0, 15.5, 14.7)","(15.0, 42.0, 35.2)","(12.0, 17.5, 17.3125)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 76.66666666666667)"
11-01-2023 13:39:17.930490,"(2.15, 2.76, 2.7)","(31.0, 50.0, 47.0)","(6.5, 9.0, 8.466666666666667)","(11.0, 15.5, 15.25)","(15.0, 38.0, 30.5)","(12.0, 17.5, 17.363636363636363)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 13:39:19.210037,"(2.15, 2.76, 2.690769230769231)","(31.0, 50.0, 47.0)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.0, 15.25)","(15.0, 36.0, 30.5)","(12.0, 17.5, 17.363636363636363)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 13:39:20.550581,"(2.15, 2.76, 2.6550000000000002)","(31.0, 50.0, 43.14285714285714)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.0, 14.65)","(15.0, 36.0, 30.5)","(12.0, 17.5, 17.3125)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 13:39:22.118618,"(2.15, 2.74, 2.7066666666666666)","(31.0, 50.0, 44.0)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.0, 14.65)","(15.0, 36.0, 31.75)","(12.0, 17.5, 17.3125)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 13:39:23.413773,"(2.15, 2.76, 2.7066666666666666)","(31.0, 50.0, 44.0)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.0, 14.65)","(15.0, 34.0, 34.75)","(12.0, 17.5, 17.3125)","(3.2, 3.5, 3.477722772277228)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 13:39:24.682157,"(2.15, 2.76, 2.7)","(31.0, 50.0, 41.42857142857143)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.0, 14.65)","(15.0, 38.0, 34.75)","(12.0, 17.5, 17.3125)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 13:39:25.929555,"(2.15, 2.76, 2.7)","(31.0, 50.0, 41.42857142857143)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.0, 14.65)","(15.0, 38.0, 31.5)","(12.0, 17.5, 17.3125)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 13:39:27.208294,"(2.15, 2.76, 2.7)","(31.0, 50.0, 41.42857142857143)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.0, 14.65)","(15.0, 38.0, 31.5)","(12.0, 17.5, 17.3125)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 13:39:28.393699,"(2.15, 2.76, 2.7)","(31.0, 50.0, 41.42857142857143)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.0, 14.65)","(15.0, 38.0, 31.5)","(12.0, 17.5, 16.41176470588235)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 13:39:29.568380,"(2.15, 2.76, 2.7)","(31.0, 50.0, 41.42857142857143)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.0, 14.785714285714286)","(15.0, 38.0, 31.5)","(12.0, 17.0, 16.41176470588235)","(3.2, 3.5, 3.4829896907216495)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 13:39:30.762687,"(2.15, 2.76, 2.7)","(31.0, 50.0, 41.42857142857143)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.5, 14.735294117647058)","(15.0, 38.0, 31.5)","(12.0, 17.0, 16.41176470588235)","(3.2, 3.5, 3.477722772277228)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 84.28571428571429)"
11-01-2023 13:39:32.003337,"(2.15, 2.76, 2.7)","(31.0, 50.0, 41.42857142857143)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.5, 14.735294117647058)","(15.0, 38.0, 34.75)","(12.0, 17.0, 16.41176470588235)","(3.2, 3.5, 3.477722772277228)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:39:33.349177,"(2.15, 2.76, 2.7)","(31.0, 50.0, 41.42857142857143)","(6.5, 9.0, 8.466666666666667)","(11.0, 16.5, 14.735294117647058)","(15.0, 38.0, 34.75)","(12.0, 17.0, 16.41176470588235)","(3.2, 3.5, 3.477722772277228)","(31.0, 46.0, 39.333333333333336)","(61.0, 90.0, 80.0)"
11-01-2023 13:39:35.144496,"(2.15, 2.76, 2.7)","(31.0, 50.0, 41.42857142857143)","(6.5, 9.0, 8.35)","(11.0, 16.5, 15.6)","(15.0, 38.0, 34.75)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.285714285714286)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 80.0)"
11-01-2023 13:39:36.456075,"(2.15, 2.76, 2.7066666666666666)","(31.0, 50.0, 42.0)","(6.5, 8.8, 8.35)","(11.0, 16.5, 15.681818181818182)","(15.0, 38.0, 34.42857142857143)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.3125)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 77.5)"
11-01-2023 13:39:37.738460,"(2.15, 2.76, 2.7066666666666666)","(31.0, 46.0, 41.2)","(6.5, 8.8, 8.35)","(11.0, 16.5, 15.571428571428571)","(15.0, 36.0, 34.42857142857143)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.35)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 77.5)"
11-01-2023 13:39:39.118208,"(2.15, 2.76, 2.685)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.421052631578949)","(11.0, 17.0, 16.25)","(15.0, 36.0, 30.5)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4772727272727275)","(31.0, 46.0, 39.333333333333336)","(61.0, 85.0, 101.25)"
11-01-2023 13:39:40.524075,"(2.15, 2.76, 2.685)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.472727272727273)","(11.0, 16.5, 16.25)","(15.0, 36.0, 30.4)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4772727272727275)","(31.0, 46.0, 39.333333333333336)","(61.0, 120.0, 89.23076923076923)"
11-01-2023 13:39:41.960125,"(2.15, 2.76, 2.6810526315789476)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.4)","(11.0, 16.5, 16.25)","(15.0, 34.0, 31.6)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4826315789473683)","(31.0, 46.0, 39.333333333333336)","(61.0, 120.0, 89.23076923076923)"
11-01-2023 13:39:43.420061,"(2.15, 2.76, 2.6810526315789476)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.4)","(11.0, 16.5, 16.25)","(15.0, 36.0, 31.6)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4826315789473683)","(31.0, 46.0, 39.333333333333336)","(61.0, 120.0, 89.23076923076923)"
11-01-2023 13:39:44.643371,"(2.15, 2.76, 2.6810526315789476)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.4)","(11.0, 16.5, 16.25)","(15.0, 36.0, 30.4)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4826315789473683)","(31.0, 46.0, 39.333333333333336)","(61.0, 120.0, 89.23076923076923)"
11-01-2023 13:39:46.020560,"(2.15, 2.76, 2.6810526315789476)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.4)","(11.0, 16.5, 16.25)","(15.0, 34.0, 30.4)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4826315789473683)","(31.0, 46.0, 39.333333333333336)","(61.0, 120.0, 89.23076923076923)"
11-01-2023 13:39:47.308289,"(2.2, 2.76, 2.7)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.464516129032258)","(11.0, 16.5, 16.25)","(15.0, 34.0, 30.5)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4826315789473683)","(31.0, 46.0, 39.333333333333336)","(61.0, 120.0, 86.66666666666667)"
11-01-2023 13:39:48.736735,"(2.2, 2.76, 2.7)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.464516129032258)","(11.0, 16.5, 16.25)","(15.0, 36.0, 30.5)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4826315789473683)","(31.0, 46.0, 39.333333333333336)","(61.0, 120.0, 86.66666666666667)"
11-01-2023 13:39:50.439400,"(2.2, 2.76, 2.7)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.464516129032258)","(11.0, 16.5, 16.25)","(15.0, 36.0, 29.5)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4826315789473683)","(31.0, 46.0, 39.333333333333336)","(61.0, 120.0, 75.26315789473685)"
11-01-2023 13:39:51.885904,"(2.2, 2.76, 2.7)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.464516129032258)","(11.0, 16.5, 16.25)","(15.0, 34.0, 30.5)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4826315789473683)","(31.0, 46.0, 39.333333333333336)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:39:53.271919,"(2.2, 2.76, 2.7)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.464516129032258)","(11.0, 16.5, 16.25)","(15.0, 36.0, 30.5)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4826315789473683)","(31.0, 46.0, 39.333333333333336)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:39:54.544111,"(2.2, 2.76, 2.7)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.464516129032258)","(11.0, 16.5, 16.25)","(15.0, 36.0, 29.5)","(12.0, 17.0, 16.6875)","(3.2, 3.5, 3.4826315789473683)","(31.0, 46.0, 39.333333333333336)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:39:55.856225,"(2.2, 2.76, 2.7085714285714286)","(31.0, 46.0, 40.857142857142854)","(6.5, 8.8, 8.384)","(11.0, 16.5, 16.3125)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.875)","(3.2, 3.5, 3.4826315789473683)","(31.0, 46.0, 41.0)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:39:57.131097,"(2.2, 2.76, 2.7085714285714286)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.384)","(11.0, 16.5, 16.3125)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.875)","(3.2, 3.5, 3.483663366336634)","(31.0, 46.0, 41.0)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:39:58.420341,"(2.2, 2.76, 2.7085714285714286)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.384)","(11.0, 16.5, 16.25)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.875)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:39:59.666891,"(2.2, 2.76, 2.715)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.384)","(11.0, 16.5, 16.25)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:40:00.958845,"(2.2, 2.76, 2.715)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.384)","(11.0, 16.5, 16.25)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:40:02.276867,"(2.2, 2.76, 2.721081081081081)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.384)","(11.0, 16.5, 16.25)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:40:03.671638,"(2.2, 2.76, 2.715)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.5, 16.136363636363637)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:40:05.002225,"(2.2, 2.76, 2.715)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.5, 16.136363636363637)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:40:06.310545,"(2.2, 2.76, 2.715)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.5, 16.25)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:40:07.581977,"(2.2, 2.76, 2.715)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.5, 16.25)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:40:08.758608,"(2.2, 2.76, 2.715)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.8125)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 74.34782608695652)"
11-01-2023 13:40:09.946890,"(2.2, 2.76, 2.715)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.8125)","(15.0, 34.0, 27.25)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 73.4090909090909)"
11-01-2023 13:40:11.439858,"(2.2, 2.74, 2.704516129032258)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.25)","(15.0, 34.0, 30.823529411764707)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 66.85185185185185)"
11-01-2023 13:40:12.845034,"(2.2, 2.74, 2.7085714285714286)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.25)","(15.0, 34.0, 30.823529411764707)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 95.0, 67.5)"
11-01-2023 13:40:14.089299,"(2.2, 2.74, 2.7085714285714286)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.25)","(15.0, 34.0, 30.823529411764707)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 90.0, 75.0)"
11-01-2023 13:40:15.295138,"(2.2, 2.74, 2.7085714285714286)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.307692307692308)","(15.0, 42.0, 36.0)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:16.848556,"(2.2, 2.74, 2.7085714285714286)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.307692307692308)","(15.0, 38.0, 36.0)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:18.232001,"(2.2, 2.74, 2.7085714285714286)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.307692307692308)","(15.0, 38.0, 34.333333333333336)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:19.667339,"(2.2, 2.74, 2.7085714285714286)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.9)","(15.0, 36.0, 33.38461538461539)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:20.999419,"(2.2, 2.74, 2.6813333333333333)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.9)","(15.0, 34.0, 35.0)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:22.375165,"(2.2, 2.74, 2.6813333333333333)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.9)","(15.0, 38.0, 35.0)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:23.758308,"(2.2, 2.74, 2.6813333333333333)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.9)","(15.0, 38.0, 35.0)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:25.142726,"(2.2, 2.74, 2.6813333333333333)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.9)","(15.0, 38.0, 35.0)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:26.375199,"(2.2, 2.74, 2.6813333333333333)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.9)","(15.0, 38.0, 35.0)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.3235294117647056)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:27.810648,"(2.2, 2.74, 2.6813333333333333)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.9)","(15.0, 38.0, 37.07692307692308)","(12.0, 17.0, 16.6)","(3.2, 3.5, 3.333333333333333)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:29.299134,"(2.2, 2.74, 2.7075675675675677)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.833333333333334)","(15.0, 38.0, 37.07692307692308)","(12.0, 17.0, 16.6)","(3.2, 3.45, 3.333333333333333)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:30.679332,"(2.2, 2.74, 2.7075675675675677)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.833333333333334)","(15.0, 38.0, 37.07692307692308)","(12.0, 17.0, 16.6)","(3.2, 3.45, 3.333333333333333)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:31.983335,"(2.2, 2.74, 2.7075675675675677)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.833333333333334)","(15.0, 38.0, 37.07692307692308)","(12.0, 17.0, 16.6)","(3.2, 3.45, 3.333333333333333)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:33.336755,"(2.2, 2.74, 2.7075675675675677)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.833333333333334)","(15.0, 38.0, 28.4)","(12.0, 17.0, 16.6)","(3.2, 3.45, 3.333333333333333)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:34.578096,"(2.2, 2.74, 2.7075675675675677)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.833333333333334)","(15.0, 38.0, 28.4)","(12.0, 17.0, 16.6)","(3.2, 3.45, 3.333333333333333)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:35.954746,"(2.2, 2.74, 2.7075675675675677)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.833333333333334)","(15.0, 38.0, 28.5)","(12.0, 17.0, 16.6)","(3.2, 3.45, 3.333333333333333)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
11-01-2023 13:40:37.554628,"(2.2, 2.74, 2.7075675675675677)","(31.0, 46.0, 41.5)","(6.5, 8.8, 8.600000000000001)","(11.0, 16.0, 15.833333333333334)","(15.0, 36.0, 30.0)","(12.0, 17.0, 16.6)","(3.2, 3.45, 3.333333333333333)","(31.0, 46.0, 41.0)","(61.0, 85.0, 71.36363636363636)"
