,Fake Magic,Taspinaro,Right Hook,Madetobebroken,Labby Rock,Tennessee Beach,Tricky Mikki,Snowbird,Destiny Force
11-01-2023 13:46:09.971336,"(2.4, 2.96, 2.9286486486486485)","(26.0, 42.0, 38.42857142857143)","(7.0, 8.6, 8.43)","(12.0, 15.5, 15.409090909090908)","(21.0, 40.0, 38.666666666666664)","(14.0, 18.5, 17.55263157894737)","(2.7, 3.0, 2.9894805194805194)","(31.0, 55.0, 48.93103448275862)","(61.0, 95.0, 94.16666666666667)"
11-01-2023 13:46:11.148325,"(2.4, 2.96, 2.9286486486486485)","(26.0, 42.0, 38.42857142857143)","(7.0, 8.4, 8.229333333333333)","(12.0, 15.5, 15.4375)","(21.0, 40.0, 38.666666666666664)","(14.0, 18.5, 17.375)","(2.7, 3.0, 2.981899441340782)","(31.0, 55.0, 48.93103448275862)","(61.0, 95.0, 94.16666666666667)"
11-01-2023 13:46:12.352335,"(2.4, 2.96, 2.9353846153846153)","(26.0, 42.0, 38.42857142857143)","(7.0, 8.4, 8.301754385964912)","(12.0, 15.5, 15.456521739130435)","(21.0, 40.0, 38.666666666666664)","(14.0, 18.5, 17.333333333333332)","(2.7, 3.0, 2.981899441340782)","(31.0, 55.0, 48.93103448275862)","(61.0, 95.0, 94.16666666666667)"
11-01-2023 13:46:13.655022,"(2.4, 2.96, 2.9353846153846153)","(26.0, 42.0, 38.42857142857143)","(7.0, 8.4, 8.301754385964912)","(12.0, 15.5, 15.477272727272727)","(21.0, 40.0, 38.666666666666664)","(14.0, 18.5, 17.333333333333332)","(2.7, 3.0, 2.981899441340782)","(31.0, 55.0, 48.93103448275862)","(61.0, 95.0, 94.16666666666667)"
11-01-2023 13:46:14.918113,"(2.4, 2.96, 2.9353846153846153)","(26.0, 42.0, 38.42857142857143)","(7.0, 8.4, 8.301754385964912)","(12.0, 15.5, 15.908536585365853)","(21.0, 40.0, 38.666666666666664)","(14.0, 18.5, 18.011627906976745)","(2.7, 3.0, 2.981899441340782)","(31.0, 55.0, 48.93103448275862)","(61.0, 95.0, 94.16666666666667)"
11-01-2023 13:46:16.208315,"(2.4, 2.96, 2.9353846153846153)","(26.0, 42.0, 38.42857142857143)","(7.0, 8.4, 8.077064220183486)","(12.0, 16.0, 15.903614457831326)","(21.0, 40.0, 38.666666666666664)","(14.0, 18.5, 18.011627906976745)","(2.7, 3.0, 2.981899441340782)","(31.0, 55.0, 48.93103448275862)","(61.0, 95.0, 97.6923076923077)"
11-01-2023 13:46:17.495963,"(2.4, 2.96, 2.9344)","(26.0, 42.0, 38.42857142857143)","(7.0, 8.4, 8.048)","(12.0, 16.0, 15.903614457831326)","(21.0, 40.0, 38.666666666666664)","(14.0, 18.5, 18.011627906976745)","(2.7, 3.0, 2.981899441340782)","(31.0, 55.0, 48.93103448275862)","(61.0, 110.0, 97.6923076923077)"
11-01-2023 13:46:18.761268,"(2.4, 2.96, 2.9344)","(26.0, 42.0, 38.42857142857143)","(7.0, 8.4, 8.08)","(12.0, 16.0, 15.903614457831326)","(21.0, 40.0, 38.666666666666664)","(14.0, 18.5, 18.011627906976745)","(2.7, 3.0, 2.981899441340782)","(31.0, 55.0, 48.93103448275862)","(61.0, 110.0, 98.23529411764706)"
11-01-2023 13:46:20.111020,"(2.4, 2.96, 2.941176470588235)","(26.0, 42.0, 38.875)","(7.0, 8.4, 8.08)","(12.0, 16.0, 15.903614457831326)","(21.0, 40.0, 38.666666666666664)","(14.0, 18.5, 18.011627906976745)","(2.7, 3.0, 2.9844736842105264)","(31.0, 55.0, 47.666666666666664)","(61.0, 110.0, 97.5)"
11-01-2023 13:46:21.388003,"(2.4, 2.98, 2.9386206896551723)","(26.0, 42.0, 38.875)","(7.0, 8.4, 8.08)","(12.0, 16.0, 15.882352941176471)","(21.0, 40.0, 36.0)","(14.0, 18.5, 18.011627906976745)","(2.7, 3.0, 3.004230769230769)","(31.0, 55.0, 47.666666666666664)","(61.0, 110.0, 97.5)"
11-01-2023 13:46:22.673170,"(2.4, 2.98, 2.9386206896551723)","(26.0, 42.0, 38.875)","(7.0, 8.4, 8.08)","(12.0, 16.0, 15.882352941176471)","(21.0, 40.0, 36.0)","(14.0, 18.5, 17.026315789473685)","(2.7, 3.05, 3.0181954887218043)","(31.0, 55.0, 47.666666666666664)","(61.0, 110.0, 97.5)"
11-01-2023 13:46:23.987276,"(2.45, 2.98, 2.9386206896551723)","(26.0, 42.0, 38.875)","(7.0, 8.4, 8.08)","(12.0, 16.0, 15.882352941176471)","(21.0, 40.0, 36.0)","(13.0, 18.5, 17.462962962962962)","(2.7, 3.05, 3.0181954887218043)","(31.0, 55.0, 47.666666666666664)","(61.0, 110.0, 97.5)"
11-01-2023 13:46:25.199006,"(2.45, 2.98, 2.9386206896551723)","(26.0, 42.0, 39.5)","(7.0, 8.4, 8.08)","(12.0, 16.0, 15.888059701492537)","(21.0, 40.0, 36.0)","(13.0, 18.5, 17.462962962962962)","(2.7, 3.05, 3.038181818181818)","(31.0, 55.0, 47.666666666666664)","(61.0, 110.0, 97.5)"
11-01-2023 13:46:26.535040,"(2.45, 2.98, 2.937894736842105)","(26.0, 42.0, 39.5)","(7.0, 8.4, 8.08)","(12.0, 16.0, 15.893939393939394)","(21.0, 40.0, 36.0)","(13.0, 18.5, 17.566666666666666)","(2.7, 3.05, 3.0411363636363635)","(31.0, 55.0, 47.666666666666664)","(61.0, 110.0, 94.23076923076923)"
11-01-2023 13:46:27.737281,"(2.45, 2.98, 2.928888888888889)","(26.0, 42.0, 39.5)","(7.0, 8.4, 8.08)","(12.0, 16.0, 15.893939393939394)","(21.0, 40.0, 36.0)","(13.0, 18.5, 17.566666666666666)","(2.7, 3.05, 3.0411363636363635)","(31.0, 55.0, 47.666666666666664)","(61.0, 100.0, 94.23076923076923)"
11-01-2023 13:46:28.976679,"(2.45, 2.98, 2.928888888888889)","(26.0, 42.0, 39.5)","(7.0, 8.4, 8.08)","(12.0, 16.0, 15.892307692307693)","(21.0, 40.0, 33.333333333333336)","(13.0, 18.5, 17.566666666666666)","(2.7, 3.05, 3.041397058823529)","(31.0, 55.0, 48.0)","(61.0, 100.0, 94.23076923076923)"
11-01-2023 13:46:30.696560,"(2.45, 2.98, 2.928888888888889)","(26.0, 42.0, 39.5)","(7.0, 8.4, 8.048)","(12.0, 16.0, 15.886363636363637)","(21.0, 40.0, 33.333333333333336)","(13.0, 18.5, 17.566666666666666)","(2.7, 3.05, 3.041397058823529)","(31.0, 55.0, 48.0)","(61.0, 100.0, 94.23076923076923)"
11-01-2023 13:46:31.962426,"(2.45, 2.98, 2.928888888888889)","(26.0, 42.0, 39.5)","(7.0, 8.4, 7.977777777777778)","(12.0, 16.0, 15.891666666666667)","(21.0, 40.0, 40.8)","(13.0, 18.5, 17.7)","(2.7, 3.05, 3.0796875)","(31.0, 55.0, 51.625)","(61.0, 100.0, 98.33333333333333)"
11-01-2023 13:46:33.219902,"(2.45, 2.96, 2.9)","(26.0, 42.0, 36.44444444444444)","(7.0, 8.0, 7.988888888888889)","(12.0, 16.0, 15.891666666666667)","(21.0, 44.0, 40.8)","(13.0, 18.0, 17.642857142857142)","(2.7, 3.1, 3.071111111111111)","(31.0, 55.0, 52.54545454545455)","(61.0, 100.0, 98.84615384615384)"
11-01-2023 13:46:34.568085,"(2.45, 2.96, 2.917333333333333)","(26.0, 42.0, 36.44444444444444)","(7.0, 8.0, 7.988888888888889)","(12.0, 16.0, 15.891666666666667)","(21.0, 44.0, 42.0)","(13.0, 18.0, 17.642857142857142)","(2.7, 3.1, 3.071111111111111)","(31.0, 55.0, 52.54545454545455)","(61.0, 100.0, 98.84615384615384)"
11-01-2023 13:46:35.922899,"(2.45, 2.96, 2.915)","(26.0, 42.0, 36.44444444444444)","(7.0, 8.0, 7.993548387096774)","(12.0, 16.0, 15.817567567567568)","(21.0, 44.0, 39.92)","(13.0, 18.0, 17.642857142857142)","(2.7, 3.1, 3.071111111111111)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 98.84615384615384)"
11-01-2023 13:46:37.241467,"(2.45, 2.96, 2.921081081081081)","(26.0, 42.0, 35.55555555555556)","(7.0, 8.0, 7.993548387096774)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 39.92)","(13.0, 18.0, 17.642857142857142)","(2.7, 3.1, 3.071111111111111)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 98.84615384615384)"
11-01-2023 13:46:38.515564,"(2.45, 2.94, 2.92)","(26.0, 40.0, 35.2)","(7.0, 8.0, 8.060869565217391)","(12.0, 16.0, 15.428571428571429)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 17.642857142857142)","(2.7, 3.1, 3.016044776119403)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 98.84615384615384)"
11-01-2023 13:46:39.845559,"(2.4, 2.94, 2.92)","(26.0, 40.0, 35.2)","(7.0, 8.2, 8.060869565217391)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 38.333333333333336)","(13.0, 18.0, 17.642857142857142)","(2.7, 3.05, 3.016044776119403)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 98.84615384615384)"
11-01-2023 13:46:41.158362,"(2.4, 2.94, 2.92)","(26.0, 40.0, 35.2)","(7.0, 8.2, 8.049999999999999)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 39.142857142857146)","(13.0, 18.0, 17.642857142857142)","(2.7, 3.05, 3.016044776119403)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 98.84615384615384)"
11-01-2023 13:46:42.419067,"(2.4, 2.94, 2.92)","(26.0, 40.0, 36.57142857142857)","(7.0, 8.2, 8.049999999999999)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 39.142857142857146)","(13.0, 18.0, 17.7)","(2.7, 3.05, 3.016044776119403)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 98.84615384615384)"
11-01-2023 13:46:43.655079,"(2.4, 2.94, 2.92)","(26.0, 40.0, 36.57142857142857)","(7.0, 8.2, 8.024390243902438)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 39.142857142857146)","(13.0, 18.0, 17.46)","(2.7, 3.05, 3.016044776119403)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 98.84615384615384)"
11-01-2023 13:46:44.842641,"(2.4, 2.94, 2.92)","(26.0, 40.0, 36.57142857142857)","(7.0, 8.2, 8.024390243902438)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 39.142857142857146)","(13.0, 18.0, 17.46)","(2.7, 3.05, 3.0134615384615384)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 91.20689655172414)"
11-01-2023 13:46:46.179461,"(2.45, 2.94, 2.92)","(26.0, 40.0, 35.2)","(7.0, 8.2, 8.058823529411764)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 38.63157894736842)","(13.0, 18.0, 17.46)","(2.6, 3.05, 3.0134615384615384)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 89.8)"
11-01-2023 13:46:47.530466,"(2.45, 2.94, 2.913333333333333)","(26.0, 40.0, 35.2)","(7.0, 8.2, 8.1)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 38.63157894736842)","(13.0, 18.0, 17.517857142857142)","(2.6, 3.05, 3.0134615384615384)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 89.8)"
11-01-2023 13:46:48.797564,"(2.45, 2.94, 2.913333333333333)","(26.0, 40.0, 35.2)","(7.0, 8.2, 8.1)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 39.565217391304344)","(13.0, 18.0, 17.517857142857142)","(2.6, 3.05, 3.0134615384615384)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 89.8)"
11-01-2023 13:46:50.130602,"(2.45, 2.94, 2.9)","(26.0, 40.0, 35.55555555555556)","(7.0, 8.2, 8.102857142857141)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 39.565217391304344)","(13.0, 18.0, 17.517857142857142)","(2.6, 3.05, 3.0134615384615384)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:46:51.474003,"(2.45, 2.94, 2.8994999999999997)","(26.0, 40.0, 35.55555555555556)","(7.0, 8.2, 8.064)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 39.565217391304344)","(13.0, 18.0, 17.517857142857142)","(2.6, 3.05, 3.022602739726027)","(31.0, 55.0, 48.76923076923077)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:46:52.994122,"(2.45, 2.94, 2.909433962264151)","(26.0, 40.0, 37.5)","(7.0, 8.2, 8.064)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 39.565217391304344)","(13.0, 18.0, 17.363636363636363)","(2.6, 3.05, 3.022602739726027)","(31.0, 55.0, 50.15384615384615)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:46:54.444704,"(2.45, 2.94, 2.909433962264151)","(26.0, 40.0, 37.5)","(7.0, 8.2, 8.064)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 39.565217391304344)","(13.0, 18.0, 17.363636363636363)","(2.6, 3.05, 3.022602739726027)","(31.0, 55.0, 50.15384615384615)","(61.0, 100.0, 89.8)"
11-01-2023 13:46:55.990176,"(2.45, 2.94, 2.909433962264151)","(26.0, 40.0, 36.0)","(7.0, 8.2, 8.064)","(12.0, 16.0, 15.4375)","(21.0, 44.0, 39.565217391304344)","(13.0, 18.0, 17.363636363636363)","(2.6, 3.05, 3.022602739726027)","(31.0, 55.0, 50.15384615384615)","(61.0, 100.0, 89.8)"
11-01-2023 13:46:57.432719,"(2.45, 2.94, 2.909433962264151)","(26.0, 38.0, 36.0)","(7.0, 8.2, 8.076470588235294)","(12.0, 16.0, 15.470588235294118)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 17.125)","(2.6, 3.05, 3.01375)","(31.0, 55.0, 50.333333333333336)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:46:58.742095,"(2.45, 2.94, 2.922068965517241)","(26.0, 38.0, 34.57142857142857)","(7.0, 8.2, 8.086666666666666)","(12.0, 16.0, 15.470588235294118)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 17.322580645161292)","(2.6, 3.05, 3.01375)","(31.0, 55.0, 49.27272727272727)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:47:00.116580,"(2.45, 2.94, 2.9276190476190473)","(26.0, 38.0, 34.57142857142857)","(7.0, 8.2, 8.086666666666666)","(12.0, 16.0, 15.470588235294118)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 17.322580645161292)","(2.6, 3.05, 3.012337662337662)","(31.0, 55.0, 49.27272727272727)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:47:01.743793,"(2.45, 2.94, 2.9276190476190473)","(26.0, 38.0, 34.57142857142857)","(7.0, 8.2, 8.110526315789473)","(12.0, 16.0, 15.470588235294118)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 17.322580645161292)","(2.6, 3.05, 3.012337662337662)","(31.0, 55.0, 49.27272727272727)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:47:03.325767,"(2.45, 2.94, 2.9276190476190473)","(26.0, 38.0, 34.57142857142857)","(7.0, 8.2, 8.110526315789473)","(12.0, 16.0, 15.470588235294118)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 17.333333333333332)","(2.6, 3.05, 2.9855932203389832)","(31.0, 55.0, 49.52173913043478)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:47:04.819031,"(2.45, 2.94, 2.927906976744186)","(26.0, 38.0, 36.4)","(7.0, 8.2, 8.110526315789473)","(12.0, 16.0, 15.470588235294118)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 17.333333333333332)","(2.6, 3.0, 2.9855932203389832)","(31.0, 55.0, 49.52173913043478)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:47:06.221326,"(2.45, 2.94, 2.927906976744186)","(26.0, 38.0, 36.4)","(7.0, 8.2, 8.22127659574468)","(12.0, 16.0, 15.470588235294118)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 17.391304347826086)","(2.6, 3.0, 2.9855932203389832)","(31.0, 55.0, 48.8)","(61.0, 100.0, 90.55555555555556)"
11-01-2023 13:47:07.581369,"(2.45, 2.94, 2.927906976744186)","(26.0, 38.0, 36.4)","(7.0, 8.4, 8.22127659574468)","(12.0, 16.0, 15.470588235294118)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 17.270833333333332)","(2.6, 3.0, 2.9855932203389832)","(31.0, 50.0, 48.5)","(61.0, 100.0, 90.55555555555556)"
11-01-2023 13:47:09.011360,"(2.45, 2.94, 2.927906976744186)","(26.0, 38.0, 36.4)","(7.0, 8.4, 8.22127659574468)","(12.0, 16.0, 15.470588235294118)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 16.782608695652172)","(2.6, 3.0, 2.9812154696132596)","(31.0, 50.0, 48.5)","(61.0, 100.0, 90.55555555555556)"
11-01-2023 13:47:10.372644,"(2.45, 2.94, 2.927906976744186)","(26.0, 38.0, 36.4)","(7.0, 8.4, 8.22127659574468)","(12.0, 16.0, 15.470588235294118)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 16.782608695652172)","(2.6, 3.0, 2.9812154696132596)","(31.0, 50.0, 48.5)","(61.0, 100.0, 89.13793103448276)"
11-01-2023 13:47:11.760096,"(2.45, 2.94, 2.927906976744186)","(26.0, 38.0, 36.4)","(7.0, 8.4, 8.22127659574468)","(12.0, 16.0, 15.470588235294118)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 16.782608695652172)","(2.6, 3.0, 2.9812154696132596)","(31.0, 50.0, 48.5)","(61.0, 100.0, 89.13793103448276)"
11-01-2023 13:47:13.135219,"(2.45, 2.94, 2.927906976744186)","(26.0, 38.0, 36.4)","(7.0, 8.4, 8.244444444444444)","(12.0, 16.0, 15.5625)","(21.0, 44.0, 40.22222222222222)","(13.0, 18.0, 16.75)","(2.6, 3.0, 2.9812154696132596)","(31.0, 50.0, 48.5)","(61.0, 100.0, 89.13793103448276)"
11-01-2023 13:47:14.414461,"(2.45, 2.94, 2.927906976744186)","(26.0, 38.0, 36.4)","(7.0, 8.4, 8.238709677419354)","(12.0, 16.0, 15.548387096774194)","(21.0, 44.0, 40.22222222222222)","(13.0, 17.5, 16.5625)","(2.6, 3.0, 2.976551724137931)","(31.0, 50.0, 48.5)","(61.0, 100.0, 89.13793103448276)"
11-01-2023 13:47:15.747897,"(2.45, 2.96, 2.9313846153846153)","(26.0, 38.0, 36.93333333333333)","(7.0, 8.4, 8.238709677419354)","(12.0, 16.0, 15.548387096774194)","(21.0, 44.0, 40.22222222222222)","(13.0, 17.5, 16.5625)","(2.6, 3.0, 2.976551724137931)","(31.0, 50.0, 48.5)","(61.0, 100.0, 89.13793103448276)"
11-01-2023 13:47:17.095989,"(2.45, 2.96, 2.9313846153846153)","(26.0, 38.0, 36.93333333333333)","(7.0, 8.4, 8.238709677419354)","(12.0, 16.0, 15.548387096774194)","(21.0, 44.0, 40.22222222222222)","(13.0, 17.5, 16.724137931034484)","(2.6, 3.0, 2.976551724137931)","(31.0, 50.0, 48.5)","(61.0, 100.0, 89.5)"
11-01-2023 13:47:18.468222,"(2.45, 2.96, 2.9357894736842103)","(26.0, 38.0, 36.93333333333333)","(7.0, 8.4, 8.238709677419354)","(12.0, 16.0, 15.548387096774194)","(21.0, 44.0, 40.22222222222222)","(13.0, 17.5, 16.636363636363637)","(2.6, 3.0, 2.975510204081633)","(31.0, 50.0, 48.5)","(61.0, 100.0, 89.5)"
11-01-2023 13:47:19.945926,"(2.45, 2.96, 2.9357894736842103)","(26.0, 38.0, 36.93333333333333)","(7.0, 8.4, 8.25)","(12.0, 16.0, 15.548387096774194)","(21.0, 44.0, 40.22222222222222)","(13.0, 17.5, 16.636363636363637)","(2.6, 3.0, 2.9664761904761905)","(31.0, 50.0, 48.5)","(61.0, 100.0, 89.5)"
11-01-2023 13:47:21.340253,"(2.45, 2.96, 2.95625)","(26.0, 38.0, 36.93333333333333)","(7.0, 8.4, 8.218181818181817)","(12.0, 16.0, 15.553571428571429)","(21.0, 44.0, 45.4)","(13.0, 17.5, 16.807692307692307)","(2.6, 3.0, 3.0492187499999996)","(31.0, 50.0, 47.1764705882353)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:47:22.799117,"(2.45, 2.96, 2.9128205128205127)","(26.0, 38.0, 33.76470588235294)","(7.0, 8.4, 8.036363636363637)","(12.0, 16.0, 15.553571428571429)","(21.0, 46.0, 45.4)","(13.0, 17.5, 16.807692307692307)","(2.6, 3.05, 3.0492187499999996)","(31.0, 50.0, 47.1764705882353)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:47:24.199758,"(2.45, 2.96, 2.9128205128205127)","(26.0, 38.0, 33.76470588235294)","(7.0, 8.4, 8.036363636363637)","(12.0, 16.0, 15.557692307692308)","(21.0, 46.0, 45.4)","(13.0, 17.5, 16.9)","(2.6, 3.05, 3.0466666666666664)","(31.0, 50.0, 47.1764705882353)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:47:25.577702,"(2.45, 2.96, 2.936888888888889)","(26.0, 38.0, 33.76470588235294)","(7.0, 8.4, 8.029850746268657)","(12.0, 16.0, 15.557692307692308)","(21.0, 46.0, 45.4)","(13.0, 17.5, 16.807692307692307)","(2.6, 3.05, 3.0482142857142858)","(31.0, 50.0, 47.1764705882353)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:47:27.099899,"(2.45, 2.94, 2.916)","(26.0, 38.0, 33.42857142857143)","(7.0, 8.4, 8.029850746268657)","(12.0, 16.0, 15.553571428571429)","(21.0, 46.0, 45.42857142857143)","(13.0, 17.5, 16.807692307692307)","(2.6, 3.05, 3.0482142857142858)","(31.0, 50.0, 47.1764705882353)","(61.0, 100.0, 90.1923076923077)"
11-01-2023 13:47:28.538753,"(2.45, 2.94, 2.9367567567567567)","(26.0, 36.0, 34.285714285714285)","(7.0, 8.4, 8.167901234567902)","(12.0, 16.0, 15.283783783783784)","(21.0, 46.0, 45.55555555555556)","(13.0, 17.5, 17.0)","(2.6, 3.05, 2.9985106382978723)","(31.0, 50.0, 47.473684210526315)","(61.0, 100.0, 90.89285714285714)"
11-01-2023 13:47:30.039914,"(2.45, 2.94, 2.9305882352941177)","(26.0, 36.0, 34.285714285714285)","(7.0, 8.4, 8.053543307086613)","(12.0, 15.5, 15.835714285714285)","(26.0, 46.0, 45.55555555555556)","(13.0, 17.5, 17.05)","(2.6, 3.0, 3.0218292682926826)","(31.0, 50.0, 47.473684210526315)","(61.0, 100.0, 91.66666666666667)"
11-01-2023 13:47:31.560623,"(2.45, 2.94, 2.9305882352941177)","(26.0, 36.0, 34.61538461538461)","(7.0, 8.2, 8.06993006993007)","(12.0, 16.0, 15.835714285714285)","(26.0, 46.0, 45.55555555555556)","(13.0, 17.5, 17.013513513513512)","(2.6, 3.05, 3.0218292682926826)","(31.0, 50.0, 47.473684210526315)","(61.0, 95.0, 92.08333333333333)"
11-01-2023 13:47:32.892184,"(2.45, 2.94, 2.9305882352941177)","(26.0, 36.0, 34.61538461538461)","(7.0, 8.2, 8.064102564102564)","(12.0, 16.0, 15.817460317460318)","(26.0, 46.0, 45.55555555555556)","(13.0, 17.5, 16.818181818181817)","(2.6, 3.05, 3.008227848101266)","(31.0, 50.0, 47.473684210526315)","(61.0, 95.0, 92.3076923076923)"
11-01-2023 13:47:34.190177,"(2.45, 2.94, 2.9255999999999998)","(26.0, 36.0, 34.758620689655174)","(7.0, 8.2, 8.064102564102564)","(12.0, 16.0, 15.817460317460318)","(26.0, 46.0, 45.55555555555556)","(13.0, 17.5, 16.875)","(2.6, 3.05, 3.035359116022099)","(31.0, 50.0, 47.473684210526315)","(61.0, 95.0, 92.3076923076923)"
11-01-2023 13:47:35.630550,"(2.45, 2.94, 2.9255999999999998)","(26.0, 36.0, 34.758620689655174)","(7.0, 8.2, 8.064102564102564)","(12.0, 16.0, 15.838983050847457)","(26.0, 46.0, 45.0)","(13.0, 17.5, 16.875)","(2.6, 3.05, 3.035359116022099)","(31.0, 50.0, 47.473684210526315)","(61.0, 95.0, 92.3076923076923)"
11-01-2023 13:47:37.145415,"(2.45, 2.94, 2.9255999999999998)","(26.0, 36.0, 34.758620689655174)","(7.0, 8.2, 8.064102564102564)","(12.0, 16.0, 15.84920634920635)","(26.0, 46.0, 45.0)","(13.0, 17.5, 16.875)","(2.6, 3.05, 3.035359116022099)","(31.0, 50.0, 47.473684210526315)","(61.0, 95.0, 92.3076923076923)"
11-01-2023 13:47:38.888528,"(2.45, 2.94, 2.916774193548387)","(26.0, 36.0, 33.6)","(7.0, 8.2, 8.064102564102564)","(12.0, 16.0, 15.860655737704919)","(26.0, 46.0, 45.0)","(13.0, 17.5, 16.25)","(2.6, 3.05, 3.035359116022099)","(31.0, 50.0, 47.473684210526315)","(61.0, 95.0, 92.0)"
11-01-2023 13:47:40.454247,"(2.45, 2.94, 2.916774193548387)","(26.0, 36.0, 34.73684210526316)","(7.0, 8.2, 8.064102564102564)","(12.0, 16.0, 15.85483870967742)","(26.0, 46.0, 45.0)","(13.0, 17.5, 16.166666666666668)","(2.6, 3.05, 3.035359116022099)","(31.0, 50.0, 47.473684210526315)","(61.0, 95.0, 93.33333333333333)"
11-01-2023 13:47:41.993361,"(2.45, 2.94, 2.9255999999999998)","(26.0, 36.0, 34.73684210526316)","(7.0, 8.2, 8.04795321637427)","(12.0, 16.0, 15.85483870967742)","(26.0, 46.0, 45.0)","(13.0, 17.5, 16.166666666666668)","(2.6, 3.05, 3.035359116022099)","(31.0, 50.0, 47.473684210526315)","(61.0, 95.0, 93.33333333333333)"
11-01-2023 13:47:43.433378,"(2.45, 2.94, 2.9255999999999998)","(26.0, 36.0, 34.73684210526316)","(7.0, 8.2, 8.04795321637427)","(12.0, 16.0, 15.85483870967742)","(26.0, 46.0, 45.0)","(14.0, 17.5, 16.166666666666668)","(2.6, 3.05, 3.035359116022099)","(31.0, 50.0, 48.15384615384615)","(61.0, 95.0, 93.125)"
11-01-2023 13:47:44.967442,"(2.45, 2.94, 2.9255999999999998)","(26.0, 36.0, 34.73684210526316)","(7.0, 8.2, 8.182222222222222)","(12.0, 16.0, 15.85483870967742)","(26.0, 46.0, 45.333333333333336)","(14.0, 17.5, 16.25)","(2.6, 3.05, 3.036363636363636)","(31.0, 50.0, 48.15384615384615)","(61.0, 95.0, 93.125)"
11-01-2023 13:47:46.726586,"(2.45, 2.94, 2.9255999999999998)","(26.0, 36.0, 34.73684210526316)","(7.0, 8.4, 8.182222222222222)","(12.0, 16.0, 15.85483870967742)","(26.0, 46.0, 45.69230769230769)","(13.0, 17.0, 16.4)","(2.6, 3.05, 3.036363636363636)","(31.0, 50.0, 48.15384615384615)","(61.0, 95.0, 93.33333333333333)"
11-01-2023 13:47:48.362176,"(2.45, 2.94, 2.9255999999999998)","(26.0, 36.0, 37.333333333333336)","(7.0, 8.4, 8.215)","(12.0, 16.0, 15.867647058823529)","(26.0, 46.0, 45.55555555555556)","(13.0, 17.0, 16.0)","(2.6, 3.05, 3.036363636363636)","(31.0, 50.0, 48.15384615384615)","(61.0, 95.0, 93.33333333333333)"
11-01-2023 13:47:49.710055,"(2.45, 2.94, 2.9255999999999998)","(26.0, 40.0, 37.333333333333336)","(7.0, 8.4, 8.215)","(12.0, 16.0, 15.867647058823529)","(26.0, 46.0, 45.55555555555556)","(13.0, 16.5, 15.891304347826086)","(2.6, 3.05, 3.026)","(31.0, 50.0, 48.15384615384615)","(61.0, 95.0, 93.33333333333333)"
