,Jemeldi,Billionair Baby,Hard To Say,Roll Up,Busting,Cripps Tonite,Corfe Castle,Junqueira,Shaquila,Wowits Willywonka,Alert State,Mishani Persuasion
07-01-2023 15:11:33.798090,"(51.0, 70.0, 63.0)","(21.0, 40.0, 36.8)","(12.0, 14.0, 13.666666666666666)","(31.0, 40.0, 36.470588235294116)","(3.4, 3.7, 3.711013215859031)","(15.0, 18.0, 16.352459016393443)","(6.5, 7.0, 6.817424242424242)","(2.7, 3.1, 3.0535488958990533)","(21.0, 27.0, 26.523809523809526)","(71.0, 90.0, 81.0)","(61.0, 80.0, 72.5)","(101.0, 330.0, 300.0)"
07-01-2023 15:11:35.429248,"(51.0, 65.0, 61.724137931034484)","(21.0, 40.0, 38.0)","(12.0, 14.0, 13.811475409836065)","(31.0, 38.0, 36.73170731707317)","(3.4, 3.75, 3.7863436123348015)","(15.0, 16.5, 15.62)","(6.5, 7.0, 6.6597864768683275)","(2.7, 3.1, 3.041699449252557)","(21.0, 27.0, 28.076923076923077)","(71.0, 90.0, 82.0)","(61.0, 75.0, 70.71428571428571)","(101.0, 340.0, 320.0)"
07-01-2023 15:11:37.089634,"(51.0, 70.0, 63.14285714285714)","(26.0, 42.0, 37.857142857142854)","(12.0, 14.0, 13.869047619047619)","(31.0, 38.0, 36.666666666666664)","(3.4, 3.8, 3.783076923076923)","(15.0, 16.0, 15.970070422535212)","(6.5, 7.0, 6.7343511450381675)","(2.7, 3.1, 3.051247771836007)","(21.0, 29.0, 27.310344827586206)","(71.0, 90.0, 81.95121951219512)","(61.0, 75.0, 70.26315789473684)","(101.0, 340.0, 305.0)"
07-01-2023 15:11:38.772322,"(51.0, 70.0, 66.12903225806451)","(26.0, 42.0, 33.2)","(12.0, 14.0, 13.970930232558139)","(31.0, 38.0, 37.5)","(3.4, 3.8, 3.8086633663366336)","(15.0, 16.0, 16.24590163934426)","(6.5, 6.8, 6.7760869565217385)","(2.7, 3.1, 3.054249547920434)","(21.0, 28.0, 26.8)","(71.0, 90.0, 81.3157894736842)","(61.0, 75.0, 70.33333333333333)","(101.0, 340.0, 313.3333333333333)"
07-01-2023 15:11:40.428375,"(51.0, 70.0, 68.69565217391305)","(26.0, 36.0, 35.111111111111114)","(12.0, 14.0, 13.971698113207546)","(31.0, 38.0, 38.4390243902439)","(3.4, 3.85, 3.8583850931677017)","(15.0, 17.0, 14.53225806451613)","(6.5, 6.8, 6.509007633587786)","(2.7, 3.1, 3.066588785046729)","(21.0, 27.0, 27.26153846153846)","(71.0, 85.0, 82.08333333333333)","(61.0, 75.0, 73.53658536585365)","(101.0, 340.0, 304.1666666666667)"
07-01-2023 15:11:42.195739,"(51.0, 70.0, 67.6470588235294)","(26.0, 36.0, 34.8)","(12.0, 14.5, 14.193798449612403)","(31.0, 40.0, 39.94736842105263)","(3.4, 3.9, 3.856201550387597)","(15.0, 15.5, 14.73076923076923)","(6.5, 6.6, 6.491973244147157)","(2.7, 3.1, 3.041202672605791)","(21.0, 28.0, 27.266666666666666)","(71.0, 85.0, 83.125)","(61.0, 75.0, 74.72222222222223)","(101.0, 350.0, 312.5)"
07-01-2023 15:11:43.989143,"(51.0, 75.0, 70.53191489361703)","(26.0, 36.0, 34.666666666666664)","(12.0, 14.5, 14.24468085106383)","(31.0, 40.0, 40.09708737864078)","(3.4, 3.95, 3.9122516556291393)","(14.0, 15.5, 15.08)","(6.5, 6.6, 6.543532684283727)","(2.7, 3.1, 3.0225378787878787)","(21.0, 28.0, 27.365079365079364)","(71.0, 85.0, 83.23529411764706)","(61.0, 80.0, 72.5)","(101.0, 350.0, 314.70588235294116)"
07-01-2023 15:11:45.869184,"(51.0, 75.0, 72.6923076923077)","(26.0, 36.0, 37.1)","(12.0, 14.5, 13.92910447761194)","(31.0, 42.0, 40.142857142857146)","(3.4, 3.95, 3.9210280373831776)","(14.0, 15.5, 14.512820512820513)","(6.5, 6.6, 6.545751633986928)","(2.7, 3.05, 3.06260736196319)","(21.0, 28.0, 27.529411764705884)","(71.0, 85.0, 78.91304347826087)","(61.0, 80.0, 73.7037037037037)","(101.0, 350.0, 316.25)"
07-01-2023 15:11:47.696083,"(51.0, 75.0, 71.36363636363636)","(26.0, 38.0, 36.333333333333336)","(12.0, 14.0, 14.180981595092025)","(31.0, 42.0, 37.166666666666664)","(3.4, 3.95, 3.8679389312977097)","(14.0, 15.0, 14.746666666666666)","(6.5, 6.6, 6.674476987447698)","(2.7, 3.1, 3.080144694533762)","(21.0, 28.0, 25.87878787878788)","(71.0, 85.0, 80.35714285714286)","(61.0, 80.0, 73.7037037037037)","(101.0, 350.0, 323.0)"
07-01-2023 15:11:49.615863,"(51.0, 75.0, 69.54545454545455)","(26.0, 38.0, 37.75)","(12.0, 14.5, 13.917808219178083)","(31.0, 38.0, 37.82857142857143)","(3.5, 3.9, 3.8385416666666665)","(14.0, 15.0, 14.365384615384615)","(6.5, 6.8, 6.698876404494381)","(2.7, 3.1, 3.11443661971831)","(21.0, 26.0, 26.7)","(71.0, 85.0, 82.0)","(61.0, 80.0, 71.3157894736842)","(101.0, 350.0, 303.84615384615387)"
07-01-2023 15:11:51.419008,"(51.0, 70.0, 69.65116279069767)","(26.0, 38.0, 37.714285714285715)","(12.0, 14.0, 13.853658536585366)","(31.0, 40.0, 37.224489795918366)","(3.5, 3.85, 3.910884353741497)","(14.0, 14.5, 14.387218045112782)","(6.5, 6.8, 6.725619834710743)","(2.7, 3.15, 3.0834521384928717)","(21.0, 27.0, 25.979591836734695)","(71.0, 85.0, 81.55172413793103)","(61.0, 80.0, 73.0952380952381)","(101.0, 350.0, 315.0)"
07-01-2023 15:11:53.184695,"(51.0, 70.0, 71.81818181818181)","(26.0, 40.0, 38.24)","(12.0, 14.0, 13.804195804195805)","(31.0, 38.0, 37.21739130434783)","(3.5, 3.95, 3.9003496503496504)","(14.0, 14.5, 14.257575757575758)","(6.5, 6.8, 6.7615635179153095)","(2.7, 3.1, 3.018363273453094)","(21.0, 26.0, 25.98148148148148)","(71.0, 85.0, 81.15384615384616)","(61.0, 80.0, 73.69565217391305)","(101.0, 340.0, 300.0)"
07-01-2023 15:11:54.855829,"(51.0, 75.0, 75.65217391304348)","(26.0, 40.0, 37.8)","(12.0, 14.0, 12.877358490566039)","(31.0, 38.0, 38.75)","(3.5, 3.95, 3.9262295081967213)","(14.0, 14.5, 14.295454545454545)","(6.5, 7.0, 6.788)","(2.7, 3.05, 3.0079255319148936)","(21.0, 26.0, 26.294117647058822)","(71.0, 85.0, 80.5)","(61.0, 80.0, 74.25)","(101.0, 340.0, 315.0)"
07-01-2023 15:11:56.599804,"(51.0, 80.0, 68.61111111111111)","(26.0, 40.0, 37.07936507936508)","(12.0, 14.0, 13.166666666666666)","(31.0, 40.0, 39.0)","(3.4, 3.95, 3.9444444444444446)","(14.0, 15.0, 13.686813186813186)","(6.5, 6.8, 6.8390977443609025)","(2.7, 3.05, 3.016398158803222)","(21.0, 27.0, 26.727272727272727)","(71.0, 85.0, 80.27777777777777)","(61.0, 80.0, 74.5945945945946)","(101.0, 340.0, 311.42857142857144)"
07-01-2023 15:11:58.277021,"(51.0, 70.0, 68.33333333333333)","(26.0, 40.0, 37.78947368421053)","(12.0, 13.5, 13.712765957446809)","(31.0, 42.0, 39.73913043478261)","(3.4, 3.95, 3.9643835616438357)","(14.0, 14.0, 13.945)","(6.5, 7.0, 6.936842105263158)","(2.7, 3.05, 3.0402618657937803)","(21.0, 27.0, 24.714285714285715)","(71.0, 85.0, 80.65789473684211)","(61.0, 80.0, 73.87755102040816)","(101.0, 350.0, 315.7894736842105)"
07-01-2023 15:11:59.919952,"(51.0, 70.0, 68.87096774193549)","(26.0, 40.0, 38.63333333333333)","(12.0, 14.0, 13.9)","(31.0, 42.0, 39.80487804878049)","(3.4, 4.0, 3.971535893155259)","(14.0, 14.0, 13.955813953488372)","(6.5, 7.0, 6.937373737373737)","(2.7, 3.05, 3.025282714054927)","(21.0, 25.0, 22.583333333333332)","(71.0, 85.0, 80.83333333333333)","(61.0, 80.0, 71.5)","(101.0, 350.0, 318.42105263157896)"
07-01-2023 15:12:01.620001,"(51.0, 70.0, 73.0)","(26.0, 40.0, 38.48148148148148)","(12.0, 14.5, 13.93)","(31.0, 40.0, 40.0)","(3.4, 4.1, 3.9791469194312796)","(14.0, 14.0, 14.076086956521738)","(6.5, 7.0, 6.929545454545455)","(2.7, 3.05, 3.0319494584837545)","(21.0, 23.0, 22.561643835616437)","(71.0, 85.0, 80.3125)","(61.0, 75.0, 72.25)","(101.0, 350.0, 318.42105263157896)"
07-01-2023 15:12:03.366445,"(51.0, 80.0, 68.78787878787878)","(26.0, 40.0, 38.73170731707317)","(12.0, 14.5, 13.89090909090909)","(31.0, 42.0, 39.56962025316456)","(3.4, 4.0, 4.000627615062761)","(14.0, 14.5, 13.097222222222221)","(6.5, 7.0, 6.918681318681319)","(2.7, 3.05, 3.0216791553133513)","(21.0, 23.0, 21.735294117647058)","(71.0, 85.0, 82.14285714285714)","(61.0, 75.0, 68.94736842105263)","(101.0, 350.0, 319.44444444444446)"
07-01-2023 15:12:05.091139,"(51.0, 70.0, 68.52272727272727)","(26.0, 40.0, 38.97872340425532)","(12.0, 14.0, 13.959677419354838)","(31.0, 42.0, 39.95348837209302)","(3.4, 4.1, 4.0057446808510635)","(13.0, 13.5, 13.289115646258503)","(6.5, 7.2, 6.863888888888889)","(2.7, 3.05, 3.0210766423357662)","(21.0, 22.0, 22.517241379310345)","(71.0, 85.0, 82.14285714285714)","(61.0, 70.0, 69.60526315789474)","(101.0, 350.0, 313.3333333333333)"
07-01-2023 15:12:06.860800,"(51.0, 70.0, 68.82352941176471)","(26.0, 40.0, 39.067961165048544)","(12.0, 14.0, 13.914285714285715)","(31.0, 42.0, 39.945945945945944)","(3.4, 4.1, 4.0987012987012985)","(13.0, 13.5, 13.986263736263737)","(6.5, 7.0, 6.948888888888889)","(2.7, 3.05, 3.024626334519573)","(21.0, 23.0, 21.625)","(71.0, 85.0, 79.34782608695652)","(61.0, 70.0, 69.13793103448276)","(101.0, 340.0, 330.625)"
07-01-2023 15:12:08.801031,"(51.0, 70.0, 67.35849056603773)","(26.0, 40.0, 38.92134831460674)","(12.0, 14.0, 14.212328767123287)","(31.0, 40.0, 39.68421052631579)","(3.4, 4.1, 4.095762711864407)","(13.0, 14.0, 13.948717948717949)","(6.5, 7.0, 6.942857142857143)","(2.7, 3.05, 3.0261147660818715)","(20.0, 22.0, 21.580357142857142)","(71.0, 80.0, 79.44444444444444)","(61.0, 70.0, 69.19642857142857)","(101.0, 340.0, 325.0)"
07-01-2023 15:12:10.603967,"(51.0, 70.0, 67.35849056603773)","(26.0, 40.0, 39.05)","(12.0, 14.5, 13.878571428571428)","(31.0, 40.0, 39.5)","(3.4, 4.2, 4.097713097713098)","(13.0, 14.0, 14.185929648241206)","(6.5, 7.0, 6.985714285714286)","(2.7, 3.05, 3.028070866141732)","(20.0, 22.0, 21.525862068965516)","(71.0, 80.0, 79.44444444444444)","(61.0, 70.0, 69.0909090909091)","(101.0, 340.0, 316.25)"
07-01-2023 15:12:12.208665,"(51.0, 70.0, 63.46153846153846)","(26.0, 40.0, 39.17391304347826)","(12.0, 14.0, 13.884297520661157)","(31.0, 40.0, 39.407407407407405)","(3.4, 4.2, 3.997118644067797)","(13.0, 14.5, 14.438461538461539)","(6.5, 7.0, 7.00611620795107)","(2.7, 3.05, 3.031582895723931)","(20.0, 22.0, 21.690265486725664)","(71.0, 80.0, 79.6)","(61.0, 70.0, 69.28571428571429)","(101.0, 340.0, 318.0769230769231)"
07-01-2023 15:12:13.891304,"(51.0, 65.0, 62.903225806451616)","(26.0, 40.0, 39.17391304347826)","(12.0, 14.0, 13.792857142857143)","(31.0, 40.0, 37.58974358974359)","(3.4, 4.0, 3.980565371024735)","(14.0, 14.5, 14.524590163934427)","(6.5, 7.2, 7.091252144082333)","(2.7, 3.05, 3.0361474435196194)","(20.0, 22.0, 21.6875)","(71.0, 80.0, 79.6)","(61.0, 70.0, 69.01515151515152)","(101.0, 340.0, 318.8888888888889)"
07-01-2023 15:12:15.563607,"(51.0, 65.0, 64.375)","(26.0, 40.0, 39.54054054054054)","(12.0, 14.0, 13.840336134453782)","(31.0, 38.0, 37.9375)","(3.4, 4.0, 4.004225352112676)","(14.0, 15.0, 15.125)","(6.5, 7.2, 6.6156862745098035)","(2.7, 3.05, 3.0715155615696887)","(20.0, 22.0, 22.74712643678161)","(71.0, 80.0, 84.2156862745098)","(61.0, 70.0, 69.61538461538461)","(101.0, 340.0, 320.0)"
07-01-2023 15:12:17.291708,"(51.0, 65.0, 64.48275862068965)","(26.0, 40.0, 39.30612244897959)","(12.0, 14.0, 13.990196078431373)","(31.0, 38.0, 37.951219512195124)","(3.4, 4.1, 3.940118577075099)","(14.0, 15.5, 14.447635135135135)","(6.5, 6.8, 6.9314285714285715)","(2.7, 3.1, 3.0775292864749733)","(20.0, 23.0, 23.09090909090909)","(71.0, 85.0, 92.12328767123287)","(61.0, 70.0, 69.64912280701755)","(101.0, 340.0, 322.0)"
07-01-2023 15:12:18.960712,"(51.0, 65.0, 63.52272727272727)","(26.0, 40.0, 36.76543209876543)","(12.0, 14.0, 14.25)","(31.0, 38.0, 37.95918367346939)","(3.5, 3.95, 3.9520172910662827)","(13.0, 14.5, 14.466887417218542)","(6.5, 7.2, 6.893413173652695)","(2.7, 3.1, 3.041069809610154)","(19.0, 24.0, 23.833333333333332)","(71.0, 95.0, 92.27272727272727)","(61.0, 70.0, 69.6774193548387)","(101.0, 330.0, 310.38461538461536)"
07-01-2023 15:12:20.578981,"(51.0, 65.0, 63.55555555555556)","(26.0, 38.0, 36.87755102040816)","(12.0, 14.5, 14.211267605633802)","(31.0, 38.0, 37.95918367346939)","(3.5, 4.0, 3.9538216560509554)","(13.0, 14.5, 14.833333333333334)","(6.5, 7.0, 6.704081632653061)","(2.7, 3.05, 3.044852135815991)","(19.0, 24.0, 24.25925925925926)","(71.0, 95.0, 88.94366197183099)","(61.0, 70.0, 69.6969696969697)","(101.0, 330.0, 305.29411764705884)"
07-01-2023 15:12:22.223470,"(51.0, 65.0, 63.72093023255814)","(26.0, 38.0, 37.00854700854701)","(12.0, 14.5, 14.287234042553191)","(31.0, 38.0, 38.258823529411764)","(3.5, 4.0, 3.8866108786610876)","(13.0, 15.0, 15.038461538461538)","(6.5, 6.8, 6.761616161616161)","(2.7, 3.05, 3.0587778855480114)","(19.0, 25.0, 23.88695652173913)","(71.0, 90.0, 88.93939393939394)","(61.0, 70.0, 68.15533980582524)","(101.0, 330.0, 305.29411764705884)"
07-01-2023 15:12:23.904550,"(51.0, 65.0, 64.04761904761905)","(26.0, 38.0, 37.0)","(12.0, 14.5, 14.15)","(31.0, 40.0, 38.26865671641791)","(3.5, 3.9, 3.8710526315789475)","(13.0, 15.5, 14.644736842105264)","(6.5, 7.0, 7.027368421052632)","(2.7, 3.1, 2.9992601156069365)","(19.0, 24.0, 24.72)","(71.0, 90.0, 89.140625)","(61.0, 70.0, 68.15533980582524)","(101.0, 330.0, 305.625)"
07-01-2023 15:12:25.522821,"(51.0, 65.0, 64.28571428571429)","(26.0, 38.0, 37.36986301369863)","(12.0, 14.5, 14.293814432989691)","(31.0, 40.0, 38.4)","(3.5, 3.9, 3.896865671641791)","(13.0, 15.0, 14.611336032388664)","(6.5, 7.2, 7.076404494382023)","(2.7, 3.0, 2.999530516431925)","(19.0, 26.0, 24.838709677419356)","(71.0, 90.0, 89.23076923076923)","(61.0, 70.0, 68.38235294117646)","(101.0, 330.0, 307.05882352941177)"
07-01-2023 15:12:27.159255,"(51.0, 65.0, 63.87755102040816)","(26.0, 38.0, 37.37662337662338)","(12.0, 14.5, 14.08)","(31.0, 40.0, 37.142857142857146)","(3.5, 3.95, 3.8385057471264368)","(13.0, 15.0, 14.625461254612546)","(6.5, 7.2, 7.1891891891891895)","(2.7, 3.0, 3.0219435736677114)","(20.0, 26.0, 25.121951219512194)","(71.0, 90.0, 85.83333333333333)","(61.0, 70.0, 68.38095238095238)","(101.0, 330.0, 307.05882352941177)"
07-01-2023 15:12:28.673085,"(51.0, 65.0, 64.52380952380952)","(26.0, 38.0, 37.47540983606557)","(12.0, 14.5, 14.293103448275861)","(31.0, 38.0, 36.96)","(3.5, 3.85, 3.8392857142857144)","(13.0, 15.0, 14.706703910614525)","(6.5, 7.2, 7.290721649484536)","(2.7, 3.05, 2.9991724137931035)","(20.0, 26.0, 25.225)","(71.0, 90.0, 85.625)","(61.0, 70.0, 78.97260273972603)","(101.0, 330.0, 315.88235294117646)"
07-01-2023 15:12:30.241536,"(51.0, 65.0, 64.3103448275862)","(26.0, 38.0, 37.22222222222222)","(12.0, 14.5, 14.093406593406593)","(31.0, 40.0, 36.905660377358494)","(3.5, 3.85, 3.836214953271028)","(13.0, 15.0, 14.68705035971223)","(6.5, 7.4, 7.217241379310345)","(2.7, 3.0, 2.9948752079866887)","(20.0, 26.0, 25.225)","(71.0, 90.0, 85.625)","(61.0, 80.0, 78.97260273972603)","(101.0, 330.0, 315.88235294117646)"
07-01-2023 15:12:31.694584,"(51.0, 65.0, 68.60655737704919)","(26.0, 38.0, 37.0)","(12.0, 14.5, 14.006493506493506)","(31.0, 40.0, 37.28813559322034)","(3.5, 3.85, 3.8041556728232186)","(13.0, 15.0, 14.656862745098039)","(6.5, 7.4, 7.118269230769231)","(2.7, 3.0, 2.999528795811518)","(20.0, 26.0, 25.032258064516128)","(71.0, 90.0, 85.0)","(61.0, 80.0, 79.78873239436619)","(101.0, 330.0, 315.88235294117646)"
07-01-2023 15:12:33.277477,"(51.0, 70.0, 69.25925925925925)","(26.0, 38.0, 37.25)","(12.0, 14.5, 14.154545454545454)","(31.0, 40.0, 37.53846153846154)","(3.5, 3.85, 3.803611898016997)","(13.0, 15.0, 14.564516129032258)","(6.5, 7.2, 7.102985074626866)","(2.7, 3.0, 3.0000768049155146)","(20.0, 26.0, 24.307692307692307)","(71.0, 90.0, 86.0)","(61.0, 80.0, 79.56521739130434)","(101.0, 330.0, 317.05882352941177)"
07-01-2023 15:12:34.928659,"(51.0, 70.0, 72.5)","(26.0, 38.0, 38.78260869565217)","(12.0, 14.5, 14.21)","(31.0, 40.0, 36.18181818181818)","(3.5, 3.85, 3.8021857923497264)","(13.0, 15.0, 15.334888059701493)","(6.5, 7.2, 6.774545454545454)","(2.7, 3.05, 2.9506134969325153)","(20.0, 25.0, 24.8)","(71.0, 90.0, 86.42857142857143)","(61.0, 80.0, 84.41176470588235)","(101.0, 330.0, 318.0)"
07-01-2023 15:12:36.661973,"(51.0, 80.0, 41.357142857142854)","(26.0, 40.0, 37.0)","(12.0, 15.0, 11.785714285714286)","(31.0, 40.0, 41.16666666666667)","(3.5, 3.9, 3.685185185185185)","(13.0, 15.5, 18.03846153846154)","(6.5, 7.2, 5.003773584905661)","(2.7, 2.96, 2.666666666666667)","(20.0, 26.0, 28.916666666666664)","(71.0, 95.0, 81.11111111111111)","(61.0, 110.0, 55.45454545454545)","(101.0, 380.0, 220.0)"
07-01-2023 15:12:38.216357,"(51.0, 85.0, 67.0)","(26.0, 46.0, 34.666666666666664)","(12.0, 15.0, 14.777777777777779)","(31.0, 44.0, 42.666666666666664)","(3.5, 4.0, 4.451851851851852)","(13.0, 19.0, 17.375)","(6.5, 8.4, 6.813138686131387)","(2.7, 3.2, 2.508888888888889)","(20.0, 30.0, 29.0)","(71.0, 95.0, 87.5)","(61.0, 110.0, 85.38461538461539)","(101.0, 440.0, 265.0)"
07-01-2023 15:12:39.860426,"(51.0, 85.0, 67.22222222222223)","(26.0, 36.0, 38.0)","(12.0, 15.0, 11.5)","(31.0, 46.0, 40.5)","(3.5, 4.6, 4.47741935483871)","(13.0, 20.0, 17.75)","(6.5, 7.0, 6.285714285714286)","(2.7, 2.52, 2.413793103448276)","(20.0, 30.0, 25.818181818181817)","(71.0, 95.0, 81.9047619047619)","(61.0, 110.0, 70.625)","(101.0, 460.0, 275.0)"
07-01-2023 15:12:41.403662,"(51.0, 85.0, 67.22222222222223)","(26.0, 46.0, 41.84615384615385)","(12.0, 14.0, 15.257575757575758)","(31.0, 48.0, 29.8125)","(3.5, 4.8, 4.627450980392156)","(13.0, 20.0, 18.333333333333332)","(6.5, 6.8, 6.8546875)","(2.7, 2.5, 2.5603030303030305)","(20.0, 34.0, 28.166666666666668)","(71.0, 120.0, 95.0)","(61.0, 110.0, 77.85714285714286)","(101.0, 460.0, 275.0)"
07-01-2023 15:12:43.037834,"(51.0, 85.0, 68.33333333333333)","(26.0, 46.0, 33.25)","(12.0, 17.0, 15.915094339622641)","(31.0, 36.0, 28.666666666666668)","(3.5, 4.8, 4.699305555555556)","(13.0, 22.0, 14.895833333333334)","(6.5, 7.0, 6.802247191011236)","(2.7, 2.8, 2.475)","(20.0, 34.0, 28.166666666666668)","(71.0, 110.0, 102.0)","(61.0, 100.0, 90.0)","(101.0, 730.0, 410.0)"
07-01-2023 15:12:44.590038,"(51.0, 85.0, 68.33333333333333)","(26.0, 46.0, 34.15384615384615)","(12.0, 17.0, 16.0)","(31.0, 36.0, 28.727272727272727)","(3.5, 4.7, 4.859183673469388)","(13.0, 15.0, 19.86842105263158)","(6.5, 7.0, 5.2026315789473685)","(2.7, 2.5, 2.667857142857143)","(20.0, 34.0, 32.421052631578945)","(71.0, 110.0, 78.69565217391305)","(61.0, 100.0, 90.0)","(101.0, 730.0, 415.0)"
07-01-2023 15:12:46.157445,"(51.0, 85.0, 69.0)","(26.0, 36.0, 35.27272727272727)","(12.0, 17.0, 15.425925925925926)","(31.0, 36.0, 30.214285714285715)","(3.5, 4.9, 3.9224137931034484)","(13.0, 20.0, 21.75438596491228)","(6.5, 6.4, 6.076190476190476)","(2.7, 2.7, 2.6617796610169493)","(20.0, 34.0, 32.75)","(71.0, 120.0, 79.0909090909091)","(61.0, 100.0, 85.0)","(101.0, 730.0, 415.0)"
07-01-2023 15:12:47.702006,"(51.0, 85.0, 43.63636363636364)","(26.0, 36.0, 43.666666666666664)","(12.0, 17.0, 16.11111111111111)","(31.0, 36.0, 30.4)","(3.5, 3.95, 4.52)","(13.0, 22.0, 16.555555555555557)","(6.5, 6.8, 6.5600000000000005)","(2.7, 2.8, 2.5023622047244096)","(20.0, 34.0, 26.923076923076923)","(71.0, 120.0, 79.52380952380952)","(61.0, 110.0, 86.0)","(101.0, 200.0, 92.0)"
07-01-2023 15:12:49.259272,"(51.0, 50.0, 37.53846153846154)","(26.0, 44.0, 43.81818181818182)","(12.0, 17.0, 16.2)","(31.0, 36.0, 31.8)","(3.5, 4.6, 4.493333333333333)","(13.0, 18.5, 17.75)","(6.5, 6.8, 6.640909090909091)","(2.7, 2.52, 2.4838834951456312)","(20.0, 38.0, 37.354838709677416)","(71.0, 120.0, 81.9047619047619)","(61.0, 110.0, 95.0)","(101.0, 200.0, 117.5)"
07-01-2023 15:12:50.783297,"(51.0, 40.0, 37.53846153846154)","(26.0, 44.0, 42.95238095238095)","(12.0, 17.0, 15.5)","(31.0, 36.0, 32.5)","(3.5, 4.6, 4.449999999999999)","(13.0, 18.5, 19.6)","(6.5, 7.0, 6.578723404255319)","(2.7, 2.52, 2.4805940594059406)","(20.0, 38.0, 37.354838709677416)","(71.0, 120.0, 80.0)","(61.0, 110.0, 95.0)","(101.0, 200.0, 119.0)"
07-01-2023 15:12:52.355771,"(51.0, 50.0, 48.57142857142857)","(26.0, 44.0, 43.333333333333336)","(12.0, 17.0, 17.625)","(31.0, 36.0, 42.333333333333336)","(3.5, 4.6, 3.9085585585585587)","(13.0, 21.0, 23.0)","(6.5, 7.0, 7.514285714285714)","(2.7, 2.5, 2.4026666666666667)","(20.0, 38.0, 35.9622641509434)","(71.0, 120.0, 59.333333333333336)","(61.0, 110.0, 92.0)","(101.0, 200.0, 465.0)"
07-01-2023 15:12:53.797049,"(51.0, 65.0, 38.0)","(26.0, 44.0, 49.0)","(12.0, 18.5, 19.125)","(31.0, 55.0, 35.0)","(3.5, 3.95, 3.9625000000000004)","(13.0, 24.0, 35.10416666666667)","(6.5, 7.6, 7.6000000000000005)","(2.7, 2.42, 2.424890829694323)","(20.0, 36.0, 45.56363636363636)","(71.0, 120.0, 54.54545454545455)","(61.0, 100.0, 102.5)","(101.0, 730.0, 681.6666666666666)"
07-01-2023 15:12:55.360680,"(51.0, 38.0, 30.0)","(26.0, 50.0, 49.0)","(12.0, 30.0, 20.333333333333332)","(31.0, 65.0, 34.166666666666664)","(3.5, 4.0, 3.675)","(13.0, 36.0, 23.57142857142857)","(6.5, 8.6, 8.557142857142857)","(2.7, 2.44, 2.423391812865497)","(20.0, 46.0, 39.333333333333336)","(71.0, 120.0, 74.16666666666667)","(61.0, 110.0, 102.5)","(101.0, 990.0, 6687.666666666667)"
07-01-2023 15:12:56.937362,"(51.0, 38.0, 18.048387096774192)","(26.0, 55.0, 66.66666666666667)","(12.0, 30.0, 21.2)","(31.0, 65.0, 35.4)","(3.5, 3.8, 3.7416666666666667)","(13.0, 26.0, 25.2)","(6.5, 8.6, 8.586046511627906)","(2.7, 2.44, 2.22)","(20.0, 46.0, 59.46938775510204)","(71.0, 120.0, 75.0)","(61.0, 110.0, 105.0)","(101.0, 99999, 5049.5)"
07-01-2023 15:12:58.638983,"(51.0, 19.5, 35.33333333333333)","(26.0, 70.0, 77.0)","(12.0, 34.0, 21.736842105263158)","(31.0, 65.0, 35.4)","(3.5, 4.2, 3.8855263157894737)","(13.0, 27.0, 18.6)","(6.5, 8.6, 8.833333333333334)","(2.7, 2.42, 2.2215384615384615)","(20.0, 60.0, 47.0)","(71.0, 120.0, 70.5)","(61.0, 130.0, 110.0)","(101.0, 99999, 8349.166666666666)"
07-01-2023 15:13:00.213720,"(51.0, 38.0, 36.11764705882353)","(26.0, 80.0, 77.0)","(12.0, 32.0, 30.294117647058822)","(31.0, 65.0, 49.8)","(3.5, 4.3, 4.0600000000000005)","(13.0, 34.0, 18.6)","(6.5, 9.0, 9.0)","(2.7, 2.36, 2.4782758620689656)","(20.0, 65.0, 47.0)","(71.0, 120.0, 82.5)","(61.0, 130.0, 110.0)","(101.0, 99999, 8349.166666666666)"
07-01-2023 15:13:01.768397,"(51.0, 38.0, 37.0)","(26.0, 80.0, 81.27272727272728)","(12.0, 32.0, 26.285714285714285)","(31.0, 65.0, 51.75)","(3.5, 4.2, 3.855725190839695)","(13.0, 34.0, 15.18867924528302)","(6.5, 9.4, 11.356521739130436)","(2.7, 2.48, 2.087142857142857)","(20.0, 65.0, 51.5)","(71.0, 120.0, 82.5)","(61.0, 130.0, 96.66666666666667)","(101.0, 99999, 8349.166666666666)"
07-01-2023 15:13:03.634901,"(51.0, 38.0, 30.666666666666664)","(26.0, 85.0, 95.33333333333334)","(12.0, 30.0, 32.75)","(31.0, 60.0, 45.625)","(3.5, 4.6, 3.925)","(13.0, 15.5, 26.64864864864865)","(6.5, 11.5, 10.666666666666666)","(2.7, 2.18, 2.0160244648318044)","(20.0, 65.0, 50.333333333333336)","(71.0, 120.0, 127.5)","(61.0, 130.0, 93.66666666666667)","(101.0, 99999, 8349.166666666666)"
07-01-2023 15:13:05.282275,"(51.0, 40.0, 28.857142857142858)","(26.0, 100.0, 67.33333333333333)","(12.0, 34.0, 19.0)","(31.0, 65.0, 47.285714285714285)","(3.5, 4.3, 4.2749999999999995)","(13.0, 27.0, 26.64864864864865)","(6.5, 16.0, 10.4)","(2.7, 2.04, 2.065)","(20.0, 75.0, 50.333333333333336)","(71.0, 190.0, 157.5)","(61.0, 150.0, 94.28571428571429)","(101.0, 99999, 8584.857142857143)"
