,Almighty Mack,Octare Stride,Phantom Rex,Mt View Buck,Good Boy Colombo,Blazin Sushi,Jay Jay Lopez
15-12-2022 15:38:28.751121,"(2.7, 3.25, 3.2355102040816326)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 450.55555555555554)","(2.9, 7.8, 4.720000000000001)"
15-12-2022 15:38:29.686779,"(2.7, 3.25, 3.2355102040816326)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 450.55555555555554)","(2.9, 7.8, 4.720000000000001)"
15-12-2022 15:38:30.592478,"(2.7, 3.25, 3.2355102040816326)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 450.55555555555554)","(2.9, 7.8, 4.720000000000001)"
15-12-2022 15:38:31.571513,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 450.55555555555554)","(2.9, 7.8, 4.720000000000001)"
15-12-2022 15:38:32.880276,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 450.55555555555554)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:33.820867,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 328.84615384615387)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:34.749195,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 328.84615384615387)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:35.686442,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 328.84615384615387)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:36.718939,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 328.84615384615387)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:37.708019,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 328.84615384615387)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:38.663510,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 328.84615384615387)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:39.779366,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 328.84615384615387)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:40.703115,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 328.84615384615387)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:41.644741,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:42.539299,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.692857142857143)","(4.2, 8.4, 7.3500000000000005)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:43.433169,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.185714285714286)","(4.2, 8.4, 8.041666666666668)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:44.408763,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.185714285714286)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:45.405996,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.185714285714286)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:46.363630,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.185714285714286)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:47.329592,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.185714285714286)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:48.316112,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.185714285714286)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:49.223436,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.185714285714286)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:50.601888,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.185714285714286)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:51.577028,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.826315789473684)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:52.526043,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.826315789473684)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:53.532110,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.826315789473684)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:54.853548,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.826315789473684)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:56.010410,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.826315789473684)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:57.027969,"(2.7, 3.25, 3.1733333333333333)","(3.9, 7.2, 6.826315789473684)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 345.3333333333333)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:58.070684,"(2.7, 3.25, 3.226206896551724)","(3.9, 7.2, 6.826315789473684)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:38:59.255340,"(2.7, 3.25, 3.214736842105263)","(3.9, 7.2, 6.185714285714286)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:00.364000,"(2.7, 3.25, 3.214736842105263)","(3.9, 7.2, 6.661538461538461)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:01.446450,"(2.7, 3.25, 3.214736842105263)","(3.9, 7.2, 5.82)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:02.537080,"(2.7, 3.25, 3.214736842105263)","(3.9, 7.2, 5.82)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:03.602162,"(2.7, 3.25, 3.214736842105263)","(3.9, 7.2, 5.82)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:04.707904,"(2.7, 3.25, 3.214736842105263)","(3.9, 7.2, 5.82)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:05.695896,"(2.7, 3.25, 3.214736842105263)","(3.9, 7.2, 5.82)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:06.704796,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 8.113333333333333)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:07.708153,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.98)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:08.821949,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 142.88888888888889)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:09.923845,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 112.375)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:11.032063,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 112.375)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:12.156582,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 112.375)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:13.283738,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 112.375)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:14.240513,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 112.375)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:15.338086,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 112.375)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:16.362357,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 112.375)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:17.444111,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 112.375)","(41.0, 500.0, 457.8181818181818)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:18.549939,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 38.45454545454545)","(41.0, 400.0, 112.375)","(41.0, 500.0, 338.66666666666663)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:19.528750,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 55.90909090909091)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 300.83333333333337)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:20.535278,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 55.90909090909091)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 300.83333333333337)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:21.564327,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 55.90909090909091)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 300.83333333333337)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:22.694915,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 55.90909090909091)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 300.83333333333337)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:23.816412,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 55.90909090909091)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 300.83333333333337)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:24.851873,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 55.90909090909091)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 300.83333333333337)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:26.005799,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 55.90909090909091)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 300.83333333333337)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:27.084695,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 55.90909090909091)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 300.83333333333337)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:28.048562,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 55.90909090909091)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 300.83333333333337)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:29.071020,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 165.71428571428572)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:30.088056,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:31.232268,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:32.422011,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:33.449072,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:34.591380,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:35.659172,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:36.701428,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:37.771391,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:38.886635,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:40.036173,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:41.311023,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 171.14285714285714)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:42.547893,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.4, 7.375)","(21.0, 85.0, 44.375)","(41.0, 400.0, 142.88888888888889)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:43.781200,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 44.375)","(41.0, 400.0, 142.88888888888889)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:45.015505,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 44.375)","(41.0, 400.0, 142.88888888888889)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:46.150045,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 44.375)","(41.0, 400.0, 142.88888888888889)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:47.238644,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 44.375)","(41.0, 400.0, 142.88888888888889)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:48.333561,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 44.375)","(41.0, 400.0, 142.88888888888889)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:49.623155,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 44.375)","(41.0, 400.0, 142.88888888888889)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:50.835141,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:51.978211,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:53.245165,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 44.375)","(41.0, 400.0, 142.88888888888889)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:54.289139,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 44.375)","(41.0, 400.0, 142.88888888888889)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:55.586017,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 44.375)","(41.0, 400.0, 142.88888888888889)","(41.0, 490.0, 268.0)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:56.697305,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 44.375)","(41.0, 400.0, 142.88888888888889)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:57.810806,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:58.945857,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 4.0375)"
15-12-2022 15:39:59.935807,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 4.720000000000001)"
15-12-2022 15:40:00.966599,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 3.8625)"
15-12-2022 15:40:02.028014,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 3.8625)"
15-12-2022 15:40:03.177587,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 3.8625)"
15-12-2022 15:40:04.303878,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 3.8625)"
15-12-2022 15:40:05.367319,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 3.8625)"
15-12-2022 15:40:06.505322,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 3.8625)"
15-12-2022 15:40:07.550899,"(2.7, 3.25, 3.225185185185185)","(3.9, 7.2, 5.82)","(4.2, 8.8, 7.675000000000001)","(21.0, 85.0, 37.72727272727273)","(41.0, 400.0, 179.61904761904762)","(41.0, 490.0, 319.2307692307692)","(2.9, 7.8, 3.8625)"
