,Levings,Brockton Bomber,Kingsbrae Beach,Flyaway Matty,Zeal Surprise,His Keen,Monkey Paw,Durwood
08-12-2022 14:03:31.385152,"(1.8, 2.9, 2.492)","(21.0, 100.0, 51.875)","(26.0, 80.0, 44.375)","(13.0, 30.0, 23.357142857142858)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 512.5)"
08-12-2022 14:03:33.205010,"(1.8, 2.9, 2.492)","(21.0, 100.0, 51.875)","(26.0, 80.0, 44.375)","(13.0, 30.0, 23.357142857142858)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 512.5)"
08-12-2022 14:03:34.967665,"(1.8, 2.9, 2.492)","(21.0, 100.0, 51.875)","(26.0, 80.0, 44.375)","(13.0, 30.0, 23.357142857142858)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 512.5)"
08-12-2022 14:03:37.003727,"(1.8, 2.9, 2.492)","(21.0, 100.0, 51.875)","(26.0, 80.0, 44.375)","(13.0, 30.0, 23.357142857142858)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 512.5)"
08-12-2022 14:03:38.752541,"(1.8, 2.9, 2.492)","(21.0, 100.0, 51.875)","(26.0, 80.0, 44.375)","(13.0, 30.0, 23.357142857142858)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 512.5)"
08-12-2022 14:03:40.265629,"(1.8, 2.9, 2.492)","(21.0, 100.0, 51.875)","(26.0, 80.0, 44.375)","(13.0, 30.0, 23.357142857142858)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 512.5)"
08-12-2022 14:03:41.696109,"(1.8, 2.9, 2.492)","(21.0, 100.0, 51.875)","(26.0, 80.0, 44.375)","(13.0, 30.0, 23.357142857142858)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 512.5)"
08-12-2022 14:03:43.175555,"(1.8, 2.9, 2.492)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:03:44.629017,"(1.8, 2.9, 2.492)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:03:46.042460,"(1.8, 2.9, 2.492)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:03:47.457028,"(1.8, 2.9, 2.492)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:03:48.909489,"(1.8, 2.9, 2.492)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:03:50.335267,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:03:51.785220,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:03:53.236092,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:03:54.670048,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:03:56.132639,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:03:57.551228,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:03:59.060923,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:00.463894,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:01.862275,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:03.192904,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:04.505242,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:05.956627,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:07.326947,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:08.572548,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:09.852366,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:11.194338,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:12.683809,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:13.999130,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:15.437285,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:16.818405,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:18.097629,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:19.350842,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:20.522490,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:21.699078,"(1.8, 2.86, 2.7846153846153845)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:22.961485,"(1.8, 2.92, 2.84)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:24.223832,"(1.8, 2.92, 2.50037037037037)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:25.450353,"(1.8, 2.88, 2.096)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:26.709803,"(1.8, 2.88, 2.096)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:28.017036,"(1.8, 2.88, 2.096)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:29.307294,"(1.8, 2.88, 2.096)","(21.0, 100.0, 44.0)","(26.0, 80.0, 38.54545454545455)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 42.083333333333336)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 970.0, 406.9230769230769)"
08-12-2022 14:04:30.486437,"(1.8, 2.88, 2.096)","(21.0, 100.0, 44.0)","(26.0, 80.0, 44.0)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 39.44444444444444)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 970.0, 325.0)"
08-12-2022 14:04:31.745998,"(1.8, 2.88, 2.096)","(21.0, 100.0, 56.57142857142857)","(26.0, 80.0, 44.0)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 39.44444444444444)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:33.026515,"(1.8, 2.88, 2.096)","(21.0, 100.0, 44.72727272727273)","(26.0, 80.0, 44.0)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 39.44444444444444)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:34.276218,"(1.8, 2.88, 2.096)","(21.0, 100.0, 42.25)","(26.0, 80.0, 50.0)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 39.44444444444444)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:35.494973,"(1.8, 2.7, 2.42)","(21.0, 100.0, 42.25)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 39.44444444444444)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:36.800067,"(1.8, 2.68, 2.42)","(21.0, 100.0, 42.25)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:38.366542,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:39.878006,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 3.4833333333333334)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:41.331647,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 5.0, 3.4833333333333334)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:42.803990,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 5.0, 3.4833333333333334)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:44.296825,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 5.0, 3.4833333333333334)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:45.651797,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 5.0, 3.4833333333333334)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:46.873689,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 5.0, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:48.172692,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:49.483055,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:50.761178,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:52.114261,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:53.560781,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 325.0)"
08-12-2022 14:04:55.020887,"(1.8, 2.68, 2.6020000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:04:56.418752,"(1.8, 2.68, 2.29)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:04:57.825252,"(1.8, 2.68, 2.29)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:04:59.221961,"(1.8, 2.68, 2.29)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:00.661334,"(1.8, 2.66, 2.5660000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:02.029064,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:03.322302,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:04.597995,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 39.2)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:05.958053,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 54.4)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 47.1875)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:07.360383,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 60.0, 50.625)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:08.760656,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 65.0, 50.625)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:10.124355,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 65.0, 50.625)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:11.507190,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 65.0, 50.625)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:12.921740,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 65.0, 45.631578947368425)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:14.356685,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 65.0, 45.631578947368425)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 126.66666666666666)"
08-12-2022 14:05:15.783547,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 65.0, 45.631578947368425)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 580.0, 236.66666666666666)"
08-12-2022 14:05:17.148886,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 65.0, 45.631578947368425)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 570.0, 236.66666666666666)"
08-12-2022 14:05:18.563056,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 65.0, 45.631578947368425)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 570.0, 236.66666666666666)"
08-12-2022 14:05:20.060059,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 65.0, 45.631578947368425)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 570.0, 236.66666666666666)"
08-12-2022 14:05:21.537968,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.772727272727273)","(21.0, 65.0, 45.631578947368425)","(3.0, 4.9, 4.57)","(4.6, 7.8, 7.4375)","(71.0, 570.0, 236.66666666666666)"
08-12-2022 14:05:22.986444,"(1.8, 2.64, 2.5660000000000003)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 25.166666666666668)","(21.0, 65.0, 45.631578947368425)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 570.0, 236.66666666666666)"
08-12-2022 14:05:24.433124,"(1.8, 2.64, 2.4)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 22.75)","(21.0, 65.0, 45.631578947368425)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 570.0, 236.66666666666666)"
08-12-2022 14:05:25.892186,"(1.8, 2.64, 2.4)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 30.0, 22.75)","(21.0, 65.0, 45.631578947368425)","(3.0, 4.9, 3.638235294117647)","(4.6, 7.8, 6.027777777777779)","(71.0, 570.0, 236.66666666666666)"
