,Bold Hunter,Kick On Command,Highground,Denims,Kaboom,Magic Palace,Gypsy Rozay,Motherlode
10-01-2023 15:22:42.883716,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.034408602150538)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 19.0, 16.166666666666668)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:43.900217,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.034408602150538)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.875)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:44.924439,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.0359550561797755)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:46.008751,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.0359550561797755)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:47.082047,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.0184)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.5)","(81.0, 180.0, 144.0)","(31.0, 130.0, 106.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:48.076956,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.0131034482758623)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:49.156679,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.006086956521739)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:50.253240,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.006086956521739)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.5)","(81.0, 180.0, 144.0)","(31.0, 130.0, 106.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:51.415481,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.006086956521739)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.5)","(81.0, 180.0, 144.0)","(31.0, 130.0, 106.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:52.475314,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.006086956521739)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:53.530428,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.006086956521739)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:54.625546,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.006086956521739)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.5)","(81.0, 180.0, 144.0)","(31.0, 130.0, 106.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:55.717915,"(8.0, 15.5, 13.4375)","(1.95, 2.04, 2.006086956521739)","(2.4, 3.3, 3.25)","(14.0, 30.0, 29.57142857142857)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:56.880180,"(8.0, 15.0, 13.88888888888889)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.25)","(14.0, 34.0, 35.25)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:57.903221,"(8.0, 15.0, 13.461538461538462)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.25)","(14.0, 38.0, 35.25)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:22:58.998309,"(8.0, 15.0, 13.461538461538462)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.25)","(14.0, 38.0, 35.25)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:00.144941,"(8.0, 15.0, 13.461538461538462)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.25)","(14.0, 36.0, 33.75)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:01.267283,"(8.0, 14.5, 13.26923076923077)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.218390804597701)","(14.0, 36.0, 33.75)","(11.0, 18.5, 15.5)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:02.319729,"(8.0, 14.5, 13.26923076923077)","(1.95, 2.04, 2.0175)","(2.4, 3.3, 3.2144578313253014)","(14.0, 36.0, 33.75)","(11.0, 18.5, 15.5)","(81.0, 180.0, 141.42857142857144)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:03.357085,"(8.0, 14.5, 13.166666666666666)","(1.95, 2.04, 2.0175)","(2.4, 3.3, 3.2144578313253014)","(14.0, 36.0, 33.75)","(11.0, 18.5, 15.5)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:04.456295,"(8.0, 14.5, 13.166666666666666)","(1.95, 2.04, 2.0175)","(2.4, 3.3, 3.2144578313253014)","(14.0, 36.0, 33.75)","(11.0, 18.5, 15.5)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:05.547345,"(8.0, 14.5, 13.166666666666666)","(1.95, 2.04, 2.0175)","(2.4, 3.3, 3.2144578313253014)","(14.0, 36.0, 33.75)","(11.0, 18.5, 15.5)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:06.616610,"(8.0, 14.5, 13.166666666666666)","(1.95, 2.04, 2.0175)","(2.4, 3.3, 3.2144578313253014)","(14.0, 36.0, 33.75)","(11.0, 18.5, 15.5)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:07.687226,"(8.0, 14.5, 13.166666666666666)","(1.95, 2.04, 2.0175)","(2.4, 3.3, 3.242857142857143)","(14.0, 36.0, 33.75)","(11.0, 18.5, 15.5)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:08.740133,"(8.0, 14.5, 13.833333333333334)","(1.95, 2.04, 2.0175)","(2.4, 3.3, 3.242857142857143)","(14.0, 36.0, 33.75)","(11.0, 18.5, 16.4)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:09.789464,"(8.0, 14.5, 13.833333333333334)","(1.95, 2.04, 2.0175)","(2.4, 3.3, 3.242857142857143)","(14.0, 36.0, 33.75)","(11.0, 18.5, 16.4)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:10.839092,"(8.0, 14.5, 13.833333333333334)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.242857142857143)","(14.0, 36.0, 33.75)","(11.0, 18.5, 16.4)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:11.913802,"(8.0, 14.5, 13.833333333333334)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.242857142857143)","(14.0, 36.0, 33.75)","(11.0, 18.5, 16.4)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:13.034291,"(8.0, 14.5, 13.833333333333334)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.242857142857143)","(14.0, 36.0, 33.75)","(11.0, 18.5, 16.4)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:14.147714,"(8.0, 14.5, 13.833333333333334)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.242857142857143)","(14.0, 36.0, 33.75)","(11.0, 18.5, 16.4)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:15.227223,"(8.0, 14.5, 13.833333333333334)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.242857142857143)","(14.0, 36.0, 33.75)","(11.0, 18.5, 16.4)","(81.0, 180.0, 135.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:16.288705,"(8.0, 14.5, 13.833333333333334)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.242857142857143)","(14.0, 36.0, 33.75)","(11.0, 18.5, 16.4)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:17.420353,"(8.0, 14.5, 12.9)","(1.95, 2.04, 2.012142857142857)","(2.4, 3.3, 3.242857142857143)","(14.0, 36.0, 30.0)","(11.0, 18.5, 16.4)","(81.0, 180.0, 150.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:18.575360,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0175)","(2.4, 3.3, 3.2515151515151515)","(14.0, 36.0, 29.333333333333332)","(11.0, 18.5, 16.076923076923077)","(81.0, 180.0, 150.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:19.708975,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0175)","(2.4, 3.3, 3.2515151515151515)","(14.0, 34.0, 29.333333333333332)","(11.0, 18.5, 16.076923076923077)","(81.0, 180.0, 150.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:20.800168,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0146153846153845)","(2.4, 3.3, 3.1999999999999997)","(14.0, 34.0, 29.333333333333332)","(11.0, 18.5, 16.076923076923077)","(81.0, 180.0, 150.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:21.835268,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0146153846153845)","(2.4, 3.3, 3.211111111111111)","(14.0, 34.0, 28.4)","(11.0, 18.5, 16.076923076923077)","(81.0, 180.0, 150.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:22.915656,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0146153846153845)","(2.4, 3.3, 3.211111111111111)","(14.0, 34.0, 28.166666666666668)","(11.0, 18.5, 16.076923076923077)","(81.0, 180.0, 150.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:24.092099,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0146153846153845)","(2.4, 3.3, 3.211111111111111)","(14.0, 34.0, 25.666666666666668)","(11.0, 18.5, 16.076923076923077)","(81.0, 180.0, 150.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:25.147851,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0146153846153845)","(2.4, 3.3, 3.1999999999999997)","(14.0, 34.0, 25.666666666666668)","(11.0, 18.5, 16.076923076923077)","(81.0, 180.0, 150.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:26.169195,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0146153846153845)","(2.4, 3.3, 3.1999999999999997)","(14.0, 34.0, 25.666666666666668)","(11.0, 18.5, 16.076923076923077)","(81.0, 180.0, 150.0)","(31.0, 130.0, 106.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:27.181195,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0146153846153845)","(2.4, 3.3, 3.1999999999999997)","(14.0, 34.0, 29.5)","(11.0, 18.5, 16.076923076923077)","(81.0, 180.0, 150.0)","(31.0, 130.0, 106.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:28.178583,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0146153846153845)","(2.4, 3.3, 3.1999999999999997)","(14.0, 34.0, 31.42857142857143)","(11.0, 18.5, 16.076923076923077)","(81.0, 180.0, 150.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:29.275238,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0146153846153845)","(2.4, 3.2, 3.1544117647058822)","(14.0, 34.0, 32.714285714285715)","(11.0, 18.5, 16.076923076923077)","(81.0, 180.0, 150.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 100.0)"
10-01-2023 15:23:30.356242,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0146153846153845)","(2.4, 3.2, 3.1544117647058822)","(14.0, 34.0, 32.714285714285715)","(11.0, 18.5, 16.423076923076923)","(81.0, 180.0, 150.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:31.434957,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0372222222222223)","(2.4, 3.2, 3.1544117647058822)","(14.0, 34.0, 32.714285714285715)","(11.0, 18.5, 16.76923076923077)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:32.562913,"(8.0, 14.0, 13.5)","(1.95, 2.04, 2.0372222222222223)","(2.4, 3.2, 3.1544117647058822)","(14.0, 34.0, 32.714285714285715)","(11.0, 18.5, 16.76923076923077)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:33.709664,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.0269565217391303)","(2.4, 3.2, 3.1544117647058822)","(14.0, 34.0, 32.714285714285715)","(11.0, 18.5, 16.76923076923077)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:34.888704,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.2, 3.1544117647058822)","(14.0, 34.0, 32.714285714285715)","(11.0, 18.5, 16.76923076923077)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:36.006373,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.2, 3.1544117647058822)","(14.0, 34.0, 32.714285714285715)","(11.0, 18.5, 16.76923076923077)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:37.279022,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.2, 3.1544117647058822)","(14.0, 34.0, 32.714285714285715)","(11.0, 18.5, 16.76923076923077)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:38.408181,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.2, 3.1736842105263157)","(14.0, 34.0, 32.714285714285715)","(11.0, 18.5, 16.76923076923077)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:39.527465,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.3, 3.1736842105263157)","(14.0, 34.0, 32.714285714285715)","(11.0, 18.5, 16.76923076923077)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:40.626399,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.3, 3.1736842105263157)","(14.0, 34.0, 31.42857142857143)","(11.0, 18.5, 16.76923076923077)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:41.668923,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.3, 3.1736842105263157)","(14.0, 34.0, 31.42857142857143)","(11.0, 18.5, 16.76923076923077)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:42.985501,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 32.714285714285715)","(11.0, 18.5, 16.76923076923077)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:44.234291,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.0)","(11.0, 18.5, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:45.536938,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.0)","(11.0, 18.0, 17.333333333333332)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:46.647547,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.0)","(11.0, 18.0, 17.2)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:47.785052,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.017272727272727)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.0)","(11.0, 18.0, 17.2)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:48.910006,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.017272727272727)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.0)","(11.0, 18.0, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:50.077510,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.017272727272727)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.0)","(11.0, 18.0, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:51.151690,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.017272727272727)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.0)","(11.0, 18.0, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:52.192829,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.017272727272727)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.8)","(11.0, 18.0, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:53.186970,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.017272727272727)","(2.4, 3.3, 3.1736842105263157)","(14.0, 34.0, 30.8)","(11.0, 18.0, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:54.249675,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.3, 3.1736842105263157)","(14.0, 34.0, 30.8)","(11.0, 18.0, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:55.318863,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.3, 3.1736842105263157)","(14.0, 34.0, 30.8)","(11.0, 18.0, 17.0)","(81.0, 180.0, 120.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:56.406598,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.025)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.8)","(11.0, 18.0, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:57.443486,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.020909090909091)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.8)","(11.0, 18.0, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:58.478744,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.020909090909091)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.8)","(11.0, 18.0, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:23:59.559342,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.020909090909091)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.8)","(11.0, 18.0, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:24:00.622687,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.013076923076923)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.8)","(11.0, 18.0, 17.0)","(81.0, 180.0, 144.0)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:24:01.671090,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.013076923076923)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 30.8)","(11.0, 18.0, 17.0)","(81.0, 180.0, 141.42857142857144)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:24:02.679172,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.013076923076923)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 31.333333333333332)","(11.0, 18.0, 17.0)","(81.0, 180.0, 141.42857142857144)","(31.0, 130.0, 74.0)","(81.0, 150.0, 112.5)"
10-01-2023 15:24:03.821769,"(8.0, 14.5, 12.785714285714286)","(1.95, 2.04, 2.006666666666667)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 33.54545454545455)","(11.0, 18.0, 17.0)","(81.0, 180.0, 157.5)","(31.0, 130.0, 118.0)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:04.945391,"(8.0, 14.5, 14.277777777777779)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.2, 3.1546875)","(14.0, 34.0, 37.57142857142857)","(11.0, 18.0, 16.727272727272727)","(81.0, 180.0, 157.5)","(31.0, 130.0, 118.0)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:05.970856,"(8.0, 14.5, 14.277777777777779)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.2, 3.1546875)","(14.0, 38.0, 37.57142857142857)","(11.0, 18.0, 16.727272727272727)","(81.0, 180.0, 157.5)","(31.0, 130.0, 118.0)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:07.076054,"(8.0, 14.5, 14.277777777777779)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.25, 3.1875)","(14.0, 38.0, 35.36363636363636)","(11.0, 18.0, 16.727272727272727)","(81.0, 180.0, 157.5)","(31.0, 130.0, 118.0)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:08.308945,"(8.0, 14.5, 14.277777777777779)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.25, 3.1545454545454543)","(14.0, 36.0, 35.36363636363636)","(11.0, 18.0, 16.727272727272727)","(81.0, 180.0, 157.5)","(31.0, 130.0, 118.0)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:09.484181,"(8.0, 14.5, 14.277777777777779)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.2, 3.1545454545454543)","(14.0, 36.0, 34.833333333333336)","(11.0, 18.0, 16.727272727272727)","(81.0, 180.0, 157.5)","(31.0, 130.0, 118.0)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:10.670217,"(8.0, 14.5, 14.277777777777779)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.2, 3.1545454545454543)","(14.0, 36.0, 35.36363636363636)","(11.0, 18.0, 16.727272727272727)","(81.0, 180.0, 157.5)","(31.0, 130.0, 118.0)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:11.783897,"(8.0, 14.5, 14.277777777777779)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.2, 3.1545454545454543)","(14.0, 36.0, 35.36363636363636)","(11.0, 18.0, 16.727272727272727)","(81.0, 180.0, 157.5)","(31.0, 130.0, 118.0)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:12.881786,"(8.0, 14.5, 14.277777777777779)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.2, 3.1545454545454543)","(14.0, 36.0, 34.833333333333336)","(11.0, 18.0, 16.727272727272727)","(81.0, 180.0, 157.5)","(31.0, 130.0, 118.0)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:13.951607,"(8.0, 14.5, 14.352941176470589)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.2, 3.1545454545454543)","(14.0, 36.0, 34.833333333333336)","(11.0, 18.0, 16.727272727272727)","(81.0, 180.0, 157.5)","(31.0, 130.0, 118.0)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:15.074715,"(8.0, 14.5, 14.352941176470589)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.2, 3.1545454545454543)","(14.0, 36.0, 34.833333333333336)","(11.0, 18.0, 16.727272727272727)","(81.0, 180.0, 157.5)","(31.0, 130.0, 118.0)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:16.276204,"(8.0, 14.5, 14.352941176470589)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.2, 3.1545454545454543)","(14.0, 36.0, 32.0)","(11.0, 18.0, 17.142857142857142)","(81.0, 180.0, 162.85714285714286)","(31.0, 130.0, 119.0909090909091)","(81.0, 150.0, 130.0)"
10-01-2023 15:24:17.479852,"(8.0, 14.5, 14.25)","(1.95, 2.04, 2.013333333333333)","(2.4, 3.2, 3.1605263157894736)","(14.0, 36.0, 31.333333333333332)","(11.0, 18.0, 18.333333333333332)","(81.0, 180.0, 162.85714285714286)","(31.0, 130.0, 119.0909090909091)","(81.0, 150.0, 130.0)"
