,Bold Hunter,Kick On Command,Highground,Denims,Kaboom,Magic Palace,Gypsy Rozay,Motherlode
10-01-2023 15:24:56.351818,"(8.0, 14.0, 13.1)","(1.95, 1.99, 1.9878048780487805)","(2.4, 3.35, 3.2884615384615383)","(14.0, 34.0, 29.333333333333332)","(11.0, 19.5, 17.75)","(81.0, 180.0, 140.0)","(31.0, 130.0, 109.0)","(81.0, 150.0, 125.0)"
10-01-2023 15:24:57.429854,"(8.0, 14.0, 13.1)","(1.95, 1.99, 1.9878048780487805)","(2.4, 3.35, 3.2884615384615383)","(14.0, 32.0, 29.333333333333332)","(11.0, 19.5, 17.75)","(81.0, 180.0, 140.0)","(31.0, 130.0, 109.0)","(81.0, 150.0, 125.0)"
10-01-2023 15:24:58.475363,"(8.0, 14.0, 13.1)","(1.95, 1.99, 1.9849999999999999)","(2.4, 3.3, 3.253846153846154)","(14.0, 32.0, 28.8)","(11.0, 19.5, 17.75)","(81.0, 180.0, 140.0)","(31.0, 130.0, 109.0)","(81.0, 150.0, 125.0)"
10-01-2023 15:24:59.465103,"(8.0, 14.0, 13.1)","(1.95, 1.99, 1.9849999999999999)","(2.4, 3.3, 3.253846153846154)","(14.0, 32.0, 28.8)","(11.0, 19.5, 17.75)","(81.0, 180.0, 140.0)","(31.0, 130.0, 109.0)","(81.0, 150.0, 125.0)"
10-01-2023 15:25:00.446583,"(8.0, 14.0, 13.1)","(1.95, 1.99, 1.9849999999999999)","(2.4, 3.3, 3.253846153846154)","(14.0, 32.0, 29.333333333333332)","(11.0, 19.5, 17.75)","(81.0, 180.0, 140.0)","(31.0, 130.0, 109.0)","(81.0, 150.0, 125.0)"
10-01-2023 15:25:01.468413,"(8.0, 14.0, 13.1)","(1.95, 1.99, 1.9849999999999999)","(2.4, 3.3, 3.253846153846154)","(14.0, 32.0, 29.125)","(11.0, 19.5, 17.75)","(81.0, 180.0, 140.0)","(31.0, 130.0, 109.0)","(81.0, 150.0, 125.0)"
10-01-2023 15:25:02.541322,"(8.0, 14.0, 13.1)","(1.95, 1.99, 1.9849999999999999)","(2.4, 3.3, 3.253846153846154)","(14.0, 42.0, 33.0)","(11.0, 19.0, 18.5)","(81.0, 180.0, 140.0)","(31.0, 130.0, 109.0)","(81.0, 140.0, 126.66666666666667)"
10-01-2023 15:25:03.739533,"(8.0, 14.0, 13.1)","(1.95, 1.99, 1.9849999999999999)","(2.4, 3.3, 3.3576923076923078)","(14.0, 42.0, 34.375)","(11.0, 19.0, 18.5)","(81.0, 180.0, 140.0)","(31.0, 130.0, 109.0)","(81.0, 140.0, 126.66666666666667)"
10-01-2023 15:25:04.788521,"(8.0, 14.0, 13.1)","(1.95, 1.99, 1.983076923076923)","(2.4, 3.45, 3.3576923076923078)","(14.0, 40.0, 32.0)","(11.0, 19.0, 17.363636363636363)","(81.0, 180.0, 135.0)","(31.0, 130.0, 89.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:05.788596,"(8.0, 14.0, 13.4)","(1.95, 1.99, 1.9879661016949153)","(2.4, 3.45, 3.42)","(14.0, 38.0, 32.0)","(11.0, 19.0, 17.363636363636363)","(81.0, 180.0, 135.0)","(31.0, 130.0, 73.33333333333333)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:07.021942,"(8.0, 14.0, 13.5)","(1.95, 1.99, 1.9775)","(2.4, 3.55, 3.5)","(14.0, 36.0, 31.2)","(11.0, 19.0, 17.5)","(81.0, 180.0, 135.0)","(31.0, 120.0, 90.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:08.053177,"(8.0, 14.0, 13.5)","(1.95, 1.99, 1.9775)","(2.4, 3.55, 3.5)","(14.0, 34.0, 31.2)","(11.0, 19.0, 17.5)","(81.0, 180.0, 135.0)","(31.0, 110.0, 90.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:09.361722,"(8.0, 14.0, 13.5)","(1.95, 1.99, 1.9733333333333334)","(2.4, 3.55, 3.5)","(14.0, 34.0, 30.5)","(11.0, 19.0, 17.5)","(81.0, 180.0, 135.0)","(31.0, 110.0, 85.71428571428572)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:10.508758,"(8.0, 14.0, 13.5)","(1.95, 1.99, 1.9733333333333334)","(2.4, 3.55, 3.5)","(14.0, 34.0, 30.5)","(11.0, 19.0, 17.153846153846153)","(81.0, 180.0, 135.0)","(31.0, 100.0, 75.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:11.862669,"(8.0, 14.0, 13.5)","(1.95, 1.99, 1.9733333333333334)","(2.4, 3.55, 3.5)","(14.0, 34.0, 30.5)","(11.0, 19.0, 17.153846153846153)","(81.0, 180.0, 135.0)","(31.0, 100.0, 75.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:13.020916,"(8.0, 14.0, 13.5)","(1.95, 1.99, 1.9733333333333334)","(2.4, 3.55, 3.5)","(14.0, 34.0, 30.5)","(11.0, 19.0, 17.153846153846153)","(81.0, 180.0, 135.0)","(31.0, 100.0, 75.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:14.106868,"(8.0, 14.0, 13.5)","(1.95, 1.99, 1.9733333333333334)","(2.4, 3.55, 3.5)","(14.0, 34.0, 28.90909090909091)","(11.0, 19.0, 17.5625)","(81.0, 180.0, 135.0)","(31.0, 100.0, 75.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:15.224244,"(8.0, 14.0, 13.5)","(1.95, 1.99, 1.9733333333333334)","(2.4, 3.55, 3.5)","(14.0, 34.0, 28.90909090909091)","(11.0, 18.5, 17.5625)","(81.0, 180.0, 135.0)","(31.0, 95.0, 75.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:16.355436,"(8.0, 14.0, 13.5)","(1.95, 1.99, 1.9733333333333334)","(2.4, 3.55, 3.5)","(14.0, 34.0, 28.90909090909091)","(11.0, 18.5, 17.5625)","(81.0, 180.0, 136.66666666666666)","(31.0, 95.0, 65.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:17.452430,"(8.0, 14.0, 13.375)","(1.95, 1.99, 1.9733333333333334)","(2.4, 3.55, 3.4764705882352938)","(14.0, 34.0, 27.77777777777778)","(11.0, 18.5, 16.96153846153846)","(81.0, 170.0, 136.66666666666666)","(31.0, 95.0, 72.5)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:18.502503,"(8.0, 14.0, 13.7)","(1.95, 1.99, 1.9733333333333334)","(2.45, 3.55, 3.4764705882352938)","(14.0, 34.0, 29.333333333333332)","(11.0, 18.5, 16.96153846153846)","(81.0, 170.0, 150.0)","(31.0, 90.0, 66.66666666666667)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:19.556734,"(8.0, 17.0, 15.833333333333334)","(1.95, 1.99, 1.9733333333333334)","(2.45, 3.55, 3.409375)","(14.0, 32.0, 28.0)","(11.0, 18.5, 16.96153846153846)","(81.0, 180.0, 150.0)","(31.0, 90.0, 66.66666666666667)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:20.636041,"(8.0, 17.0, 15.909090909090908)","(1.95, 1.99, 1.9872093023255815)","(2.45, 3.55, 3.402941176470588)","(14.0, 29.0, 27.333333333333332)","(11.0, 18.5, 16.96153846153846)","(81.0, 180.0, 150.0)","(31.0, 85.0, 65.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:21.652451,"(8.0, 17.0, 16.217391304347828)","(1.95, 1.99, 1.9872093023255815)","(2.45, 3.55, 3.402941176470588)","(14.0, 29.0, 27.333333333333332)","(11.0, 18.5, 16.96153846153846)","(81.0, 180.0, 150.0)","(31.0, 85.0, 61.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:22.667216,"(8.0, 17.0, 16.217391304347828)","(1.85, 1.99, 1.9872093023255815)","(2.5, 3.55, 3.402941176470588)","(14.0, 29.0, 27.333333333333332)","(11.0, 18.5, 16.96153846153846)","(81.0, 180.0, 150.0)","(31.0, 85.0, 61.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:23.658386,"(8.0, 17.0, 15.5)","(1.85, 1.99, 1.9872093023255815)","(2.5, 3.5, 3.4833333333333334)","(14.0, 29.0, 26.0)","(11.0, 18.5, 16.78125)","(81.0, 180.0, 150.0)","(31.0, 85.0, 61.0)","(81.0, 140.0, 133.33333333333334)"
10-01-2023 15:25:24.765927,"(8.0, 17.0, 15.833333333333334)","(1.85, 1.99, 1.9872093023255815)","(2.5, 3.5, 3.475)","(14.0, 28.0, 26.88888888888889)","(11.0, 18.0, 17.428571428571427)","(81.0, 180.0, 150.0)","(31.0, 85.0, 65.0)","(81.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:25.803139,"(8.0, 16.5, 15.38888888888889)","(1.85, 1.99, 1.9872093023255815)","(2.5, 3.55, 3.402941176470588)","(14.0, 28.0, 26.88888888888889)","(11.0, 18.0, 16.90909090909091)","(81.0, 180.0, 150.0)","(31.0, 85.0, 65.0)","(81.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:26.889364,"(8.0, 16.5, 15.833333333333334)","(1.85, 1.99, 1.9872093023255815)","(2.5, 3.55, 3.402941176470588)","(14.0, 28.0, 26.88888888888889)","(11.0, 18.0, 16.90909090909091)","(81.0, 180.0, 150.0)","(31.0, 85.0, 65.0)","(81.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:27.954574,"(8.0, 16.5, 16.055555555555557)","(1.85, 1.99, 1.9872093023255815)","(2.5, 3.55, 3.402941176470588)","(14.0, 28.0, 26.88888888888889)","(11.0, 18.0, 16.90909090909091)","(81.0, 180.0, 150.0)","(31.0, 85.0, 65.0)","(81.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:29.240448,"(8.0, 16.5, 15.833333333333334)","(1.85, 1.99, 1.9872093023255815)","(2.5, 3.55, 3.402941176470588)","(14.0, 28.0, 27.11111111111111)","(11.0, 18.0, 16.90909090909091)","(81.0, 180.0, 150.0)","(31.0, 85.0, 65.0)","(81.0, 150.0, 132.22222222222223)"
10-01-2023 15:25:30.459790,"(8.0, 16.5, 15.833333333333334)","(1.85, 1.99, 1.9872093023255815)","(2.5, 3.55, 3.402941176470588)","(14.0, 28.0, 26.625)","(11.0, 18.0, 16.90909090909091)","(81.0, 180.0, 150.0)","(31.0, 85.0, 65.0)","(81.0, 150.0, 132.22222222222223)"
10-01-2023 15:25:31.565906,"(8.0, 16.5, 15.833333333333334)","(1.85, 1.99, 1.9872093023255815)","(2.5, 3.55, 3.402941176470588)","(14.0, 27.0, 26.625)","(11.0, 18.0, 16.90909090909091)","(81.0, 180.0, 143.33333333333334)","(31.0, 85.0, 65.0)","(81.0, 150.0, 132.22222222222223)"
10-01-2023 15:25:32.584453,"(8.0, 16.5, 15.38888888888889)","(1.85, 1.99, 1.9872093023255815)","(2.5, 3.55, 3.3454545454545452)","(14.0, 28.0, 26.333333333333332)","(11.0, 18.0, 16.90909090909091)","(81.0, 190.0, 143.33333333333334)","(31.0, 85.0, 65.0)","(81.0, 150.0, 132.22222222222223)"
10-01-2023 15:25:33.844832,"(8.0, 16.5, 16.055555555555557)","(1.85, 2.0, 1.9972413793103447)","(2.5, 3.45, 3.3416666666666663)","(14.0, 27.0, 26.333333333333332)","(11.0, 18.0, 16.90909090909091)","(81.0, 190.0, 143.33333333333334)","(31.0, 85.0, 65.0)","(81.0, 150.0, 132.22222222222223)"
10-01-2023 15:25:34.993074,"(8.0, 16.5, 16.414285714285715)","(1.85, 2.0, 1.994)","(2.5, 3.55, 3.3416666666666663)","(14.0, 27.0, 26.2)","(11.0, 18.0, 16.90909090909091)","(81.0, 190.0, 143.33333333333334)","(31.0, 85.0, 65.0)","(81.0, 150.0, 132.22222222222223)"
10-01-2023 15:25:36.089487,"(8.0, 16.5, 16.416666666666668)","(1.85, 2.0, 1.9496)","(2.5, 3.55, 3.433333333333333)","(14.0, 27.0, 26.09090909090909)","(11.0, 18.0, 16.90909090909091)","(81.0, 190.0, 143.33333333333334)","(31.0, 85.0, 65.0)","(81.0, 150.0, 132.22222222222223)"
10-01-2023 15:25:37.102832,"(8.0, 16.5, 16.0)","(1.85, 1.95, 1.9406818181818182)","(2.5, 3.5, 3.433333333333333)","(14.0, 27.0, 26.09090909090909)","(11.0, 18.0, 16.90909090909091)","(81.0, 190.0, 143.33333333333334)","(31.0, 85.0, 65.0)","(81.0, 150.0, 132.22222222222223)"
10-01-2023 15:25:38.172580,"(8.0, 16.5, 16.0)","(1.85, 1.95, 1.9406818181818182)","(2.5, 3.5, 3.433333333333333)","(14.0, 27.0, 26.09090909090909)","(11.0, 18.0, 16.90909090909091)","(81.0, 190.0, 143.33333333333334)","(31.0, 85.0, 65.0)","(81.0, 150.0, 132.22222222222223)"
10-01-2023 15:25:39.252590,"(8.0, 16.5, 16.0)","(1.85, 1.95, 1.9406818181818182)","(2.5, 3.5, 3.433333333333333)","(14.0, 27.0, 26.09090909090909)","(11.0, 18.0, 16.90909090909091)","(81.0, 190.0, 143.33333333333334)","(31.0, 85.0, 65.0)","(81.0, 150.0, 132.22222222222223)"
10-01-2023 15:25:40.322538,"(8.0, 16.5, 16.0)","(1.85, 1.95, 1.9406818181818182)","(2.5, 3.5, 3.433333333333333)","(14.0, 27.0, 26.09090909090909)","(11.0, 18.0, 16.90909090909091)","(81.0, 190.0, 143.33333333333334)","(31.0, 85.0, 65.0)","(81.0, 150.0, 132.22222222222223)"
10-01-2023 15:25:41.510105,"(8.0, 16.5, 16.0)","(1.85, 1.95, 1.9403529411764706)","(2.5, 3.5, 3.4714285714285715)","(14.0, 27.0, 26.09090909090909)","(11.0, 18.0, 16.90909090909091)","(81.0, 190.0, 123.33333333333334)","(31.0, 85.0, 65.0)","(81.0, 150.0, 133.33333333333334)"
10-01-2023 15:25:42.734690,"(8.0, 16.5, 16.0)","(1.85, 1.98, 1.9589349112426035)","(2.5, 3.55, 3.39375)","(14.0, 28.0, 26.666666666666668)","(11.0, 18.0, 16.90909090909091)","(81.0, 190.0, 156.66666666666669)","(31.0, 85.0, 65.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:43.785081,"(8.0, 16.5, 16.0)","(1.85, 1.96, 1.9589349112426035)","(2.5, 3.6, 3.5)","(14.0, 28.0, 26.666666666666668)","(11.0, 18.0, 16.666666666666668)","(81.0, 190.0, 150.0)","(31.0, 85.0, 67.5)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:44.957779,"(8.0, 16.5, 15.833333333333334)","(1.85, 1.96, 1.9543103448275863)","(2.5, 3.65, 3.6266666666666665)","(14.0, 28.0, 26.666666666666668)","(11.0, 18.0, 16.571428571428573)","(81.0, 180.0, 135.0)","(31.0, 80.0, 61.666666666666664)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:46.107120,"(8.0, 16.5, 15.833333333333334)","(1.85, 1.96, 1.9543103448275863)","(2.5, 3.65, 3.5666666666666664)","(14.0, 28.0, 26.666666666666668)","(11.0, 18.0, 16.666666666666668)","(81.0, 180.0, 158.57142857142856)","(31.0, 75.0, 57.22222222222222)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:47.210010,"(8.0, 18.0, 16.125)","(1.85, 1.93, 1.9096330275229356)","(2.5, 3.65, 3.5666666666666664)","(14.0, 28.0, 32.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 170.0, 109.44444444444444)","(31.0, 75.0, 56.81818181818182)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:48.382691,"(8.0, 18.0, 15.8125)","(1.85, 1.93, 1.9096330275229356)","(2.5, 3.65, 3.5666666666666664)","(14.0, 38.0, 30.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 160.0, 110.71428571428571)","(31.0, 75.0, 57.857142857142854)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:49.526844,"(8.0, 18.0, 15.8125)","(1.85, 1.93, 1.9096330275229356)","(2.5, 3.65, 3.5666666666666664)","(14.0, 34.0, 30.363636363636363)","(11.0, 18.0, 16.666666666666668)","(71.0, 150.0, 125.0)","(31.0, 75.0, 57.857142857142854)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:50.582702,"(8.0, 18.0, 15.8125)","(1.85, 1.93, 1.9096330275229356)","(2.5, 3.65, 3.5666666666666664)","(14.0, 34.0, 28.285714285714285)","(11.0, 18.0, 16.666666666666668)","(71.0, 140.0, 125.0)","(31.0, 75.0, 58.333333333333336)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:51.554015,"(8.0, 18.0, 15.8125)","(1.85, 1.93, 1.9096330275229356)","(2.5, 3.65, 3.5666666666666664)","(14.0, 34.0, 28.285714285714285)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 65.0, 52.5)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:52.655306,"(8.0, 18.0, 15.8125)","(1.85, 1.93, 1.9096330275229356)","(2.5, 3.65, 3.5666666666666664)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 65.0, 52.142857142857146)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:53.770995,"(9.0, 18.0, 15.8125)","(1.85, 1.96, 1.9583333333333333)","(2.5, 3.65, 3.5666666666666664)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 65.0, 55.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:54.844426,"(9.0, 18.0, 15.8125)","(1.85, 1.96, 1.9538461538461538)","(2.5, 3.65, 3.5666666666666664)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 60.0, 55.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:56.076010,"(9.0, 18.0, 15.727272727272727)","(1.85, 1.95, 1.925609756097561)","(2.5, 3.65, 3.5666666666666664)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 60.0, 55.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:57.118529,"(9.0, 18.0, 15.727272727272727)","(1.85, 1.94, 1.935897435897436)","(2.5, 3.65, 3.5136363636363637)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 60.0, 55.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:58.181054,"(9.0, 18.0, 15.727272727272727)","(1.85, 1.94, 1.9388888888888889)","(2.5, 3.65, 3.580769230769231)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 60.0, 55.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:25:59.259824,"(9.0, 19.0, 17.25)","(1.85, 1.94, 1.9388888888888889)","(2.5, 3.65, 3.564285714285714)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 60.0, 55.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:00.351850,"(9.0, 19.0, 17.558823529411764)","(1.85, 1.94, 1.9388888888888889)","(2.5, 3.65, 3.5576923076923075)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 60.0, 55.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:01.479908,"(9.0, 19.0, 17.775)","(1.85, 1.94, 1.9352941176470588)","(2.5, 3.65, 3.51875)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 60.0, 55.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:02.603521,"(9.0, 19.0, 17.775)","(1.85, 1.94, 1.9352941176470588)","(2.5, 3.65, 3.51875)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 60.0, 55.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:03.786038,"(9.0, 19.0, 17.775)","(1.85, 1.94, 1.9352941176470588)","(2.5, 3.65, 3.51875)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 103.75)","(31.0, 60.0, 55.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:04.904035,"(9.0, 19.0, 17.775)","(1.85, 1.94, 1.9352941176470588)","(2.5, 3.65, 3.51875)","(14.0, 34.0, 28.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 106.66666666666667)","(31.0, 60.0, 55.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:05.962894,"(9.0, 19.0, 17.395833333333332)","(1.85, 1.94, 1.9352941176470588)","(2.5, 3.65, 3.51875)","(14.0, 34.0, 29.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 106.66666666666667)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:06.994575,"(9.0, 19.0, 17.09090909090909)","(1.85, 1.94, 1.9352941176470588)","(2.5, 3.65, 3.51875)","(14.0, 32.0, 28.4)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 106.66666666666667)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:08.121783,"(9.0, 19.0, 17.714285714285715)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.4727272727272727)","(14.0, 32.0, 28.4)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 106.66666666666667)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:09.236511,"(9.0, 19.0, 16.857142857142858)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.4727272727272727)","(14.0, 32.0, 28.4)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 106.66666666666667)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:10.364239,"(9.0, 19.0, 16.857142857142858)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.4727272727272727)","(14.0, 32.0, 28.4)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 106.66666666666667)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:11.500661,"(9.0, 18.5, 17.166666666666668)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.4727272727272727)","(14.0, 32.0, 28.4)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 106.66666666666667)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:12.608978,"(9.0, 18.5, 17.166666666666668)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.51875)","(14.0, 32.0, 28.4)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 106.66666666666667)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:13.755465,"(9.0, 18.5, 16.75)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.51875)","(14.0, 32.0, 28.4)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 106.66666666666667)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:14.821699,"(9.0, 18.5, 16.863636363636363)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.51875)","(14.0, 32.0, 28.4)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 106.66666666666667)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:15.843417,"(9.0, 18.5, 16.863636363636363)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.51875)","(14.0, 32.0, 28.4)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 106.66666666666667)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:16.896814,"(9.0, 18.5, 16.863636363636363)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.51875)","(14.0, 32.0, 28.4)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 100.0)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:18.021978,"(9.0, 18.5, 16.863636363636363)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.51875)","(14.0, 32.0, 29.0)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 100.0)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:19.191419,"(9.0, 18.5, 16.863636363636363)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.539473684210526)","(14.0, 32.0, 29.9)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 100.0)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:20.316324,"(9.0, 18.5, 16.863636363636363)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.539473684210526)","(14.0, 32.0, 29.428571428571427)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 100.0)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:21.394767,"(9.0, 18.0, 17.625)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.539473684210526)","(14.0, 32.0, 29.428571428571427)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 100.0)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:22.419786,"(9.0, 18.0, 17.7)","(1.85, 1.94, 1.9318840579710144)","(2.5, 3.65, 3.539473684210526)","(14.0, 32.0, 29.428571428571427)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 100.0)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:23.518274,"(9.0, 18.0, 17.25)","(1.85, 1.94, 1.9318840579710144)","(2.6, 3.65, 3.539473684210526)","(14.0, 32.0, 29.428571428571427)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 100.0)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:24.590253,"(9.0, 18.0, 17.25)","(1.85, 1.94, 1.9318840579710144)","(2.6, 3.65, 3.539473684210526)","(14.0, 32.0, 29.428571428571427)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 100.0)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:25.642435,"(9.0, 18.0, 17.25)","(1.85, 1.94, 1.9026666666666665)","(2.6, 3.65, 3.539473684210526)","(14.0, 32.0, 29.428571428571427)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 100.0)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 15:26:26.726906,"(9.0, 18.0, 17.25)","(1.85, 1.94, 1.9026666666666665)","(2.6, 3.65, 3.5)","(15.0, 32.0, 29.428571428571427)","(11.0, 18.0, 16.666666666666668)","(71.0, 130.0, 100.0)","(31.0, 60.0, 57.6)","(71.0, 150.0, 136.66666666666666)"
