,Maxima,Diamond Neena,Clarks A Lark,Nighthawk Jink,Homebush Sparkle,Homebush Bentley,Know Gloating,Sozins Royal
05-01-2023 13:49:08.319128,"(2.3, 3.6, 2.9)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 12.466666666666665)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:09.479868,"(2.3, 3.6, 2.9)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 12.466666666666665)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:10.641967,"(2.3, 3.6, 2.9)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 12.466666666666665)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:11.753494,"(2.3, 3.6, 2.9)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 12.466666666666665)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:12.850670,"(2.3, 3.6, 2.9)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 12.466666666666665)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:14.023381,"(2.3, 3.6, 2.9)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 12.466666666666665)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:15.156775,"(2.3, 3.6, 2.9)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 12.466666666666665)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:16.401098,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 12.466666666666665)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:17.483667,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 12.466666666666665)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:18.592825,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.17142857142857)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:19.752466,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:20.837478,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:21.949627,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:23.143700,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:24.326312,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:25.462698,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:26.855878,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:28.068931,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:29.326752,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:30.700309,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:32.163426,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:33.520100,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:34.771176,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:36.005908,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:37.210451,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:38.399319,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:39.660321,"(2.3, 3.6, 2.868)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:40.789339,"(2.3, 3.6, 2.4)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:41.939476,"(2.3, 3.6, 3.0514285714285716)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:43.176491,"(2.3, 3.6, 3.483636363636364)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:44.330064,"(2.3, 3.6, 3.5224242424242425)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:45.372600,"(2.3, 3.6, 3.5224242424242425)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:46.457123,"(2.3, 3.6, 3.5224242424242425)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:47.498172,"(2.3, 3.6, 3.5224242424242425)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:48.620585,"(2.3, 3.6, 3.5224242424242425)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 8.385714285714286)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:49.730450,"(2.3, 3.6, 3.5224242424242425)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 11.0, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:50.840229,"(2.3, 3.6, 3.5224242424242425)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:51.972042,"(2.3, 3.6, 3.3933333333333335)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:53.155705,"(2.3, 3.6, 3.3933333333333335)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:54.244899,"(2.3, 3.6, 3.3933333333333335)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:55.374003,"(2.3, 3.6, 3.4966666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:56.511595,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:57.680057,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:58.838683,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:49:59.938783,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:01.054060,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:02.157811,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:03.144777,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:04.153975,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:05.202299,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:06.337821,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:07.472719,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:08.625427,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:09.767577,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:10.940772,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:12.154688,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:13.336710,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:14.417355,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:15.561422,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:16.729519,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:17.880353,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:19.014666,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:20.215457,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:21.413418,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:22.585203,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:23.801861,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:25.005274,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:26.122574,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:27.239283,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:28.365538,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 94.0)","(26.0, 210.0, 116.0)","(26.0, 220.0, 122.0)"
05-01-2023 13:50:29.464250,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 94.0)","(26.0, 210.0, 116.0)","(26.0, 220.0, 122.0)"
05-01-2023 13:50:30.573060,"(2.3, 3.6, 2.7866666666666666)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 94.0)","(26.0, 210.0, 116.0)","(26.0, 220.0, 122.0)"
05-01-2023 13:50:31.670942,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 94.0)","(26.0, 210.0, 116.0)","(26.0, 220.0, 122.0)"
05-01-2023 13:50:32.711636,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 94.0)","(26.0, 210.0, 116.0)","(26.0, 220.0, 122.0)"
05-01-2023 13:50:33.718589,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 94.0)","(26.0, 210.0, 116.0)","(26.0, 220.0, 122.0)"
05-01-2023 13:50:34.750952,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 94.0)","(26.0, 210.0, 116.0)","(26.0, 220.0, 122.0)"
05-01-2023 13:50:35.769420,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 94.0)","(26.0, 210.0, 116.0)","(26.0, 220.0, 122.0)"
05-01-2023 13:50:36.826879,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 94.0)","(26.0, 210.0, 116.0)","(26.0, 220.0, 122.0)"
05-01-2023 13:50:37.908101,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:38.991193,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:40.082821,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:41.217822,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:42.397963,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:43.537790,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:44.603161,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
05-01-2023 13:50:45.770892,"(2.3, 3.6, 3.471578947368421)","(3.3, 6.2, 5.371428571428572)","(5.5, 10.0, 7.125)","(5.5, 10.5, 9.379999999999999)","(10.0, 21.0, 19.293333333333333)","(26.0, 220.0, 72.25)","(26.0, 210.0, 116.0)","(26.0, 220.0, 96.875)"
