,Our Cheeky Devil,Just As Well Nz,El Boston,Lord Verde Nz,Modern Bliss,Balenciago,Gottahaveahobbie,Our Madiba Nz,Duffy Hollow Nz
11-01-2023 18:47:15.577078,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:16.809560,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:18.010475,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:19.130916,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:20.322413,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:21.570856,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:22.803190,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:24.037209,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:25.227843,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:26.522240,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:27.810158,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:29.171765,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:30.504764,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:31.811880,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:33.111055,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:34.386568,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:35.763616,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:37.124741,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:38.486376,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:39.842878,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:41.180137,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:42.431466,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:43.707029,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:45.029891,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.075)","(5.0, 99999, 99990)","(8.5, 15.0, 12.3)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.285714285714285)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:46.462438,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 3.8)","(5.0, 99999, 99990)","(8.5, 15.0, 12.214285714285714)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:47.775547,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8)","(5.0, 99999, 99990)","(8.5, 15.0, 12.214285714285714)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:49.061893,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8)","(5.0, 99999, 99990)","(8.5, 15.0, 12.214285714285714)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:50.387782,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8)","(5.0, 99999, 99990)","(8.5, 15.0, 12.214285714285714)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:51.776936,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8)","(5.0, 99999, 99990)","(8.5, 15.0, 12.428571428571429)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:53.337460,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8)","(5.0, 99999, 99990)","(8.5, 15.0, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:54.815483,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:56.293669,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:57.659617,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:47:59.177308,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:00.688761,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:02.079517,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:03.353811,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:04.701384,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:05.997818,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:07.621645,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:08.985571,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:10.431846,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:11.919211,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:13.352780,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:14.798652,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:16.287152,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:17.632225,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:19.081388,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:20.466847,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:21.773666,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 26.666666666666668)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:23.152860,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 34.333333333333336)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:24.485004,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 34.333333333333336)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:25.877186,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 34.333333333333336)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:27.221097,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 34.333333333333336)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:28.860378,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 34.333333333333336)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:30.309107,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 34.333333333333336)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:31.806525,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 34.333333333333336)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:33.320583,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 35.42857142857143)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:34.848067,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 27.0)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:36.434697,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 27.0)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:37.874379,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 27.0)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:39.261737,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 27.0)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:40.729608,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 27.0)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:42.179479,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 27.0)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:43.627747,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 27.0)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:45.021084,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 27.0)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:46.430778,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 27.0)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:48.247371,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 37.0)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:49.911041,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 34.666666666666664)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:51.483154,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 34.666666666666664)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:53.065911,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 34.666666666666664)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:54.683456,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 34.666666666666664)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:56.168858,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:57.637486,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:48:59.106848,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:49:00.602368,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:49:02.037692,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:49:03.414084,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.9)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:49:04.976508,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 4.025)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:49:06.440614,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8400000000000003)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:49:07.993749,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8400000000000003)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:49:09.550484,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8400000000000003)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:49:11.074402,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8400000000000003)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:49:12.597219,"(15.0, 30.0, 19.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.4, 3.8400000000000003)","(5.0, 99999, 99990)","(8.5, 16.5, 14.25)","(18.0, 42.0, 30.75)","(26.0, 30.0, 24.166666666666668)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
