,Tri For Us,Big Screen,Megazone,Bold Success,Downforce,Hardly Ever,Sentimental Hero,Knot Secret,Hear Me Sing,Sketta
07-01-2023 17:27:01.710056,"(13.0, 23.0, 19.444444444444443)","(10.0, 16.0, 15.823529411764707)","(18.0, 25.0, 23.545454545454547)","(71.0, 100.0, 95.0)","(21.0, 34.0, 30.29268292682927)","(2.4, 2.8, 2.797669902912621)","(3.9, 4.5, 4.417460317460318)","(5.0, 5.6, 5.458278145695364)","(26.0, 34.0, 32.125)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:02.931489,"(13.0, 23.0, 19.444444444444443)","(10.0, 16.0, 15.823529411764707)","(18.0, 25.0, 23.545454545454547)","(71.0, 100.0, 95.0)","(21.0, 34.0, 30.29268292682927)","(2.4, 2.8, 2.797669902912621)","(3.9, 4.5, 4.417460317460318)","(5.0, 5.6, 5.458278145695364)","(26.0, 34.0, 32.125)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:04.155679,"(13.0, 23.0, 19.333333333333332)","(10.0, 16.0, 15.823529411764707)","(18.0, 25.0, 23.545454545454547)","(71.0, 100.0, 95.0)","(21.0, 34.0, 30.29268292682927)","(2.4, 2.8, 2.7994392523364486)","(3.9, 4.5, 4.422388059701492)","(5.0, 5.6, 5.45921052631579)","(26.0, 34.0, 31.666666666666668)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:05.374037,"(13.0, 20.0, 19.615384615384617)","(10.0, 16.0, 15.59375)","(18.0, 25.0, 23.545454545454547)","(71.0, 100.0, 95.0)","(21.0, 34.0, 30.29268292682927)","(2.4, 2.8, 2.8014492753623186)","(3.9, 4.5, 4.407894736842105)","(5.0, 5.6, 5.458278145695364)","(26.0, 34.0, 32.833333333333336)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:06.559641,"(13.0, 20.0, 19.357142857142858)","(10.0, 16.0, 15.59375)","(18.0, 25.0, 23.545454545454547)","(71.0, 100.0, 95.0)","(21.0, 34.0, 30.29268292682927)","(2.4, 2.82, 2.803225806451613)","(3.9, 4.5, 4.407894736842105)","(5.0, 5.6, 5.458278145695364)","(26.0, 34.0, 31.666666666666668)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:07.764750,"(13.0, 20.0, 19.357142857142858)","(10.0, 16.0, 15.59375)","(18.0, 25.0, 23.545454545454547)","(71.0, 100.0, 95.0)","(21.0, 34.0, 30.29268292682927)","(2.4, 2.82, 2.803225806451613)","(3.9, 4.5, 4.407894736842105)","(5.0, 5.6, 5.458278145695364)","(26.0, 34.0, 31.666666666666668)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:08.966658,"(13.0, 20.0, 19.357142857142858)","(10.0, 16.0, 15.59375)","(18.0, 25.0, 23.545454545454547)","(71.0, 100.0, 95.0)","(21.0, 34.0, 30.29268292682927)","(2.4, 2.82, 2.803225806451613)","(3.9, 4.5, 4.407894736842105)","(5.0, 5.6, 5.458278145695364)","(26.0, 34.0, 31.666666666666668)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:10.199978,"(13.0, 20.0, 19.357142857142858)","(10.0, 16.0, 15.606060606060606)","(18.0, 25.0, 23.545454545454547)","(71.0, 100.0, 95.0)","(21.0, 34.0, 30.29268292682927)","(2.4, 2.78, 2.77906976744186)","(3.9, 4.5, 4.405405405405406)","(5.0, 5.6, 5.505641025641026)","(26.0, 34.0, 33.588235294117645)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:11.513782,"(13.0, 20.0, 19.384615384615383)","(10.0, 16.0, 15.612903225806452)","(18.0, 25.0, 23.5)","(71.0, 100.0, 95.0)","(21.0, 34.0, 30.102564102564102)","(2.4, 2.78, 2.779111111111111)","(3.9, 4.5, 4.4222222222222225)","(5.0, 5.6, 5.505194805194805)","(26.0, 34.0, 34.2)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:12.655860,"(13.0, 20.0, 19.384615384615383)","(10.0, 16.0, 15.612903225806452)","(18.0, 25.0, 23.5)","(71.0, 100.0, 95.0)","(21.0, 34.0, 30.96)","(2.4, 2.78, 2.805230769230769)","(3.9, 4.5, 4.4186046511627906)","(5.0, 5.6, 5.510975609756097)","(26.0, 36.0, 32.0)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:13.855037,"(13.0, 20.0, 19.6)","(10.0, 16.0, 15.682926829268293)","(18.0, 25.0, 24.545454545454547)","(71.0, 100.0, 97.5)","(21.0, 34.0, 30.96)","(2.4, 2.82, 2.806086956521739)","(3.9, 4.5, 4.41358024691358)","(5.0, 5.6, 5.506169665809769)","(26.0, 36.0, 34.22222222222222)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:15.159567,"(13.0, 20.0, 19.6)","(10.0, 16.0, 15.682926829268293)","(18.0, 25.0, 24.61904761904762)","(71.0, 100.0, 97.5)","(21.0, 34.0, 30.96)","(2.4, 2.82, 2.806086956521739)","(3.9, 4.5, 4.41358024691358)","(5.0, 5.6, 5.506169665809769)","(26.0, 36.0, 32.0)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:16.422790,"(13.0, 20.0, 19.6)","(10.0, 16.0, 15.63888888888889)","(18.0, 25.0, 24.61904761904762)","(71.0, 100.0, 97.5)","(21.0, 34.0, 30.96)","(2.4, 2.82, 2.806086956521739)","(3.9, 4.5, 4.41358024691358)","(5.0, 5.6, 5.506169665809769)","(26.0, 36.0, 32.0)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:17.795432,"(13.0, 20.0, 19.6)","(10.0, 16.0, 15.63888888888889)","(18.0, 25.0, 24.61904761904762)","(71.0, 100.0, 97.5)","(21.0, 34.0, 30.96)","(2.4, 2.82, 2.806086956521739)","(3.9, 4.5, 4.41358024691358)","(5.0, 5.6, 5.506169665809769)","(26.0, 36.0, 32.0)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:19.043363,"(13.0, 20.0, 19.6)","(10.0, 16.0, 15.63888888888889)","(18.0, 25.0, 24.61904761904762)","(71.0, 100.0, 97.5)","(21.0, 34.0, 30.96)","(2.4, 2.82, 2.806086956521739)","(3.9, 4.5, 4.41358024691358)","(5.0, 5.6, 5.506169665809769)","(26.0, 36.0, 32.0)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:20.456490,"(13.0, 20.0, 19.6)","(10.0, 16.0, 15.63888888888889)","(18.0, 25.0, 24.61904761904762)","(71.0, 100.0, 97.5)","(21.0, 34.0, 30.96)","(2.4, 2.82, 2.806086956521739)","(3.9, 4.5, 4.362745098039215)","(5.0, 5.6, 5.506169665809769)","(26.0, 36.0, 32.0)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:21.844910,"(13.0, 20.0, 19.6)","(10.0, 16.0, 15.63888888888889)","(18.0, 25.0, 24.61904761904762)","(71.0, 100.0, 99.0)","(21.0, 34.0, 30.96)","(2.4, 2.82, 2.8092134831460673)","(3.9, 4.5, 4.3707317073170735)","(5.0, 5.6, 5.506169665809769)","(26.0, 36.0, 34.31578947368421)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:23.147118,"(13.0, 20.0, 19.6)","(10.0, 16.0, 15.63888888888889)","(18.0, 25.0, 24.36)","(71.0, 100.0, 97.5)","(21.0, 34.0, 30.96)","(2.4, 2.82, 2.8092134831460673)","(3.9, 4.4, 4.3707317073170735)","(5.0, 5.6, 5.506169665809769)","(26.0, 36.0, 34.31578947368421)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:24.493341,"(13.0, 20.0, 19.61904761904762)","(10.0, 16.0, 15.63888888888889)","(18.0, 25.0, 24.384615384615383)","(71.0, 100.0, 137.5)","(21.0, 34.0, 30.96)","(2.4, 2.82, 2.8127272727272725)","(3.9, 4.4, 4.244055944055944)","(5.0, 5.6, 5.515704387990762)","(26.0, 36.0, 30.4)","(41.0, 80.0, 76.25)"
07-01-2023 17:27:25.700374,"(13.0, 20.0, 19.61904761904762)","(10.0, 16.0, 15.63888888888889)","(18.0, 25.0, 24.384615384615383)","(71.0, 180.0, 137.5)","(21.0, 34.0, 30.96)","(2.4, 2.82, 2.831864406779661)","(3.9, 4.3, 4.214141414141414)","(5.0, 5.6, 5.515116279069767)","(26.0, 36.0, 34.22222222222222)","(41.0, 80.0, 77.5)"
07-01-2023 17:27:26.861314,"(13.0, 23.0, 20.46153846153846)","(10.0, 16.0, 15.63888888888889)","(18.0, 25.0, 24.61904761904762)","(71.0, 180.0, 137.5)","(21.0, 34.0, 30.96)","(2.4, 2.84, 2.831864406779661)","(3.9, 4.3, 4.214141414141414)","(5.0, 5.6, 5.515116279069767)","(26.0, 36.0, 34.22222222222222)","(41.0, 80.0, 77.5)"
07-01-2023 17:27:28.040478,"(13.0, 21.0, 20.428571428571427)","(10.0, 16.0, 15.535714285714286)","(18.0, 25.0, 24.636363636363637)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 31.019607843137255)","(2.4, 2.8, 2.780657276995305)","(3.9, 4.3, 4.222018348623854)","(5.0, 5.6, 5.516747572815534)","(26.0, 36.0, 31.2)","(41.0, 80.0, 77.5)"
07-01-2023 17:27:29.232239,"(13.0, 21.0, 20.428571428571427)","(10.0, 16.0, 15.535714285714286)","(18.0, 25.0, 24.636363636363637)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.44897959183673)","(2.4, 2.8, 2.7806392694063926)","(3.9, 4.3, 4.208045977011494)","(5.0, 5.6, 5.514888888888889)","(26.0, 36.0, 31.8)","(41.0, 80.0, 77.5)"
07-01-2023 17:27:30.425615,"(13.0, 21.0, 20.428571428571427)","(10.0, 16.0, 15.666666666666666)","(18.0, 25.0, 24.25)","(71.0, 180.0, 158.75)","(21.0, 34.0, 32.458333333333336)","(2.4, 2.8, 2.7802790697674418)","(3.9, 4.3, 4.208045977011494)","(5.0, 5.6, 5.514888888888889)","(26.0, 36.0, 31.8)","(41.0, 80.0, 77.5)"
07-01-2023 17:27:31.671453,"(13.0, 21.0, 20.428571428571427)","(10.0, 16.0, 15.666666666666666)","(18.0, 25.0, 24.666666666666668)","(71.0, 180.0, 158.75)","(21.0, 34.0, 32.458333333333336)","(2.4, 2.8, 2.769605734767025)","(3.9, 4.3, 4.2303030303030305)","(5.0, 5.6, 5.514508928571429)","(26.0, 36.0, 33.2)","(41.0, 80.0, 77.5)"
07-01-2023 17:27:32.908363,"(13.0, 21.0, 20.333333333333332)","(10.0, 16.0, 15.666666666666666)","(18.0, 25.0, 24.666666666666668)","(71.0, 180.0, 165.0)","(21.0, 34.0, 32.458333333333336)","(2.4, 2.8, 2.769605734767025)","(3.9, 4.3, 4.2303030303030305)","(5.0, 5.6, 5.514508928571429)","(26.0, 36.0, 35.0)","(41.0, 80.0, 77.5)"
07-01-2023 17:27:34.132156,"(13.0, 21.0, 20.333333333333332)","(10.0, 16.0, 15.666666666666666)","(18.0, 25.0, 24.666666666666668)","(71.0, 200.0, 165.0)","(21.0, 34.0, 32.458333333333336)","(2.4, 2.8, 2.769605734767025)","(3.9, 4.3, 4.2303030303030305)","(5.0, 5.6, 5.427088036117381)","(26.0, 36.0, 35.0)","(41.0, 80.0, 77.5)"
07-01-2023 17:27:35.464606,"(13.0, 21.0, 20.333333333333332)","(10.0, 16.0, 15.666666666666666)","(18.0, 25.0, 24.666666666666668)","(71.0, 200.0, 173.75)","(21.0, 34.0, 32.458333333333336)","(2.4, 2.8, 2.769605734767025)","(3.9, 4.3, 4.2303030303030305)","(5.0, 5.6, 5.421445221445222)","(26.0, 36.0, 35.0)","(41.0, 80.0, 76.66666666666667)"
07-01-2023 17:27:36.804373,"(13.0, 21.0, 20.333333333333332)","(10.0, 16.0, 15.666666666666666)","(18.0, 25.0, 24.916666666666668)","(71.0, 200.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7794181818181816)","(3.9, 4.3, 4.208823529411765)","(5.0, 5.6, 5.44)","(26.0, 36.0, 30.585365853658537)","(41.0, 80.0, 81.33333333333333)"
07-01-2023 17:27:38.171902,"(13.0, 23.0, 22.714285714285715)","(10.0, 16.0, 15.952054794520548)","(18.0, 25.0, 24.916666666666668)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7794181818181816)","(3.9, 4.3, 4.215596330275229)","(5.0, 5.5, 5.44)","(26.0, 34.0, 30.585365853658537)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:39.488984,"(13.0, 23.0, 22.714285714285715)","(10.0, 16.0, 15.958333333333334)","(18.0, 25.0, 24.545454545454547)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7794181818181816)","(3.9, 4.3, 4.215596330275229)","(5.0, 5.5, 5.44)","(26.0, 34.0, 30.585365853658537)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:40.852259,"(13.0, 23.0, 22.714285714285715)","(10.0, 16.0, 15.958333333333334)","(18.0, 25.0, 24.545454545454547)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.780244328097731)","(3.9, 4.3, 4.215596330275229)","(5.0, 5.5, 5.44)","(26.0, 34.0, 30.585365853658537)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:42.026567,"(13.0, 23.0, 22.714285714285715)","(10.0, 16.0, 15.958333333333334)","(18.0, 25.0, 24.285714285714285)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.779893428063943)","(3.9, 4.3, 4.209803921568628)","(5.0, 5.5, 5.414218009478673)","(26.0, 34.0, 29.625)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:43.378037,"(13.0, 23.0, 22.7)","(10.0, 16.0, 15.955882352941176)","(18.0, 25.0, 24.272727272727273)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.779893428063943)","(3.9, 4.3, 4.2337209302325585)","(5.0, 5.6, 5.414218009478673)","(26.0, 34.0, 29.625)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:44.779010,"(13.0, 23.0, 22.7)","(10.0, 16.0, 15.955882352941176)","(18.0, 25.0, 24.272727272727273)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.779893428063943)","(3.9, 4.3, 4.2337209302325585)","(5.0, 5.6, 5.414218009478673)","(26.0, 34.0, 29.625)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:46.007147,"(13.0, 23.0, 22.7)","(10.0, 16.0, 15.992647058823529)","(18.0, 25.0, 23.833333333333332)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.780140350877193)","(3.9, 4.3, 4.237362637362637)","(5.0, 5.6, 5.415529411764706)","(26.0, 34.0, 29.625)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:47.249592,"(13.0, 23.0, 22.7)","(10.0, 16.0, 15.992647058823529)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.779893428063943)","(3.9, 4.3, 4.2337209302325585)","(5.0, 5.6, 5.414218009478673)","(26.0, 34.0, 29.625)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:48.567199,"(13.0, 23.0, 22.7)","(10.0, 16.5, 16.166666666666668)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.779893428063943)","(3.9, 4.3, 4.2337209302325585)","(5.0, 5.6, 5.414218009478673)","(26.0, 34.0, 29.625)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:49.905111,"(13.0, 23.0, 22.7)","(10.0, 16.5, 16.166666666666668)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.781563517915309)","(3.9, 4.3, 4.2337209302325585)","(5.0, 5.6, 5.414218009478673)","(26.0, 34.0, 29.476190476190474)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:51.153486,"(13.0, 23.0, 22.7)","(10.0, 16.5, 16.166666666666668)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 158.75)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7815533980582523)","(3.9, 4.3, 4.2972222222222225)","(5.0, 5.6, 5.414218009478673)","(26.0, 34.0, 29.476190476190474)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:52.448206,"(13.0, 23.0, 22.454545454545453)","(10.0, 16.5, 16.113636363636363)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 158.75)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7815533980582523)","(3.9, 4.3, 4.2972222222222225)","(5.0, 5.6, 5.414218009478673)","(26.0, 34.0, 29.476190476190474)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:53.645860,"(13.0, 23.0, 22.454545454545453)","(10.0, 16.5, 16.113636363636363)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7815533980582523)","(3.9, 4.3, 4.2972222222222225)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 29.476190476190474)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:54.927386,"(13.0, 23.0, 22.454545454545453)","(10.0, 16.5, 16.113636363636363)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7815533980582523)","(3.9, 4.3, 4.2972222222222225)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 29.476190476190474)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:56.167236,"(13.0, 23.0, 22.454545454545453)","(10.0, 16.5, 16.113636363636363)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 151.66666666666666)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7815533980582523)","(3.9, 4.3, 4.2972222222222225)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 29.476190476190474)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:57.684310,"(13.0, 23.0, 22.142857142857142)","(10.0, 16.5, 16.113636363636363)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 137.5)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7815533980582523)","(3.9, 4.3, 4.2972222222222225)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 29.9)","(41.0, 85.0, 80.6)"
07-01-2023 17:27:59.207721,"(13.0, 23.0, 22.5)","(10.0, 16.5, 16.113636363636363)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 137.5)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7815533980582523)","(3.9, 4.3, 4.2972222222222225)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 29.95744680851064)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:00.528090,"(13.0, 23.0, 22.5)","(10.0, 16.5, 16.113636363636363)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 137.5)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7815533980582523)","(3.8, 4.3, 4.2981132075471695)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 30.8)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:01.837843,"(13.0, 23.0, 22.5)","(10.0, 16.5, 16.113636363636363)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 137.5)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.781832061068702)","(3.8, 4.3, 4.2981132075471695)","(5.0, 5.6, 5.413333333333334)","(26.0, 32.0, 30.8)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:03.101556,"(13.0, 23.0, 22.5)","(10.0, 16.5, 16.113636363636363)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 137.5)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7677288135593217)","(3.8, 4.3, 4.2981132075471695)","(5.0, 5.6, 5.413333333333334)","(26.0, 32.0, 30.8)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:04.387647,"(13.0, 23.0, 22.5)","(10.0, 16.5, 16.113636363636363)","(18.0, 24.0, 23.833333333333332)","(71.0, 180.0, 132.5)","(21.0, 34.0, 32.26190476190476)","(2.4, 2.8, 2.7677288135593217)","(3.8, 4.3, 4.298529411764706)","(5.0, 5.6, 5.413333333333334)","(26.0, 32.0, 30.8)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:05.734891,"(13.0, 23.0, 22.352941176470587)","(10.0, 16.5, 16.113636363636363)","(18.0, 24.0, 24.3)","(71.0, 170.0, 132.5)","(21.0, 34.0, 30.88888888888889)","(2.4, 2.8, 2.7681138790035584)","(3.8, 4.3, 4.298360655737705)","(5.0, 5.6, 5.413333333333334)","(26.0, 32.0, 32.0)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:06.986166,"(13.0, 23.0, 22.352941176470587)","(10.0, 16.5, 16.113636363636363)","(18.0, 25.0, 24.3)","(71.0, 170.0, 132.5)","(21.0, 32.0, 30.88888888888889)","(2.4, 2.8, 2.7681138790035584)","(3.8, 4.3, 4.298360655737705)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 32.4)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:08.241721,"(13.0, 23.0, 22.352941176470587)","(10.0, 16.5, 16.095238095238095)","(18.0, 25.0, 24.3)","(71.0, 170.0, 132.5)","(21.0, 32.0, 30.88888888888889)","(2.4, 2.8, 2.7681138790035584)","(3.8, 4.3, 4.298360655737705)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 32.4)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:09.452329,"(13.0, 23.0, 22.352941176470587)","(10.0, 16.5, 16.095238095238095)","(18.0, 25.0, 24.3)","(71.0, 170.0, 132.5)","(21.0, 32.0, 30.88888888888889)","(2.4, 2.8, 2.7681138790035584)","(3.8, 4.3, 4.298360655737705)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 32.4)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:10.749239,"(13.0, 23.0, 22.352941176470587)","(10.0, 16.5, 16.095238095238095)","(18.0, 25.0, 24.3)","(71.0, 170.0, 132.5)","(21.0, 32.0, 30.88888888888889)","(2.4, 2.8, 2.7678853046594982)","(3.8, 4.3, 4.298360655737705)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 32.4)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:12.067341,"(13.0, 23.0, 22.352941176470587)","(10.0, 16.5, 16.173076923076923)","(18.0, 25.0, 24.3)","(71.0, 170.0, 132.5)","(21.0, 32.0, 30.88888888888889)","(2.4, 2.8, 2.7678853046594982)","(3.8, 4.3, 4.298360655737705)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 32.4)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:13.341545,"(13.0, 23.0, 22.352941176470587)","(10.0, 16.5, 16.25)","(18.0, 25.0, 24.363636363636363)","(71.0, 170.0, 132.5)","(21.0, 32.0, 30.88888888888889)","(2.4, 2.8, 2.7678853046594982)","(3.8, 4.3, 4.298360655737705)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 32.4)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:14.702364,"(13.0, 23.0, 22.352941176470587)","(10.0, 16.5, 16.25)","(18.0, 25.0, 24.363636363636363)","(71.0, 170.0, 132.5)","(21.0, 32.0, 30.88888888888889)","(2.4, 2.8, 2.7678853046594982)","(3.8, 4.3, 4.298360655737705)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 32.4)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:15.996266,"(13.0, 23.0, 22.352941176470587)","(10.0, 16.5, 15.965277777777779)","(18.0, 25.0, 24.11111111111111)","(71.0, 170.0, 132.5)","(21.0, 32.0, 30.774193548387096)","(2.4, 2.8, 2.7681138790035584)","(3.8, 4.3, 4.298529411764706)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 32.4)","(41.0, 85.0, 80.6)"
07-01-2023 17:28:17.356153,"(13.0, 23.0, 22.352941176470587)","(10.0, 16.0, 15.885057471264368)","(18.0, 25.0, 24.11111111111111)","(71.0, 170.0, 127.5)","(21.0, 32.0, 30.774193548387096)","(2.4, 2.8, 2.7847863247863245)","(3.8, 4.3, 4.3463414634146345)","(5.0, 5.6, 5.413333333333334)","(26.0, 34.0, 33.81818181818182)","(41.0, 85.0, 71.25)"
07-01-2023 17:28:18.675023,"(13.0, 23.0, 22.153846153846153)","(10.0, 16.5, 16.166666666666668)","(18.0, 25.0, 23.733333333333334)","(71.0, 160.0, 127.5)","(21.0, 32.0, 30.48)","(2.4, 2.8, 2.851698113207547)","(3.8, 4.4, 4.3463414634146345)","(5.0, 5.6, 5.435443037974684)","(26.0, 36.0, 33.81818181818182)","(41.0, 85.0, 71.25)"
07-01-2023 17:28:20.006078,"(13.0, 23.0, 21.533333333333335)","(10.0, 16.5, 16.1)","(18.0, 24.0, 23.846153846153847)","(71.0, 160.0, 127.5)","(21.0, 32.0, 30.48)","(2.4, 2.86, 2.8409999999999997)","(3.8, 4.4, 4.3463414634146345)","(5.0, 5.5, 5.435443037974684)","(26.0, 36.0, 33.81818181818182)","(41.0, 85.0, 71.25)"
07-01-2023 17:28:21.255171,"(13.0, 23.0, 21.533333333333335)","(10.0, 16.5, 16.1)","(18.0, 24.0, 23.846153846153847)","(71.0, 160.0, 127.5)","(21.0, 32.0, 30.48)","(2.4, 2.86, 2.8409999999999997)","(3.8, 4.4, 4.3463414634146345)","(5.0, 5.5, 5.435443037974684)","(26.0, 36.0, 33.81818181818182)","(41.0, 85.0, 75.0)"
07-01-2023 17:28:22.474122,"(13.0, 23.0, 21.533333333333335)","(10.0, 16.5, 16.1)","(18.0, 24.0, 23.846153846153847)","(71.0, 160.0, 127.5)","(21.0, 32.0, 30.333333333333332)","(2.4, 2.86, 2.8409999999999997)","(3.8, 4.4, 4.3463414634146345)","(5.0, 5.5, 5.435443037974684)","(26.0, 36.0, 33.81818181818182)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:23.684995,"(13.0, 23.0, 21.533333333333335)","(10.0, 16.5, 16.125)","(18.0, 24.0, 23.846153846153847)","(71.0, 160.0, 127.5)","(21.0, 32.0, 30.333333333333332)","(2.4, 2.86, 2.8409999999999997)","(3.8, 4.4, 4.3463414634146345)","(5.0, 5.5, 5.435443037974684)","(26.0, 36.0, 33.81818181818182)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:24.887125,"(13.0, 23.0, 21.533333333333335)","(10.0, 16.5, 16.071428571428573)","(18.0, 24.0, 23.846153846153847)","(71.0, 160.0, 127.5)","(21.0, 32.0, 30.333333333333332)","(2.4, 2.86, 2.8409999999999997)","(3.8, 4.4, 4.3463414634146345)","(5.0, 5.5, 5.414621409921671)","(26.0, 36.0, 34.5)","(41.0, 80.0, 75.0)"
07-01-2023 17:28:26.070997,"(13.0, 23.0, 21.533333333333335)","(10.0, 16.5, 16.071428571428573)","(18.0, 24.0, 23.846153846153847)","(71.0, 160.0, 127.5)","(21.0, 32.0, 30.333333333333332)","(2.4, 2.86, 2.8409999999999997)","(3.8, 4.4, 4.3463414634146345)","(5.0, 5.6, 5.414621409921671)","(26.0, 36.0, 32.275862068965516)","(41.0, 80.0, 75.0)"
