,Tri For Us,Big Screen,Megazone,Bold Success,Downforce,Hardly Ever,Sentimental Hero,Knot Secret,Hear Me Sing,Sketta
07-01-2023 17:25:11.454087,"(12.0, 20.0, 18.714285714285715)","(9.0, 15.0, 14.6484375)","(18.0, 24.0, 22.727272727272727)","(71.0, 100.0, 95.0)","(21.0, 34.0, 32.391304347826086)","(2.4, 2.82, 2.816)","(3.9, 4.5, 4.416250000000001)","(4.8, 5.6, 5.558974358974359)","(31.0, 42.0, 39.714285714285715)","(41.0, 80.0, 78.88888888888889)"
07-01-2023 17:25:12.674032,"(12.0, 20.0, 18.392857142857142)","(9.0, 15.0, 14.6484375)","(18.0, 24.0, 22.727272727272727)","(71.0, 100.0, 95.0)","(21.0, 34.0, 32.42553191489362)","(2.4, 2.82, 2.816)","(3.9, 4.5, 4.416250000000001)","(4.8, 5.6, 5.558974358974359)","(31.0, 42.0, 39.714285714285715)","(41.0, 80.0, 78.88888888888889)"
07-01-2023 17:25:13.869583,"(12.0, 20.0, 18.392857142857142)","(9.0, 15.0, 14.6484375)","(18.0, 24.0, 23.125)","(71.0, 100.0, 95.0)","(21.0, 34.0, 32.42553191489362)","(2.4, 2.82, 2.816)","(3.9, 4.5, 4.416250000000001)","(4.8, 5.6, 5.558974358974359)","(31.0, 42.0, 39.714285714285715)","(41.0, 80.0, 78.88888888888889)"
07-01-2023 17:25:15.052274,"(12.0, 20.0, 18.392857142857142)","(9.0, 15.0, 14.6484375)","(18.0, 24.0, 23.125)","(71.0, 100.0, 93.33333333333333)","(21.0, 34.0, 32.42553191489362)","(2.4, 2.82, 2.769333333333333)","(3.9, 4.5, 4.416250000000001)","(4.8, 5.6, 5.544230769230769)","(31.0, 42.0, 39.714285714285715)","(41.0, 80.0, 78.88888888888889)"
07-01-2023 17:25:16.242047,"(12.0, 20.0, 18.636363636363637)","(9.0, 15.0, 14.675925925925926)","(18.0, 24.0, 23.125)","(71.0, 100.0, 93.33333333333333)","(21.0, 34.0, 32.42553191489362)","(2.4, 2.8, 2.769333333333333)","(3.9, 4.5, 4.416250000000001)","(4.8, 5.6, 5.515916955017301)","(31.0, 42.0, 39.714285714285715)","(41.0, 80.0, 78.88888888888889)"
07-01-2023 17:25:17.444038,"(12.0, 20.0, 19.583333333333332)","(9.0, 15.0, 14.675925925925926)","(18.0, 24.0, 23.125)","(71.0, 100.0, 93.33333333333333)","(21.0, 34.0, 32.42553191489362)","(2.4, 2.8, 2.769333333333333)","(3.9, 4.5, 4.416250000000001)","(4.8, 5.7, 5.515916955017301)","(31.0, 42.0, 39.714285714285715)","(41.0, 80.0, 78.88888888888889)"
07-01-2023 17:25:18.634104,"(12.0, 20.0, 19.583333333333332)","(9.0, 15.0, 14.675925925925926)","(18.0, 24.0, 23.125)","(71.0, 100.0, 93.33333333333333)","(21.0, 34.0, 32.42553191489362)","(2.4, 2.8, 2.769333333333333)","(3.9, 4.5, 4.416250000000001)","(4.8, 5.7, 5.515916955017301)","(31.0, 42.0, 36.0)","(41.0, 80.0, 78.88888888888889)"
07-01-2023 17:25:19.838992,"(12.0, 20.0, 19.583333333333332)","(9.0, 15.0, 14.675925925925926)","(18.0, 24.0, 23.125)","(71.0, 100.0, 93.33333333333333)","(21.0, 34.0, 32.42553191489362)","(2.4, 2.8, 2.769333333333333)","(3.9, 4.5, 4.416250000000001)","(4.8, 5.7, 5.515916955017301)","(31.0, 40.0, 36.0)","(41.0, 80.0, 78.88888888888889)"
07-01-2023 17:25:21.086938,"(12.0, 21.0, 18.958333333333332)","(9.0, 15.0, 14.675925925925926)","(18.0, 24.0, 23.125)","(71.0, 100.0, 93.33333333333333)","(21.0, 34.0, 32.42553191489362)","(2.4, 2.8, 2.769333333333333)","(3.9, 4.5, 4.416250000000001)","(4.8, 5.7, 5.515916955017301)","(31.0, 40.0, 36.0)","(41.0, 80.0, 78.88888888888889)"
07-01-2023 17:25:22.302025,"(12.0, 21.0, 18.27777777777778)","(9.0, 15.0, 14.675925925925926)","(18.0, 24.0, 23.125)","(71.0, 100.0, 93.33333333333333)","(21.0, 34.0, 32.88)","(2.4, 2.8, 2.776610169491525)","(3.9, 4.5, 4.475555555555555)","(4.8, 5.7, 5.515916955017301)","(31.0, 40.0, 36.0)","(41.0, 80.0, 76.66666666666667)"
07-01-2023 17:25:23.454998,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.653225806451612)","(18.0, 24.0, 23.125)","(71.0, 100.0, 93.33333333333333)","(21.0, 36.0, 32.88)","(2.4, 2.78, 2.776610169491525)","(3.9, 4.6, 4.475555555555555)","(4.8, 5.7, 5.515916955017301)","(31.0, 40.0, 36.0)","(41.0, 80.0, 76.66666666666667)"
07-01-2023 17:25:24.573643,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.653225806451612)","(18.0, 24.0, 23.125)","(71.0, 100.0, 93.33333333333333)","(21.0, 36.0, 32.977777777777774)","(2.4, 2.78, 2.7433463035019456)","(3.9, 4.6, 4.445333333333333)","(4.8, 5.7, 5.515916955017301)","(31.0, 40.0, 36.0)","(41.0, 80.0, 76.25)"
07-01-2023 17:25:25.733846,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.653225806451612)","(18.0, 24.0, 23.125)","(71.0, 100.0, 93.33333333333333)","(21.0, 36.0, 32.977777777777774)","(2.4, 2.76, 2.7433463035019456)","(3.9, 4.6, 4.445333333333333)","(4.8, 5.7, 5.517100371747212)","(31.0, 40.0, 36.0)","(41.0, 80.0, 76.25)"
07-01-2023 17:25:26.918282,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.653225806451612)","(18.0, 24.0, 23.125)","(71.0, 100.0, 93.33333333333333)","(21.0, 36.0, 32.977777777777774)","(2.4, 2.76, 2.7433463035019456)","(3.9, 4.6, 4.445333333333333)","(4.8, 5.7, 5.517100371747212)","(31.0, 40.0, 35.714285714285715)","(41.0, 80.0, 76.25)"
07-01-2023 17:25:28.160138,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.25)","(71.0, 100.0, 93.33333333333333)","(21.0, 36.0, 32.977777777777774)","(2.4, 2.76, 2.7433463035019456)","(3.9, 4.6, 4.445333333333333)","(4.8, 5.7, 5.515384615384615)","(31.0, 40.0, 35.714285714285715)","(41.0, 80.0, 76.25)"
07-01-2023 17:25:29.406800,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.571428571428573)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.977777777777774)","(2.4, 2.76, 2.75)","(3.9, 4.6, 4.445333333333333)","(4.8, 5.7, 5.557971014492753)","(31.0, 40.0, 35.714285714285715)","(41.0, 80.0, 76.25)"
07-01-2023 17:25:30.573722,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.571428571428573)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.977777777777774)","(2.4, 2.76, 2.75)","(3.9, 4.6, 4.463529411764706)","(4.8, 5.6, 5.513432835820895)","(31.0, 40.0, 36.666666666666664)","(41.0, 80.0, 76.25)"
07-01-2023 17:25:31.714678,"(12.0, 21.0, 18.454545454545453)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.571428571428573)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.977777777777774)","(2.4, 2.76, 2.7542857142857144)","(3.9, 4.6, 4.445333333333333)","(4.8, 5.6, 5.504109589041096)","(31.0, 38.0, 36.666666666666664)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:32.822559,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.571428571428573)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.977777777777774)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.6, 4.445333333333333)","(4.8, 5.6, 5.487096774193549)","(31.0, 38.0, 36.666666666666664)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:34.020434,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.571428571428573)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.977777777777774)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.6, 4.445333333333333)","(4.8, 5.6, 5.487096774193549)","(31.0, 38.0, 36.666666666666664)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:35.197461,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.571428571428573)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.88)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.6, 4.445333333333333)","(4.8, 5.6, 5.487096774193549)","(31.0, 38.0, 36.666666666666664)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:36.408751,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.571428571428573)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.53333333333333)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.6, 4.457692307692308)","(4.8, 5.6, 5.487096774193549)","(31.0, 38.0, 36.666666666666664)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:37.619383,"(12.0, 21.0, 18.6)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.571428571428573)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.53333333333333)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.5, 4.457692307692308)","(4.8, 5.6, 5.487096774193549)","(31.0, 38.0, 36.666666666666664)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:38.845661,"(12.0, 21.0, 18.6)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.25)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.372093023255815)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.5, 4.441095890410959)","(4.8, 5.6, 5.487096774193549)","(31.0, 38.0, 36.285714285714285)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:40.145212,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.25)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.75)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.6, 4.441095890410959)","(4.8, 5.6, 5.446551724137931)","(31.0, 38.0, 36.285714285714285)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:41.530132,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.25)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.608695652173914)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.6, 4.441095890410959)","(4.8, 5.6, 5.446551724137931)","(31.0, 38.0, 36.285714285714285)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:43.038581,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.67910447761194)","(18.0, 24.0, 23.25)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.608695652173914)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.6, 4.414925373134329)","(4.8, 5.6, 5.5393442622950815)","(31.0, 38.0, 35.333333333333336)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:44.397934,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.18867924528302)","(18.0, 24.0, 23.25)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.608695652173914)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.6, 4.414925373134329)","(4.8, 5.6, 5.5393442622950815)","(31.0, 38.0, 35.333333333333336)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:45.695331,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.18867924528302)","(18.0, 24.0, 23.25)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.608695652173914)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.6, 4.414925373134329)","(4.8, 5.6, 5.5393442622950815)","(31.0, 38.0, 35.333333333333336)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:46.934139,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.18867924528302)","(18.0, 24.0, 23.25)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.608695652173914)","(2.4, 2.78, 2.7542857142857144)","(3.9, 4.6, 4.414925373134329)","(4.8, 5.6, 5.592307692307692)","(31.0, 38.0, 35.333333333333336)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:48.644393,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.18867924528302)","(18.0, 24.0, 23.25)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.608695652173914)","(2.4, 2.78, 2.7694444444444444)","(3.9, 4.6, 4.414925373134329)","(4.8, 5.6, 5.592307692307692)","(31.0, 38.0, 35.333333333333336)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:50.269347,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.18867924528302)","(18.0, 24.0, 23.5)","(71.0, 100.0, 91.42857142857143)","(21.0, 36.0, 32.3)","(2.4, 2.78, 2.7694444444444444)","(3.9, 4.6, 4.414925373134329)","(4.8, 5.6, 5.55)","(31.0, 38.0, 35.333333333333336)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:51.464254,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.18867924528302)","(18.0, 25.0, 23.5)","(71.0, 100.0, 91.42857142857143)","(21.0, 34.0, 32.3)","(2.4, 2.78, 2.7670103092783505)","(3.9, 4.6, 4.414925373134329)","(5.0, 5.6, 5.55)","(31.0, 38.0, 33.2)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:52.656121,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.18867924528302)","(18.0, 25.0, 23.5)","(71.0, 100.0, 91.42857142857143)","(21.0, 34.0, 32.3)","(2.4, 2.8, 2.7670103092783505)","(3.9, 4.6, 4.414925373134329)","(5.0, 5.6, 5.55)","(31.0, 38.0, 33.2)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:53.795874,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.18867924528302)","(18.0, 25.0, 23.5)","(71.0, 100.0, 91.42857142857143)","(21.0, 34.0, 30.6)","(2.4, 2.8, 2.7836734693877547)","(3.9, 4.6, 4.414925373134329)","(5.0, 5.6, 5.55)","(31.0, 38.0, 33.2)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:55.021515,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.172413793103448)","(18.0, 25.0, 23.5)","(71.0, 100.0, 91.42857142857143)","(21.0, 34.0, 30.6)","(2.4, 2.8, 2.7836734693877547)","(3.9, 4.6, 4.414925373134329)","(5.0, 5.6, 5.55)","(31.0, 38.0, 33.2)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:56.258097,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.172413793103448)","(18.0, 25.0, 23.5)","(71.0, 100.0, 91.42857142857143)","(21.0, 34.0, 30.6)","(2.4, 2.8, 2.7836734693877547)","(3.9, 4.6, 4.414925373134329)","(5.0, 5.6, 5.55)","(31.0, 38.0, 33.2)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:57.561467,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.172413793103448)","(18.0, 25.0, 23.625)","(71.0, 100.0, 91.42857142857143)","(21.0, 34.0, 30.42105263157895)","(2.4, 2.8, 2.786206896551724)","(3.9, 4.6, 4.414925373134329)","(5.0, 5.6, 5.55)","(31.0, 38.0, 33.2)","(41.0, 80.0, 76.0)"
07-01-2023 17:25:58.849501,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.172413793103448)","(18.0, 25.0, 23.625)","(71.0, 100.0, 91.42857142857143)","(21.0, 34.0, 29.875)","(2.4, 2.8, 2.7876595744680848)","(3.9, 4.6, 4.414925373134329)","(5.0, 5.6, 5.55)","(31.0, 38.0, 33.2)","(41.0, 80.0, 76.0)"
07-01-2023 17:26:00.101737,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.172413793103448)","(18.0, 25.0, 23.625)","(71.0, 100.0, 91.42857142857143)","(21.0, 30.0, 29.875)","(2.4, 2.8, 2.7876595744680848)","(3.9, 4.6, 4.414925373134329)","(5.0, 5.6, 5.55)","(31.0, 38.0, 33.2)","(41.0, 80.0, 76.0)"
07-01-2023 17:26:01.393959,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.172413793103448)","(18.0, 25.0, 23.625)","(71.0, 100.0, 91.42857142857143)","(21.0, 30.0, 29.875)","(2.4, 2.8, 2.7876595744680848)","(3.9, 4.6, 4.414925373134329)","(5.0, 5.6, 5.55)","(31.0, 38.0, 33.2)","(41.0, 80.0, 76.0)"
07-01-2023 17:26:02.669220,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.172413793103448)","(18.0, 25.0, 23.625)","(71.0, 100.0, 91.42857142857143)","(21.0, 30.0, 29.875)","(2.4, 2.8, 2.7876595744680848)","(3.9, 4.6, 4.414925373134329)","(5.0, 5.6, 5.55)","(31.0, 38.0, 33.2)","(41.0, 80.0, 76.0)"
07-01-2023 17:26:03.942389,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.172413793103448)","(18.0, 25.0, 23.625)","(71.0, 100.0, 91.42857142857143)","(21.0, 30.0, 29.875)","(2.4, 2.8, 2.815625)","(3.9, 4.6, 4.414925373134329)","(5.0, 5.6, 5.5058823529411764)","(31.0, 38.0, 32.285714285714285)","(41.0, 80.0, 76.0)"
07-01-2023 17:26:05.160329,"(12.0, 21.0, 17.88888888888889)","(9.0, 15.0, 14.172413793103448)","(18.0, 25.0, 23.625)","(71.0, 100.0, 91.42857142857143)","(21.0, 30.0, 29.076923076923077)","(2.4, 2.82, 2.816216216216216)","(3.9, 4.6, 4.418181818181819)","(5.0, 5.6, 5.545238095238095)","(31.0, 38.0, 31.0)","(41.0, 80.0, 76.0)"
07-01-2023 17:26:06.366297,"(12.0, 21.0, 18.2)","(9.0, 15.0, 14.70138888888889)","(18.0, 25.0, 23.625)","(71.0, 100.0, 91.42857142857143)","(21.0, 30.0, 29.076923076923077)","(2.4, 2.82, 2.84)","(3.9, 4.6, 4.444)","(5.0, 5.6, 5.546341463414634)","(31.0, 32.0, 31.0)","(41.0, 80.0, 76.0)"
07-01-2023 17:26:07.595334,"(12.0, 21.0, 18.454545454545453)","(9.0, 15.0, 14.70138888888889)","(18.0, 25.0, 23.625)","(71.0, 100.0, 92.5)","(21.0, 30.0, 29.681818181818183)","(2.4, 2.86, 2.8219354838709676)","(3.9, 4.5, 4.45)","(5.0, 5.6, 5.546341463414634)","(31.0, 32.0, 31.666666666666668)","(41.0, 80.0, 76.0)"
07-01-2023 17:26:08.782485,"(12.0, 21.0, 19.181818181818183)","(9.0, 15.0, 14.70138888888889)","(18.0, 25.0, 23.625)","(71.0, 100.0, 91.42857142857143)","(21.0, 30.0, 29.214285714285715)","(2.4, 2.84, 2.816901408450704)","(3.9, 4.5, 4.4314285714285715)","(5.0, 5.6, 5.546341463414634)","(31.0, 32.0, 31.333333333333332)","(41.0, 80.0, 76.0)"
07-01-2023 17:26:10.060963,"(12.0, 21.0, 18.77777777777778)","(9.0, 15.0, 14.70138888888889)","(18.0, 25.0, 23.714285714285715)","(71.0, 100.0, 93.33333333333333)","(21.0, 30.0, 28.555555555555557)","(2.4, 2.84, 2.8112)","(3.9, 4.5, 4.444)","(5.0, 5.6, 5.516835016835016)","(31.0, 36.0, 31.444444444444443)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:11.375783,"(12.0, 21.0, 18.916666666666668)","(9.0, 15.0, 14.737704918032787)","(18.0, 25.0, 23.714285714285715)","(71.0, 100.0, 94.0)","(21.0, 29.0, 28.272727272727273)","(2.4, 2.82, 2.8272)","(3.9, 4.5, 4.413333333333334)","(5.0, 5.7, 5.513058419243986)","(31.0, 32.0, 31.705882352941178)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:12.699923,"(12.0, 21.0, 18.857142857142858)","(9.0, 15.0, 14.737704918032787)","(18.0, 25.0, 23.714285714285715)","(71.0, 100.0, 94.0)","(21.0, 29.0, 28.5)","(2.4, 2.84, 2.81037037037037)","(3.9, 4.5, 4.413333333333334)","(5.0, 5.7, 5.513058419243986)","(31.0, 32.0, 31.761904761904763)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:14.040315,"(12.0, 21.0, 18.857142857142858)","(9.0, 15.0, 14.716417910447761)","(18.0, 25.0, 23.714285714285715)","(71.0, 100.0, 93.33333333333333)","(21.0, 29.0, 28.5)","(2.4, 2.84, 2.81037037037037)","(3.9, 4.5, 4.413333333333334)","(5.0, 5.7, 5.513058419243986)","(31.0, 32.0, 31.6)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:15.315704,"(12.0, 21.0, 18.857142857142858)","(9.0, 15.0, 14.716417910447761)","(18.0, 25.0, 23.714285714285715)","(71.0, 100.0, 93.33333333333333)","(21.0, 29.0, 28.5)","(2.4, 2.84, 2.8117647058823527)","(3.9, 4.5, 4.413333333333334)","(5.0, 5.7, 5.513058419243986)","(31.0, 32.0, 31.6)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:16.541590,"(12.0, 21.0, 18.857142857142858)","(9.0, 15.0, 14.716417910447761)","(18.0, 25.0, 23.714285714285715)","(71.0, 100.0, 96.25)","(21.0, 29.0, 29.130434782608695)","(2.4, 2.84, 2.8127272727272725)","(3.9, 4.5, 4.4787878787878785)","(5.0, 5.7, 5.516835016835016)","(31.0, 32.0, 32.5)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:17.812946,"(12.0, 21.0, 18.666666666666668)","(9.0, 15.0, 14.695945945945946)","(18.0, 25.0, 23.76923076923077)","(71.0, 100.0, 96.25)","(21.0, 30.0, 29.333333333333332)","(2.4, 2.82, 2.8018181818181818)","(3.9, 4.5, 4.455263157894737)","(5.0, 5.7, 5.516835016835016)","(31.0, 34.0, 32.5)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:19.163781,"(12.0, 21.0, 18.3125)","(9.0, 15.0, 16.523809523809526)","(18.0, 25.0, 23.76923076923077)","(71.0, 100.0, 96.0)","(21.0, 30.0, 28.8)","(2.4, 2.82, 2.8451851851851853)","(3.9, 4.5, 4.45072463768116)","(5.0, 5.7, 5.542307692307692)","(31.0, 34.0, 32.5)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:20.534868,"(12.0, 24.0, 18.3125)","(9.0, 17.0, 16.523809523809526)","(18.0, 25.0, 23.76923076923077)","(71.0, 100.0, 96.0)","(21.0, 30.0, 28.8)","(2.4, 2.86, 2.8314285714285714)","(3.9, 4.5, 4.431645569620253)","(5.0, 5.6, 5.518918918918919)","(31.0, 34.0, 32.5)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:21.830795,"(12.0, 23.0, 19.7)","(9.0, 17.0, 16.523809523809526)","(18.0, 25.0, 23.76923076923077)","(71.0, 100.0, 96.0)","(21.0, 30.0, 28.8)","(2.4, 2.86, 2.828888888888889)","(3.9, 4.5, 4.431645569620253)","(5.0, 5.6, 5.518918918918919)","(31.0, 34.0, 30.4)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:23.315040,"(12.0, 23.0, 19.7)","(9.0, 17.0, 16.5)","(18.0, 25.0, 23.76923076923077)","(71.0, 100.0, 96.0)","(21.0, 30.0, 29.333333333333332)","(2.4, 2.84, 2.8255172413793104)","(3.9, 4.5, 4.431645569620253)","(5.0, 5.6, 5.518918918918919)","(31.0, 34.0, 30.4)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:24.694458,"(12.0, 23.0, 19.7)","(9.0, 17.0, 16.5)","(18.0, 25.0, 23.76923076923077)","(71.0, 100.0, 96.0)","(21.0, 30.0, 29.333333333333332)","(2.4, 2.84, 2.844444444444444)","(3.9, 4.5, 4.431645569620253)","(5.0, 5.6, 5.518918918918919)","(31.0, 34.0, 30.4)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:25.926698,"(12.0, 23.0, 19.7)","(9.0, 17.0, 16.75)","(18.0, 25.0, 23.76923076923077)","(71.0, 100.0, 96.0)","(21.0, 30.0, 29.333333333333332)","(2.4, 2.86, 2.804117647058823)","(3.9, 4.5, 4.431645569620253)","(5.0, 5.6, 5.518918918918919)","(31.0, 34.0, 30.4)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:27.285621,"(12.0, 23.0, 19.7)","(9.0, 17.5, 16.75)","(18.0, 25.0, 23.76923076923077)","(71.0, 100.0, 96.0)","(21.0, 30.0, 29.333333333333332)","(2.4, 2.82, 2.7994736842105263)","(3.9, 4.5, 4.418181818181818)","(5.0, 5.6, 5.518918918918919)","(31.0, 34.0, 32.5)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:28.446879,"(12.0, 23.0, 19.7)","(9.0, 17.5, 16.75)","(18.0, 25.0, 23.76923076923077)","(71.0, 100.0, 96.0)","(21.0, 30.0, 29.333333333333332)","(2.4, 2.82, 2.7994736842105263)","(3.9, 4.5, 4.418181818181818)","(5.0, 5.6, 5.518918918918919)","(31.0, 34.0, 32.5)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:29.646309,"(12.0, 23.0, 19.7)","(9.0, 17.5, 16.5625)","(18.0, 25.0, 23.76923076923077)","(71.0, 90.0, 88.0)","(21.0, 32.0, 30.333333333333332)","(2.4, 2.82, 2.793103448275862)","(3.9, 4.5, 4.430097087378641)","(5.0, 5.6, 5.518918918918919)","(31.0, 34.0, 32.5)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:30.862716,"(12.0, 23.0, 19.7)","(9.0, 17.5, 16.5625)","(18.0, 25.0, 23.76923076923077)","(71.0, 90.0, 88.0)","(21.0, 32.0, 30.333333333333332)","(2.4, 2.82, 2.793103448275862)","(3.9, 4.5, 4.430097087378641)","(5.0, 5.6, 5.518918918918919)","(31.0, 34.0, 32.5)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:32.256421,"(12.0, 23.0, 20.0)","(9.0, 17.5, 16.73076923076923)","(18.0, 25.0, 23.76923076923077)","(71.0, 90.0, 88.0)","(21.0, 32.0, 30.75)","(2.4, 2.82, 2.785945945945946)","(3.9, 4.5, 4.430097087378641)","(5.0, 5.6, 5.433587786259542)","(31.0, 34.0, 32.5)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:33.516575,"(12.0, 23.0, 20.0)","(9.0, 17.5, 16.73076923076923)","(18.0, 25.0, 23.76923076923077)","(71.0, 90.0, 88.0)","(21.0, 32.0, 30.75)","(2.4, 2.82, 2.785945945945946)","(3.9, 4.5, 4.430097087378641)","(5.0, 5.5, 5.43963963963964)","(31.0, 34.0, 32.5)","(41.0, 80.0, 76.25)"
07-01-2023 17:26:34.841604,"(12.0, 23.0, 20.0)","(9.0, 17.5, 16.73076923076923)","(18.0, 25.0, 23.76923076923077)","(71.0, 90.0, 88.0)","(21.0, 32.0, 30.75)","(2.4, 2.82, 2.785945945945946)","(3.9, 4.5, 4.430097087378641)","(5.0, 5.5, 5.43963963963964)","(31.0, 34.0, 32.5)","(41.0, 80.0, 76.25)"
