,Earstagrin,Forever More,Tiza New Day,Extortion,Sarge,Lucky Zara,Mista Moose,Frozen Jewel,Questro Queen Nz
07-12-2022 17:45:47.522234,"(91.0, 410.0, 328.75)","(15.0, 30.0, 25.636363636363637)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.4, 5.5)","(8.0, 13.0, 11.0)","(31.0, 110.0, 88.28571428571429)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 6.457142857142857)","(6.0, 99999, 99990)"
07-12-2022 17:45:48.894910,"(91.0, 170.0, 155.0)","(15.0, 30.0, 24.666666666666664)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.4, 5.642857142857143)","(8.0, 13.0, 11.0)","(31.0, 110.0, 88.28571428571429)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 6.457142857142857)","(6.0, 99999, 99990)"
07-12-2022 17:45:50.259989,"(91.0, 170.0, 155.0)","(15.0, 30.0, 24.666666666666664)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.4, 5.5)","(8.0, 13.0, 11.0)","(31.0, 110.0, 90.5)","(7.5, 15.5, 13.675)","(5.0, 8.0, 6.457142857142857)","(6.0, 99999, 99990)"
07-12-2022 17:45:51.685303,"(91.0, 170.0, 155.0)","(15.0, 30.0, 24.666666666666664)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.4, 5.5)","(8.0, 13.0, 11.0)","(31.0, 110.0, 90.5)","(7.5, 15.5, 13.675)","(5.0, 8.0, 6.457142857142857)","(6.0, 99999, 99990)"
07-12-2022 17:45:53.061232,"(91.0, 170.0, 158.33333333333331)","(15.0, 30.0, 24.666666666666664)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.4, 5.642857142857143)","(8.0, 13.0, 11.0)","(31.0, 110.0, 88.28571428571429)","(7.5, 15.5, 13.675)","(5.0, 8.0, 6.457142857142857)","(6.0, 99999, 99990)"
07-12-2022 17:45:54.413755,"(91.0, 170.0, 158.33333333333331)","(15.0, 30.0, 24.666666666666664)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.4, 5.642857142857143)","(8.0, 13.0, 11.0)","(31.0, 110.0, 88.28571428571429)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 6.457142857142857)","(6.0, 99999, 99990)"
07-12-2022 17:45:55.857715,"(91.0, 170.0, 158.33333333333331)","(15.0, 30.0, 24.666666666666664)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.4, 5.5)","(8.0, 13.0, 11.0)","(31.0, 110.0, 90.5)","(7.5, 15.5, 13.675)","(5.0, 8.0, 6.457142857142857)","(6.0, 99999, 99990)"
07-12-2022 17:45:57.165943,"(91.0, 170.0, 158.33333333333331)","(15.0, 30.0, 24.666666666666664)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.4, 5.5)","(8.0, 13.0, 11.0)","(31.0, 110.0, 90.5)","(7.5, 15.5, 13.675)","(5.0, 8.0, 6.457142857142857)","(6.0, 99999, 99990)"
07-12-2022 17:45:58.513494,"(91.0, 170.0, 158.33333333333331)","(15.0, 30.0, 24.666666666666664)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.4, 5.642857142857143)","(8.0, 13.0, 11.0)","(31.0, 110.0, 88.28571428571429)","(7.5, 15.5, 13.675)","(5.0, 8.0, 6.457142857142857)","(6.0, 99999, 99990)"
07-12-2022 17:45:59.821445,"(91.0, 170.0, 158.33333333333331)","(15.0, 30.0, 24.666666666666664)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.4, 5.642857142857143)","(8.0, 13.0, 11.0)","(31.0, 110.0, 55.666666666666664)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 6.457142857142857)","(6.0, 99999, 99990)"
07-12-2022 17:46:01.730054,"(91.0, 170.0, 158.33333333333331)","(15.0, 30.0, 26.444444444444443)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.4, 4.681818181818182)","(8.0, 13.0, 11.0)","(31.0, 60.0, 56.0)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:46:03.253694,"(91.0, 170.0, 158.33333333333331)","(15.0, 28.0, 22.615384615384613)","(3.7, 7.8, 6.288888888888889)","(3.4, 6.4, 5.366666666666667)","(8.0, 13.0, 11.0)","(31.0, 60.0, 57.66666666666667)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.8, 6.68)","(6.0, 99999, 99990)"
07-12-2022 17:46:04.665359,"(91.0, 170.0, 158.33333333333331)","(15.0, 27.0, 22.0)","(3.7, 7.8, 6.288888888888889)","(3.4, 6.2, 5.366666666666667)","(8.0, 13.0, 11.0)","(31.0, 60.0, 57.66666666666667)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.6, 6.68)","(6.0, 99999, 99990)"
07-12-2022 17:46:06.030446,"(91.0, 170.0, 158.33333333333331)","(15.0, 26.0, 24.666666666666664)","(3.7, 7.8, 6.288888888888889)","(3.4, 6.0, 5.357142857142858)","(8.0, 13.0, 11.0)","(31.0, 60.0, 57.66666666666667)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.6, 6.68)","(6.0, 99999, 99990)"
07-12-2022 17:46:07.374656,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.8)","(3.7, 7.6, 5.5375)","(3.4, 6.0, 5.625)","(8.0, 13.0, 11.0)","(31.0, 60.0, 57.63636363636364)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.0, 5.866666666666666)","(6.0, 99999, 99990)"
07-12-2022 17:46:08.693608,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.8)","(3.7, 7.4, 6.16)","(3.4, 6.0, 5.511111111111111)","(8.0, 13.0, 11.0)","(31.0, 60.0, 57.63636363636364)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.0, 5.866666666666666)","(6.0, 99999, 99990)"
07-12-2022 17:46:09.962799,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.0)","(3.7, 7.4, 6.16)","(3.4, 6.0, 5.511111111111111)","(8.0, 13.0, 11.0)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.0, 5.866666666666666)","(6.0, 99999, 99990)"
07-12-2022 17:46:11.409592,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.0)","(3.7, 7.2, 5.3875)","(3.4, 6.0, 5.385714285714286)","(8.0, 13.0, 11.0)","(31.0, 60.0, 57.66666666666667)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.0, 6.575)","(6.0, 99999, 99990)"
07-12-2022 17:46:12.830915,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.8)","(3.7, 7.0, 5.92)","(3.4, 6.0, 5.641666666666667)","(8.0, 13.0, 11.0)","(31.0, 60.0, 57.66666666666667)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 6.8)","(6.0, 99999, 99990)"
07-12-2022 17:46:14.166390,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.8)","(3.7, 7.0, 5.92)","(3.4, 6.0, 5.385714285714286)","(8.0, 13.0, 11.0)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.8, 6.8)","(6.0, 99999, 99990)"
07-12-2022 17:46:15.614844,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.0)","(3.7, 7.0, 5.92)","(3.4, 6.0, 5.385714285714286)","(8.0, 13.0, 11.0)","(31.0, 60.0, 57.63636363636364)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.8, 6.8)","(6.0, 99999, 99990)"
07-12-2022 17:46:17.065282,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.0)","(3.7, 7.0, 5.92)","(3.4, 6.0, 5.342857142857143)","(8.0, 13.0, 11.0)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.8, 6.8)","(6.0, 99999, 99990)"
07-12-2022 17:46:18.381056,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.0)","(3.7, 6.8, 5.2375)","(3.4, 6.0, 5.5600000000000005)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.8, 6.8)","(6.0, 99999, 99990)"
07-12-2022 17:46:19.817183,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.0)","(3.7, 6.6, 5.68)","(3.4, 6.0, 5.5600000000000005)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.8, 6.8)","(6.0, 99999, 99990)"
07-12-2022 17:46:21.187225,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.0)","(3.7, 6.6, 4.672727272727273)","(3.4, 6.0, 5.5600000000000005)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.8, 6.8)","(6.0, 99999, 99990)"
07-12-2022 17:46:22.461608,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 23.25)","(3.7, 8.4, 4.672727272727273)","(3.4, 6.0, 5.5600000000000005)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.8, 6.8)","(6.0, 99999, 99990)"
07-12-2022 17:46:23.779495,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 22.0)","(3.7, 6.4, 5.0875)","(3.4, 6.0, 5.385714285714286)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.8, 6.8)","(6.0, 99999, 99990)"
07-12-2022 17:46:25.137152,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.75)","(3.7, 6.4, 5.4399999999999995)","(3.4, 6.0, 5.385714285714286)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.8, 6.8)","(6.0, 99999, 99990)"
07-12-2022 17:46:26.535187,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 6.2, 5.4399999999999995)","(3.4, 6.0, 5.385714285714286)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.8, 5.866666666666666)","(6.0, 99999, 99990)"
07-12-2022 17:46:28.088308,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 6.2, 4.9375)","(3.4, 6.0, 5.342857142857143)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 10.633333333333333)","(5.0, 7.0, 7.325)","(6.0, 99999, 99990)"
07-12-2022 17:46:29.510969,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 6.0, 4.9375)","(3.4, 6.0, 5.342857142857143)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 7.325)","(6.0, 99999, 99990)"
07-12-2022 17:46:30.984455,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 5.9, 5.26)","(3.4, 6.0, 5.625)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 13.675)","(5.0, 8.0, 7.325)","(6.0, 99999, 99990)"
07-12-2022 17:46:32.415732,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 5.9, 5.26)","(3.4, 6.0, 5.625)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 13.675)","(5.0, 8.0, 7.325)","(6.0, 99999, 99990)"
07-12-2022 17:46:34.069733,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 5.9, 5.6875)","(3.4, 6.0, 5.671428571428572)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 6.2)","(6.0, 99999, 99990)"
07-12-2022 17:46:35.527228,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 8.0, 4.8625)","(3.4, 6.0, 5.357142857142858)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.35294117647059)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 5.878571428571428)","(6.0, 99999, 99990)"
07-12-2022 17:46:37.000911,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 5.8, 4.8625)","(3.4, 6.0, 5.357142857142858)","(8.0, 13.0, 11.0)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 7.325)","(6.0, 99999, 99990)"
07-12-2022 17:46:38.368559,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.0, 5.357142857142858)","(8.0, 13.0, 11.0)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 7.325)","(6.0, 99999, 99990)"
07-12-2022 17:46:40.030209,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.0, 5.671428571428572)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.96296296296296)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 7.325)","(6.0, 99999, 99990)"
07-12-2022 17:46:41.549984,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.0, 5.671428571428572)","(8.0, 13.0, 11.0)","(31.0, 60.0, 58.96296296296296)","(7.5, 15.5, 10.633333333333333)","(5.0, 8.0, 7.325)","(6.0, 99999, 99990)"
07-12-2022 17:46:43.033583,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.6, 5.5375)","(3.4, 6.0, 4.875)","(8.0, 13.0, 12.5)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 6.2)","(6.0, 99999, 99990)"
07-12-2022 17:46:44.532904,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.4, 5.23)","(3.4, 6.0, 4.875)","(8.0, 13.0, 12.5)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 6.2)","(6.0, 99999, 99990)"
07-12-2022 17:46:46.225670,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.4, 5.23)","(3.4, 6.0, 4.25)","(8.0, 13.0, 11.666666666666666)","(31.0, 60.0, 58.96296296296296)","(7.5, 15.5, 12.9)","(5.0, 8.0, 6.2)","(6.0, 99999, 99990)"
07-12-2022 17:46:47.914625,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.4, 5.23)","(3.4, 6.0, 4.25)","(8.0, 13.0, 11.666666666666666)","(31.0, 60.0, 58.96296296296296)","(7.5, 15.5, 12.9)","(5.0, 8.0, 6.2)","(6.0, 99999, 99990)"
07-12-2022 17:46:49.471266,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.4, 4.49)","(3.4, 6.0, 4.25)","(8.0, 13.0, 12.366666666666667)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 6.2)","(6.0, 99999, 99990)"
07-12-2022 17:46:51.094153,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 6.2, 5.32)","(3.4, 6.0, 4.25)","(8.0, 13.0, 12.366666666666667)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 6.2)","(6.0, 99999, 99990)"
07-12-2022 17:46:52.658271,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 6.0, 5.2749999999999995)","(3.4, 6.0, 4.25)","(8.0, 13.0, 9.4)","(31.0, 60.0, 59.096774193548384)","(7.5, 15.5, 12.9)","(5.0, 8.0, 6.2)","(6.0, 99999, 99990)"
07-12-2022 17:46:54.174289,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 8.2, 6.3999999999999995)","(3.4, 6.0, 4.25)","(8.0, 11.0, 9.4)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:46:55.589083,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.0, 4.25)","(8.0, 11.0, 9.4)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:46:57.047458,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.0, 4.25)","(8.0, 11.0, 9.4)","(31.0, 60.0, 59.096774193548384)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:46:58.475926,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.0, 4.25)","(8.0, 11.0, 9.4)","(31.0, 60.0, 59.096774193548384)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:46:59.862661,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.4, 6.0, 4.825)","(8.0, 11.0, 11.666666666666666)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:47:01.193530,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.9, 4.825)","(8.0, 13.0, 11.666666666666666)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:47:02.504459,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.8, 4.775)","(8.0, 13.0, 11.666666666666666)","(31.0, 60.0, 59.16129032258065)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:47:03.935270,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.228571428571428)","(8.0, 13.0, 12.366666666666667)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:47:05.320975,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.564705882352941)","(8.0, 13.0, 12.366666666666667)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:47:06.646483,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 13.0, 11.733333333333333)","(31.0, 60.0, 59.096774193548384)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:47:08.074901,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 13.0, 11.666666666666666)","(31.0, 60.0, 59.096774193548384)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:47:09.457652,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 17.142857142857142)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 13.0, 11.666666666666666)","(31.0, 60.0, 59.096774193548384)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:47:10.832153,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 17.142857142857142)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 13.0, 12.366666666666667)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:47:12.112778,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 13.0, 12.366666666666667)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:47:13.499291,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 13.0, 11.666666666666666)","(31.0, 60.0, 59.096774193548384)","(7.5, 15.5, 12.9)","(5.0, 8.0, 5.776470588235294)","(6.0, 99999, 99990)"
07-12-2022 17:47:14.947366,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 13.0, 9.5)","(31.0, 60.0, 59.096774193548384)","(7.5, 15.5, 12.9)","(5.0, 8.0, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:16.363537,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.922222222222222)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 13.7)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:17.748142,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.922222222222222)","(31.0, 60.0, 55.666666666666664)","(7.5, 15.5, 13.7)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:19.130828,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.922222222222222)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:20.454742,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.922222222222222)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:21.842040,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 13.7)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:23.228257,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.922222222222222)","(31.0, 60.0, 48.0)","(7.5, 15.5, 14.45)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:24.554039,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.922222222222222)","(31.0, 60.0, 48.0)","(7.5, 15.5, 14.45)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:25.915515,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:27.265033,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:28.605119,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:29.989611,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:31.268635,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:32.589548,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:33.900307,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.371428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:47:35.172736,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 13.7)","(5.0, 7.8, 6.449999999999999)","(6.0, 99999, 99990)"
