,Lizzie Lou,Winlock Tilly,Magic Avenue,Another Fay,Optimus Bruce,Pinned,My Luck Many,Tralee Wolf
11-01-2023 13:47:06.050746,"(9.0, 15.5, 11.84)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.26153846153846)","(61.0, 470.0, 230.0)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 42.77777777777778)"
11-01-2023 13:47:07.348988,"(9.0, 15.5, 11.84)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.26153846153846)","(61.0, 470.0, 230.0)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 42.77777777777778)"
11-01-2023 13:47:08.666609,"(9.0, 15.5, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.26153846153846)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:10.046489,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.26153846153846)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:11.411786,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.054545454545455)","(61.0, 470.0, 190.0)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:12.733091,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.166666666666668)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:13.980961,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.10909090909091)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:15.249980,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.10909090909091)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:16.524878,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.10909090909091)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:17.832956,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.10909090909091)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:19.066242,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 8.4)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:20.456160,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 8.4)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:21.752970,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 8.4)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:23.018855,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 8.4)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 25.166666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:24.262191,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.08)","(61.0, 470.0, 215.45454545454547)","(18.0, 46.0, 24.833333333333332)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:25.543125,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.08)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:26.949883,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.08)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:28.324824,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 8.5)","(61.0, 470.0, 190.0)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.77, 1.7225)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:29.800605,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 8.5)","(61.0, 470.0, 190.0)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.76, 1.7225)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:31.202768,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.14)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.76, 1.7177777777777778)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:32.452745,"(9.0, 16.0, 12.04)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.14)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.99, 1.7177777777777778)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:33.694919,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.14)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.99, 1.7177777777777778)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:34.995210,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.14)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.99, 1.7177777777777778)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:36.250489,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.14)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.99, 1.7177777777777778)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:37.573739,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.14)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.99, 1.7177777777777778)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:39.117304,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.14)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.99, 1.7177777777777778)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:40.546690,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.14)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.99, 1.7177777777777778)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:41.954245,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.14)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.99, 1.7177777777777778)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:43.270466,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.14)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.99, 1.7208333333333332)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:44.680264,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 8.657142857142858)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.97, 1.7208333333333332)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:46.105842,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 8.657142857142858)","(61.0, 470.0, 190.0)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.97, 1.7208333333333332)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:47.571472,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.1)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.97, 1.7208333333333332)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:48.950171,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.1)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.97, 1.7172222222222222)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:50.281471,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.1)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.97, 1.7172222222222222)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:51.827261,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.1)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.97, 1.7172222222222222)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:53.280232,"(9.0, 16.0, 11.05)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.1)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.97, 1.7172222222222222)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:54.579079,"(9.0, 16.0, 11.2)","(7.0, 13.0, 12.04)","(4.2, 10.0, 9.054545454545455)","(61.0, 470.0, 215.45454545454547)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.97, 1.7172222222222222)","(11.0, 29.0, 18.285714285714285)","(21.0, 65.0, 48.333333333333336)"
11-01-2023 13:47:55.920342,"(9.0, 16.0, 11.2)","(7.0, 13.0, 10.7)","(4.2, 10.0, 9.054545454545455)","(61.0, 470.0, 128.75)","(18.0, 44.0, 34.769230769230774)","(1.6, 1.97, 1.722)","(11.0, 29.0, 22.76923076923077)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:47:57.349093,"(9.0, 16.0, 11.350000000000001)","(7.0, 13.0, 9.0375)","(4.2, 10.0, 8.571428571428571)","(61.0, 470.0, 128.75)","(18.0, 44.0, 25.666666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:47:58.719408,"(9.0, 16.0, 11.350000000000001)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.10909090909091)","(61.0, 470.0, 128.75)","(18.0, 44.0, 25.666666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:00.085299,"(9.0, 12.0, 11.78)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.10909090909091)","(61.0, 470.0, 128.75)","(18.0, 44.0, 25.666666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:01.378425,"(9.0, 12.0, 11.78)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.10909090909091)","(61.0, 470.0, 128.75)","(18.0, 44.0, 25.666666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:02.697848,"(9.0, 12.0, 11.78)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.10909090909091)","(61.0, 470.0, 128.75)","(18.0, 44.0, 25.666666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:04.009937,"(9.0, 12.0, 11.78)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 8.933333333333334)","(61.0, 470.0, 128.75)","(18.0, 44.0, 25.666666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:05.291273,"(9.0, 12.0, 11.78)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.314285714285713)","(61.0, 470.0, 128.75)","(18.0, 44.0, 25.666666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:06.579800,"(9.0, 12.0, 11.78)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.314285714285713)","(61.0, 470.0, 128.75)","(18.0, 44.0, 25.666666666666668)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:07.869460,"(9.0, 12.0, 11.48)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.314285714285713)","(61.0, 470.0, 128.75)","(18.0, 44.0, 24.833333333333332)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:09.149838,"(9.0, 12.0, 11.48)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.314285714285713)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:10.471084,"(9.0, 12.0, 11.48)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.314285714285713)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:11.724270,"(9.0, 12.0, 11.48)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.314285714285713)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:13.040150,"(9.0, 12.0, 11.48)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.08)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:14.336092,"(9.0, 12.0, 11.48)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.08)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:15.633757,"(9.0, 12.0, 11.48)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.08)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:16.912377,"(9.0, 12.0, 11.48)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.08)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:18.303315,"(9.0, 12.0, 11.48)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.120000000000001)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:19.612615,"(9.0, 12.0, 11.48)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.218181818181819)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.77, 1.722)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:20.970168,"(9.0, 12.0, 11.48)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.218181818181819)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.77, 1.71625)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:22.468250,"(9.0, 12.0, 11.628571428571428)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.218181818181819)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.76, 1.71625)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:24.020832,"(9.0, 12.0, 11.628571428571428)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.218181818181819)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.76, 1.71625)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:25.611552,"(9.0, 12.0, 11.628571428571428)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.218181818181819)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.76, 1.71625)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:27.197362,"(9.0, 12.0, 11.814285714285715)","(7.0, 13.5, 9.0375)","(4.2, 10.0, 9.094736842105263)","(61.0, 470.0, 128.75)","(18.0, 44.0, 27.57142857142857)","(1.6, 1.76, 1.714590163934426)","(11.0, 29.0, 18.714285714285715)","(21.0, 65.0, 37.14285714285714)"
11-01-2023 13:48:28.686561,"(9.0, 12.0, 11.814285714285715)","(7.0, 13.5, 9.244444444444445)","(4.2, 10.0, 8.771428571428572)","(61.0, 470.0, 128.75)","(18.0, 44.0, 47.0)","(1.6, 1.99, 1.7156521739130435)","(11.0, 29.0, 23.0)","(21.0, 80.0, 39.5)"
11-01-2023 13:48:30.460900,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.244444444444445)","(4.2, 10.0, 8.771428571428572)","(61.0, 470.0, 128.75)","(18.0, 60.0, 47.0)","(1.6, 1.97, 1.72)","(11.0, 29.0, 23.0)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:31.984708,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.244444444444445)","(4.2, 10.0, 8.771428571428572)","(61.0, 470.0, 128.75)","(18.0, 60.0, 47.0)","(1.6, 1.95, 1.7151063829787234)","(11.0, 29.0, 23.0)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:33.373073,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.244444444444445)","(4.2, 10.0, 8.77)","(61.0, 470.0, 128.75)","(18.0, 60.0, 47.0)","(1.6, 1.95, 1.7151063829787234)","(11.0, 29.0, 23.0)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:34.759943,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.244444444444445)","(4.2, 10.0, 8.77)","(61.0, 470.0, 128.75)","(18.0, 60.0, 47.0)","(1.6, 1.95, 1.7151063829787234)","(11.0, 29.0, 23.0)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:36.326295,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.244444444444445)","(4.2, 10.0, 8.666666666666666)","(61.0, 470.0, 128.75)","(18.0, 60.0, 47.0)","(1.6, 1.95, 1.7151063829787234)","(11.0, 29.0, 23.0)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:37.788184,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.244444444444445)","(4.2, 10.0, 8.5)","(61.0, 470.0, 128.75)","(18.0, 60.0, 47.0)","(1.6, 1.95, 1.7147826086956521)","(11.0, 29.0, 23.0)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:39.189632,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.244444444444445)","(4.2, 10.0, 8.77)","(61.0, 470.0, 128.75)","(18.0, 60.0, 47.0)","(1.6, 1.93, 1.7147826086956521)","(11.0, 29.0, 22.5)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:40.649263,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.244444444444445)","(4.2, 10.0, 7.720000000000001)","(61.0, 470.0, 128.75)","(18.0, 60.0, 47.0)","(1.6, 1.93, 1.7147826086956521)","(11.0, 29.0, 23.25)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:42.199859,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.244444444444445)","(4.2, 10.0, 8.98)","(61.0, 470.0, 128.75)","(18.0, 60.0, 47.0)","(1.6, 1.93, 1.7147826086956521)","(11.0, 29.0, 23.25)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:43.711269,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.244444444444445)","(4.2, 10.0, 8.98)","(61.0, 470.0, 128.75)","(18.0, 60.0, 47.0)","(1.6, 1.93, 1.718)","(11.0, 29.0, 23.25)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:45.169122,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.422222222222222)","(4.2, 10.0, 9.433333333333334)","(61.0, 470.0, 128.75)","(18.0, 60.0, 47.0)","(1.6, 1.91, 1.7143478260869565)","(11.0, 29.0, 23.25)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:46.594099,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.422222222222222)","(4.2, 10.0, 9.433333333333334)","(61.0, 470.0, 135.71428571428572)","(18.0, 60.0, 47.0)","(1.6, 1.91, 1.7143478260869565)","(11.0, 29.0, 23.25)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:48.022834,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.657142857142857)","(4.2, 10.0, 9.433333333333334)","(61.0, 470.0, 117.0)","(18.0, 60.0, 47.0)","(1.6, 1.91, 1.7143478260869565)","(11.0, 29.0, 23.25)","(21.0, 75.0, 42.33333333333333)"
11-01-2023 13:48:49.454132,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.657142857142857)","(4.2, 10.0, 9.433333333333334)","(61.0, 450.0, 117.0)","(18.0, 60.0, 47.0)","(1.6, 1.91, 1.7182608695652173)","(11.0, 29.0, 23.25)","(21.0, 75.0, 40.0)"
11-01-2023 13:48:50.910856,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.657142857142857)","(4.2, 10.0, 9.6)","(61.0, 450.0, 117.0)","(18.0, 60.0, 47.0)","(1.6, 1.9, 1.7182608695652173)","(11.0, 29.0, 23.25)","(21.0, 75.0, 40.0)"
11-01-2023 13:48:52.474838,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.657142857142857)","(4.2, 10.0, 12.625)","(61.0, 450.0, 125.0)","(18.0, 60.0, 47.0)","(1.6, 1.9, 1.7182608695652173)","(11.0, 29.0, 23.25)","(21.0, 75.0, 40.0)"
11-01-2023 13:48:53.993023,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 11.066666666666666)","(4.2, 14.5, 11.066666666666666)","(61.0, 440.0, 150.0)","(18.0, 60.0, 47.0)","(1.6, 1.9, 1.7182608695652173)","(11.0, 29.0, 23.25)","(21.0, 75.0, 40.0)"
11-01-2023 13:48:55.527640,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 11.066666666666666)","(4.2, 13.0, 11.066666666666666)","(61.0, 430.0, 118.88888888888889)","(18.0, 60.0, 47.0)","(1.65, 1.9, 1.7182608695652173)","(11.0, 29.0, 23.25)","(21.0, 75.0, 40.0)"
11-01-2023 13:48:56.946189,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 11.066666666666666)","(4.2, 13.0, 11.066666666666666)","(61.0, 430.0, 118.88888888888889)","(18.0, 60.0, 47.0)","(1.65, 1.9, 1.7182608695652173)","(11.0, 29.0, 23.25)","(21.0, 75.0, 40.0)"
11-01-2023 13:48:58.459990,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.525)","(4.2, 13.0, 11.066666666666666)","(61.0, 430.0, 118.88888888888889)","(18.0, 60.0, 47.0)","(1.65, 1.9, 1.7182608695652173)","(11.0, 29.0, 23.25)","(21.0, 75.0, 40.0)"
11-01-2023 13:48:59.885411,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.525)","(4.2, 13.0, 11.066666666666666)","(61.0, 430.0, 118.88888888888889)","(18.0, 60.0, 47.0)","(1.65, 1.9, 1.73)","(11.0, 29.0, 23.25)","(21.0, 75.0, 40.0)"
11-01-2023 13:49:01.438873,"(9.0, 12.0, 11.814285714285715)","(7.0, 16.0, 9.525)","(4.2, 13.0, 11.066666666666666)","(61.0, 430.0, 118.88888888888889)","(18.0, 60.0, 47.0)","(1.65, 1.89, 1.72)","(11.0, 29.0, 23.25)","(21.0, 75.0, 40.0)"
