,Vitesse,Flat Bill,Samaronti,Helms Deep,Mine To Hold,Diggers Diamond,Longtail,Contraflow
15-12-2022 12:27:51.609517,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 44.0)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:52.715960,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 44.0)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:53.874406,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 44.0)","(4.2, 5.6, 5.3375)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:55.075344,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 44.0)","(4.2, 5.6, 5.3)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:56.122963,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 44.0)","(4.2, 5.7, 5.3)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:57.247090,"(3.2, 4.5, 4.297872340425532)","(14.0, 46.0, 44.0)","(4.2, 5.7, 5.3)","(8.0, 13.0, 12.456521739130435)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:58.365919,"(3.2, 4.5, 4.297872340425532)","(14.0, 46.0, 44.07692307692308)","(4.2, 5.7, 5.3)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:59.597186,"(3.2, 4.5, 4.341463414634147)","(14.0, 46.0, 39.14285714285714)","(4.2, 5.7, 5.3)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:00.788594,"(3.2, 4.5, 4.37)","(14.0, 46.0, 39.14285714285714)","(4.2, 5.7, 5.3)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:01.925123,"(3.2, 4.5, 4.330357142857143)","(14.0, 46.0, 39.14285714285714)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:03.070216,"(3.2, 4.5, 4.330357142857143)","(14.0, 46.0, 39.14285714285714)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:04.192791,"(3.2, 4.5, 4.330357142857143)","(14.0, 46.0, 39.14285714285714)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:05.299230,"(3.2, 4.5, 4.330357142857143)","(14.0, 46.0, 39.14285714285714)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:06.336601,"(3.2, 4.5, 4.330357142857143)","(14.0, 46.0, 39.14285714285714)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:07.423320,"(3.2, 4.5, 4.330357142857143)","(14.0, 46.0, 39.14285714285714)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 204.54545454545456)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:08.540553,"(3.2, 4.5, 4.330357142857143)","(14.0, 46.0, 43.0)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 204.54545454545456)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:09.574065,"(3.2, 4.5, 4.330357142857143)","(14.0, 46.0, 43.0)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 204.54545454545456)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:10.633041,"(3.2, 4.5, 4.330357142857143)","(14.0, 46.0, 43.0)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 204.54545454545456)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:11.689998,"(3.2, 4.5, 4.330357142857143)","(14.0, 46.0, 43.0)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 204.54545454545456)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:12.817723,"(3.2, 4.5, 4.330357142857143)","(14.0, 46.0, 43.0)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 204.54545454545456)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:28:13.974730,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 43.0)","(4.0, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 204.54545454545456)","(4.8, 5.8, 5.49811320754717)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:15.159432,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 43.0)","(4.0, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 204.54545454545456)","(4.8, 5.8, 5.49811320754717)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:16.370614,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 43.0)","(4.0, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 204.54545454545456)","(4.8, 5.8, 5.49811320754717)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:17.767857,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 43.0)","(4.0, 5.9, 5.652941176470589)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 184.28571428571428)","(4.8, 5.8, 5.49811320754717)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:18.852352,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 44.0)","(4.0, 5.9, 5.652941176470589)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 184.28571428571428)","(4.8, 5.8, 5.49811320754717)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:19.974067,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 44.0)","(4.0, 5.9, 5.652941176470589)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 184.28571428571428)","(4.8, 5.8, 5.49811320754717)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:21.209273,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 44.0)","(4.0, 5.9, 5.652941176470589)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 184.28571428571428)","(4.8, 5.8, 5.49811320754717)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:22.349848,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 44.0)","(4.0, 5.9, 5.652941176470589)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 184.28571428571428)","(4.8, 5.8, 5.49811320754717)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:23.528152,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 44.0)","(4.0, 5.9, 5.68125)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 184.28571428571428)","(4.8, 5.8, 5.5)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:24.657614,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 44.0)","(4.0, 5.9, 5.68125)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 184.28571428571428)","(4.8, 5.8, 5.5)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:25.754736,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 44.0)","(4.0, 5.9, 5.770370370370371)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 184.28571428571428)","(4.8, 5.8, 5.5)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:27.138389,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 44.0)","(4.0, 5.9, 5.770370370370371)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 201.0)","(4.8, 5.8, 5.5)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:28.220022,"(3.2, 4.5, 4.330357142857143)","(15.0, 46.0, 42.30769230769231)","(4.0, 5.9, 5.770370370370371)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 201.0)","(4.8, 5.8, 5.445454545454545)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:29.353889,"(3.2, 4.7, 4.345454545454546)","(15.0, 46.0, 42.30769230769231)","(4.0, 5.9, 5.705555555555556)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 223.75)","(4.8, 5.8, 5.45)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:30.514413,"(3.2, 4.6, 4.480952380952381)","(15.0, 46.0, 42.30769230769231)","(4.0, 5.9, 5.705555555555556)","(8.0, 13.0, 12.21875)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 223.75)","(4.8, 5.8, 5.45)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:31.587899,"(3.2, 4.6, 4.480952380952381)","(15.0, 46.0, 42.30769230769231)","(4.0, 5.9, 5.705555555555556)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 223.75)","(4.8, 5.8, 5.45)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:32.786127,"(3.2, 4.6, 4.480952380952381)","(15.0, 46.0, 42.30769230769231)","(4.0, 5.9, 5.705555555555556)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 223.75)","(4.8, 5.8, 5.45)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:33.890550,"(3.2, 4.7, 4.536363636363636)","(15.0, 46.0, 42.30769230769231)","(4.0, 6.0, 5.811764705882353)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 223.75)","(4.8, 5.8, 5.45)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:34.975728,"(3.2, 4.7, 4.602702702702703)","(15.0, 46.0, 42.30769230769231)","(4.0, 6.0, 5.811764705882353)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 223.75)","(4.8, 5.8, 5.45)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:36.107547,"(3.2, 4.7, 4.602702702702703)","(15.0, 46.0, 42.30769230769231)","(4.0, 6.0, 5.811764705882353)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 223.75)","(4.8, 5.8, 5.45)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:37.344700,"(3.2, 4.7, 4.602702702702703)","(15.0, 46.0, 43.33333333333333)","(4.0, 6.0, 5.811764705882353)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 5.8, 5.45)","(3.5, 5.1, 5.046153846153846)"
15-12-2022 12:28:38.612048,"(3.2, 4.7, 4.46)","(15.0, 46.0, 43.33333333333333)","(4.0, 6.0, 5.876923076923077)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 5.8, 5.508333333333334)","(3.5, 5.1, 5.059090909090909)"
15-12-2022 12:28:39.761931,"(3.2, 4.7, 4.5)","(15.0, 46.0, 43.33333333333333)","(4.0, 6.0, 5.876923076923077)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 5.8, 5.508333333333334)","(3.5, 5.1, 5.059090909090909)"
15-12-2022 12:28:40.906035,"(3.2, 4.7, 4.5)","(15.0, 46.0, 43.33333333333333)","(4.0, 6.0, 5.876923076923077)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 5.8, 5.508333333333334)","(3.5, 5.1, 4.985714285714286)"
15-12-2022 12:28:42.022690,"(3.2, 4.7, 4.5)","(15.0, 46.0, 43.33333333333333)","(4.0, 6.0, 5.876923076923077)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 5.8, 5.508333333333334)","(3.5, 5.1, 5.05)"
15-12-2022 12:28:43.566840,"(3.2, 4.7, 4.5)","(15.0, 46.0, 43.33333333333333)","(4.0, 6.0, 5.876923076923077)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 5.8, 5.508333333333334)","(3.5, 5.1, 5.0058823529411764)"
15-12-2022 12:28:44.997587,"(3.2, 4.7, 4.5)","(15.0, 46.0, 43.33333333333333)","(4.0, 6.0, 5.876923076923077)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 5.8, 5.508333333333334)","(3.5, 5.1, 5.0058823529411764)"
15-12-2022 12:28:46.120309,"(3.2, 4.7, 4.5)","(15.0, 46.0, 43.33333333333333)","(4.2, 6.0, 5.876923076923077)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 5.8, 5.508333333333334)","(3.5, 5.1, 5.0058823529411764)"
15-12-2022 12:28:47.423718,"(3.2, 4.7, 4.5)","(15.0, 46.0, 36.4)","(4.2, 6.0, 5.876923076923077)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.375)","(51.0, 240.0, 228.1818181818182)","(4.8, 5.8, 5.050000000000001)","(3.5, 5.1, 5.06)"
15-12-2022 12:28:48.857767,"(3.2, 4.7, 4.5)","(15.0, 46.0, 36.8)","(4.2, 6.0, 5.876923076923077)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.375)","(51.0, 240.0, 228.1818181818182)","(4.8, 5.8, 5.050000000000001)","(3.5, 5.1, 5.061904761904762)"
15-12-2022 12:28:50.405541,"(3.2, 4.7, 4.584615384615385)","(15.0, 46.0, 36.8)","(4.2, 6.0, 5.8133333333333335)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.375)","(51.0, 240.0, 228.1818181818182)","(4.8, 5.8, 5.050000000000001)","(3.5, 5.1, 5.061904761904762)"
15-12-2022 12:28:51.863610,"(3.3, 4.7, 4.584615384615385)","(15.0, 46.0, 36.8)","(4.2, 6.0, 5.8133333333333335)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.375)","(51.0, 240.0, 228.1818181818182)","(4.6, 5.8, 5.050000000000001)","(3.5, 5.1, 5.061904761904762)"
15-12-2022 12:28:53.437076,"(3.3, 4.3, 4.295238095238095)","(15.0, 46.0, 36.8)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.27777777777778)","(51.0, 240.0, 228.1818181818182)","(4.6, 5.8, 5.211111111111111)","(3.5, 5.1, 5.033333333333333)"
15-12-2022 12:28:55.018167,"(3.3, 4.3, 4.295238095238095)","(15.0, 46.0, 36.8)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.27777777777778)","(51.0, 240.0, 228.1818181818182)","(4.6, 5.7, 5.211111111111111)","(3.5, 5.1, 5.033333333333333)"
15-12-2022 12:28:56.360351,"(3.3, 4.3, 4.295238095238095)","(15.0, 46.0, 41.81818181818181)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.5)","(51.0, 240.0, 228.1818181818182)","(4.6, 5.7, 5.211111111111111)","(3.5, 5.1, 4.925)"
15-12-2022 12:28:57.620468,"(3.3, 4.3, 4.295238095238095)","(15.0, 46.0, 43.80952380952381)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.35)","(51.0, 240.0, 214.0)","(4.6, 5.7, 5.211111111111111)","(3.5, 5.1, 4.925)"
15-12-2022 12:28:58.896009,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 43.80952380952381)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.35)","(51.0, 240.0, 214.0)","(4.6, 5.7, 5.3965517241379315)","(3.5, 5.1, 4.925)"
15-12-2022 12:29:00.205745,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 43.80952380952381)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.35)","(51.0, 240.0, 214.0)","(4.6, 5.7, 5.3965517241379315)","(3.5, 5.1, 4.925)"
15-12-2022 12:29:01.452106,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 43.80952380952381)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.35)","(51.0, 240.0, 214.0)","(4.6, 5.7, 5.3965517241379315)","(3.5, 5.1, 4.925)"
15-12-2022 12:29:02.697377,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 43.80952380952381)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.35)","(51.0, 240.0, 214.0)","(4.6, 5.7, 5.3965517241379315)","(3.5, 5.1, 4.925)"
15-12-2022 12:29:03.930706,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 43.80952380952381)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.35)","(51.0, 240.0, 214.0)","(4.6, 5.7, 5.3965517241379315)","(3.5, 5.1, 4.925)"
15-12-2022 12:29:05.283265,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 43.80952380952381)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.35)","(51.0, 240.0, 214.0)","(4.6, 5.7, 5.3965517241379315)","(3.5, 5.1, 4.925)"
15-12-2022 12:29:06.755835,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 43.80952380952381)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.35)","(51.0, 240.0, 214.0)","(4.6, 5.7, 5.3965517241379315)","(3.5, 5.1, 4.555555555555555)"
15-12-2022 12:29:08.124074,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 42.714285714285715)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.35)","(51.0, 240.0, 224.7058823529412)","(4.6, 5.7, 5.3965517241379315)","(3.5, 5.1, 4.555555555555555)"
15-12-2022 12:29:09.476400,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 42.714285714285715)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.35)","(51.0, 240.0, 224.7058823529412)","(4.6, 5.7, 5.1571428571428575)","(3.5, 5.1, 4.6000000000000005)"
15-12-2022 12:29:10.964704,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 42.714285714285715)","(4.2, 6.2, 6.043478260869565)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 23.35)","(51.0, 240.0, 224.7058823529412)","(4.6, 5.7, 5.1571428571428575)","(3.5, 5.0, 4.6000000000000005)"
15-12-2022 12:29:12.364007,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 42.714285714285715)","(4.2, 6.2, 6.011764705882353)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 23.35)","(51.0, 240.0, 224.7058823529412)","(4.6, 5.7, 5.1571428571428575)","(3.5, 5.0, 4.6000000000000005)"
15-12-2022 12:29:13.678577,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 42.714285714285715)","(4.2, 6.2, 6.093333333333334)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 23.35)","(51.0, 240.0, 224.7058823529412)","(4.6, 5.7, 5.1571428571428575)","(3.5, 5.0, 4.6000000000000005)"
15-12-2022 12:29:15.093575,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 42.714285714285715)","(4.2, 6.2, 6.093333333333334)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 23.35)","(51.0, 240.0, 224.7058823529412)","(4.6, 5.7, 5.488888888888889)","(3.5, 5.0, 4.6000000000000005)"
15-12-2022 12:29:16.535360,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 42.714285714285715)","(4.2, 6.2, 6.093333333333334)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 22.916666666666664)","(51.0, 240.0, 224.7058823529412)","(4.6, 5.7, 5.511627906976744)","(3.5, 5.0, 4.6000000000000005)"
15-12-2022 12:29:17.903244,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 39.42857142857143)","(4.2, 6.2, 6.093333333333334)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 22.916666666666664)","(51.0, 240.0, 220.0)","(4.6, 5.7, 5.511627906976744)","(3.5, 5.0, 4.827272727272728)"
15-12-2022 12:29:19.219420,"(3.3, 4.3, 4.29375)","(15.0, 46.0, 39.42857142857143)","(4.2, 6.2, 6.093333333333334)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 22.916666666666664)","(51.0, 240.0, 220.0)","(4.6, 5.7, 5.511627906976744)","(3.5, 4.9, 4.827272727272728)"
15-12-2022 12:29:20.485790,"(3.3, 4.7, 4.65)","(15.0, 46.0, 39.42857142857143)","(4.2, 6.2, 6.093333333333334)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 22.916666666666664)","(51.0, 240.0, 220.0)","(4.6, 5.7, 5.511627906976744)","(3.5, 4.9, 4.827272727272728)"
15-12-2022 12:29:21.681333,"(3.3, 4.7, 4.65)","(15.0, 46.0, 39.42857142857143)","(4.2, 6.2, 6.093333333333334)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 22.916666666666664)","(51.0, 240.0, 220.0)","(4.6, 5.7, 5.511627906976744)","(3.5, 4.9, 4.842857142857143)"
15-12-2022 12:29:22.849374,"(3.3, 4.7, 4.683333333333334)","(15.0, 46.0, 39.42857142857143)","(4.2, 6.2, 6.11578947368421)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 22.916666666666664)","(51.0, 240.0, 220.0)","(4.6, 5.7, 5.511627906976744)","(3.5, 4.9, 4.842857142857143)"
15-12-2022 12:29:24.045143,"(3.3, 4.7, 4.683333333333334)","(15.0, 46.0, 39.42857142857143)","(4.2, 6.2, 6.11578947368421)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 22.916666666666664)","(51.0, 240.0, 220.0)","(4.6, 5.7, 5.511627906976744)","(3.5, 4.9, 4.842857142857143)"
15-12-2022 12:29:25.313414,"(3.3, 4.7, 4.683333333333334)","(15.0, 46.0, 39.42857142857143)","(4.2, 6.2, 6.052631578947368)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 22.916666666666664)","(51.0, 240.0, 220.0)","(4.6, 5.7, 5.511627906976744)","(3.5, 4.9, 4.757142857142857)"
15-12-2022 12:29:26.690431,"(3.3, 4.7, 4.686538461538461)","(15.0, 46.0, 39.42857142857143)","(4.2, 6.2, 6.052631578947368)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 22.916666666666664)","(51.0, 240.0, 220.0)","(4.6, 5.7, 5.511627906976744)","(3.5, 4.9, 4.763636363636364)"
15-12-2022 12:29:27.987015,"(3.3, 4.7, 4.686538461538461)","(15.0, 46.0, 39.42857142857143)","(4.2, 6.2, 6.052631578947368)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 23.3)","(51.0, 240.0, 228.1818181818182)","(4.6, 5.7, 5.511627906976744)","(3.5, 4.8, 5.16)"
15-12-2022 12:29:29.141819,"(3.3, 4.7, 4.683720930232559)","(15.0, 46.0, 42.16666666666667)","(4.2, 6.2, 6.052631578947368)","(8.0, 13.0, 12.523809523809524)","(12.0, 24.0, 23.3)","(51.0, 240.0, 228.1818181818182)","(4.6, 5.7, 5.511627906976744)","(3.5, 5.2, 5.16)"
15-12-2022 12:29:30.286462,"(3.3, 4.7, 4.683720930232559)","(15.0, 46.0, 42.16666666666667)","(4.2, 6.2, 5.733333333333333)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 214.0)","(4.6, 5.7, 5.511627906976744)","(3.5, 5.2, 5.16)"
15-12-2022 12:29:31.531981,"(3.3, 4.7, 4.683720930232559)","(15.0, 46.0, 42.16666666666667)","(4.2, 6.2, 5.733333333333333)","(8.0, 13.0, 12.333333333333334)","(12.0, 24.0, 22.833333333333336)","(51.0, 240.0, 214.0)","(4.6, 5.7, 5.511627906976744)","(3.5, 5.2, 4.875)"
