,Vitesse,Flat Bill,Samaronti,Helms Deep,Mine To Hold,Diggers Diamond,Longtail,Contraflow
15-12-2022 12:24:45.214115,"(3.4, 5.1, 4.933333333333334)","(13.0, 46.0, 37.714285714285715)","(4.0, 5.9, 5.5)","(8.0, 14.0, 11.5)","(10.0, 24.0, 15.444444444444445)","(41.0, 240.0, 189.0909090909091)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:46.297901,"(3.4, 5.1, 4.933333333333334)","(13.0, 46.0, 37.714285714285715)","(4.0, 5.9, 5.5)","(8.0, 14.0, 11.5)","(10.0, 24.0, 18.5)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:47.362749,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 37.714285714285715)","(4.0, 5.9, 5.46)","(8.0, 14.0, 11.5)","(10.0, 24.0, 18.5)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:48.371163,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 37.714285714285715)","(4.0, 5.9, 5.46)","(8.0, 14.0, 12.0)","(10.0, 24.0, 18.923076923076923)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:49.335367,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 37.714285714285715)","(4.0, 5.9, 5.66)","(8.0, 14.0, 12.0)","(10.0, 24.0, 18.923076923076923)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:50.505615,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 37.714285714285715)","(4.0, 5.9, 5.66)","(8.0, 14.0, 12.0)","(10.0, 24.0, 18.923076923076923)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:51.576335,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 37.714285714285715)","(4.0, 5.9, 5.7)","(8.0, 14.0, 12.0)","(10.0, 24.0, 18.923076923076923)","(31.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:52.591523,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 37.857142857142854)","(4.0, 5.9, 5.7)","(8.0, 14.0, 12.0)","(10.0, 24.0, 18.923076923076923)","(31.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:53.740994,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 37.857142857142854)","(4.0, 5.9, 5.7)","(8.0, 14.0, 12.0)","(10.0, 24.0, 18.923076923076923)","(31.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:54.871235,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 37.857142857142854)","(4.0, 5.9, 5.7)","(8.0, 14.0, 12.0)","(10.0, 24.0, 21.333333333333336)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:56.199644,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 37.857142857142854)","(4.0, 6.2, 5.541176470588235)","(8.0, 14.0, 12.0)","(10.0, 23.0, 16.75)","(41.0, 240.0, 125.71428571428572)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:57.376875,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 37.857142857142854)","(4.0, 6.2, 5.541176470588235)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.75)","(41.0, 240.0, 196.92307692307693)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:58.484371,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 43.72)","(4.0, 6.2, 5.541176470588235)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.75)","(41.0, 240.0, 196.92307692307693)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:24:59.620485,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 43.72)","(4.0, 6.2, 5.541176470588235)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.75)","(41.0, 240.0, 196.92307692307693)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:00.668532,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 43.72)","(4.0, 6.2, 5.541176470588235)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.75)","(41.0, 240.0, 196.92307692307693)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:01.708156,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 43.72)","(4.0, 6.2, 5.541176470588235)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.75)","(41.0, 240.0, 196.92307692307693)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:02.919799,"(3.4, 5.0, 4.844444444444445)","(13.0, 46.0, 43.150000000000006)","(4.0, 6.2, 5.541176470588235)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.75)","(41.0, 240.0, 196.92307692307693)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:04.098307,"(3.2, 5.0, 4.844444444444445)","(14.0, 46.0, 43.150000000000006)","(4.2, 6.2, 5.541176470588235)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.75)","(41.0, 240.0, 196.92307692307693)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:05.204624,"(3.2, 5.1, 4.938888888888888)","(14.0, 48.0, 44.95)","(4.2, 6.2, 5.541176470588235)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.125)","(41.0, 240.0, 196.92307692307693)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:06.208095,"(3.2, 5.3, 4.97)","(14.0, 48.0, 44.95)","(4.2, 6.2, 5.541176470588235)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.125)","(41.0, 240.0, 196.92307692307693)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:07.273247,"(3.2, 5.3, 4.53)","(14.0, 46.0, 41.61538461538461)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:08.317430,"(3.2, 5.3, 4.383333333333333)","(14.0, 46.0, 41.61538461538461)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:09.323601,"(3.2, 5.2, 4.777272727272727)","(14.0, 46.0, 41.61538461538461)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:10.307253,"(3.2, 5.1, 4.938888888888888)","(14.0, 46.0, 41.61538461538461)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:11.329638,"(3.2, 5.1, 4.938888888888888)","(14.0, 46.0, 41.61538461538461)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:12.353446,"(3.2, 5.1, 4.938888888888888)","(14.0, 46.0, 41.61538461538461)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:13.388271,"(3.2, 5.1, 4.81)","(14.0, 46.0, 41.61538461538461)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:14.589338,"(3.2, 5.1, 4.81)","(14.0, 46.0, 41.61538461538461)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:15.654096,"(3.2, 5.1, 4.988461538461538)","(14.0, 46.0, 41.61538461538461)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:16.964845,"(3.2, 5.1, 4.988461538461538)","(14.0, 46.0, 41.61538461538461)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 208.88888888888889)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:18.186174,"(3.2, 5.2, 4.7441176470588236)","(14.0, 46.0, 43.40909090909091)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 208.88888888888889)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:19.201944,"(3.2, 5.1, 4.988461538461538)","(14.0, 46.0, 43.40909090909091)","(4.2, 6.0, 5.781818181818182)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 208.88888888888889)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:20.279016,"(3.2, 5.1, 4.988461538461538)","(14.0, 46.0, 43.40909090909091)","(4.2, 6.0, 5.35)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 208.88888888888889)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:21.530955,"(3.2, 5.1, 4.673529411764706)","(14.0, 46.0, 39.0)","(4.2, 6.0, 5.628571428571429)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 208.88888888888889)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:22.636189,"(3.2, 5.1, 4.673529411764706)","(14.0, 46.0, 39.0)","(4.2, 6.0, 5.628571428571429)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 208.88888888888889)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:23.710572,"(3.2, 5.1, 4.7375)","(14.0, 46.0, 39.0)","(4.2, 6.0, 5.628571428571429)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 208.88888888888889)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:24.854531,"(3.2, 5.0, 4.896153846153846)","(14.0, 46.0, 39.0)","(4.2, 6.0, 5.628571428571429)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 208.88888888888889)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:26.015857,"(3.2, 5.0, 4.896153846153846)","(14.0, 46.0, 39.0)","(4.2, 6.0, 5.628571428571429)","(8.0, 14.0, 12.0)","(10.0, 23.0, 20.666666666666668)","(41.0, 240.0, 208.88888888888889)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:27.119926,"(3.2, 5.0, 4.896153846153846)","(14.0, 46.0, 39.0)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.375)","(41.0, 240.0, 202.66666666666669)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:28.277157,"(3.2, 5.0, 4.896153846153846)","(14.0, 46.0, 43.2)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.375)","(41.0, 240.0, 202.66666666666669)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:29.379312,"(3.2, 5.4, 4.163636363636364)","(14.0, 46.0, 43.2)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.0)","(10.0, 23.0, 21.375)","(41.0, 240.0, 202.66666666666669)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:30.510782,"(3.2, 5.4, 4.153333333333333)","(14.0, 46.0, 43.2)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 21.375)","(41.0, 240.0, 202.66666666666669)","(5.5, 6.6, 6.133333333333334)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:31.717341,"(3.2, 5.4, 4.153333333333333)","(14.0, 46.0, 43.2)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 202.66666666666669)","(5.5, 6.4, 6.016666666666667)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:32.862376,"(3.2, 5.2, 4.366666666666667)","(14.0, 46.0, 43.2)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 202.66666666666669)","(5.5, 6.6, 6.18)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:33.956113,"(3.2, 5.2, 4.366666666666667)","(14.0, 46.0, 43.2)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 202.66666666666669)","(5.5, 6.6, 6.18)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:34.961875,"(3.2, 5.2, 4.366666666666667)","(14.0, 46.0, 43.2)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 202.66666666666669)","(5.5, 6.6, 6.133333333333334)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:35.980315,"(3.2, 5.3, 4.411111111111111)","(14.0, 46.0, 43.2)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 202.66666666666669)","(5.5, 6.4, 6.133333333333334)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:36.980243,"(3.2, 5.3, 4.411111111111111)","(14.0, 46.0, 39.0)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 178.0)","(5.5, 6.4, 6.133333333333334)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:38.011192,"(3.2, 5.2, 4.7)","(14.0, 46.0, 43.760000000000005)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 189.0909090909091)","(5.5, 6.4, 6.133333333333334)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:39.325831,"(3.2, 5.2, 4.7)","(14.0, 46.0, 43.760000000000005)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 189.0909090909091)","(5.5, 6.4, 6.18)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:40.553787,"(3.2, 5.2, 4.7)","(14.0, 46.0, 43.760000000000005)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 189.0909090909091)","(5.5, 6.6, 6.18)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:41.784420,"(3.2, 5.2, 4.7)","(14.0, 46.0, 43.760000000000005)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 189.0909090909091)","(5.5, 6.6, 6.18)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:42.912369,"(3.2, 5.2, 4.7)","(14.0, 46.0, 43.760000000000005)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 189.0909090909091)","(5.5, 6.6, 6.18)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:43.976364,"(3.2, 5.2, 4.7)","(14.0, 46.0, 43.760000000000005)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(10.0, 23.0, 22.1875)","(41.0, 240.0, 189.0909090909091)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:45.085367,"(3.2, 5.2, 4.7)","(14.0, 46.0, 43.760000000000005)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(11.0, 23.0, 22.1875)","(41.0, 240.0, 189.0909090909091)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:46.153466,"(3.2, 5.2, 4.7)","(14.0, 46.0, 43.760000000000005)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(11.0, 23.0, 22.1875)","(41.0, 240.0, 178.0)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:47.307067,"(3.2, 5.2, 4.95)","(14.0, 46.0, 43.66666666666667)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(11.0, 23.0, 22.1875)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:48.404038,"(3.2, 5.3, 4.766666666666667)","(14.0, 46.0, 43.66666666666667)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(11.0, 23.0, 22.1875)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:49.542632,"(3.2, 5.3, 4.766666666666667)","(14.0, 46.0, 43.66666666666667)","(4.2, 6.0, 5.74)","(8.0, 14.0, 12.4)","(11.0, 23.0, 22.1875)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:50.572138,"(3.2, 5.3, 4.542105263157895)","(14.0, 46.0, 43.66666666666667)","(4.2, 5.9, 5.572727272727273)","(8.0, 14.0, 12.4)","(11.0, 23.0, 22.1875)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:51.558818,"(3.2, 5.3, 4.542105263157895)","(14.0, 46.0, 43.66666666666667)","(4.2, 5.9, 5.572727272727273)","(8.0, 14.0, 12.4)","(11.0, 23.0, 22.1875)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:52.612305,"(3.2, 5.3, 4.542105263157895)","(14.0, 46.0, 43.66666666666667)","(4.2, 5.9, 5.572727272727273)","(8.0, 14.0, 12.4)","(11.0, 23.0, 22.1875)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:53.699012,"(3.2, 5.2, 4.95)","(14.0, 46.0, 43.66666666666667)","(4.2, 5.9, 5.572727272727273)","(8.0, 14.0, 12.4)","(11.0, 23.0, 22.1875)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:54.746079,"(3.2, 5.3, 4.766666666666667)","(14.0, 46.0, 43.66666666666667)","(4.2, 5.9, 5.572727272727273)","(8.0, 14.0, 12.4)","(11.0, 23.0, 22.1875)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.9)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:55.824401,"(3.2, 5.3, 4.766666666666667)","(14.0, 46.0, 43.66666666666667)","(4.2, 5.9, 5.572727272727273)","(8.0, 14.0, 12.4)","(11.0, 23.0, 22.333333333333336)","(41.0, 240.0, 214.54545454545453)","(5.5, 6.6, 5.447058823529412)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:56.933712,"(3.2, 5.3, 4.766666666666667)","(14.0, 46.0, 43.66666666666667)","(4.2, 5.9, 5.572727272727273)","(8.0, 14.0, 12.4)","(11.0, 24.0, 22.333333333333336)","(41.0, 240.0, 210.5263157894737)","(5.5, 6.4, 5.836363636363637)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:58.036747,"(3.2, 5.3, 4.233333333333333)","(14.0, 46.0, 43.45454545454545)","(4.2, 5.9, 5.572727272727273)","(8.0, 14.0, 12.4)","(11.0, 24.0, 22.333333333333336)","(41.0, 240.0, 210.5263157894737)","(5.5, 6.2, 5.836363636363637)","(3.5, 5.2, 4.3)"
15-12-2022 12:25:59.108183,"(3.2, 5.3, 4.233333333333333)","(14.0, 46.0, 43.45454545454545)","(4.2, 5.9, 5.572727272727273)","(8.0, 14.0, 12.4)","(11.0, 24.0, 22.333333333333336)","(41.0, 240.0, 210.5263157894737)","(5.5, 6.2, 5.836363636363637)","(3.5, 5.2, 4.3)"
15-12-2022 12:26:00.173051,"(3.2, 5.3, 4.233333333333333)","(14.0, 46.0, 43.45454545454545)","(4.2, 5.9, 5.572727272727273)","(8.0, 14.0, 12.4)","(11.0, 24.0, 22.333333333333336)","(41.0, 240.0, 210.5263157894737)","(5.5, 6.2, 5.836363636363637)","(3.5, 5.2, 4.3)"
15-12-2022 12:26:01.214726,"(3.2, 5.3, 4.233333333333333)","(14.0, 46.0, 43.45454545454545)","(4.2, 5.9, 5.572727272727273)","(8.0, 14.0, 12.4)","(11.0, 24.0, 22.333333333333336)","(41.0, 240.0, 210.5263157894737)","(5.5, 6.2, 5.836363636363637)","(3.5, 5.2, 4.3)"
15-12-2022 12:26:02.427480,"(3.2, 5.3, 4.233333333333333)","(14.0, 46.0, 43.45454545454545)","(4.2, 5.9, 5.180000000000001)","(8.0, 14.0, 12.4)","(11.0, 24.0, 22.333333333333336)","(41.0, 240.0, 210.5263157894737)","(5.5, 6.2, 5.836363636363637)","(3.5, 5.2, 4.3)"
15-12-2022 12:26:03.449799,"(3.3, 5.3, 4.233333333333333)","(14.0, 46.0, 43.45454545454545)","(4.2, 5.9, 5.180000000000001)","(8.0, 14.0, 12.4)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 210.5263157894737)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:04.467668,"(3.3, 5.3, 4.233333333333333)","(14.0, 46.0, 43.45454545454545)","(4.2, 5.9, 5.180000000000001)","(8.0, 14.0, 12.4)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 210.5263157894737)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:05.555099,"(3.3, 5.2, 4.771428571428571)","(14.0, 46.0, 43.45454545454545)","(4.2, 5.9, 5.180000000000001)","(8.0, 14.0, 12.4)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 210.5263157894737)","(4.8, 6.2, 5.7)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:06.635911,"(3.3, 5.2, 4.88421052631579)","(14.0, 46.0, 43.45454545454545)","(4.2, 5.9, 5.180000000000001)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 210.5263157894737)","(4.8, 6.2, 5.7)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:07.742010,"(3.3, 5.2, 4.88421052631579)","(14.0, 46.0, 43.66666666666667)","(4.2, 5.9, 5.180000000000001)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 210.5263157894737)","(4.8, 6.2, 5.7)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:08.850895,"(3.3, 5.3, 4.66)","(14.0, 46.0, 43.66666666666667)","(4.2, 5.9, 5.180000000000001)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 210.5263157894737)","(4.8, 6.2, 5.7)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:09.948694,"(3.3, 5.3, 4.66)","(14.0, 46.0, 43.66666666666667)","(4.2, 5.9, 5.180000000000001)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 210.5263157894737)","(4.8, 6.2, 5.7)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:11.205774,"(3.3, 5.3, 4.66)","(14.0, 46.0, 43.66666666666667)","(4.2, 5.9, 5.1000000000000005)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 210.5263157894737)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:12.363220,"(3.3, 5.3, 4.5)","(14.0, 46.0, 43.66666666666667)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 210.5263157894737)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:13.467544,"(3.3, 5.3, 4.5)","(14.0, 46.0, 43.66666666666667)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 210.5263157894737)","(4.8, 6.2, 6.075)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:14.528945,"(3.3, 5.2, 4.95)","(14.0, 46.0, 43.66666666666667)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 210.5263157894737)","(4.8, 6.2, 6.075)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:15.722056,"(3.3, 5.2, 4.95)","(14.0, 46.0, 43.66666666666667)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 223.52941176470586)","(4.8, 6.2, 6.075)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:16.886839,"(3.3, 5.3, 4.766666666666667)","(14.0, 46.0, 43.66666666666667)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.2, 6.075)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:18.033126,"(3.3, 5.3, 4.2)","(14.0, 46.0, 43.84615384615385)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.2, 6.075)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:19.228634,"(3.3, 5.3, 4.2)","(14.0, 46.0, 43.84615384615385)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.2, 5.44)","(3.4, 5.2, 4.3)"
