,Goldstar Larson,Homebush Archie,Trousseau,Off Grid,Young Romeo,Made The Cut,Diamond Harmony
05-01-2023 13:27:28.963133,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:30.120038,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:31.549506,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:32.671685,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:33.975111,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:35.135970,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:36.261193,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:37.390790,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:38.568802,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:39.725144,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.017142857142858)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:40.885238,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 9.017142857142858)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:42.013220,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 9.017142857142858)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:43.111332,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 9.017142857142858)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:44.156673,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 9.017142857142858)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:45.269922,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 9.017142857142858)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:46.284427,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 9.017142857142858)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:47.380761,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 9.017142857142858)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:48.536258,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 9.017142857142858)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:49.599353,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 9.017142857142858)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:50.751305,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:51.817431,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:52.848602,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:53.916249,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:54.914318,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:56.124485,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:57.114270,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:58.102891,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:27:59.201897,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:00.325205,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:01.385592,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:02.596045,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.6, 8.446153846153845)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:03.735596,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.2, 8.446153846153845)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:04.833722,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.2, 8.446153846153845)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:05.961058,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.2, 8.446153846153845)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:06.972166,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.2, 8.446153846153845)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:07.962878,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.2, 8.446153846153845)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:08.938379,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.2, 8.446153846153845)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:09.996757,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:11.044333,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:12.116651,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:13.132945,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:14.090625,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 6.8)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:15.071279,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:16.057147,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:17.041209,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.366666666666667)"
05-01-2023 13:28:18.197308,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:28:19.371520,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:28:20.485862,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:21.636550,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:22.894156,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:24.253674,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.828571428571428)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:25.472283,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:26.541010,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:27.821572,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:29.023865,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 8.17142857142857)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:30.099944,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:31.170122,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:32.152763,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:33.304368,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:34.346707,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:35.402040,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:36.503319,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:37.641368,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:38.745666,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:40.066126,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:41.312189,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:42.506357,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:43.965294,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:45.358148,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:46.549074,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.871875)"
05-01-2023 13:28:47.650077,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.793333333333333)"
05-01-2023 13:28:48.759824,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.6, 7.818181818181818)","(4.4, 9.2, 7.49090909090909)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:28:49.896128,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.4375)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:28:50.894192,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.4375)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:28:51.895744,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.4375)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:28:52.984583,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.4375)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:28:54.090120,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.815384615384616)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:28:55.182055,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.815384615384616)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:28:56.218523,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.815384615384616)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:28:57.259371,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.815384615384616)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:28:58.392428,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.815384615384616)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:28:59.398759,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.815384615384616)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:29:00.439082,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.815384615384616)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:29:01.435232,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.815384615384616)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:29:02.532722,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.815384615384616)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:29:03.666654,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.75263157894737)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:29:04.643668,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.581818181818182)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:29:05.737933,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.581818181818182)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:29:06.909285,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.581818181818182)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:29:07.975409,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.581818181818182)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:29:09.076488,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.581818181818182)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
05-01-2023 13:29:10.138411,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.4, 8.8125)","(4.4, 9.0, 8.581818181818182)","(4.8, 7.4, 7.011111111111111)","(5.0, 8.4, 7.824)","(6.5, 12.0, 11.793333333333333)"
