,Goldstar Larson,Homebush Archie,Trousseau,Off Grid,Young Romeo,Made The Cut,Diamond Harmony
05-01-2023 13:25:16.947087,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.02962962962963)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:18.003003,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.02962962962963)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:18.994054,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.02962962962963)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:20.032709,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.02962962962963)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:21.094587,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.02962962962963)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:22.207817,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.02962962962963)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:23.180850,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.02962962962963)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:24.261937,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.02962962962963)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:25.332403,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.02962962962963)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:26.278052,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.02962962962963)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:27.320221,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.02962962962963)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:28.362370,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:29.406441,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:30.445841,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:31.430126,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:32.489687,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:33.539024,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:34.497828,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:35.511403,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:36.576292,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:37.648515,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:38.752439,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:39.790568,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:40.842442,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:42.068538,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:43.167136,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:44.209942,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:45.322635,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:46.340259,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:47.417844,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:48.554187,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.376470588235296)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:49.651031,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.014814814814816)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:50.793925,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.014814814814816)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:51.944699,"(3.6, 5.2, 4.831578947368421)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:53.145121,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:54.395604,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:55.626529,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:56.775199,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:58.002415,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:25:59.233160,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:00.422869,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:01.664733,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:02.916189,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:04.142817,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:05.355015,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:06.512459,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:07.594218,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:08.764595,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:09.971072,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:11.055506,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:12.171117,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:13.270248,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:14.375428,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:15.560777,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:16.706933,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:17.973551,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:19.077008,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:20.313736,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:21.606953,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:22.887980,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:24.183214,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:25.474699,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:26.613568,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:27.720171,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:28.832701,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:29.820849,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:30.963838,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:32.143666,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:33.386688,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:34.533042,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:35.758845,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:36.951895,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 6.885714285714286)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:38.082070,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.014814814814816)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:39.183592,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.014814814814816)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:40.164935,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.014814814814816)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:41.232132,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:42.374452,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:43.510869,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:44.704516,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:45.799194,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:46.855500,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:47.889133,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:48.928854,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 5.85)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:50.018571,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:51.180707,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.064285714285713)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:52.335586,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:53.464775,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:54.640970,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:55.816702,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:56.907725,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
05-01-2023 13:26:58.042529,"(3.6, 5.2, 4.293333333333333)","(21.0, 220.0, 98.15384615384615)","(4.6, 9.8, 9.194285714285716)","(4.4, 9.6, 8.784615384615385)","(4.8, 7.6, 7.183333333333333)","(5.0, 8.4, 7.824)","(6.5, 12.5, 11.064285714285713)"
