,Exit Parking,Gemma Brann,Invest Wisely,Magpie Miss,Back Moo Moo,Cash Ability,Kulu Zac
10-01-2023 18:36:53.546780,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 18.5, 15.533333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.326315789473684)","(1.9, 2.7, 2.185714285714286)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:36:54.505340,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 18.5, 15.533333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.326315789473684)","(1.9, 2.7, 2.185714285714286)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:36:55.498788,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 18.5, 15.533333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.326315789473684)","(1.9, 2.7, 2.185714285714286)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:36:56.520019,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 18.5, 15.533333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.326315789473684)","(1.9, 2.7, 2.185714285714286)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:36:57.528252,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 18.5, 15.533333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.326315789473684)","(1.9, 2.7, 2.185714285714286)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:36:58.531751,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 18.5, 15.533333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.326315789473684)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:36:59.455807,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 18.5, 15.533333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.326315789473684)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:37:00.530809,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 18.5, 15.533333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.326315789473684)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:37:01.559184,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 18.5, 15.533333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:37:02.603400,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:37:03.600645,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:37:04.586540,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:37:05.608336,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:37:06.661603,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:37:07.733732,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:37:08.726084,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 44.93333333333334)"
10-01-2023 18:37:09.744770,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 70.0, 47.5)"
10-01-2023 18:37:10.747429,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:11.859627,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:12.954116,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:14.044125,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:15.088831,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:16.079075,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:17.048992,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:18.045470,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:19.045558,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:20.050551,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 12.733333333333333)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:21.064305,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:22.054050,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:23.135402,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:24.213396,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:25.298428,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:26.328133,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:27.328776,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:28.552303,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:29.704180,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:30.845606,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:31.941455,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:33.056996,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:34.099172,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:35.216962,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:36.328988,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:37.369051,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:38.354752,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:39.327998,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:40.405122,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:41.515124,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:42.583940,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.326315789473684)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:43.628394,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:44.719509,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:45.736361,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:46.841043,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:47.905598,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:48.990389,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:50.032295,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:51.039188,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:52.024476,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:53.068759,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:54.135844,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:55.145100,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:56.160211,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:57.258597,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:58.418862,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:37:59.543767,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:00.692160,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:01.761373,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:02.846164,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:03.884438,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:04.965486,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:06.052206,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:07.067632,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:08.129835,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 10.845454545454546)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:09.241608,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.9875)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:10.492846,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.5, 11.675)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:11.775291,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 11.675)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 47.5)"
10-01-2023 18:38:12.938224,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.133333333333333)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:14.153518,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.133333333333333)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:15.380537,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.133333333333333)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:16.574544,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:17.758008,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:18.858607,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:19.931212,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:20.976323,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:22.082301,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:23.218858,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:24.242330,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:25.371812,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:26.481829,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:27.624453,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
10-01-2023 18:38:28.769375,"(31.0, 240.0, 130.94117647058823)","(5.5, 11.0, 7.466666666666667)","(9.0, 19.0, 11.234782608695651)","(3.4, 6.6, 4.659090909090909)","(7.5, 14.0, 10.64)","(1.9, 2.7, 2.1052173913043477)","(21.0, 65.0, 28.555555555555557)"
