,Fascinate Donald,Farmor Rowdy,Wishing,Ambrosia Tux,Cosmic Billy,Bodacious Star
08-01-2023 19:02:47.938909,"(1.55, 2.06, 1.9585365853658536)","(14.0, 40.0, 18.22222222222222)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.5, 16.5)","(4.6, 5.4, 5.2153846153846155)"
08-01-2023 19:02:48.794739,"(1.55, 2.06, 1.9585365853658536)","(14.0, 40.0, 18.22222222222222)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.5)","(4.6, 5.4, 5.2153846153846155)"
08-01-2023 19:02:49.757287,"(1.55, 2.06, 1.9585365853658536)","(14.0, 40.0, 18.22222222222222)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.4, 5.2153846153846155)"
08-01-2023 19:02:50.670191,"(1.55, 2.06, 1.9585365853658536)","(14.0, 40.0, 18.22222222222222)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.4, 5.2153846153846155)"
08-01-2023 19:02:51.569667,"(1.55, 2.06, 1.9585365853658536)","(14.0, 40.0, 23.0)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.4, 5.2153846153846155)"
08-01-2023 19:02:52.508190,"(1.55, 2.06, 1.8781818181818182)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.4, 5.2153846153846155)"
08-01-2023 19:02:53.416370,"(1.55, 2.06, 1.8781818181818182)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.4, 5.2153846153846155)"
08-01-2023 19:02:54.506364,"(1.55, 2.06, 1.8781818181818182)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.4, 5.2153846153846155)"
08-01-2023 19:02:55.456818,"(1.55, 2.06, 1.996969696969697)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.4, 5.2153846153846155)"
08-01-2023 19:02:56.422816,"(1.55, 2.06, 1.996969696969697)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.4, 5.2153846153846155)"
08-01-2023 19:02:57.417946,"(1.55, 2.06, 1.996969696969697)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.4, 5.064705882352941)"
08-01-2023 19:02:58.346130,"(1.55, 2.06, 1.8781818181818182)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.3, 5.064705882352941)"
08-01-2023 19:02:59.235875,"(1.55, 2.06, 1.8781818181818182)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.3, 5.064705882352941)"
08-01-2023 19:03:00.154120,"(1.55, 2.04, 1.863076923076923)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.3, 5.25)"
08-01-2023 19:03:01.136953,"(1.55, 2.02, 1.9666666666666668)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.4, 5.25)"
08-01-2023 19:03:02.020538,"(1.55, 2.02, 1.9666666666666668)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 5.4, 5.5200000000000005)"
08-01-2023 19:03:02.988132,"(1.55, 1.89, 1.8725806451612903)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 6.8, 5.5200000000000005)"
08-01-2023 19:03:03.960336,"(1.55, 1.89, 1.8557142857142856)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.2)","(4.6, 6.8, 5.5200000000000005)"
08-01-2023 19:03:04.862059,"(1.55, 1.89, 1.8764516129032258)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 14.7)","(4.6, 6.4, 5.466666666666667)"
08-01-2023 19:03:05.834741,"(1.55, 1.89, 1.8764516129032258)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.5)","(4.6, 6.4, 5.466666666666667)"
08-01-2023 19:03:06.719234,"(1.55, 2.02, 1.950909090909091)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.5)","(4.6, 6.4, 5.466666666666667)"
08-01-2023 19:03:07.604557,"(1.55, 2.02, 1.950909090909091)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.5)","(4.6, 6.4, 5.466666666666667)"
08-01-2023 19:03:08.453594,"(1.55, 2.02, 1.950909090909091)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.5)","(4.6, 6.4, 5.466666666666667)"
08-01-2023 19:03:09.344791,"(1.55, 2.02, 1.950909090909091)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.5)","(4.6, 6.4, 5.466666666666667)"
08-01-2023 19:03:10.192235,"(1.55, 2.02, 1.8890909090909092)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 11.266666666666666)","(9.0, 18.0, 16.5)","(4.6, 6.4, 5.466666666666667)"
08-01-2023 19:03:11.349496,"(1.55, 2.02, 1.8890909090909092)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.066666666666666)","(9.0, 18.0, 15.3)","(4.6, 6.4, 5.4222222222222225)"
08-01-2023 19:03:12.273221,"(1.55, 2.02, 1.8890909090909092)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.066666666666666)","(9.0, 18.0, 15.3)","(4.6, 6.2, 5.4222222222222225)"
08-01-2023 19:03:13.166016,"(1.55, 2.02, 1.950909090909091)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.066666666666666)","(9.0, 18.0, 16.0)","(4.6, 6.2, 5.4222222222222225)"
08-01-2023 19:03:14.152872,"(1.55, 2.02, 1.950909090909091)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.066666666666666)","(9.0, 18.0, 16.0)","(4.6, 6.2, 5.4222222222222225)"
08-01-2023 19:03:15.218580,"(1.55, 2.02, 1.950909090909091)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.175)","(9.0, 18.0, 16.0)","(4.6, 6.2, 5.4222222222222225)"
08-01-2023 19:03:16.244448,"(1.55, 2.02, 1.8890909090909092)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.175)","(9.0, 18.0, 16.0)","(4.6, 6.2, 5.4222222222222225)"
08-01-2023 19:03:17.319252,"(1.55, 2.02, 1.8890909090909092)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.175)","(9.0, 18.0, 16.0)","(4.6, 6.2, 5.4222222222222225)"
08-01-2023 19:03:18.199637,"(1.55, 2.02, 1.8890909090909092)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.175)","(9.0, 18.0, 16.0)","(4.6, 6.2, 5.4222222222222225)"
08-01-2023 19:03:19.191042,"(1.55, 2.02, 1.905)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.175)","(9.0, 18.0, 16.0)","(4.6, 6.2, 5.4222222222222225)"
08-01-2023 19:03:20.050980,"(1.55, 2.02, 1.9666666666666668)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.175)","(9.0, 18.0, 16.0)","(4.6, 6.2, 5.377777777777778)"
08-01-2023 19:03:20.995934,"(1.55, 2.02, 1.908)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.175)","(9.0, 18.0, 16.0)","(4.6, 6.0, 5.377777777777778)"
08-01-2023 19:03:22.100619,"(1.55, 2.02, 1.908)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.175)","(9.0, 18.0, 16.0)","(4.6, 6.0, 5.377777777777778)"
08-01-2023 19:03:23.037269,"(1.55, 2.02, 1.908)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 8.175)","(9.0, 18.0, 15.714285714285714)","(4.6, 6.0, 5.377777777777778)"
08-01-2023 19:03:23.964862,"(1.55, 2.02, 1.908)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.54)","(9.0, 18.0, 15.714285714285714)","(4.6, 6.0, 5.377777777777778)"
08-01-2023 19:03:24.833986,"(1.55, 2.02, 1.908)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.54)","(9.0, 18.0, 15.714285714285714)","(4.6, 6.0, 5.377777777777778)"
08-01-2023 19:03:25.725516,"(1.55, 2.02, 1.9458536585365853)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 18.0, 15.714285714285714)","(4.6, 6.0, 5.377777777777778)"
08-01-2023 19:03:26.572155,"(1.55, 2.02, 1.9458536585365853)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 18.0, 15.714285714285714)","(4.6, 6.0, 5.377777777777778)"
08-01-2023 19:03:27.441534,"(1.55, 2.02, 1.9458536585365853)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 18.0, 15.714285714285714)","(4.6, 6.0, 5.355555555555556)"
08-01-2023 19:03:28.334947,"(1.55, 2.02, 1.9666666666666668)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.54)","(9.0, 18.0, 15.714285714285714)","(4.6, 5.9, 5.355555555555556)"
08-01-2023 19:03:29.237475,"(1.55, 1.88, 1.8689655172413793)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.54)","(9.0, 18.0, 15.714285714285714)","(4.6, 5.9, 5.355555555555556)"
08-01-2023 19:03:30.121614,"(1.55, 1.88, 1.8689655172413793)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.54)","(9.0, 18.0, 15.714285714285714)","(4.6, 5.9, 5.355555555555556)"
08-01-2023 19:03:31.023892,"(1.55, 1.88, 1.8599999999999999)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 18.0, 15.714285714285714)","(4.6, 5.9, 5.355555555555556)"
08-01-2023 19:03:32.043387,"(1.55, 1.88, 1.8599999999999999)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 18.0, 15.714285714285714)","(4.6, 5.9, 5.355555555555556)"
08-01-2023 19:03:32.962496,"(1.55, 1.88, 1.8599999999999999)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 18.0, 15.714285714285714)","(4.6, 5.9, 5.355555555555556)"
08-01-2023 19:03:33.908033,"(1.55, 1.88, 1.8644444444444443)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.54)","(9.0, 19.0, 17.0)","(4.6, 5.9, 5.355555555555556)"
08-01-2023 19:03:35.146628,"(1.55, 1.88, 1.856470588235294)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.54)","(9.0, 19.0, 17.0)","(4.6, 5.8, 5.32)"
08-01-2023 19:03:36.176603,"(1.55, 1.88, 1.856470588235294)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.8, 5.32)"
08-01-2023 19:03:37.196182,"(1.55, 1.88, 1.8666666666666667)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.8, 5.32)"
08-01-2023 19:03:38.401820,"(1.55, 1.88, 1.8666666666666667)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.8, 5.32)"
08-01-2023 19:03:39.554233,"(1.55, 1.88, 1.8666666666666667)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.8, 5.32)"
08-01-2023 19:03:40.511225,"(1.55, 1.88, 1.8633333333333333)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.8, 5.32)"
08-01-2023 19:03:41.450749,"(1.55, 1.88, 1.8633333333333333)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.8, 5.32)"
08-01-2023 19:03:42.393662,"(1.55, 1.88, 1.8633333333333333)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.8, 5.32)"
08-01-2023 19:03:43.315385,"(1.55, 1.88, 1.8666666666666667)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.8, 5.32)"
08-01-2023 19:03:44.229549,"(1.55, 1.88, 1.8666666666666667)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.8, 5.3)"
08-01-2023 19:03:45.275855,"(1.55, 1.88, 1.856470588235294)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.7, 5.3)"
08-01-2023 19:03:46.230393,"(1.55, 2.1, 1.965)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.7, 5.3)"
08-01-2023 19:03:47.204464,"(1.55, 2.08, 1.9890909090909092)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.7, 5.3)"
08-01-2023 19:03:48.159966,"(1.55, 2.08, 1.9890909090909092)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 15.0, 9.327272727272728)","(9.0, 19.0, 17.0)","(4.6, 5.7, 5.3)"
08-01-2023 19:03:48.999452,"(1.55, 2.08, 1.9890909090909092)","(14.0, 40.0, 18.666666666666668)","(16.0, 65.0, 57.083333333333336)","(6.0, 14.5, 13.223076923076924)","(9.0, 19.0, 17.0)","(4.6, 5.7, 5.3)"
08-01-2023 19:03:49.871412,"(1.55, 2.06, 1.9641666666666668)","(14.0, 40.0, 22.0)","(16.0, 65.0, 59.125)","(6.0, 13.5, 8.428571428571429)","(9.0, 19.0, 17.4)","(4.6, 5.7, 5.3)"
08-01-2023 19:03:50.770048,"(1.55, 2.06, 1.9373333333333334)","(14.0, 42.0, 18.88888888888889)","(16.0, 65.0, 57.25)","(6.0, 12.0, 10.4)","(9.0, 19.0, 17.4)","(4.6, 5.7, 5.3)"
08-01-2023 19:03:51.681002,"(1.55, 2.06, 1.9373333333333334)","(14.0, 42.0, 18.88888888888889)","(16.0, 65.0, 57.25)","(6.0, 12.0, 9.818181818181818)","(9.0, 19.0, 18.0)","(4.6, 5.7, 5.3)"
08-01-2023 19:03:52.604153,"(1.55, 2.06, 1.9373333333333334)","(14.0, 42.0, 24.333333333333336)","(16.0, 65.0, 55.7)","(6.0, 12.0, 11.314285714285713)","(9.0, 19.0, 17.4)","(4.6, 5.7, 5.283333333333333)"
08-01-2023 19:03:53.515162,"(1.55, 1.94, 1.925)","(14.0, 42.0, 24.333333333333336)","(16.0, 65.0, 55.7)","(6.0, 13.0, 10.363636363636363)","(9.0, 19.0, 17.4)","(4.6, 7.0, 5.5)"
08-01-2023 19:03:54.352869,"(1.55, 1.94, 1.925)","(14.0, 42.0, 24.333333333333336)","(16.0, 65.0, 57.25)","(6.0, 12.5, 10.733333333333334)","(9.0, 19.0, 17.4)","(4.6, 5.6, 5.28)"
08-01-2023 19:03:55.250553,"(1.55, 1.94, 1.9045454545454545)","(14.0, 42.0, 25.384615384615387)","(16.0, 65.0, 57.25)","(6.0, 11.5, 10.066666666666666)","(9.0, 19.0, 17.4)","(4.6, 5.6, 5.28)"
08-01-2023 19:03:56.202685,"(1.55, 2.04, 1.9414285714285715)","(14.0, 42.0, 25.384615384615387)","(16.0, 65.0, 57.25)","(6.0, 11.5, 10.066666666666666)","(9.0, 19.0, 17.4)","(4.6, 5.6, 5.28)"
08-01-2023 19:03:57.096214,"(1.55, 2.04, 1.9414285714285715)","(14.0, 42.0, 25.384615384615387)","(16.0, 65.0, 57.25)","(6.0, 11.5, 10.066666666666666)","(9.0, 19.0, 17.4)","(4.6, 5.6, 5.28)"
08-01-2023 19:03:58.020059,"(1.55, 2.04, 1.9328571428571428)","(14.0, 42.0, 25.384615384615387)","(16.0, 65.0, 57.25)","(6.0, 11.5, 10.066666666666666)","(9.0, 19.0, 17.4)","(4.6, 5.6, 5.28)"
08-01-2023 19:03:58.916851,"(1.55, 2.04, 1.9935483870967743)","(14.0, 42.0, 25.384615384615387)","(16.0, 65.0, 57.25)","(6.0, 11.5, 10.066666666666666)","(9.0, 19.0, 17.4)","(4.6, 5.6, 5.28)"
08-01-2023 19:03:59.772698,"(1.55, 2.04, 1.971)","(14.0, 42.0, 25.384615384615387)","(16.0, 65.0, 57.25)","(6.0, 11.5, 10.066666666666666)","(9.0, 19.0, 17.4)","(4.6, 5.6, 5.28)"
08-01-2023 19:04:00.731685,"(1.55, 2.04, 1.971)","(14.0, 42.0, 25.384615384615387)","(16.0, 65.0, 57.25)","(6.0, 11.5, 10.066666666666666)","(9.0, 19.0, 17.4)","(4.6, 5.6, 5.5)"
08-01-2023 19:04:01.717650,"(1.55, 2.04, 1.9993548387096776)","(14.0, 42.0, 25.384615384615387)","(16.0, 65.0, 57.25)","(6.0, 11.5, 10.066666666666666)","(9.0, 19.0, 17.4)","(4.6, 7.0, 6.0)"
08-01-2023 19:04:02.706331,"(1.55, 2.04, 1.996764705882353)","(14.0, 40.0, 32.85714285714286)","(16.0, 65.0, 47.5625)","(6.0, 11.0, 10.155555555555555)","(9.0, 19.0, 17.4)","(4.6, 6.8, 6.0)"
08-01-2023 19:04:03.687670,"(1.55, 2.04, 1.9875)","(14.0, 40.0, 32.85714285714286)","(16.0, 55.0, 44.57142857142857)","(6.0, 11.0, 10.155555555555555)","(9.0, 19.0, 16.6)","(4.6, 6.8, 6.0)"
08-01-2023 19:04:04.536074,"(1.55, 2.04, 1.9938461538461538)","(14.0, 40.0, 32.85714285714286)","(16.0, 60.0, 48.142857142857146)","(6.0, 11.0, 10.155555555555555)","(9.0, 19.0, 16.6)","(4.6, 6.8, 6.0)"
08-01-2023 19:04:05.411437,"(1.55, 2.04, 2.020344827586207)","(14.0, 40.0, 32.85714285714286)","(16.0, 60.0, 48.142857142857146)","(6.0, 11.0, 10.155555555555555)","(9.0, 19.0, 16.8)","(4.6, 6.8, 5.84)"
08-01-2023 19:04:06.315981,"(1.55, 2.04, 1.905)","(14.0, 40.0, 27.75)","(16.0, 60.0, 48.142857142857146)","(6.0, 11.0, 10.155555555555555)","(9.0, 19.0, 16.8)","(4.6, 6.8, 6.0)"
08-01-2023 19:04:07.192137,"(1.55, 2.04, 1.885714285714286)","(14.0, 38.0, 28.357142857142858)","(16.0, 60.0, 48.142857142857146)","(6.0, 10.0, 9.377777777777778)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:08.126945,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 55.0, 41.3125)","(6.0, 9.6, 9.066666666666666)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:09.054193,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 65.0, 45.285714285714285)","(6.0, 9.0, 8.526315789473685)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:09.925515,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 65.0, 50.69230769230769)","(6.0, 9.0, 8.526315789473685)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:10.809037,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 65.0, 50.69230769230769)","(6.0, 8.8, 8.444444444444445)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:11.717594,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 65.0, 50.69230769230769)","(6.0, 8.4, 8.133333333333333)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:12.644658,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 65.0, 50.69230769230769)","(6.0, 8.4, 8.133333333333333)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:13.629292,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 65.0, 50.69230769230769)","(6.0, 8.8, 9.075)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:14.555569,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 60.0, 42.214285714285715)","(6.0, 9.2, 8.7)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:15.485639,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 55.0, 30.333333333333336)","(6.0, 9.2, 8.799999999999999)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:16.376048,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 55.0, 30.333333333333336)","(6.0, 9.2, 8.799999999999999)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:17.255582,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 55.0, 40.2)","(6.0, 9.2, 8.799999999999999)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:18.207584,"(1.55, 2.04, 1.885714285714286)","(14.0, 36.0, 31.9)","(16.0, 55.0, 40.2)","(6.0, 9.2, 8.799999999999999)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:19.182492,"(1.55, 1.93, 1.874)","(14.0, 36.0, 31.9)","(16.0, 55.0, 40.2)","(6.0, 9.2, 8.799999999999999)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:20.062727,"(1.55, 1.93, 1.86)","(14.0, 36.0, 31.9)","(16.0, 55.0, 40.2)","(6.0, 9.2, 8.799999999999999)","(9.0, 19.0, 16.8)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:20.974888,"(1.55, 1.93, 1.86)","(14.0, 36.0, 31.9)","(16.0, 55.0, 40.2)","(6.0, 9.2, 8.799999999999999)","(9.0, 19.0, 15.0)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:21.864804,"(1.55, 1.93, 1.87)","(14.0, 36.0, 33.4375)","(16.0, 55.0, 45.75)","(6.0, 9.2, 8.799999999999999)","(9.0, 19.0, 15.0)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:22.803304,"(1.55, 1.93, 1.87)","(14.0, 34.0, 28.450000000000003)","(16.0, 55.0, 45.75)","(6.0, 9.2, 8.799999999999999)","(9.0, 18.5, 15.166666666666666)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:23.743615,"(1.55, 1.93, 1.87)","(14.0, 32.0, 29.9375)","(16.0, 55.0, 45.75)","(6.0, 9.2, 8.799999999999999)","(9.0, 18.5, 16.2)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:24.741436,"(1.55, 1.93, 1.87)","(14.0, 32.0, 27.049999999999997)","(16.0, 55.0, 45.75)","(6.0, 9.2, 8.799999999999999)","(9.0, 18.0, 16.2)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:25.702944,"(1.55, 1.93, 1.87)","(14.0, 32.0, 27.049999999999997)","(16.0, 55.0, 45.75)","(6.0, 9.2, 8.799999999999999)","(9.0, 18.0, 16.2)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:26.557495,"(1.55, 1.93, 1.87)","(14.0, 32.0, 27.049999999999997)","(16.0, 55.0, 45.75)","(6.0, 9.2, 8.799999999999999)","(9.0, 18.0, 16.2)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:27.415222,"(1.55, 1.93, 1.87)","(14.0, 32.0, 27.049999999999997)","(16.0, 55.0, 45.75)","(6.0, 9.2, 8.799999999999999)","(9.0, 18.0, 16.2)","(4.6, 6.4, 6.0)"
