,Titanium Power,Constant Flight,Snippy Fox,Much Much Better,Niffler,Munitions,Pizarro,Noble Soldier,Van Giz
07-01-2023 16:41:09.569895,"(8.5, 10.5, 10.182692307692308)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.055555555555555)","(11.0, 16.0, 15.711538461538462)","(9.0, 11.0, 10.363636363636363)","(16.0, 17.0, 16.9484126984127)","(2.05, 2.52, 2.408695652173913)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.68)"
07-01-2023 16:41:10.831102,"(8.5, 10.5, 10.148936170212766)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.055555555555555)","(11.0, 16.0, 15.711538461538462)","(9.0, 11.0, 10.363636363636363)","(16.0, 17.0, 17.125)","(2.05, 2.52, 2.453333333333333)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.61111111111111)"
07-01-2023 16:41:12.081064,"(8.5, 10.5, 10.148936170212766)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.055555555555555)","(11.0, 16.0, 15.711538461538462)","(9.0, 11.0, 10.363636363636363)","(16.0, 17.5, 17.125)","(2.05, 2.46, 2.4583333333333335)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.61111111111111)"
07-01-2023 16:41:13.334654,"(8.5, 10.5, 10.148936170212766)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.055555555555555)","(11.0, 16.0, 15.711538461538462)","(9.0, 11.0, 10.363636363636363)","(16.0, 17.5, 17.125)","(2.05, 2.46, 2.4583333333333335)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.61111111111111)"
07-01-2023 16:41:14.873441,"(8.5, 10.5, 10.148936170212766)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.055555555555555)","(11.0, 16.0, 15.711538461538462)","(9.0, 11.0, 10.353846153846154)","(16.0, 17.5, 17.125)","(2.05, 2.46, 2.4583333333333335)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.61111111111111)"
07-01-2023 16:41:16.266981,"(8.5, 10.5, 10.148936170212766)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.055555555555555)","(11.0, 16.0, 15.711538461538462)","(9.0, 11.0, 10.353846153846154)","(16.0, 17.5, 17.125)","(2.05, 2.46, 2.459621451104101)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.61111111111111)"
07-01-2023 16:41:17.441616,"(8.5, 10.5, 10.148936170212766)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.055555555555555)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.4)","(16.0, 17.5, 17.14)","(2.05, 2.46, 2.452857142857143)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.61111111111111)"
07-01-2023 16:41:18.941643,"(8.5, 10.5, 10.15625)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.086206896551724)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.4)","(16.0, 17.5, 17.14)","(2.05, 2.46, 2.4541176470588235)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.61111111111111)"
07-01-2023 16:41:20.249666,"(8.5, 10.5, 10.15625)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.086206896551724)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.4)","(16.0, 17.5, 17.14)","(2.05, 2.46, 2.4541176470588235)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.61111111111111)"
07-01-2023 16:41:21.407094,"(8.5, 10.5, 10.15625)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.086206896551724)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.4)","(16.0, 17.5, 17.14)","(2.05, 2.46, 2.4541176470588235)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.61111111111111)"
07-01-2023 16:41:22.572823,"(8.5, 10.5, 10.041666666666666)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.086206896551724)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.4)","(16.0, 17.5, 17.14)","(2.05, 2.46, 2.4541176470588235)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.61111111111111)"
07-01-2023 16:41:23.853758,"(8.5, 10.5, 10.041666666666666)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.086206896551724)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.4)","(16.0, 17.5, 17.304347826086957)","(2.05, 2.46, 2.459621451104101)","(9.0, 12.0, 11.607142857142858)","(9.0, 12.5, 11.601123595505618)"
07-01-2023 16:41:25.099660,"(8.5, 10.5, 10.041666666666666)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.086206896551724)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.4)","(16.0, 17.5, 17.14)","(2.05, 2.46, 2.435)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.601123595505618)"
07-01-2023 16:41:26.359807,"(8.5, 10.5, 10.041666666666666)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.086206896551724)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.4)","(16.0, 17.5, 17.14)","(2.05, 2.46, 2.45375)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.601123595505618)"
07-01-2023 16:41:27.660647,"(8.5, 10.5, 10.041666666666666)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.086206896551724)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.4)","(16.0, 17.5, 17.14)","(2.05, 2.46, 2.45375)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.601123595505618)"
07-01-2023 16:41:29.049651,"(8.5, 10.5, 10.041666666666666)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.125)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.533333333333333)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.46, 2.452)","(9.0, 12.0, 11.564356435643564)","(9.0, 12.5, 11.601123595505618)"
07-01-2023 16:41:30.326798,"(8.5, 10.5, 10.097560975609756)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.125)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.533333333333333)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.46, 2.453846153846154)","(9.0, 12.0, 11.408163265306122)","(9.0, 12.5, 11.63978494623656)"
07-01-2023 16:41:31.753959,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.125)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.533333333333333)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.46, 2.453846153846154)","(9.0, 11.5, 11.408163265306122)","(9.0, 12.5, 11.601123595505618)"
07-01-2023 16:41:33.206663,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.125)","(11.0, 16.0, 15.722222222222221)","(9.0, 11.0, 10.533333333333333)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.52, 2.4685714285714284)","(9.0, 11.5, 11.408163265306122)","(9.0, 12.5, 11.601123595505618)"
07-01-2023 16:41:34.538857,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.125)","(11.0, 16.0, 15.722222222222221)","(9.0, 11.0, 10.533333333333333)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.52, 2.396)","(9.0, 11.5, 11.408163265306122)","(9.0, 12.5, 11.601123595505618)"
07-01-2023 16:41:36.133646,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.125)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.533333333333333)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.4, 2.45)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.5, 11.772727272727273)"
07-01-2023 16:41:37.783604,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.125)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.533333333333333)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.52, 2.4458333333333333)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.5, 11.630434782608695)"
07-01-2023 16:41:39.239181,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.125)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.533333333333333)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.5, 2.4458333333333333)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.5, 11.601123595505618)"
07-01-2023 16:41:40.876538,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.125)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.533333333333333)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.5, 2.4458333333333333)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.5, 11.601123595505618)"
07-01-2023 16:41:42.365328,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.125)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.533333333333333)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.5, 2.4518518518518517)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:43.793198,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.533333333333333)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.5, 2.4785714285714286)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:45.037366,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.779411764705882)","(9.0, 11.0, 10.28125)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.5, 2.4785714285714286)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:46.295606,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.779411764705882)","(9.0, 10.5, 10.28125)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.5, 2.4785714285714286)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:47.553349,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.53125)","(9.0, 10.5, 10.28125)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.5, 2.4823529411764707)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:48.944963,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.53125)","(9.0, 10.5, 10.394736842105264)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.5, 2.4785714285714286)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:50.300270,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.53125)","(9.0, 11.5, 10.394736842105264)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.5, 2.4785714285714286)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:51.603593,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.53125)","(9.0, 10.5, 10.264705882352942)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.497708333333333)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:52.923442,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.53125)","(9.0, 10.5, 10.394736842105264)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.5053932584269663)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:54.181935,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.53125)","(9.0, 11.5, 10.5)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.5053932584269663)","(9.0, 11.5, 11.378378378378379)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:55.460295,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.53125)","(9.0, 11.0, 10.5)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.453)","(9.0, 11.5, 11.373239436619718)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:56.675834,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.53125)","(9.0, 11.0, 10.655172413793103)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.453)","(9.0, 11.5, 11.373239436619718)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:57.802072,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.53125)","(9.0, 11.0, 10.72972972972973)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.453)","(9.0, 11.5, 11.373239436619718)","(9.0, 12.0, 11.875)"
07-01-2023 16:41:58.987055,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.53125)","(9.0, 11.0, 10.72972972972973)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.4945098039215687)","(9.0, 11.5, 11.35)","(9.0, 12.0, 11.875)"
07-01-2023 16:42:00.300804,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.53125)","(9.0, 11.0, 10.72972972972973)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.4386206896551723)","(9.0, 11.5, 11.375)","(9.0, 12.0, 11.76923076923077)"
07-01-2023 16:42:01.522784,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.666666666666666)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.56, 2.4386206896551723)","(9.0, 11.5, 11.381578947368421)","(9.0, 12.0, 11.76923076923077)"
07-01-2023 16:42:02.706504,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.56, 2.4386206896551723)","(9.0, 11.5, 11.381578947368421)","(9.0, 12.0, 11.76923076923077)"
07-01-2023 16:42:03.892609,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.56, 2.4386206896551723)","(9.0, 11.5, 11.381578947368421)","(9.0, 12.0, 11.76923076923077)"
07-01-2023 16:42:05.418014,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.56, 2.4852173913043476)","(9.0, 11.5, 11.381578947368421)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:06.700074,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.4852173913043476)","(9.0, 11.5, 11.381578947368421)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:08.119256,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.4859999999999998)","(9.0, 11.5, 11.375)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:09.619488,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.4859999999999998)","(9.0, 11.5, 11.375)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:10.896708,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.4859999999999998)","(9.0, 11.5, 11.375)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:12.205535,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.4859999999999998)","(9.0, 11.5, 11.375)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:13.506863,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.4859999999999998)","(9.0, 11.5, 11.375)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:14.692580,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.4728)","(9.0, 11.5, 11.375)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:15.893398,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.4728)","(9.0, 11.5, 11.375)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:17.214185,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.680851063829786)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.4728)","(9.0, 11.5, 11.375)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:18.392825,"(8.5, 10.5, 10.025)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 16.0, 15.142857142857142)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.48)","(9.0, 11.5, 11.381578947368421)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:19.530626,"(8.5, 10.5, 10.012820512820513)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.5, 15.103174603174603)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.5025)","(9.0, 11.5, 11.381578947368421)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:20.709752,"(8.5, 10.0, 9.968421052631578)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.5, 15.103174603174603)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.5025)","(9.0, 11.5, 11.381578947368421)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:21.950378,"(8.5, 10.0, 9.968421052631578)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.5, 15.103174603174603)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.54, 2.5025)","(9.0, 11.5, 11.381578947368421)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:23.552648,"(8.5, 10.5, 10.183333333333334)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.5, 15.103174603174603)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.52, 2.4424489795918367)","(9.0, 11.5, 11.381578947368421)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:25.040139,"(8.5, 10.5, 10.183333333333334)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.5, 15.103174603174603)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.52, 2.4424489795918367)","(9.0, 11.5, 11.209677419354838)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:26.568298,"(8.5, 10.5, 10.183333333333334)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.5, 15.103174603174603)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.52, 2.4424489795918367)","(9.0, 11.5, 11.209677419354838)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:27.837399,"(8.5, 10.5, 10.077777777777778)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.5, 15.103174603174603)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.52, 2.4424489795918367)","(9.0, 11.5, 11.209677419354838)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:29.103588,"(8.5, 10.5, 10.007407407407408)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.5, 15.0)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.48, 2.4675)","(9.0, 11.5, 11.209677419354838)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:30.364034,"(8.5, 10.5, 10.007407407407408)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.0, 15.0)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.48, 2.4415384615384617)","(9.0, 11.5, 11.209677419354838)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:31.585461,"(8.5, 10.5, 9.98846153846154)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.5, 14.962264150943396)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.48, 2.4415384615384617)","(9.0, 11.5, 11.209677419354838)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:32.892075,"(8.5, 10.5, 9.98846153846154)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.5, 14.962264150943396)","(9.0, 11.0, 10.736842105263158)","(16.0, 17.5, 17.178571428571427)","(2.05, 2.48, 2.4415384615384617)","(9.0, 11.5, 11.209677419354838)","(9.0, 12.0, 11.7)"
07-01-2023 16:42:33.969139,"(8.5, 10.5, 9.98846153846154)","(41.0, 80.0, 75.83333333333333)","(9.0, 12.5, 12.18421052631579)","(11.0, 15.5, 14.962264150943396)","(9.0, 11.0, 10.651162790697674)","(16.0, 17.5, 16.527027027027028)","(2.05, 2.48, 2.4383333333333335)","(9.0, 11.5, 10.77450980392157)","(9.0, 12.0, 11.982758620689655)"
07-01-2023 16:42:35.114848,"(8.5, 10.5, 9.98846153846154)","(41.0, 80.0, 78.4375)","(9.0, 12.0, 11.56)","(11.0, 15.5, 14.962264150943396)","(9.0, 11.5, 11.26923076923077)","(16.0, 17.0, 16.527027027027028)","(2.05, 2.48, 2.4383333333333335)","(9.0, 11.0, 10.77450980392157)","(9.0, 12.0, 11.982758620689655)"
07-01-2023 16:42:36.422053,"(8.5, 10.5, 9.98846153846154)","(41.0, 80.0, 78.4375)","(9.0, 12.0, 11.56)","(11.0, 15.5, 14.962264150943396)","(9.0, 11.5, 11.26923076923077)","(16.0, 17.0, 16.527027027027028)","(2.05, 2.48, 2.4383333333333335)","(9.0, 11.0, 10.77450980392157)","(9.0, 12.0, 11.982758620689655)"
07-01-2023 16:42:37.652536,"(8.5, 10.5, 9.98846153846154)","(41.0, 80.0, 78.4375)","(9.0, 12.0, 11.56)","(11.0, 15.5, 14.962264150943396)","(9.0, 11.5, 11.26923076923077)","(16.0, 17.0, 16.527027027027028)","(2.05, 2.48, 2.4383333333333335)","(9.0, 11.0, 10.77450980392157)","(9.0, 12.0, 11.980519480519481)"
07-01-2023 16:42:38.973302,"(8.5, 10.5, 9.98846153846154)","(41.0, 80.0, 78.4375)","(9.0, 12.0, 11.56)","(11.0, 15.5, 14.962264150943396)","(9.0, 11.5, 11.26923076923077)","(16.0, 17.0, 16.527027027027028)","(2.05, 2.48, 2.4383333333333335)","(9.0, 11.0, 10.77450980392157)","(9.0, 12.0, 11.980519480519481)"
07-01-2023 16:42:40.247332,"(8.5, 10.5, 9.98846153846154)","(41.0, 80.0, 78.4375)","(9.0, 12.0, 11.56)","(11.0, 15.5, 14.962264150943396)","(9.0, 11.5, 11.26923076923077)","(16.0, 17.0, 16.527027027027028)","(2.05, 2.48, 2.4383333333333335)","(9.0, 11.0, 10.77450980392157)","(9.0, 12.0, 11.980519480519481)"
07-01-2023 16:42:41.476024,"(8.5, 10.5, 9.93404255319149)","(41.0, 80.0, 78.4375)","(9.0, 12.0, 11.56)","(11.0, 15.5, 14.962264150943396)","(9.0, 11.5, 11.26923076923077)","(16.0, 17.0, 16.527027027027028)","(2.05, 2.48, 2.4383333333333335)","(9.0, 11.0, 10.77450980392157)","(9.0, 12.0, 11.980519480519481)"
07-01-2023 16:42:42.758965,"(8.5, 10.5, 9.887500000000001)","(41.0, 80.0, 78.4375)","(9.0, 12.0, 11.56)","(11.0, 15.5, 14.962264150943396)","(9.0, 11.5, 11.26923076923077)","(16.0, 17.0, 16.527027027027028)","(2.05, 2.48, 2.4383333333333335)","(9.0, 11.0, 10.77450980392157)","(9.0, 12.0, 11.98235294117647)"
