,Kingscroft,Elegantly Wasted,Craigs Cruisin,Borneo Brave,Diesel Flyer,Black Elegance,Lornas Creek
11-01-2023 13:59:26.322574,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 87.0)"
11-01-2023 13:59:27.396277,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 87.0)"
11-01-2023 13:59:28.470276,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 87.0)"
11-01-2023 13:59:29.519262,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 87.0)"
11-01-2023 13:59:30.620060,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 87.0)"
11-01-2023 13:59:31.683044,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 87.0)"
11-01-2023 13:59:32.788964,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 87.0)"
11-01-2023 13:59:33.807932,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 87.0)"
11-01-2023 13:59:34.780010,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 87.0)"
11-01-2023 13:59:35.811326,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 87.0)"
11-01-2023 13:59:36.772937,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 121.61538461538461)"
11-01-2023 13:59:37.803343,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 330.0, 56.66666666666667)"
11-01-2023 13:59:38.839878,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 70.0, 56.66666666666667)"
11-01-2023 13:59:39.918173,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 70.0, 156.0)"
11-01-2023 13:59:40.972306,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 240.0, 156.0)"
11-01-2023 13:59:42.089911,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 240.0, 73.6)"
11-01-2023 13:59:43.158032,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 240.0, 124.66666666666667)"
11-01-2023 13:59:44.255939,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 310.0, 124.66666666666667)"
11-01-2023 13:59:45.382710,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 310.0, 124.66666666666667)"
11-01-2023 13:59:46.495704,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 110.0)","(31.0, 310.0, 124.66666666666667)"
11-01-2023 13:59:47.496758,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 310.0, 124.66666666666667)"
11-01-2023 13:59:48.460604,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 310.0, 124.66666666666667)"
11-01-2023 13:59:49.422795,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 310.0, 124.66666666666667)"
11-01-2023 13:59:50.416064,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 310.0, 218.0)"
11-01-2023 13:59:51.434790,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 106.5)","(31.0, 310.0, 127.33333333333333)"
11-01-2023 13:59:52.383108,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 310.0, 127.33333333333333)"
11-01-2023 13:59:53.440799,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 310.0, 127.33333333333333)"
11-01-2023 13:59:54.453749,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 310.0, 127.33333333333333)"
11-01-2023 13:59:55.517762,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 310.0, 127.33333333333333)"
11-01-2023 13:59:56.647830,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 310.0, 127.33333333333333)"
11-01-2023 13:59:57.733558,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 310.0, 127.33333333333333)"
11-01-2023 13:59:58.783330,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 310.0, 127.33333333333333)"
11-01-2023 13:59:59.831931,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 310.0, 127.33333333333333)"
11-01-2023 14:00:00.824400,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 310.0, 127.33333333333333)"
11-01-2023 14:00:02.101524,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 310.0, 135.0)"
11-01-2023 14:00:03.274336,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 230.0, 166.66666666666669)"
11-01-2023 14:00:04.480489,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 230.0, 166.66666666666669)"
11-01-2023 14:00:05.728672,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 230.0, 166.66666666666669)"
11-01-2023 14:00:06.714329,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 230.0, 135.0)"
11-01-2023 14:00:07.845385,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 230.0, 170.0)"
11-01-2023 14:00:08.895524,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 300.0, 92.0)"
11-01-2023 14:00:10.229081,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 300.0, 92.0)"
11-01-2023 14:00:11.391402,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 300.0, 92.0)"
11-01-2023 14:00:12.458368,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 300.0, 92.0)"
11-01-2023 14:00:13.487224,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 300.0, 154.0)"
11-01-2023 14:00:14.502718,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 230.0, 154.0)"
11-01-2023 14:00:15.627001,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 420.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 230.0, 154.0)"
11-01-2023 14:00:16.669037,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 425.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 230.0, 154.0)"
11-01-2023 14:00:17.746365,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 425.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 230.0, 154.0)"
11-01-2023 14:00:18.840223,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 425.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 111.0)","(31.0, 230.0, 154.0)"
11-01-2023 14:00:19.850641,"(2.0, 3.1, 2.62)","(16.0, 65.0, 47.5)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 230.0, 154.0)"
11-01-2023 14:00:20.915232,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 230.0, 154.0)"
11-01-2023 14:00:21.981134,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 230.0, 154.0)"
11-01-2023 14:00:23.068827,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 230.0, 160.9090909090909)"
11-01-2023 14:00:24.506348,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 230.0, 160.9090909090909)"
11-01-2023 14:00:26.028324,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 230.0, 160.9090909090909)"
11-01-2023 14:00:27.160847,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 230.0, 160.9090909090909)"
11-01-2023 14:00:28.391830,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 230.0, 160.9090909090909)"
11-01-2023 14:00:29.425823,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 230.0, 160.9090909090909)"
11-01-2023 14:00:30.685913,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 230.0, 160.9090909090909)"
11-01-2023 14:00:31.829674,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 230.0, 131.0)"
11-01-2023 14:00:32.922733,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 220.0, 131.0)"
11-01-2023 14:00:34.075954,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 220.0, 131.0)"
11-01-2023 14:00:35.190647,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.3)","(41.0, 390.0, 111.0)","(31.0, 220.0, 131.0)"
11-01-2023 14:00:36.221024,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 111.0)","(31.0, 220.0, 131.0)"
11-01-2023 14:00:37.215665,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 111.0)","(31.0, 220.0, 131.0)"
11-01-2023 14:00:38.234048,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 111.0)","(31.0, 220.0, 131.0)"
11-01-2023 14:00:39.186191,"(2.0, 3.1, 2.62)","(16.0, 65.0, 53.33333333333333)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 111.0)","(31.0, 220.0, 131.0)"
11-01-2023 14:00:40.147180,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.0)","(101.0, 730.0, 430.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 111.0)","(31.0, 220.0, 82.8)"
11-01-2023 14:00:41.157670,"(2.0, 3.1, 2.62)","(16.0, 65.0, 48.5)","(101.0, 730.0, 435.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 111.0)","(31.0, 230.0, 133.0)"
11-01-2023 14:00:42.154189,"(2.0, 3.1, 2.62)","(16.0, 65.0, 48.5)","(101.0, 730.0, 435.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 111.0)","(31.0, 220.0, 133.0)"
11-01-2023 14:00:43.206696,"(2.0, 3.1, 2.62)","(16.0, 65.0, 48.5)","(101.0, 730.0, 435.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 111.0)","(31.0, 220.0, 133.0)"
11-01-2023 14:00:44.223966,"(2.0, 3.1, 2.62)","(16.0, 65.0, 48.5)","(101.0, 730.0, 435.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 111.0)","(31.0, 220.0, 133.0)"
11-01-2023 14:00:45.198675,"(2.0, 3.1, 2.62)","(16.0, 65.0, 48.5)","(101.0, 730.0, 435.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 102.0)","(31.0, 220.0, 82.8)"
11-01-2023 14:00:46.147452,"(2.0, 3.1, 2.62)","(16.0, 65.0, 48.5)","(101.0, 730.0, 622.5)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 120.0)","(31.0, 230.0, 134.0)"
11-01-2023 14:00:47.193409,"(2.0, 3.1, 2.56)","(16.0, 65.0, 48.5)","(101.0, 730.0, 440.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 120.0)","(31.0, 220.0, 134.0)"
11-01-2023 14:00:48.293784,"(2.0, 3.1, 2.56)","(16.0, 65.0, 48.5)","(101.0, 730.0, 440.0)","(1.65, 2.44, 1.8479999999999999)","(15.0, 40.0, 19.75)","(41.0, 390.0, 120.0)","(31.0, 220.0, 134.0)"
11-01-2023 14:00:49.617498,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 440.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 390.0, 235.0)","(31.0, 220.0, 134.0)"
11-01-2023 14:00:50.666885,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 440.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 380.0, 235.0)","(31.0, 220.0, 134.0)"
11-01-2023 14:00:51.942484,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 622.5)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 380.0, 235.0)","(31.0, 220.0, 84.4)"
11-01-2023 14:00:53.184829,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 445.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 380.0, 235.0)","(31.0, 230.0, 156.0)"
11-01-2023 14:00:54.325281,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 445.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 380.0, 235.0)","(31.0, 210.0, 156.0)"
11-01-2023 14:00:55.453346,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 445.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 380.0, 120.0)","(31.0, 210.0, 156.0)"
11-01-2023 14:00:56.439372,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 445.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 390.0, 235.0)","(31.0, 210.0, 156.0)"
11-01-2023 14:00:57.520492,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 445.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 380.0, 235.0)","(31.0, 210.0, 128.0)"
11-01-2023 14:00:58.476580,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 410.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 380.0, 235.0)","(31.0, 210.0, 132.5)"
11-01-2023 14:00:59.429408,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 450.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 380.0, 235.0)","(31.0, 210.0, 132.5)"
11-01-2023 14:01:00.674121,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 450.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 380.0, 235.0)","(31.0, 210.0, 132.5)"
11-01-2023 14:01:01.781429,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 450.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 380.0, 120.0)","(31.0, 210.0, 132.5)"
11-01-2023 14:01:02.901913,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 48.5)","(101.0, 730.0, 450.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 390.0, 260.0)","(31.0, 210.0, 184.16666666666666)"
11-01-2023 14:01:04.282281,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 59.5)","(101.0, 730.0, 515.0)","(1.65, 2.44, 1.840952380952381)","(15.0, 40.0, 19.75)","(41.0, 370.0, 190.0)","(31.0, 210.0, 161.66666666666669)"
11-01-2023 14:01:05.446102,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 59.5)","(101.0, 630.0, 515.0)","(1.65, 2.44, 1.8345454545454545)","(15.0, 40.0, 19.75)","(41.0, 370.0, 190.0)","(31.0, 210.0, 173.75)"
11-01-2023 14:01:06.589199,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 59.5)","(101.0, 630.0, 515.0)","(1.65, 2.44, 1.8345454545454545)","(15.0, 40.0, 19.75)","(41.0, 370.0, 280.0)","(31.0, 210.0, 142.5)"
11-01-2023 14:01:07.624408,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 59.5)","(101.0, 630.0, 515.0)","(1.65, 2.44, 1.8345454545454545)","(15.0, 40.0, 19.75)","(41.0, 370.0, 195.0)","(31.0, 210.0, 171.66666666666669)"
11-01-2023 14:01:08.825626,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 59.5)","(101.0, 630.0, 515.0)","(1.65, 2.44, 1.8345454545454545)","(15.0, 40.0, 19.75)","(41.0, 290.0, 237.5)","(31.0, 220.0, 173.33333333333331)"
11-01-2023 14:01:10.290203,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 59.5)","(101.0, 630.0, 515.0)","(1.65, 2.44, 1.8345454545454545)","(15.0, 40.0, 19.75)","(41.0, 280.0, 200.0)","(31.0, 220.0, 152.5)"
11-01-2023 14:01:11.596693,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 59.5)","(101.0, 630.0, 515.0)","(1.65, 2.44, 1.8345454545454545)","(15.0, 40.0, 19.75)","(41.0, 280.0, 240.0)","(31.0, 220.0, 185.0)"
11-01-2023 14:01:12.827789,"(2.0, 3.1, 2.7072727272727275)","(16.0, 65.0, 59.5)","(101.0, 630.0, 515.0)","(1.65, 2.44, 1.8345454545454545)","(15.0, 40.0, 24.0)","(41.0, 280.0, 240.0)","(31.0, 210.0, 185.0)"
11-01-2023 14:01:13.975012,"(2.0, 3.1, 2.7072727272727275)","(16.0, 130.0, 67.0)","(101.0, 630.0, 515.0)","(1.65, 2.44, 1.996)","(15.0, 50.0, 24.0)","(41.0, 280.0, 240.0)","(31.0, 210.0, 185.0)"
