,Hello Tiger,Blue Blazer,Sante Fe Trail,Swift Choice,Dough To Go,Raining Vodka
10-01-2023 19:34:00.674555,"(4.8, 9.2, 8.399999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:01.679776,"(4.8, 9.2, 5.975)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:02.783676,"(4.8, 9.2, 8.125)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:03.855752,"(4.8, 9.2, 8.555)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:04.905496,"(4.8, 9.2, 8.555)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:05.820939,"(4.8, 9.2, 8.555)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:06.846175,"(4.8, 9.0, 8.385)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:07.952010,"(4.8, 9.0, 8.385)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:09.057813,"(4.8, 9.0, 8.385)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:10.133741,"(4.8, 9.0, 8.385)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:11.267939,"(4.8, 9.0, 8.738297872340425)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:12.299635,"(4.8, 9.0, 8.738297872340425)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:13.445714,"(4.8, 9.0, 8.738297872340425)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:14.560884,"(4.8, 9.0, 8.738297872340425)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:15.665510,"(4.8, 9.0, 8.738297872340425)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:16.750566,"(4.8, 9.0, 8.738297872340425)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:17.873946,"(4.8, 9.0, 8.658333333333333)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:19.013681,"(4.8, 9.0, 8.658333333333333)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:20.272414,"(4.8, 9.0, 8.658333333333333)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:21.557570,"(4.8, 9.0, 6.3999999999999995)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:22.896780,"(4.8, 9.0, 6.3999999999999995)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:24.043448,"(4.8, 9.0, 6.3999999999999995)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:25.190867,"(4.8, 9.0, 7.581818181818182)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:26.383117,"(4.8, 9.0, 7.581818181818182)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:27.505746,"(4.8, 9.0, 7.581818181818182)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:28.565396,"(4.8, 9.0, 7.581818181818182)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:29.587822,"(4.8, 9.0, 7.581818181818182)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:30.628068,"(4.8, 9.0, 7.581818181818182)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:31.625722,"(4.8, 9.0, 7.581818181818182)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:32.623209,"(4.8, 9.0, 8.5125)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:33.633654,"(4.8, 9.2, 7.969999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:34.600648,"(4.8, 9.2, 7.969999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:35.636631,"(4.8, 9.2, 7.969999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:36.636992,"(4.8, 9.2, 7.969999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:37.631876,"(4.8, 9.2, 7.969999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:38.692228,"(4.8, 9.2, 7.969999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:39.715077,"(4.8, 9.2, 7.969999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:40.731509,"(4.8, 9.2, 7.969999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:41.695289,"(4.8, 9.2, 7.969999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:42.649292,"(4.8, 9.2, 7.709090909090909)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:43.618869,"(4.8, 9.2, 7.709090909090909)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:44.554626,"(4.8, 9.2, 8.399999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:45.607389,"(4.8, 9.2, 6.6)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:46.637810,"(4.8, 9.2, 8.399999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:47.652589,"(4.8, 9.2, 8.399999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:48.654043,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:49.619486,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:50.607442,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:51.543109,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:52.590538,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:53.613735,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:54.666740,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:55.679192,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:56.638518,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:57.516968,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:58.407160,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:34:59.371214,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:00.384422,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:01.377205,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.3625)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:02.359448,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.6, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:03.609924,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:04.593748,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:05.520663,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:06.474455,"(4.8, 9.2, 7.25)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:07.512361,"(4.8, 9.2, 8.44)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:08.712646,"(4.8, 9.2, 8.44)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:09.771342,"(4.8, 9.2, 8.44)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:10.817501,"(4.8, 9.2, 8.44)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:11.915542,"(4.8, 9.2, 8.44)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:12.867344,"(4.8, 9.2, 8.44)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:13.787341,"(4.8, 9.2, 8.44)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:14.955331,"(4.8, 9.2, 8.44)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:16.060249,"(4.8, 9.2, 8.44)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:17.134206,"(4.8, 9.2, 8.67878787878788)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:18.168984,"(4.8, 9.2, 8.149999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:19.161850,"(4.8, 9.2, 8.149999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:20.104130,"(4.8, 9.2, 8.149999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:21.005617,"(4.8, 9.2, 8.149999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:21.998299,"(4.8, 9.2, 8.149999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:23.055213,"(4.8, 9.2, 8.149999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:24.331752,"(4.8, 9.2, 8.149999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:25.450765,"(4.8, 9.2, 8.149999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:26.499484,"(4.8, 9.2, 8.149999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:27.505986,"(4.8, 9.2, 8.149999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:28.842936,"(4.8, 9.2, 8.149999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:30.179247,"(4.8, 9.2, 6.533333333333333)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:31.454416,"(4.8, 9.2, 6.533333333333333)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:32.983619,"(4.8, 9.2, 7.745454545454545)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:34.144834,"(4.8, 9.2, 7.745454545454545)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:36.391013,"(4.8, 9.2, 7.745454545454545)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:38.133142,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:39.310944,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:40.479327,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 12.5, 10.863636363636363)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:41.694323,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 5.75)","(7.5, 12.5, 11.9375)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:42.762664,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 5.75)","(7.5, 12.5, 10.84375)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:43.904053,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 5.75)","(7.5, 14.5, 13.25)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:45.054113,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 5.75)","(7.5, 14.0, 13.25)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:46.172809,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 5.75)","(7.5, 14.0, 13.25)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:47.226006,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 5.75)","(7.5, 14.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:48.321263,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:49.425578,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:50.516045,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:51.625242,"(4.8, 9.2, 6.666666666666667)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:52.751484,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:53.917532,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:54.994375,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:55.873391,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:56.988122,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:58.064154,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:35:59.137221,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:36:00.152372,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:36:01.190512,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 6.5375)","(7.5, 13.0, 11.88888888888889)","(4.2, 5.8, 5.3)"
10-01-2023 19:36:02.223249,"(4.8, 9.2, 7.199999999999999)","(3.8, 6.0, 5.86875)","(4.8, 7.8, 7.1)","(4.6, 6.8, 5.75)","(7.5, 13.0, 12.266666666666667)","(4.2, 5.8, 5.3)"
